#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
655981,24567069,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Geomyces destructans).,other,-,-,-,-,20181203,-
655981,36283263,VC83_00164,VC83_00164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283264,VC83_00165,VC83_00165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283265,VMA4,VC83_00166,-,-,Unknown,-,V-ATPase V1 sector subunit E,protein-coding,-,-,-,V-ATPase V1 sector subunit E,20200909,-
655981,36283266,VC83_00167,VC83_00167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283267,VC83_00168,VC83_00168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283268,VC83_00169,VC83_00169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283269,VC83_00170,VC83_00170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283270,VC83_00171,VC83_00171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283271,VC83_00172,VC83_00172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283272,VC83_00173,VC83_00173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283273,VC83_00174,VC83_00174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283274,NCS6,VC83_00175,-,-,Unknown,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20200909,-
655981,36283275,RPL8B,VC83_00176,-,-,Unknown,-,60S ribosomal protein L8-B,protein-coding,-,-,-,60S ribosomal protein L8-B,20200909,-
655981,36283276,VC83_00177,VC83_00177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283277,VC83_00178,VC83_00178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283278,VC83_00179,VC83_00179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283279,VC83_00180,VC83_00180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283280,VC83_00181,VC83_00181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283281,VC83_00182,VC83_00182,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283282,GPI18,VC83_00183,-,-,Unknown,-,ER membrane glycoprotein subunit of the GPI transamidase complex-like protein,protein-coding,-,-,-,ER membrane glycoprotein subunit of the GPI transamidase complex-like protein,20200909,-
655981,36283283,VC83_00184,VC83_00184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283284,VC83_00185,VC83_00185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283285,VC83_00186,VC83_00186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283286,VC83_00187,VC83_00187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283287,VC83_00188,VC83_00188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283288,VC83_00189,VC83_00189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283289,VC83_00190,VC83_00190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283290,VC83_00191,VC83_00191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283291,ACU9,VC83_00192,-,-,Unknown,-,"Malate synthase, glyoxysomal",protein-coding,-,-,-,"Malate synthase, glyoxysomal",20200909,-
655981,36283292,VC83_00193,VC83_00193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283293,VC83_00194,VC83_00194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283294,SUB2,VC83_00195,-,-,Unknown,-,Suppressor of the cold-sensitive snRNP bioproteinsis mutant brr1-1,protein-coding,-,-,-,Suppressor of the cold-sensitive snRNP bioproteinsis mutant brr1-1,20200909,-
655981,36283295,VC83_00196,VC83_00196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283296,VC83_00197,VC83_00197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283297,VC83_00198,VC83_00198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283298,VC83_00199,VC83_00199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283299,VC83_00200,VC83_00200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283300,VC83_00201,VC83_00201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283301,IPI1,VC83_00202,-,-,Unknown,-,rRNA processing protein,protein-coding,-,-,-,rRNA processing protein,20200909,-
655981,36283302,VC83_00203,VC83_00203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283303,VC83_00204,VC83_00204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283304,VC83_00205,VC83_00205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283305,VC83_00206,VC83_00206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283306,VC83_00207,VC83_00207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283307,VC83_00208,VC83_00208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283308,VC83_00209,VC83_00209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283309,VC83_00210,VC83_00210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283310,VC83_00211,VC83_00211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283311,VC83_00212,VC83_00212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283312,VC83_00213,VC83_00213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283313,VC83_00214,VC83_00214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283314,VC83_00215,VC83_00215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283315,VC83_00216,VC83_00216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283316,VC83_00217,VC83_00217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283317,VC83_00218,VC83_00218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283318,VC83_00219,VC83_00219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283319,VC83_00220,VC83_00220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283320,VC83_00221,VC83_00221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283321,VC83_00222,VC83_00222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283322,VC83_00223,VC83_00223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283323,VC83_00224,VC83_00224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283324,VC83_00225,VC83_00225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283325,VC83_00226,VC83_00226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283326,VC83_00227,VC83_00227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283327,VC83_00228,VC83_00228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283328,VC83_00229,VC83_00229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283329,VC83_00230,VC83_00230,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
655981,36283330,PDH1,VC83_00231,-,-,Unknown,-,ATP-binding cassette transporter CGR1,protein-coding,-,-,-,ATP-binding cassette transporter CGR1,20200909,-
655981,36283331,VC83_00232,VC83_00232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283332,VC83_00233,VC83_00233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283333,VC83_00234,VC83_00234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283334,VC83_00235,VC83_00235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283335,VC83_00236,VC83_00236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283336,VC83_00237,VC83_00237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283337,VC83_00238,VC83_00238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283338,VC83_00239,VC83_00239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283339,VC83_00240,VC83_00240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283340,VC83_00241,VC83_00241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283341,VC83_00242,VC83_00242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283342,VC83_00243,VC83_00243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283343,VC83_00244,VC83_00244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283344,VC83_00245,VC83_00245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283345,VC83_00246,VC83_00246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283346,VC83_00247,VC83_00247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283347,VC83_00248,VC83_00248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283348,VC83_00249,VC83_00249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283349,VC83_00250,VC83_00250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283350,VC83_00251,VC83_00251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283351,VC83_00252,VC83_00252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283352,VC83_00253,VC83_00253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283353,VC83_00254,VC83_00254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283354,VC83_00255,VC83_00255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283355,PIN4,VC83_00256,-,-,Unknown,-,Peptidyl-prolyl cis-trans isomerase pin4,protein-coding,-,-,-,Peptidyl-prolyl cis-trans isomerase pin4,20200909,-
655981,36283356,VC83_00257,VC83_00257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283357,VC83_00258,VC83_00258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283358,VC83_00259,VC83_00259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283359,VC83_00260,VC83_00260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283360,VC83_00261,VC83_00261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283361,VC83_00262,VC83_00262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283362,VC83_00263,VC83_00263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283363,VC83_00264,VC83_00264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283364,VC83_00265,VC83_00265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283365,VC83_00266,VC83_00266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283366,VC83_00267,VC83_00267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283367,VC83_00268,VC83_00268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283368,VC83_00269,VC83_00269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283369,VC83_00270,VC83_00270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283370,VC83_00271,VC83_00271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283371,VC83_00272,VC83_00272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283372,VC83_00273,VC83_00273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283373,VC83_00274,VC83_00274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283374,VC83_00275,VC83_00275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283375,VC83_00276,VC83_00276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283376,RPL13,VC83_00277,-,-,Unknown,-,ribosomal 60S subunit protein L13A,protein-coding,-,-,-,ribosomal 60S subunit protein L13A,20200909,-
655981,36283377,VC83_00278,VC83_00278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283378,VC83_00279,VC83_00279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283379,RPS18,VC83_00280,-,-,Unknown,-,ribosomal 40S subunit protein S18B,protein-coding,-,-,-,ribosomal 40S subunit protein S18B,20200909,-
655981,36283380,VC83_00281,VC83_00281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283381,PDE2,VC83_00282,-,-,Unknown,-,"3',5'-cyclic-nucleotide phosphodiesterase",protein-coding,-,-,-,"3',5'-cyclic-nucleotide phosphodiesterase",20200909,-
655981,36283382,VC83_00283,VC83_00283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283383,CTA1,VC83_00284,-,-,Unknown,-,peroxisomal catalase A,protein-coding,-,-,-,peroxisomal catalase A,20200909,-
655981,36283384,VC83_00285,VC83_00285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283385,RER1,VC83_00286,-,-,Unknown,-,retention in endoplasmic reticulum protein 1,protein-coding,-,-,-,retention in endoplasmic reticulum protein 1,20200909,-
655981,36283386,VC83_00287,VC83_00287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283387,ARL1,VC83_00288,-,-,Unknown,-,Arf GTPase arl1,protein-coding,-,-,-,Arf GTPase arl1,20200909,-
655981,36283388,VC83_00289,VC83_00289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283389,VC83_00290,VC83_00290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283390,CYC3,VC83_00291,-,-,Unknown,-,holocytochrome c synthase,protein-coding,-,-,-,holocytochrome c synthase,20200909,-
655981,36283391,VC83_00292,VC83_00292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283392,VC83_00293,VC83_00293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283393,BNI4,VC83_00294,-,-,Unknown,-,bud neck involved protein,protein-coding,-,-,-,bud neck involved protein,20200909,-
655981,36283394,SWC5,VC83_00295,-,-,Unknown,-,swr complex subunit,protein-coding,-,-,-,swr complex subunit,20200909,-
655981,36283395,VC83_00296,VC83_00296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283396,VC83_00297,VC83_00297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283397,VC83_00298,VC83_00298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283398,VC83_00299,VC83_00299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283399,VC83_00300,VC83_00300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283400,VC83_00301,VC83_00301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283401,VC83_00302,VC83_00302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283402,VC83_00303,VC83_00303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283403,VC83_00304,VC83_00304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283404,QNS1_1,VC83_00305,-,-,Unknown,-,glutamine-dependent NAD(+) synthetase,protein-coding,-,-,-,glutamine-dependent NAD(+) synthetase,20200909,-
655981,36283405,VC83_00307,VC83_00307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283406,VC83_00308,VC83_00308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283407,VC83_00309,VC83_00309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283408,VC83_00310,VC83_00310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283409,VC83_00311,VC83_00311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283410,VC83_00312,VC83_00312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283411,VC83_00313,VC83_00313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283412,VC83_00314,VC83_00314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283413,CWC21,VC83_00315,-,-,Unknown,-,RNA-splicing factor,protein-coding,-,-,-,RNA-splicing factor,20200909,-
655981,36283414,VC83_00316,VC83_00316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283415,VC83_00317,VC83_00317,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283416,MED6,VC83_00318,-,-,Unknown,-,mediator complex subunit med6,protein-coding,-,-,-,mediator complex subunit med6,20200909,-
655981,36283417,GYP7,VC83_00319,-,-,Unknown,-,GTPase activating protein,protein-coding,-,-,-,GTPase activating protein,20200909,-
655981,36283418,VC83_00320,VC83_00320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36283419,VC83_00321,VC83_00321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
