#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2594798,55636404,GKQ38_RS00005,GKQ38_RS00005,GKQ38_00005,-,-,-,S-layer protein,protein-coding,-,-,-,S-layer protein,20210522,-
2594798,55637051,GKQ38_RS03240,GKQ38_RS03240,GKQ38_03235,-,-,-,proteasome assembly chaperone family protein,protein-coding,-,-,-,proteasome assembly chaperone family protein,20210522,-
2594798,55637052,GKQ38_RS03245,GKQ38_RS03245,GKQ38_03240,-,-,-,DNA-directed RNA polymerase subunit K,protein-coding,-,-,-,DNA-directed RNA polymerase subunit K,20210522,-
2594798,55637053,GKQ38_RS03250,GKQ38_RS03250,GKQ38_03245,-,-,-,enolase,protein-coding,-,-,-,enolase,20210522,-
2594798,55637054,GKQ38_RS03255,GKQ38_RS03255,GKQ38_03250,-,-,-,30S ribosomal protein S2,protein-coding,-,-,-,30S ribosomal protein S2,20210522,-
2594798,55637055,GKQ38_RS03260,GKQ38_RS03260,GKQ38_03255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637056,GKQ38_RS03265,GKQ38_RS03265,GKQ38_03260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637057,GKQ38_RS03270,GKQ38_RS03270,GKQ38_03265,-,-,-,50S ribosomal protein L7ae,protein-coding,-,-,-,50S ribosomal protein L7ae,20210522,-
2594798,55637058,rps28e,GKQ38_RS03275,GKQ38_03270,-,-,-,30S ribosomal protein S28e,protein-coding,-,-,-,30S ribosomal protein S28e,20210522,-
2594798,55637059,GKQ38_RS03280,GKQ38_RS03280,GKQ38_03275,-,-,-,50S ribosomal protein L24e,protein-coding,-,-,-,50S ribosomal protein L24e,20210522,-
2594798,55637060,GKQ38_RS03285,GKQ38_RS03285,GKQ38_03280,-,-,-,family 1 glycosylhydrolase,protein-coding,-,-,-,family 1 glycosylhydrolase,20210522,-
2594798,55637061,infB,GKQ38_RS03290,GKQ38_03285,-,-,-,translation initiation factor IF-2,protein-coding,-,-,-,translation initiation factor IF-2,20210522,-
2594798,55637062,GKQ38_RS03295,GKQ38_RS03295,GKQ38_03290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637063,GKQ38_RS03300,GKQ38_RS03300,GKQ38_03295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637064,GKQ38_RS03305,GKQ38_RS03305,GKQ38_03300,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20210522,-
2594798,55637065,GKQ38_RS03310,GKQ38_RS03310,GKQ38_03305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637066,GKQ38_RS03315,GKQ38_RS03315,GKQ38_03310,-,-,-,adenylyltransferase/cytidyltransferase family protein,protein-coding,-,-,-,adenylyltransferase/cytidyltransferase family protein,20210522,-
2594798,55637067,GKQ38_RS03320,GKQ38_RS03320,GKQ38_03315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637068,sufB,GKQ38_RS03325,GKQ38_03320,-,-,-,Fe-S cluster assembly protein SufB,protein-coding,-,-,-,Fe-S cluster assembly protein SufB,20210522,-
2594798,55637069,GKQ38_RS03330,GKQ38_RS03330,GKQ38_03325,-,-,-,SufD family Fe-S cluster assembly protein,protein-coding,-,-,-,SufD family Fe-S cluster assembly protein,20200624,-
2594798,55637070,GKQ38_RS03335,GKQ38_RS03335,GKQ38_03330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637071,GKQ38_RS03340,GKQ38_RS03340,GKQ38_03335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637072,GKQ38_RS03345,GKQ38_RS03345,GKQ38_03340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637073,GKQ38_RS03350,GKQ38_RS03350,GKQ38_03345,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210522,-
2594798,55637074,GKQ38_RS03355,GKQ38_RS03355,GKQ38_03350,-,-,-,SdpI family protein,protein-coding,-,-,-,SdpI family protein,20210522,-
2594798,55637075,GKQ38_RS03360,GKQ38_RS03360,GKQ38_03355,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200624,-
2594798,55637076,GKQ38_RS03365,GKQ38_RS03365,GKQ38_03360,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20210522,-
2594798,55637077,GKQ38_RS03370,GKQ38_RS03370,GKQ38_03365,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210522,-
2594798,55637078,GKQ38_RS03375,GKQ38_RS03375,GKQ38_03370,-,-,-,MMPL family transporter,protein-coding,-,-,-,MMPL family transporter,20210522,-
2594798,55637079,GKQ38_RS03380,GKQ38_RS03380,GKQ38_03375,-,-,-,MMPL family transporter,protein-coding,-,-,-,MMPL family transporter,20210522,-
2594798,55637080,GKQ38_RS03385,GKQ38_RS03385,GKQ38_03380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637081,GKQ38_RS03390,GKQ38_RS03390,GKQ38_03385,-,-,-,SufS family cysteine desulfurase,protein-coding,-,-,-,SufS family cysteine desulfurase,20210522,-
2594798,55637082,GKQ38_RS03395,GKQ38_RS03395,GKQ38_03390,-,-,-,iron-sulfur cluster assembly scaffold protein,protein-coding,-,-,-,iron-sulfur cluster assembly scaffold protein,20200624,-
2594798,55637083,GKQ38_RS03400,GKQ38_RS03400,GKQ38_03395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637084,sufC,GKQ38_RS03405,GKQ38_03400,-,-,-,Fe-S cluster assembly ATPase SufC,protein-coding,-,-,-,Fe-S cluster assembly ATPase SufC,20210522,-
2594798,55637085,GKQ38_RS03410,GKQ38_RS03410,GKQ38_03405,-,-,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,protein-coding,-,-,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,20210522,-
2594798,55637086,GKQ38_RS03415,GKQ38_RS03415,GKQ38_03410,-,-,-,NOP58 family protein,protein-coding,-,-,-,NOP58 family protein,20210522,-
2594798,55637087,GKQ38_RS03420,GKQ38_RS03420,GKQ38_03415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637088,GKQ38_RS03425,GKQ38_RS03425,GKQ38_03420,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637089,GKQ38_RS03430,GKQ38_RS03430,GKQ38_03425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637090,GKQ38_RS03435,GKQ38_RS03435,GKQ38_03430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637091,GKQ38_RS03440,GKQ38_RS03440,GKQ38_03435,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210522,-
2594798,55637092,pepF,GKQ38_RS03445,GKQ38_03440,-,-,-,oligoendopeptidase F,protein-coding,-,-,-,oligoendopeptidase F,20210522,-
2594798,55637093,GKQ38_RS03450,GKQ38_RS03450,GKQ38_03445,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20210522,-
2594798,55637094,GKQ38_RS03455,GKQ38_RS03455,GKQ38_03450,-,-,-,DUF59 domain-containing protein,protein-coding,-,-,-,DUF59 domain-containing protein,20210522,-
2594798,55637095,GKQ38_RS03460,GKQ38_RS03460,GKQ38_03455,-,-,-,DUF2391 domain-containing protein,protein-coding,-,-,-,DUF2391 domain-containing protein,20210522,-
2594798,55637096,GKQ38_RS03465,GKQ38_RS03465,GKQ38_03460,-,-,-,DUF2070 family protein,protein-coding,-,-,-,DUF2070 family protein,20210522,-
2594798,55637097,GKQ38_RS03470,GKQ38_RS03470,GKQ38_03465,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55637098,GKQ38_RS03475,GKQ38_RS03475,GKQ38_03470,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55637099,GKQ38_RS03480,GKQ38_RS03480,GKQ38_03475,-,-,-,ribonuclease P,protein-coding,-,-,-,ribonuclease P,20210522,-
2594798,55637100,GKQ38_RS03485,GKQ38_RS03485,GKQ38_03480,-,-,-,flippase-like domain-containing protein,protein-coding,-,-,-,flippase-like domain-containing protein,20210522,-
2594798,55637101,GKQ38_RS03490,GKQ38_RS03490,GKQ38_03485,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210522,-
2594798,55637102,GKQ38_RS03495,GKQ38_RS03495,GKQ38_03490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637103,rnz,GKQ38_RS03500,GKQ38_03495,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20210522,-
2594798,55637104,GKQ38_RS03505,GKQ38_RS03505,GKQ38_03500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637105,GKQ38_RS03510,GKQ38_RS03510,GKQ38_03505,-,-,-,tRNA (cytidine(56)-2'-O)-methyltransferase,protein-coding,-,-,-,tRNA (cytidine(56)-2'-O)-methyltransferase,20210522,-
2594798,55637106,thrS,GKQ38_RS03515,GKQ38_03510,-,-,-,threonine--tRNA ligase,protein-coding,-,-,-,threonine--tRNA ligase,20210522,-
2594798,55637107,GKQ38_RS03520,GKQ38_RS03520,GKQ38_03515,-,-,-,aminopeptidase,protein-coding,-,-,-,aminopeptidase,20210522,-
2594798,55637108,GKQ38_RS03525,GKQ38_RS03525,GKQ38_03520,-,-,-,30S ribosomal protein S19e,protein-coding,-,-,-,30S ribosomal protein S19e,20210522,-
2594798,55637109,GKQ38_RS03530,GKQ38_RS03530,GKQ38_03525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637110,GKQ38_RS03535,GKQ38_RS03535,GKQ38_03530,-,-,-,50S ribosomal protein L39e,protein-coding,-,-,-,50S ribosomal protein L39e,20210522,-
2594798,55637111,GKQ38_RS03540,GKQ38_RS03540,GKQ38_03535,-,-,-,60S ribosomal protein L31,protein-coding,-,-,-,60S ribosomal protein L31,20210522,-
2594798,55637112,GKQ38_RS03545,GKQ38_RS03545,GKQ38_03540,-,-,-,translation initiation factor IF-6,protein-coding,-,-,-,translation initiation factor IF-6,20210522,-
2594798,55637113,ppsA,GKQ38_RS03550,GKQ38_03545,-,-,-,phosphoenolpyruvate synthase,protein-coding,-,-,-,phosphoenolpyruvate synthase,20200624,-
2594798,55637114,GKQ38_RS03555,GKQ38_RS03555,GKQ38_03550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637115,GKQ38_RS03560,GKQ38_RS03560,GKQ38_03555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637116,GKQ38_RS03565,GKQ38_RS03565,GKQ38_03560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637117,GKQ38_RS03570,GKQ38_RS03570,GKQ38_03565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637118,GKQ38_RS03575,GKQ38_RS03575,GKQ38_03570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637119,GKQ38_RS03580,GKQ38_RS03580,GKQ38_03575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637120,GKQ38_RS03585,GKQ38_RS03585,GKQ38_03580,-,-,-,glycosyltransferase family 39 protein,protein-coding,-,-,-,glycosyltransferase family 39 protein,20210522,-
2594798,55637121,truD,GKQ38_RS03590,GKQ38_03585,-,-,-,tRNA pseudouridine(13) synthase TruD,protein-coding,-,-,-,tRNA pseudouridine(13) synthase TruD,20210522,-
2594798,55637122,GKQ38_RS03595,GKQ38_RS03595,GKQ38_03590,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20210522,-
2594798,55637123,GKQ38_RS03600,GKQ38_RS03600,GKQ38_03595,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637124,GKQ38_RS03605,GKQ38_RS03605,GKQ38_03600,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20210522,-
2594798,55637125,GKQ38_RS03610,GKQ38_RS03610,GKQ38_03605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637126,ndk,GKQ38_RS03615,GKQ38_03610,-,-,-,nucleoside-diphosphate kinase,protein-coding,-,-,-,nucleoside-diphosphate kinase,20210522,-
2594798,55637127,GKQ38_RS03620,GKQ38_RS03620,GKQ38_03615,-,-,-,PspC domain-containing protein,protein-coding,-,-,-,PspC domain-containing protein,20210522,-
2594798,55637128,GKQ38_RS03625,GKQ38_RS03625,GKQ38_03620,-,-,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20200624,-
2594798,55637129,GKQ38_RS03630,GKQ38_RS03630,GKQ38_03625,-,-,-,phenylalanine--tRNA ligase subunit alpha,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit alpha,20210522,-
2594798,55637130,GKQ38_RS03635,GKQ38_RS03635,GKQ38_03630,-,-,-,stage II sporulation protein M,protein-coding,-,-,-,stage II sporulation protein M,20200624,-
2594798,55637131,trpS,GKQ38_RS03640,GKQ38_03635,-,-,-,tryptophan--tRNA ligase,protein-coding,-,-,-,tryptophan--tRNA ligase,20210522,-
2594798,55637132,GKQ38_RS03645,GKQ38_RS03645,GKQ38_03640,-,-,-,M20/M25/M40 family metallo-hydrolase,protein-coding,-,-,-,M20/M25/M40 family metallo-hydrolase,20210522,-
2594798,55637133,GKQ38_RS03650,GKQ38_RS03650,GKQ38_03645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637134,GKQ38_RS03655,GKQ38_RS03655,GKQ38_03650,-,-,-,succinylglutamate desuccinylase/aspartoacylase family protein,protein-coding,-,-,-,succinylglutamate desuccinylase/aspartoacylase family protein,20210522,-
2594798,55637135,pgk,GKQ38_RS03660,GKQ38_03655,-,-,-,phosphoglycerate kinase,protein-coding,-,-,-,phosphoglycerate kinase,20200624,-
2594798,55637136,glyS,GKQ38_RS03665,GKQ38_03660,-,-,-,glycine--tRNA ligase,protein-coding,-,-,-,glycine--tRNA ligase,20210522,-
2594798,55637137,GKQ38_RS03670,GKQ38_RS03670,GKQ38_03665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637138,GKQ38_RS03675,GKQ38_RS03675,GKQ38_03670,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20210522,-
2594798,55637139,endA,GKQ38_RS03680,GKQ38_03675,-,-,-,tRNA-intron lyase,protein-coding,-,-,-,tRNA-intron lyase,20210522,-
2594798,55637140,GKQ38_RS03685,GKQ38_RS03685,GKQ38_03680,-,-,-,ribonuclease HII,protein-coding,-,-,-,ribonuclease HII,20200624,-
2594798,55637141,GKQ38_RS03690,GKQ38_RS03690,GKQ38_03685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637142,GKQ38_RS03695,GKQ38_RS03695,GKQ38_03690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637143,GKQ38_RS03700,GKQ38_RS03700,GKQ38_03695,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637144,GKQ38_RS03705,GKQ38_RS03705,GKQ38_03700,-,-,-,hydrogenase maturation nickel metallochaperone HypA,protein-coding,-,-,-,hydrogenase maturation nickel metallochaperone HypA,20210522,-
2594798,55637145,GKQ38_RS03710,GKQ38_RS03710,GKQ38_03705,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637146,GKQ38_RS03715,GKQ38_RS03715,GKQ38_03710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637147,GKQ38_RS03720,GKQ38_RS03720,GKQ38_03715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637148,aspS,GKQ38_RS03725,GKQ38_03720,-,-,-,aspartate--tRNA(Asn) ligase,protein-coding,-,-,-,aspartate--tRNA(Asn) ligase,20210522,-
2594798,55637149,GKQ38_RS03730,GKQ38_RS03730,GKQ38_03725,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210522,-
2594798,55637150,GKQ38_RS03735,GKQ38_RS03735,GKQ38_03730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637151,GKQ38_RS03740,GKQ38_RS03740,GKQ38_03735,-,-,-,phosphate-starvation-inducible PsiE family protein,protein-coding,-,-,-,phosphate-starvation-inducible PsiE family protein,20210522,-
2594798,55637152,GKQ38_RS03745,GKQ38_RS03745,GKQ38_03740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637153,scpB,GKQ38_RS03750,GKQ38_03745,-,-,-,SMC-Scp complex subunit ScpB,protein-coding,-,-,-,SMC-Scp complex subunit ScpB,20210522,-
2594798,55637154,GKQ38_RS03755,GKQ38_RS03755,GKQ38_03750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637155,GKQ38_RS03760,GKQ38_RS03760,GKQ38_03755,-,-,-,DUF814 domain-containing protein,protein-coding,-,-,-,DUF814 domain-containing protein,20210522,-
2594798,55637156,GKQ38_RS03765,GKQ38_RS03765,GKQ38_03760,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637157,GKQ38_RS03770,GKQ38_RS03770,GKQ38_03765,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200624,-
2594798,55637158,GKQ38_RS03775,GKQ38_RS03775,GKQ38_03770,-,-,-,inorganic phosphate transporter,protein-coding,-,-,-,inorganic phosphate transporter,20210522,-
2594798,55637159,GKQ38_RS03780,GKQ38_RS03780,GKQ38_03775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637160,tmk,GKQ38_RS03785,GKQ38_03780,-,-,-,dTMP kinase,protein-coding,-,-,-,dTMP kinase,20210522,-
2594798,55637161,GKQ38_RS03790,GKQ38_RS03790,GKQ38_03785,-,-,-,Bax inhibitor-1 family protein,protein-coding,-,-,-,Bax inhibitor-1 family protein,20200624,-
2594798,55637162,GKQ38_RS03795,GKQ38_RS03795,GKQ38_03790,-,-,-,S8 family serine peptidase,protein-coding,-,-,-,S8 family serine peptidase,20210522,-
2594798,55637163,GKQ38_RS03800,GKQ38_RS03800,GKQ38_03795,-,-,-,serine hydroxymethyltransferase,protein-coding,-,-,-,serine hydroxymethyltransferase,20210522,-
2594798,55637164,GKQ38_RS03805,GKQ38_RS03805,GKQ38_03800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637165,thyA,GKQ38_RS03810,GKQ38_03805,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20210522,-
2594798,55637166,GKQ38_RS03815,GKQ38_RS03815,GKQ38_03810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637167,GKQ38_RS03820,GKQ38_RS03820,GKQ38_03815,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20210522,-
2594798,55637168,GKQ38_RS03825,GKQ38_RS03825,GKQ38_03820,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20210522,-
2594798,55637169,GKQ38_RS03830,GKQ38_RS03830,GKQ38_03825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637170,GKQ38_RS03835,GKQ38_RS03835,GKQ38_03830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637171,GKQ38_RS03840,GKQ38_RS03840,GKQ38_03835,-,-,-,"fructose-1,6-bisphosphatase",protein-coding,-,-,-,"fructose-1,6-bisphosphatase",20210522,-
2594798,55637172,GKQ38_RS03845,GKQ38_RS03845,GKQ38_03840,-,-,-,aldolase,protein-coding,-,-,-,aldolase,20210522,-
2594798,55637173,GKQ38_RS03850,GKQ38_RS03850,GKQ38_03845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637174,GKQ38_RS03855,GKQ38_RS03855,GKQ38_03850,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20210522,-
2594798,55637175,GKQ38_RS03860,GKQ38_RS03860,GKQ38_03855,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210522,-
2594798,55637176,GKQ38_RS03865,GKQ38_RS03865,GKQ38_03860,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210522,-
2594798,55637177,GKQ38_RS03870,GKQ38_RS03870,GKQ38_03865,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637178,GKQ38_RS03875,GKQ38_RS03875,GKQ38_03870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637179,GKQ38_RS03880,GKQ38_RS03880,GKQ38_03875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637180,GKQ38_RS03885,GKQ38_RS03885,GKQ38_03880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637181,GKQ38_RS03890,GKQ38_RS03890,GKQ38_03885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637182,GKQ38_RS03895,GKQ38_RS03895,GKQ38_03890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637183,GKQ38_RS03900,GKQ38_RS03900,GKQ38_03895,-,-,-,redoxin domain-containing protein,protein-coding,-,-,-,redoxin domain-containing protein,20210522,-
2594798,55637184,GKQ38_RS03905,GKQ38_RS03905,GKQ38_03900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637185,GKQ38_RS03910,GKQ38_RS03910,GKQ38_03905,-,-,-,DUF2267 domain-containing protein,protein-coding,-,-,-,DUF2267 domain-containing protein,20210522,-
2594798,55637186,GKQ38_RS03915,GKQ38_RS03915,GKQ38_03910,-,-,-,PAC2 family protein,protein-coding,-,-,-,PAC2 family protein,20210522,-
2594798,55637187,GKQ38_RS03920,GKQ38_RS03920,GKQ38_03915,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20210522,-
2594798,55637188,ligA,GKQ38_RS03925,GKQ38_03920,-,-,-,NAD-dependent DNA ligase LigA,protein-coding,-,-,-,NAD-dependent DNA ligase LigA,20210522,-
2594798,55637189,polX,GKQ38_RS03930,GKQ38_03925,-,-,-,DNA polymerase/3'-5' exonuclease PolX,protein-coding,-,-,-,DNA polymerase/3'-5' exonuclease PolX,20210522,-
2594798,55637190,GKQ38_RS03935,GKQ38_RS03935,GKQ38_03930,-,-,-,adenylyltransferase/cytidyltransferase family protein,protein-coding,-,-,-,adenylyltransferase/cytidyltransferase family protein,20210522,-
2594798,55637191,GKQ38_RS03940,GKQ38_RS03940,GKQ38_03935,-,-,-,NAD(P)H-hydrate dehydratase,protein-coding,-,-,-,NAD(P)H-hydrate dehydratase,20210522,-
2594798,55637192,GKQ38_RS03945,GKQ38_RS03945,GKQ38_03940,-,-,-,type II glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,type II glyceraldehyde-3-phosphate dehydrogenase,20210522,-
2594798,55637193,GKQ38_RS03950,GKQ38_RS03950,GKQ38_03945,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55637194,GKQ38_RS03955,GKQ38_RS03955,GKQ38_03950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637195,GKQ38_RS03960,GKQ38_RS03960,GKQ38_03955,-,-,-,alpha-amylase,protein-coding,-,-,-,alpha-amylase,20200624,-
2594798,55637196,GKQ38_RS03965,GKQ38_RS03965,GKQ38_03960,-,-,-,phosphotransferase,protein-coding,-,-,-,phosphotransferase,20210522,-
2594798,55637197,GKQ38_RS03970,GKQ38_RS03970,GKQ38_03965,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20200624,-
2594798,55637198,GKQ38_RS03975,GKQ38_RS03975,GKQ38_03970,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55637199,GKQ38_RS03980,GKQ38_RS03980,GKQ38_03975,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55637200,GKQ38_RS03985,GKQ38_RS03985,GKQ38_03980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637201,GKQ38_RS03990,GKQ38_RS03990,GKQ38_03985,-,-,-,glycogen/starch synthase,protein-coding,-,-,-,glycogen/starch synthase,20210522,-
2594798,55637202,GKQ38_RS03995,GKQ38_RS03995,GKQ38_03990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637203,tpiA,GKQ38_RS04000,GKQ38_03995,-,-,-,triose-phosphate isomerase,protein-coding,-,-,-,triose-phosphate isomerase,20210522,-
2594798,55637204,GKQ38_RS04005,GKQ38_RS04005,GKQ38_04000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637205,GKQ38_RS04010,GKQ38_RS04010,GKQ38_04005,-,-,-,phosphomannomutase/phosphoglucomutase,protein-coding,-,-,-,phosphomannomutase/phosphoglucomutase,20210522,-
2594798,55637206,GKQ38_RS04015,GKQ38_RS04015,GKQ38_04010,-,-,-,HIT domain-containing protein,protein-coding,-,-,-,HIT domain-containing protein,20210522,-
2594798,55637207,GKQ38_RS04020,GKQ38_RS04020,GKQ38_04015,-,-,-,P-loop NTPase,protein-coding,-,-,-,P-loop NTPase,20210522,-
2594798,55637208,GKQ38_RS04025,GKQ38_RS04025,GKQ38_04020,-,-,-,P-loop NTPase,protein-coding,-,-,-,P-loop NTPase,20210522,-
2594798,55637209,GKQ38_RS04030,GKQ38_RS04030,GKQ38_04025,-,-,-,leucine--tRNA ligase,protein-coding,-,-,-,leucine--tRNA ligase,20210522,-
2594798,55637210,GKQ38_RS04035,GKQ38_RS04035,GKQ38_04030,-,-,-,HAD-IA family hydrolase,protein-coding,-,-,-,HAD-IA family hydrolase,20210522,-
2594798,55637211,GKQ38_RS04040,GKQ38_RS04040,GKQ38_04035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
