#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
134537,58747553,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia fungorum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200824,-
134537,61178065,A8H39_RS00910,A8H39_RS00910,A8H39_00910,-,-,-,TrbG/VirB9 family P-type conjugative transfer protein,protein-coding,-,-,-,TrbG/VirB9 family P-type conjugative transfer protein,20201228,-
134537,61178066,A8H39_RS00915,A8H39_RS00915,A8H39_00915,-,-,-,TrbI/VirB10 family protein,protein-coding,-,-,-,TrbI/VirB10 family protein,20201228,-
134537,61178067,A8H39_RS00920,A8H39_RS00920,A8H39_00920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178068,A8H39_RS00925,A8H39_RS00925,A8H39_00925,-,-,-,TcpQ domain-containing protein,protein-coding,-,-,-,TcpQ domain-containing protein,20201228,-
134537,61178069,A8H39_RS00930,A8H39_RS00930,A8H39_00930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178070,pilO2,A8H39_RS00940,A8H39_00940,-,-,-,type 4b pilus protein PilO2,protein-coding,-,-,-,type 4b pilus protein PilO2,20210116,-
134537,61178071,tadA,A8H39_RS00945,A8H39_00945,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20201228,-
134537,61178072,A8H39_RS00950,A8H39_RS00950,A8H39_00950,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210529,-
134537,61178073,A8H39_RS00955,A8H39_RS00955,A8H39_00955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178074,A8H39_RS00960,A8H39_RS00960,A8H39_00960,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178075,tadA,A8H39_RS00965,A8H39_00965,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20201228,-
134537,61178076,pilM,A8H39_RS00970,A8H39_00970,-,-,-,type IV pilus biogenesis protein PilM,protein-coding,-,-,-,type IV pilus biogenesis protein PilM,20201228,-
134537,61178077,pilV,A8H39_RS00975,A8H39_00975,-,-,-,shufflon system plasmid conjugative transfer pilus tip adhesin PilV,protein-coding,-,-,-,shufflon system plasmid conjugative transfer pilus tip adhesin PilV,20201228,-
134537,61178078,A8H39_RS00980,A8H39_RS00980,A8H39_00980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178079,A8H39_RS00985,A8H39_RS00985,A8H39_00985,-,-,-,acyltransferase,protein-coding,-,-,-,acyltransferase,20201228,-
134537,61178080,A8H39_RS00990,A8H39_RS00990,A8H39_00990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178081,A8H39_RS00995,A8H39_RS00995,A8H39_00995,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178082,A8H39_RS01000,A8H39_RS01000,A8H39_01000,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20201228,-
134537,61178083,A8H39_RS01010,A8H39_RS01010,A8H39_01010,-,-,-,site-specific integrase,protein-coding,-,-,-,site-specific integrase,20201228,-
134537,61178084,A8H39_RS01015,A8H39_RS01015,A8H39_01015,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201228,-
134537,61178085,A8H39_RS01020,A8H39_RS01020,A8H39_01020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178086,A8H39_RS01025,A8H39_RS01025,A8H39_01025,-,-,-,lytic transglycosylase domain-containing protein,protein-coding,-,-,-,lytic transglycosylase domain-containing protein,20201228,-
134537,61178087,A8H39_RS01030,A8H39_RS01030,A8H39_01030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178088,A8H39_RS01045,A8H39_RS01045,A8H39_01045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178089,A8H39_RS01050,A8H39_RS01050,A8H39_01050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178090,A8H39_RS01055,A8H39_RS01055,A8H39_01055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178091,A8H39_RS01060,A8H39_RS01060,A8H39_01060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178092,A8H39_RS01065,A8H39_RS01065,A8H39_01065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178093,A8H39_RS01070,A8H39_RS01070,A8H39_01070,-,-,-,integrase domain-containing protein,protein-coding,-,-,-,integrase domain-containing protein,20210129,-
134537,61178094,A8H39_RS01075,A8H39_RS01075,A8H39_01075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178095,A8H39_RS01080,A8H39_RS01080,A8H39_01080,-,-,-,DUF1173 family protein,protein-coding,-,-,-,DUF1173 family protein,20201228,-
134537,61178096,A8H39_RS01085,A8H39_RS01085,A8H39_01085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178097,A8H39_RS01090,A8H39_RS01090,A8H39_01090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178098,A8H39_RS01095,A8H39_RS01095,A8H39_01095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178099,A8H39_RS01100,A8H39_RS01100,A8H39_01100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178100,A8H39_RS01105,A8H39_RS01105,A8H39_01105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178101,A8H39_RS01110,A8H39_RS01110,A8H39_01110,-,-,-,DUF4942 domain-containing protein,protein-coding,-,-,-,DUF4942 domain-containing protein,20201228,-
134537,61178102,A8H39_RS01120,A8H39_RS01120,A8H39_01120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178103,A8H39_RS01125,A8H39_RS01125,A8H39_01125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178104,A8H39_RS01130,A8H39_RS01130,A8H39_01130,-,-,-,HipA domain-containing protein,protein-coding,-,-,-,HipA domain-containing protein,20201228,-
134537,61178105,A8H39_RS01135,A8H39_RS01135,A8H39_01135,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201228,-
134537,61178106,A8H39_RS01140,A8H39_RS01140,A8H39_01140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178107,A8H39_RS01145,A8H39_RS01145,A8H39_01145,-,-,-,H-NS histone family protein,protein-coding,-,-,-,H-NS histone family protein,20201228,-
134537,61178108,A8H39_RS01150,A8H39_RS01150,A8H39_01150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178109,A8H39_RS01155,A8H39_RS01155,A8H39_01155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178110,A8H39_RS01160,A8H39_RS01160,A8H39_01160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178111,flhD,A8H39_RS01165,A8H39_01165,-,-,-,flagellar transcriptional regulator FlhD,protein-coding,-,-,-,flagellar transcriptional regulator FlhD,20201228,-
134537,61178112,flhC,A8H39_RS01170,A8H39_01170,-,-,-,flagellar transcriptional regulator FlhC,protein-coding,-,-,-,flagellar transcriptional regulator FlhC,20210116,-
134537,61178113,A8H39_RS01175,A8H39_RS01175,A8H39_01175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178114,A8H39_RS01180,A8H39_RS01180,A8H39_01180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178115,A8H39_RS01190,A8H39_RS01190,A8H39_01190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178116,A8H39_RS01195,A8H39_RS01195,A8H39_01195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178117,A8H39_RS01200,A8H39_RS01200,A8H39_01200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178118,A8H39_RS01205,A8H39_RS01205,A8H39_01205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178119,A8H39_RS01210,A8H39_RS01210,A8H39_01210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178120,A8H39_RS01215,A8H39_RS01215,A8H39_01215,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20201228,-
134537,61178121,A8H39_RS01220,A8H39_RS01220,A8H39_01220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178122,A8H39_RS01225,A8H39_RS01225,A8H39_01225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178123,A8H39_RS01230,A8H39_RS01230,A8H39_01230,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20201228,-
134537,61178124,A8H39_RS01235,A8H39_RS01235,A8H39_01235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178125,A8H39_RS01245,A8H39_RS01245,A8H39_01245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178126,A8H39_RS01250,A8H39_RS01250,A8H39_01250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178127,A8H39_RS01260,A8H39_RS01260,A8H39_01260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178128,A8H39_RS01265,A8H39_RS01265,A8H39_01265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178129,A8H39_RS01270,A8H39_RS01270,A8H39_01270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178130,A8H39_RS01275,A8H39_RS01275,A8H39_01275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178131,A8H39_RS01280,A8H39_RS01280,A8H39_01280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178132,A8H39_RS01285,A8H39_RS01285,A8H39_01285,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178133,A8H39_RS01290,A8H39_RS01290,A8H39_01290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178134,A8H39_RS01295,A8H39_RS01295,A8H39_01295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178135,A8H39_RS01305,A8H39_RS01305,A8H39_01305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178136,A8H39_RS01315,A8H39_RS01315,A8H39_01315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178137,A8H39_RS01320,A8H39_RS01320,A8H39_01320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178138,A8H39_RS01325,A8H39_RS01325,A8H39_01325,-,-,-,virulence RhuM family protein,protein-coding,-,-,-,virulence RhuM family protein,20201228,-
134537,61178139,A8H39_RS01335,A8H39_RS01335,A8H39_01335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178140,A8H39_RS01340,A8H39_RS01340,A8H39_01340,-,-,-,DUF2384 domain-containing protein,protein-coding,-,-,-,DUF2384 domain-containing protein,20201226,-
134537,61178141,A8H39_RS01345,A8H39_RS01345,A8H39_01345,-,-,-,RES family NAD+ phosphorylase,protein-coding,-,-,-,RES family NAD+ phosphorylase,20201228,-
134537,61178142,imuA,A8H39_RS01350,A8H39_01350,-,-,-,translesion DNA synthesis-associated protein ImuA,protein-coding,-,-,-,translesion DNA synthesis-associated protein ImuA,20201228,-
134537,61178143,A8H39_RS01355,A8H39_RS01355,A8H39_01355,-,-,-,DNA polymerase Y family protein,protein-coding,-,-,-,DNA polymerase Y family protein,20201228,-
134537,61178144,A8H39_RS01360,A8H39_RS01360,A8H39_01360,-,-,-,error-prone DNA polymerase,protein-coding,-,-,-,error-prone DNA polymerase,20201228,-
134537,61178145,A8H39_RS01365,A8H39_RS01365,A8H39_01365,-,-,-,DUF72 domain-containing protein,protein-coding,-,-,-,DUF72 domain-containing protein,20201228,-
134537,61178146,A8H39_RS01370,A8H39_RS01370,A8H39_01370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178147,A8H39_RS01375,A8H39_RS01375,A8H39_01375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178148,A8H39_RS01380,A8H39_RS01380,A8H39_01380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178149,A8H39_RS01385,A8H39_RS01385,A8H39_01385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178150,A8H39_RS01390,A8H39_RS01390,A8H39_01390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178151,A8H39_RS01395,A8H39_RS01395,A8H39_01395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178152,A8H39_RS01400,A8H39_RS01400,A8H39_01400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178153,A8H39_RS01405,A8H39_RS01405,A8H39_01405,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178154,A8H39_RS01410,A8H39_RS01410,A8H39_01410,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178155,A8H39_RS01415,A8H39_RS01415,A8H39_01415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178156,A8H39_RS01420,A8H39_RS01420,A8H39_01420,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178157,A8H39_RS01430,A8H39_RS01430,A8H39_01430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178158,A8H39_RS01435,A8H39_RS01435,A8H39_01435,-,-,-,nicotinamide mononucleotide transporter,protein-coding,-,-,-,nicotinamide mononucleotide transporter,20201226,-
134537,61178159,A8H39_RS01440,A8H39_RS01440,A8H39_01440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178160,A8H39_RS01445,A8H39_RS01445,A8H39_01445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178161,A8H39_RS01455,A8H39_RS01455,A8H39_01455,-,-,-,site-specific DNA-methyltransferase,protein-coding,-,-,-,site-specific DNA-methyltransferase,20201228,-
134537,61178162,A8H39_RS01460,A8H39_RS01460,A8H39_01460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178163,A8H39_RS01465,A8H39_RS01465,A8H39_01465,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20201228,-
134537,61178164,A8H39_RS01470,A8H39_RS01470,A8H39_01470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178165,A8H39_RS01475,A8H39_RS01475,A8H39_01475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178166,A8H39_RS01480,A8H39_RS01480,A8H39_01480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178167,A8H39_RS01485,A8H39_RS01485,A8H39_01485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178168,A8H39_RS01490,A8H39_RS01490,A8H39_01490,-,-,-,N-6 DNA methylase,protein-coding,-,-,-,N-6 DNA methylase,20201228,-
134537,61178169,A8H39_RS01495,A8H39_RS01495,A8H39_01495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178170,A8H39_RS01500,A8H39_RS01500,A8H39_01500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178171,A8H39_RS01505,A8H39_RS01505,A8H39_01505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178172,A8H39_RS01510,A8H39_RS01510,A8H39_01510,-,-,-,peptidoglycan-binding protein,protein-coding,-,-,-,peptidoglycan-binding protein,20201228,-
134537,61178173,A8H39_RS01515,A8H39_RS01515,A8H39_01515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178174,A8H39_RS01520,A8H39_RS01520,A8H39_01520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178175,A8H39_RS01525,A8H39_RS01525,A8H39_01525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178176,A8H39_RS01530,A8H39_RS01530,A8H39_01530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178177,A8H39_RS01535,A8H39_RS01535,A8H39_01535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178178,A8H39_RS01540,A8H39_RS01540,A8H39_01540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178179,A8H39_RS01545,A8H39_RS01545,A8H39_01545,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61178180,A8H39_RS01555,A8H39_RS01555,A8H39_01555,-,-,-,maturase,protein-coding,-,-,-,maturase,20201228,-
134537,61178181,A8H39_RS01560,A8H39_RS01560,A8H39_01560,-,-,-,recombinase family protein,protein-coding,-,-,-,recombinase family protein,20201228,-
134537,61178182,A8H39_RS01565,A8H39_RS01565,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178183,A8H39_RS01570,A8H39_RS01570,A8H39_01565,-,-,-,reverse transcriptase N-terminal domain-containing protein,protein-coding,-,-,-,reverse transcriptase N-terminal domain-containing protein,20201228,-
134537,61178184,A8H39_RS01580,A8H39_RS01580,A8H39_01575,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61178185,A8H39_RS01585,A8H39_RS01585,A8H39_01580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178186,A8H39_RS01590,A8H39_RS01590,A8H39_01585,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201228,-
134537,61178187,A8H39_RS01595,A8H39_RS01595,A8H39_01590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178188,A8H39_RS01605,A8H39_RS01605,A8H39_01600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178189,A8H39_RS01615,A8H39_RS01615,A8H39_01610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178190,A8H39_RS01620,A8H39_RS01620,A8H39_01615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178191,A8H39_RS01625,A8H39_RS01625,A8H39_01620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178192,A8H39_RS01630,A8H39_RS01630,A8H39_01625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178193,A8H39_RS01635,A8H39_RS01635,A8H39_01630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178194,A8H39_RS01640,A8H39_RS01640,A8H39_01635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178195,A8H39_RS01645,A8H39_RS01645,A8H39_01640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178196,A8H39_RS01650,A8H39_RS01650,A8H39_01645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178197,A8H39_RS01655,A8H39_RS01655,A8H39_01650,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178198,A8H39_RS01660,A8H39_RS01660,A8H39_01655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178199,A8H39_RS01665,A8H39_RS01665,A8H39_01660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201228,-
134537,61178200,A8H39_RS01670,A8H39_RS01670,A8H39_01665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178201,A8H39_RS01675,A8H39_RS01675,A8H39_01670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178202,A8H39_RS01685,A8H39_RS01685,A8H39_01680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178203,A8H39_RS01690,A8H39_RS01690,A8H39_01685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178204,A8H39_RS01695,A8H39_RS01695,A8H39_01690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178205,A8H39_RS01700,A8H39_RS01700,A8H39_01695,-,-,-,SET domain-containing protein-lysine N-methyltransferase,protein-coding,-,-,-,SET domain-containing protein-lysine N-methyltransferase,20201228,-
