#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5741,3974679,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Giardia duodenalis; Giardia lamblia; Lamblia intestinalis).,other,-,-,-,-,20201024,-
5741,5697027,GL50803_003370,GL50803_003370,GL50803_3370,-,3,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201210,-
5741,5697028,GL50803_003372,GL50803_003372,GL50803_3372,-,3,-,putative Asparagine synthase,protein-coding,-,-,-,putative Asparagine synthase,20201210,-
5741,5697029,GL50803_0034160,GL50803_0034160,GL50803_34160,-,3,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201210,-
5741,5697030,GL50803_008208,GL50803_008208,GL50803_8208,-,3,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5741,5697031,GL50803_008209,GL50803_008209,GL50803_8209,-,3,-,"CCR4-NOT transcription complex, subunit 7",protein-coding,-,-,-,"CCR4-NOT transcription complex, subunit 7",20201210,-
5741,5697032,GL50803_0013964,GL50803_0013964,GL50803_13964,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697033,GL50803_008210,GL50803_008210,GL50803_8210,-,3,-,Myotubularin-like protein,protein-coding,-,-,-,Myotubularin-like protein,20201210,-
5741,5697034,GL50803_00111806,GL50803_00111806,GL50803_111806,-,3,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201210,-
5741,5697036,GL50803_00101380,GL50803_00101380,GL50803_101380,-,3,-,VSP,protein-coding,-,-,-,VSP,20210417,-
5741,5697037,GL50803_008217,GL50803_008217,GL50803_8217,-,3,-,Uridine kinase,protein-coding,-,-,-,Uridine kinase,20201210,-
5741,5697038,GL50803_008218,GL50803_008218,GL50803_8218,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697039,GL50803_0016251,GL50803_0016251,GL50803_16251,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697040,GL50803_0041288,GL50803_0041288,GL50803_41288,-,3,-,Mucin-like protein,protein-coding,-,-,-,Mucin-like protein,20201210,-
5741,5697041,GL50803_0013963,GL50803_0013963,GL50803_13963,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697042,GL50803_005554,GL50803_005554,GL50803_5554,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697043,GL50803_005553,GL50803_005553,GL50803_5553,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697045,GL50803_0013962,GL50803_0013962,GL50803_13962,-,3,-,Hydroxymethylglutaryl-CoA synthase,protein-coding,-,-,-,Hydroxymethylglutaryl-CoA synthase,20201210,-
5741,5697046,GL50803_0016230,GL50803_0016230,GL50803_16230,-,3,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201210,-
5741,5697048,GL50803_00114121,GL50803_00114121,GL50803_114121,-,5,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5697049,GL50803_0014753,GL50803_0014753,GL50803_14753,-,5,-,Histone acetyltransferase type B subunit 2,protein-coding,-,-,-,Histone acetyltransferase type B subunit 2,20201210,-
5741,5697050,GL50803_0042048,GL50803_0042048,GL50803_42048,-,5,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20210424,-
5741,5697052,GL50803_0015897,GL50803_0015897,GL50803_15897,-,5,-,GiOR-2,protein-coding,-,-,-,GiOR-2,20201210,-
5741,5697053,GL50803_0016076,GL50803_0016076,GL50803_16076,-,5,-,Peroxiredoxin 1,protein-coding,-,-,-,Peroxiredoxin 1,20201210,-
5741,5697054,GL50803_00114120,GL50803_00114120,GL50803_114120,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697055,GL50803_0016077,GL50803_0016077,GL50803_16077,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697056,GL50803_0016078,GL50803_0016078,GL50803_16078,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697057,GL50803_004463,GL50803_004463,GL50803_4463,-,5,-,Dynein light chain,protein-coding,-,-,-,Dynein light chain,20201210,-
5741,5697058,GL50803_004465,GL50803_004465,GL50803_4465,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697059,GL50803_00137605,GL50803_00137605,GL50803_137605,-,5,-,VSP with INR,protein-coding,-,-,-,VSP with INR,20201210,-
5741,5697060,GL50803_0016114,GL50803_0016114,GL50803_16114,-,5,-,Ribosomal protein L36e,protein-coding,-,-,-,Ribosomal protein L36e,20201210,-
5741,5697061,GL50803_008654,GL50803_008654,GL50803_8654,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697062,GL50803_008652,GL50803_008652,GL50803_8652,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697063,GL50803_008650,GL50803_008650,GL50803_8650,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697064,GL50803_00114119,GL50803_00114119,GL50803_114119,-,5,-,Alpha-7.2 giardin,protein-coding,-,-,-,Alpha-7.2 giardin,20201210,-
5741,5697065,GL50803_008657,GL50803_008657,GL50803_8657,-,5,-,C2HC-type zinc-finger domain-containing protein,protein-coding,-,-,-,C2HC-type zinc-finger domain-containing protein,20201210,-
5741,5697067,GL50803_0013727,GL50803_0013727,GL50803_13727,-,1,-,VSP,protein-coding,-,-,-,VSP,20201210,-
5741,5697068,GL50803_008626,GL50803_008626,GL50803_8626,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697069,GL50803_008627,GL50803_008627,GL50803_8627,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697071,GL50803_0022204,GL50803_0022204,GL50803_22204,-,1,-,Methionyl-tRNA synthetase,protein-coding,-,-,-,Methionyl-tRNA synthetase,20201210,-
5741,5697072,GL50803_00114670,GL50803_00114670,GL50803_114670,-,1,-,DNA primase small subunit,protein-coding,-,-,-,DNA primase small subunit,20201210,-
5741,5697073,GL50803_0013728,GL50803_0013728,GL50803_13728,-,1,-,High cysteine protein,protein-coding,-,-,-,High cysteine protein,20201210,-
5741,5697076,GL50803_003538,GL50803_003538,GL50803_3538,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697077,GL50803_00102322,GL50803_00102322,GL50803_102322,-,1,-,putative Glycosyltransferase,protein-coding,-,-,-,putative Glycosyltransferase,20201210,-
5741,5697078,GL50803_0016220,GL50803_0016220,GL50803_16220,-,1,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697081,GL50803_0014745,GL50803_0014745,GL50803_14745,-,1,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697084,GL50803_0014746,GL50803_0014746,GL50803_14746,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697085,GL50803_008619,GL50803_008619,GL50803_8619,-,1,-,Zinc finger domain,protein-coding,-,-,-,Zinc finger domain,20201210,-
5741,5697086,GL50803_008621,GL50803_008621,GL50803_8621,-,1,-,Leucyl-tRNA synthetase,protein-coding,-,-,-,Leucyl-tRNA synthetase,20201210,-
5741,5697088,GL50803_0089347,GL50803_0089347,GL50803_89347,-,1,-,DNA-directed RNA polymerase II largest subunit RPB1,protein-coding,-,-,-,DNA-directed RNA polymerase II largest subunit RPB1,20201210,-
5741,5697090,GL50803_008623,GL50803_008623,GL50803_8623,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697091,GL50803_009045,GL50803_009045,GL50803_9045,-,5,-,Thioredoxin family protein,protein-coding,-,-,-,Thioredoxin family protein,20201210,-
5741,5697092,GL50803_009046,GL50803_009046,GL50803_9046,-,5,-,Sugar transport family protein,protein-coding,-,-,-,Sugar transport family protein,20201210,-
5741,5697093,GL50803_0014845,GL50803_0014845,GL50803_14845,-,5,-,Tim44,protein-coding,-,-,-,Tim44,20201210,-
5741,5697094,GL50803_009048,GL50803_009048,GL50803_9048,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697095,GL50803_0014846,GL50803_0014846,GL50803_14846,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697096,GL50803_00114891,GL50803_00114891,GL50803_114891,-,5,-,High cysteine membrane protein Group 3,protein-coding,-,-,-,High cysteine membrane protein Group 3,20201210,-
5741,5697097,GL50803_0014842,GL50803_0014842,GL50803_14842,-,5,-,Dimethyladenosine transferase,protein-coding,-,-,-,Dimethyladenosine transferase,20201210,-
5741,5697099,GL50803_0028703,GL50803_0028703,GL50803_28703,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697100,GL50803_00t0059,GL50803_00t0059,GL50803_t0059,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5697101,GL50803_0021233,GL50803_0021233,GL50803_21233,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697102,GL50803_0021234,GL50803_0021234,GL50803_21234,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697103,GL50803_009043,GL50803_009043,GL50803_9043,-,5,-,Magnesium transporter NIPA,protein-coding,-,-,-,Magnesium transporter NIPA,20201210,-
5741,5697104,GL50803_0016086,GL50803_0016086,GL50803_16086,-,5,-,Ribosomal protein L8,protein-coding,-,-,-,Ribosomal protein L8,20201210,-
5741,5697106,GL50803_005069,GL50803_005069,GL50803_5069,-,5,-,Ubiquitin family protein,protein-coding,-,-,-,Ubiquitin family protein,20210424,-
5741,5697108,GL50803_005070,GL50803_005070,GL50803_5070,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697109,GL50803_00t0060,GL50803_00t0060,GL50803_t0060,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5697110,GL50803_00117440,GL50803_00117440,GL50803_117440,-,5,-,High cysteine protein,protein-coding,-,-,-,High cysteine protein,20201210,-
5741,5697112,GL50803_009051,GL50803_009051,GL50803_9051,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697113,GL50803_00100864,GL50803_00100864,GL50803_100864,-,5,-,Vacuolar protein sorting 26,protein-coding,-,-,-,Vacuolar protein sorting 26,20210424,-
5741,5697114,GL50803_0091374,GL50803_0091374,GL50803_91374,-,5,-,Coiled-coil protein,protein-coding,-,-,-,Coiled-coil protein,20201210,-
5741,5697115,GL50803_0016085,GL50803_0016085,GL50803_16085,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697116,GL50803_0014843,GL50803_0014843,GL50803_14843,-,5,-,Chaperone protein dnaJ,protein-coding,-,-,-,Chaperone protein dnaJ,20201210,-
5741,5697117,GL50803_009036,GL50803_009036,GL50803_9036,-,5,-,EamA-like transporter family protein,protein-coding,-,-,-,EamA-like transporter family protein,20201210,-
5741,5697118,GL50803_0091398,GL50803_0091398,GL50803_91398,-,5,-,Eukaryotic translation initiation factor 2 beta subunit,protein-coding,-,-,-,Eukaryotic translation initiation factor 2 beta subunit,20201210,-
5741,5697119,GL50803_009038,GL50803_009038,GL50803_9038,-,5,-,Nicotinate phosphoribosyltransferase,protein-coding,-,-,-,Nicotinate phosphoribosyltransferase,20201210,-
5741,5697121,GL50803_0014841,GL50803_0014841,GL50803_14841,-,5,-,Phosphoglycolate phosphatase,protein-coding,-,-,-,Phosphoglycolate phosphatase,20201210,-
5741,5697122,GL50803_009030,GL50803_009030,GL50803_9030,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697124,GL50803_0050055,GL50803_0050055,GL50803_118900,-,5,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5697125,GL50803_008446,GL50803_008446,GL50803_8446,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697126,GL50803_008445,GL50803_008445,GL50803_8445,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697129,GL50803_008444,GL50803_008444,GL50803_8444,-,5,-,Multidrug MFS transporter,protein-coding,-,-,-,Multidrug MFS transporter,20210424,-
5741,5697131,GL50803_0095653,GL50803_0095653,GL50803_95653,-,5,-,Coiled-coil protein,protein-coding,-,-,-,Coiled-coil protein,20201210,-
5741,5697133,GL50803_0017023,GL50803_0017023,GL50803_17023,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697134,GL50803_0014277,GL50803_0014277,GL50803_14277,-,5,-,N-acetyltransferase-like protein,protein-coding,-,-,-,N-acetyltransferase-like protein,20201210,-
5741,5697135,GL50803_0014278,GL50803_0014278,GL50803_14278,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697136,GL50803_006700,GL50803_006700,GL50803_6700,-,5,-,"Kinase, CMGC RCK",protein-coding,-,-,-,"Kinase, CMGC RCK",20201210,-
5741,5697137,GL50803_006702,GL50803_006702,GL50803_6702,-,5,-,tRNA pseudouridine13 synthase,protein-coding,-,-,-,tRNA pseudouridine13 synthase,20201210,-
5741,5697138,GL50803_00d117163,GL50803_00d117163,GL50803_120294,-,5,-,Ankyrin repeat protein 1,pseudo,-,-,-,-,20201210,-
5741,5697143,GL50803_00t0058,GL50803_00t0058,GL50803_t0058,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5697144,GL50803_008438,GL50803_008438,GL50803_8438,-,5,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5697146,GL50803_0095661,GL50803_0095661,GL50803_95661,-,5,-,Tubulin tyrosine ligase,protein-coding,-,-,-,Tubulin tyrosine ligase,20201210,-
5741,5697147,GL50803_0017025,GL50803_0017025,GL50803_17025,-,5,-,Nuclear ATP/GTP-binding protein,protein-coding,-,-,-,Nuclear ATP/GTP-binding protein,20201210,-
5741,5697149,GL50803_00113836,GL50803_00113836,GL50803_113836,-,5,-,High cysteine membrane protein EGF-like,protein-coding,-,-,-,High cysteine membrane protein EGF-like,20201210,-
5741,5697153,GL50803_0016332,GL50803_0016332,GL50803_16332,-,3,-,Coiled-coil protein,protein-coding,-,-,-,Coiled-coil protein,20201210,-
5741,5697154,GL50803_0016540,GL50803_0016540,GL50803_16540,-,3,-,Dynein regulatory complex,protein-coding,-,-,-,Dynein regulatory complex,20201210,-
5741,5697156,GL50803_0011647,GL50803_0011647,GL50803_11647,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697157,GL50803_0011648,GL50803_0011648,GL50803_11648,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697158,GL50803_0011649,GL50803_0011649,GL50803_11649,-,3,-,Alpha-8 giardin,protein-coding,-,-,-,Alpha-8 giardin,20201210,-
5741,5697159,GL50803_00114776,GL50803_00114776,GL50803_114776,-,3,-,Vesicle-fusing ATPase,protein-coding,-,-,-,Vesicle-fusing ATPase,20210424,-
5741,5697160,GL50803_00103437,GL50803_00103437,GL50803_103437,-,3,-,Alpha-9 giardin,protein-coding,-,-,-,Alpha-9 giardin,20201210,-
5741,5697161,GL50803_0038104,GL50803_0038104,GL50803_38104,-,3,-,putative Phospholipid-transporting ATPase IIB,protein-coding,-,-,-,putative Phospholipid-transporting ATPase IIB,20210424,-
5741,5697164,GL50803_0015460,GL50803_0015460,GL50803_15460,-,3,-,Dynein-like protein,protein-coding,-,-,-,Dynein-like protein,20201210,-
5741,5697166,GL50803_0016541,GL50803_0016541,GL50803_16541,-,3,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5697167,GL50803_0015464,GL50803_0015464,GL50803_15464,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697168,GL50803_0011654,GL50803_0011654,GL50803_11654,-,3,-,Alpha-1 giardin,protein-coding,-,-,-,Alpha-1 giardin,20201210,-
5741,5697170,GL50803_0061453,GL50803_0061453,GL50803_112938,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697171,GL50803_0061452,GL50803_0061452,GL50803_112604,-,1,-,High cysteine membrane protein,pseudo,-,-,-,-,20201210,-
5741,5697174,GL50803_0011632,GL50803_0011632,GL50803_11632,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697176,GL50803_0011638,GL50803_0011638,GL50803_11638,-,3,-,Topoisomerase I-related protein,protein-coding,-,-,-,Topoisomerase I-related protein,20201210,-
5741,5697177,GL50803_0011640,GL50803_0011640,GL50803_11640,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697178,GL50803_0011642,GL50803_0011642,GL50803_11642,-,3,-,Ceramide glucosyltransferase,protein-coding,-,-,-,Ceramide glucosyltransferase,20201210,-
5741,5697179,GL50803_0015461,GL50803_0015461,GL50803_15461,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697181,GL50803_001076,GL50803_001076,GL50803_1076,-,3,-,Alpha-13 giardin,protein-coding,-,-,-,Alpha-13 giardin,20201210,-
5741,5697182,GL50803_0014083,GL50803_0014083,GL50803_14083,-,1,-,Sin-like protein,protein-coding,-,-,-,Sin-like protein,20201210,-
5741,5697183,GL50803_005999,GL50803_005999,GL50803_5999,-,1,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5697185,GL50803_0014002,GL50803_0014002,GL50803_14002,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697186,GL50803_005661,GL50803_005661,GL50803_5661,-,1,-,RNA binding protein,protein-coding,-,-,-,RNA binding protein,20201210,-
5741,5697188,GL50803_0014003,GL50803_0014003,GL50803_14003,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697189,GL50803_00101850,GL50803_00101850,GL50803_101850,-,1,-,"Kinase, CMGC DYRK",protein-coding,-,-,-,"Kinase, CMGC DYRK",20201210,-
5741,5697190,GL50803_0014004,GL50803_0014004,GL50803_14004,-,1,-,"Kinase, CMGC RCK/Long-flagella protein",protein-coding,-,-,-,"Kinase, CMGC RCK/Long-flagella protein",20201210,-
5741,5697191,GL50803_005665,GL50803_005665,GL50803_5665,-,1,-,Ubiquitin/Ribosomal protein L40e,protein-coding,-,-,-,Ubiquitin/Ribosomal protein L40e,20201210,-
5741,5697194,GL50803_0032778,GL50803_0032778,GL50803_32778,-,1,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697198,GL50803_00t0057,GL50803_00t0057,GL50803_t0057,-,1,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5697201,GL50803_007413,GL50803_007413,GL50803_7413,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697203,GL50803_0016722,GL50803_0016722,GL50803_16722,-,1,-,Xaa-Pro dipeptidase,protein-coding,-,-,-,Xaa-Pro dipeptidase,20210424,-
5741,5697204,GL50803_00112893,GL50803_00112893,GL50803_112893,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697205,GL50803_005659,GL50803_005659,GL50803_5659,-,1,-,S-adenosylmethionine synthetase,protein-coding,-,-,-,S-adenosylmethionine synthetase,20210424,-
5741,5697207,GL50803_0014451,GL50803_0014451,GL50803_14451,-,1,-,ATP-dependent RNA helicase,protein-coding,-,-,-,ATP-dependent RNA helicase,20201210,-
5741,5697208,GL50803_0014450,GL50803_0014450,GL50803_14450,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697209,GL50803_007416,GL50803_007416,GL50803_7416,-,1,-,putative Methyltransferase,protein-coding,-,-,-,putative Methyltransferase,20210424,-
5741,5697210,GL50803_007414,GL50803_007414,GL50803_7414,-,1,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5697212,GL50803_006000,GL50803_006000,GL50803_6000,-,1,-,Amino acid transporter family,protein-coding,-,-,-,Amino acid transporter family,20201210,-
5741,5697213,GL50803_00112885,GL50803_00112885,GL50803_112885,-,1,-,Adenine phosphoribosyltransferase,protein-coding,-,-,-,Adenine phosphoribosyltransferase,20201210,-
5741,5697215,GL50803_007422,GL50803_007422,GL50803_7422,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697216,GL50803_007421,GL50803_007421,GL50803_7421,-,1,-,Casein kinase II beta chain,protein-coding,-,-,-,Casein kinase II beta chain,20201210,-
5741,5697218,GL50803_00113480,GL50803_00113480,GL50803_113480,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697219,GL50803_0023560,GL50803_0023560,GL50803_23560,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697221,GL50803_0038275,GL50803_0038275,GL50803_38275,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697223,GL50803_0012046,GL50803_0012046,GL50803_12046,-,3,-,SPEF1-like protein,protein-coding,-,-,-,SPEF1-like protein,20201210,-
5741,5697224,GL50803_0016681,GL50803_0016681,GL50803_16681,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697227,GL50803_0016160,GL50803_0016160,GL50803_16160,-,3,-,Cathepsin B,protein-coding,-,-,-,Cathepsin B,20210424,-
5741,5697228,GL50803_0016159,GL50803_0016159,GL50803_16159,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697229,GL50803_0016158,GL50803_0016158,GL50803_16158,-,3,-,High cysteine membrane protein,protein-coding,-,-,-,High cysteine membrane protein,20201210,-
5741,5697230,GL50803_0023552,GL50803_0023552,GL50803_23552,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5697231,GL50803_0027310,GL50803_0027310,GL50803_27310,-,3,-,Stress-induced-phosphoprotein 1,protein-coding,-,-,-,Stress-induced-phosphoprotein 1,20201210,-
5741,5697232,GL50803_0012028,GL50803_0012028,GL50803_12028,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5697234,GL50803_00119224,GL50803_00119224,GL50803_119224,-,3,-,Cathepsin B-like cysteine proteinase,protein-coding,-,-,-,Cathepsin B-like cysteine proteinase,20210424,-
