#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4781,36395056,PHALS_00001,PHALS_00001,-,-,Unknown,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",protein-coding,-,-,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",20201008,-
4781,36395231,PHALS_00176,PHALS_00176,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395232,PHALS_00177,PHALS_00177,-,-,Unknown,-,hsf-type dna-binding,protein-coding,-,-,-,hsf-type dna-binding,20201008,-
4781,36395233,PHALS_00178,PHALS_00178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395234,PHALS_00179,PHALS_00179,-,-,Unknown,-,FOG: RCC1 domain,protein-coding,-,-,-,FOG: RCC1 domain,20201008,-
4781,36395235,PHALS_00180,PHALS_00180,-,-,Unknown,-,Alpha-N-acetylglucosaminidase,protein-coding,-,-,-,Alpha-N-acetylglucosaminidase,20201008,-
4781,36395236,PHALS_00181,PHALS_00181,-,-,Unknown,-,cytoplasmic dynein 1 light intermediate chain 2,protein-coding,-,-,-,cytoplasmic dynein 1 light intermediate chain 2,20201008,-
4781,36395237,PHALS_00182,PHALS_00182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395238,PHALS_00183,PHALS_00183,-,-,Unknown,-,RNA polymerase III transcription factor TFIIIC,protein-coding,-,-,-,RNA polymerase III transcription factor TFIIIC,20201008,-
4781,36395239,PHALS_00184,PHALS_00184,-,-,Unknown,-,hypothetical protein PPTG_04609,protein-coding,-,-,-,hypothetical protein PPTG_04609,20201008,-
4781,36395240,PHALS_00185,PHALS_00185,-,-,Unknown,-,histone deacetylase complex subunit,protein-coding,-,-,-,histone deacetylase complex subunit,20201008,-
4781,36395241,PHALS_00186,PHALS_00186,-,-,Unknown,-,atpase family aaa domain-containing protein 5,protein-coding,-,-,-,atpase family aaa domain-containing protein 5,20201008,-
4781,36395242,PHALS_00187,PHALS_00187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395243,PHALS_00188,PHALS_00188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395244,PHALS_00189,PHALS_00189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395245,PHALS_00190,PHALS_00190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395246,PHALS_00191,PHALS_00191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395247,PHALS_00192,PHALS_00192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395248,PHALS_00193,PHALS_00193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395249,PHALS_00194,PHALS_00194,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395250,PHALS_00195,PHALS_00195,-,-,Unknown,-,apoptosis-inducing factor mitochondrial-like,protein-coding,-,-,-,apoptosis-inducing factor mitochondrial-like,20201008,-
4781,36395251,PHALS_00196,PHALS_00196,-,-,Unknown,-,"Zinc finger, RING/FYVE/PHD-type",protein-coding,-,-,-,"Zinc finger, RING/FYVE/PHD-type",20201008,-
4781,36395252,PHALS_00197,PHALS_00197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395253,PHALS_00198,PHALS_00198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395254,PHALS_00199,PHALS_00199,-,-,Unknown,-,"Zinc finger, RING/FYVE/PHD-type",protein-coding,-,-,-,"Zinc finger, RING/FYVE/PHD-type",20201008,-
4781,36395255,PHALS_00200,PHALS_00200,-,-,Unknown,-,"Zinc finger, FYVE/PHD-type",protein-coding,-,-,-,"Zinc finger, FYVE/PHD-type",20201008,-
4781,36395256,PHALS_00201,PHALS_00201,-,-,Unknown,-,Nuclear transport receptor KAP120 (importin beta superfamily),protein-coding,-,-,-,Nuclear transport receptor KAP120 (importin beta superfamily),20201008,-
4781,36395257,PHALS_00202,PHALS_00202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395258,PHALS_00203,PHALS_00203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395259,PHALS_00204,PHALS_00204,-,-,Unknown,-,transmembrane emp24 domain-containing protein 10-like,protein-coding,-,-,-,transmembrane emp24 domain-containing protein 10-like,20201008,-
4781,36395260,PHALS_00205,PHALS_00205,-,-,Unknown,-,hypothetical protein L915_03953,protein-coding,-,-,-,hypothetical protein L915_03953,20201008,-
4781,36395261,PHALS_00206,PHALS_00206,-,-,Unknown,-,dna damage-inducible protein,protein-coding,-,-,-,dna damage-inducible protein,20201008,-
4781,36395262,PHALS_00207,PHALS_00207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395263,PHALS_00208,PHALS_00208,-,-,Unknown,-,carbonic anhydrase,protein-coding,-,-,-,carbonic anhydrase,20201008,-
4781,36395264,PHALS_00209,PHALS_00209,-,-,Unknown,-,carbonic anhydrase,protein-coding,-,-,-,carbonic anhydrase,20201008,-
4781,36395265,PHALS_00210,PHALS_00210,-,-,Unknown,-,hypothetical protein L917_03791,protein-coding,-,-,-,hypothetical protein L917_03791,20201008,-
4781,36395266,PHALS_00211,PHALS_00211,-,-,Unknown,-,transcription factor,protein-coding,-,-,-,transcription factor,20201008,-
4781,36395267,PHALS_00212,PHALS_00212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395268,PHALS_00213,PHALS_00213,-,-,Unknown,-,gtp-binding protein ,protein-coding,-,-,-,gtp-binding protein ,20201008,-
4781,36395269,PHALS_00214,PHALS_00214,-,-,Unknown,-,carbonic anhydrase,protein-coding,-,-,-,carbonic anhydrase,20201008,-
4781,36395270,PHALS_00215,PHALS_00215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395271,PHALS_00216,PHALS_00216,-,-,Unknown,-,major facilitator superfamily,protein-coding,-,-,-,major facilitator superfamily,20201008,-
4781,36395272,PHALS_00217,PHALS_00217,-,-,Unknown,-,mediator of rna polymerase ii transcription subunit 27,protein-coding,-,-,-,mediator of rna polymerase ii transcription subunit 27,20201008,-
4781,36395273,PHALS_00218,PHALS_00218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395274,PHALS_00219,PHALS_00219,-,-,Unknown,-,Retrotransposon gag domain,protein-coding,-,-,-,Retrotransposon gag domain,20201008,-
4781,36395275,PHALS_00220,PHALS_00220,-,-,Unknown,-,Ribonucleoprotein LSM domain,protein-coding,-,-,-,Ribonucleoprotein LSM domain,20201008,-
4781,36395276,PHALS_00221,PHALS_00221,-,-,Unknown,-,Transcriptional coactivator Hfi1/Transcriptional adapter 1,protein-coding,-,-,-,Transcriptional coactivator Hfi1/Transcriptional adapter 1,20201008,-
4781,36395277,PHALS_00222,PHALS_00222,-,-,Unknown,-,nadh dehydrogenase,protein-coding,-,-,-,nadh dehydrogenase,20201008,-
4781,36395278,PHALS_00223,PHALS_00223,-,-,Unknown,-,dna-directed rna polymerase i subunit rpa43-like,protein-coding,-,-,-,dna-directed rna polymerase i subunit rpa43-like,20201008,-
4781,36395279,PHALS_00224,PHALS_00224,-,-,Unknown,-,tubulin-specific chaperone,protein-coding,-,-,-,tubulin-specific chaperone,20201008,-
4781,36395280,PHALS_00225,PHALS_00225,-,-,Unknown,-,Potassium channel tetramerisation-type BTB domain,protein-coding,-,-,-,Potassium channel tetramerisation-type BTB domain,20201008,-
4781,36395281,PHALS_00226,PHALS_00226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395282,PHALS_00227,PHALS_00227,-,-,Unknown,-,Splicing factor SPF30,protein-coding,-,-,-,Splicing factor SPF30,20201008,-
4781,36395283,PHALS_00228,PHALS_00228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395284,PHALS_00229,PHALS_00229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395285,PHALS_00230,PHALS_00230,-,-,Unknown,-,structural maintenance of chromosomes,protein-coding,-,-,-,structural maintenance of chromosomes,20201008,-
4781,36395286,PHALS_00231,PHALS_00231,-,-,Unknown,-,WD40 repeat stress protein/actin interacting protein,protein-coding,-,-,-,WD40 repeat stress protein/actin interacting protein,20201008,-
4781,36395287,PHALS_00232,PHALS_00232,-,-,Unknown,-,dual specificity protein phosphatase 12-like,protein-coding,-,-,-,dual specificity protein phosphatase 12-like,20201008,-
4781,36395288,PHALS_00233,PHALS_00233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395289,PHALS_00234,PHALS_00234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395290,PHALS_00235,PHALS_00235,-,-,Unknown,-,hypothetical protein PHYSODRAFT_317448,protein-coding,-,-,-,hypothetical protein PHYSODRAFT_317448,20201008,-
4781,36395291,PHALS_00236,PHALS_00236,-,-,Unknown,-,rhodanese domain containing protein,protein-coding,-,-,-,rhodanese domain containing protein,20201008,-
4781,36395292,PHALS_00237,PHALS_00237,-,-,Unknown,-,WD40/YVTN repeat-like-containing domain,protein-coding,-,-,-,WD40/YVTN repeat-like-containing domain,20201008,-
4781,36395293,PHALS_00238,PHALS_00238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395294,PHALS_00239,PHALS_00239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395295,PHALS_00240,PHALS_00240,-,-,Unknown,-,aspartyl protease family,protein-coding,-,-,-,aspartyl protease family,20201008,-
4781,36395296,PHALS_00241,PHALS_00241,-,-,Unknown,-,FOG: Zn-finger,protein-coding,-,-,-,FOG: Zn-finger,20201008,-
4781,36395297,PHALS_00242,PHALS_00242,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395298,PHALS_00243,PHALS_00243,-,-,Unknown,-,tryptophanyl-trna synthetase,protein-coding,-,-,-,tryptophanyl-trna synthetase,20201008,-
4781,36395299,PHALS_00244,PHALS_00244,-,-,Unknown,-,bloom syndrome protein,protein-coding,-,-,-,bloom syndrome protein,20201008,-
4781,36395300,PHALS_00245,PHALS_00245,-,-,Unknown,-,pantoate--beta-alanine ligase,protein-coding,-,-,-,pantoate--beta-alanine ligase,20201008,-
4781,36395301,PHALS_00246,PHALS_00246,-,-,Unknown,-,kinesin family member 11,protein-coding,-,-,-,kinesin family member 11,20201008,-
4781,36395302,PHALS_00247,PHALS_00247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395303,PHALS_00248,PHALS_00248,-,-,Unknown,-,RxLR-like protein,protein-coding,-,-,-,RxLR-like protein,20201008,-
4781,36395304,PHALS_00249,PHALS_00249,-,-,Unknown,-,lactation elevated protein 1,protein-coding,-,-,-,lactation elevated protein 1,20201008,-
4781,36395305,PHALS_00250,PHALS_00250,-,-,Unknown,-,BAR domain,protein-coding,-,-,-,BAR domain,20201008,-
4781,36395306,PHALS_00251,PHALS_00251,-,-,Unknown,-,programmed cell death protein 2,protein-coding,-,-,-,programmed cell death protein 2,20201008,-
4781,36395307,PHALS_00252,PHALS_00252,-,-,Unknown,-,fad-dependent oxidoreductase,protein-coding,-,-,-,fad-dependent oxidoreductase,20201008,-
4781,36395308,PHALS_00253,PHALS_00253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395309,PHALS_00254,PHALS_00254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395310,PHALS_00255,PHALS_00255,-,-,Unknown,-,creatine kinase,protein-coding,-,-,-,creatine kinase,20201008,-
4781,36395311,PHALS_00256,PHALS_00256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395312,PHALS_00257,PHALS_00257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395313,PHALS_00258,PHALS_00258,-,-,Unknown,-,Leucine-rich repeat,protein-coding,-,-,-,Leucine-rich repeat,20201008,-
4781,36395314,PHALS_00259,PHALS_00259,-,-,Unknown,-,udp-glycosyltransferase superfamily protein,protein-coding,-,-,-,udp-glycosyltransferase superfamily protein,20201008,-
4781,36395315,PHALS_00260,PHALS_00260,-,-,Unknown,-,trna pseudouridine(38-40) synthase,protein-coding,-,-,-,trna pseudouridine(38-40) synthase,20201008,-
4781,36395316,PHALS_00261,PHALS_00261,-,-,Unknown,-,FOG: Ankyrin repeat,protein-coding,-,-,-,FOG: Ankyrin repeat,20201008,-
4781,36395317,PHALS_00262,PHALS_00262,-,-,Unknown,-,exocyst complex component,protein-coding,-,-,-,exocyst complex component,20201008,-
4781,36395318,PHALS_00263,PHALS_00263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395319,PHALS_00264,PHALS_00264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395320,PHALS_00265,PHALS_00265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395321,PHALS_00266,PHALS_00266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395322,PHALS_00267,PHALS_00267,-,-,Unknown,-,catalase peroxidase hpi,protein-coding,-,-,-,catalase peroxidase hpi,20201008,-
4781,36395323,PHALS_00268,PHALS_00268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395324,PHALS_00269,PHALS_00269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395325,PHALS_00270,PHALS_00270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395326,PHALS_00271,PHALS_00271,-,-,Unknown,-,hypothetical upf0293 protein,protein-coding,-,-,-,hypothetical upf0293 protein,20201008,-
4781,36395327,PHALS_00272,PHALS_00272,-,-,Unknown,-,methylenetetrahydrofolate reductase,protein-coding,-,-,-,methylenetetrahydrofolate reductase,20201008,-
4781,36395328,PHALS_00273,PHALS_00273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395329,PHALS_00274,PHALS_00274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395330,PHALS_00275,PHALS_00275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395331,PHALS_00276,PHALS_00276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395332,PHALS_00277,PHALS_00277,-,-,Unknown,-,sterol o,protein-coding,-,-,-,sterol o,20201008,-
4781,36395333,PHALS_00278,PHALS_00278,-,-,Unknown,-,"Phosphoglycerate/bisphosphoglycerate mutase, active site",protein-coding,-,-,-,"Phosphoglycerate/bisphosphoglycerate mutase, active site",20201008,-
4781,36395334,PHALS_00279,PHALS_00279,-,-,Unknown,-,Cdc4 and related F-box and WD-40 proteins,protein-coding,-,-,-,Cdc4 and related F-box and WD-40 proteins,20201008,-
4781,36395335,PHALS_00280,PHALS_00280,-,-,Unknown,-,trna modification gtpase,protein-coding,-,-,-,trna modification gtpase,20201008,-
4781,36395336,PHALS_00281,PHALS_00281,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase,20201008,-
4781,36395337,PHALS_00282,PHALS_00282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395338,PHALS_00283,PHALS_00283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395339,PHALS_00284,PHALS_00284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395340,PHALS_00285,PHALS_00285,-,-,Unknown,-,transglutaminase elicitor m81d,protein-coding,-,-,-,transglutaminase elicitor m81d,20201008,-
4781,36395341,PHALS_00286,PHALS_00286,-,-,Unknown,-,glucan-beta,protein-coding,-,-,-,glucan-beta,20201008,-
4781,36395342,PHALS_00287,PHALS_00287,-,-,Unknown,-,oxoglutarate dehydrogenase (succinyl-transferring) e1 component,protein-coding,-,-,-,oxoglutarate dehydrogenase (succinyl-transferring) e1 component,20201008,-
4781,36395343,PHALS_00288,PHALS_00288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395344,PHALS_00289,PHALS_00289,-,-,Unknown,-,conserved oligomeric golgi complex,protein-coding,-,-,-,conserved oligomeric golgi complex,20201008,-
4781,36395345,PHALS_00290,PHALS_00290,-,-,Unknown,-,Prominin,protein-coding,-,-,-,Prominin,20201008,-
4781,36395346,PHALS_00291,PHALS_00291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395347,PHALS_00292,PHALS_00292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395348,PHALS_00293,PHALS_00293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395349,PHALS_00294,PHALS_00294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395350,PHALS_00295,PHALS_00295,-,-,Unknown,-,Ankyrin,protein-coding,-,-,-,Ankyrin,20201008,-
4781,36395351,PHALS_00296,PHALS_00296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395352,PHALS_00297,PHALS_00297,-,-,Unknown,-,ricin b lectin-like protein,protein-coding,-,-,-,ricin b lectin-like protein,20201008,-
4781,36395353,PHALS_00298,PHALS_00298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395354,PHALS_00299,PHALS_00299,-,-,Unknown,-,Homeodomain-like,protein-coding,-,-,-,Homeodomain-like,20201008,-
4781,36395355,PHALS_00300,PHALS_00300,-,-,Unknown,-,Predicted methyltransferase,protein-coding,-,-,-,Predicted methyltransferase,20201008,-
4781,36395356,PHALS_00301,PHALS_00301,-,-,Unknown,-,"Leucine-rich repeat, ribonuclease inhibitor subtype",protein-coding,-,-,-,"Leucine-rich repeat, ribonuclease inhibitor subtype",20201008,-
4781,36395357,PHALS_00302,PHALS_00302,-,-,Unknown,-,hypothetical protein F444_20559,protein-coding,-,-,-,hypothetical protein F444_20559,20201008,-
4781,36395358,PHALS_00303,PHALS_00303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395359,PHALS_00304,PHALS_00304,-,-,Unknown,-,atp-binding cassette superfamily,protein-coding,-,-,-,atp-binding cassette superfamily,20201008,-
4781,36395360,PHALS_00305,PHALS_00305,-,-,Unknown,-,atp-binding cassette superfamily,protein-coding,-,-,-,atp-binding cassette superfamily,20201008,-
4781,36395361,PHALS_00306,PHALS_00306,-,-,Unknown,-,"Reverse transcriptase, RNA-dependent DNA polymerase",protein-coding,-,-,-,"Reverse transcriptase, RNA-dependent DNA polymerase",20201008,-
4781,36395362,PHALS_00307,PHALS_00307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395363,PHALS_00308,PHALS_00308,-,-,Unknown,-,elicitin-like protein,protein-coding,-,-,-,elicitin-like protein,20201008,-
4781,36395364,PHALS_00309,PHALS_00309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395365,PHALS_00310,PHALS_00310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395366,PHALS_00311,PHALS_00311,-,-,Unknown,-,Retrotransposon gag domain,protein-coding,-,-,-,Retrotransposon gag domain,20201008,-
4781,36395367,PHALS_00312,PHALS_00312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36395368,PHALS_00313,PHALS_00313,-,-,Unknown,-,nadh dehydrogenase,protein-coding,-,-,-,nadh dehydrogenase,20201008,-
4781,36395369,PHALS_00314,PHALS_00314,-,-,Unknown,-,protein tyrosine phosphatase,protein-coding,-,-,-,protein tyrosine phosphatase,20201008,-
