#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
29519,3293299,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Borrelia garinii; Borrelia genomic group 20047.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210405,-
29519,64198521,DB281_RS01910,DB281_RS01910,DB281_01910,-,-,-,30S ribosomal protein S12,protein-coding,-,-,-,30S ribosomal protein S12,20210423,-
29519,64198522,rpoC,DB281_RS01915,DB281_01915,-,-,-,DNA-directed RNA polymerase subunit beta',protein-coding,-,-,-,DNA-directed RNA polymerase subunit beta',20210423,-
29519,64198523,rpoB,DB281_RS01920,DB281_01920,-,-,-,DNA-directed RNA polymerase subunit beta,protein-coding,-,-,-,DNA-directed RNA polymerase subunit beta,20210423,-
29519,64198524,rplL,DB281_RS01925,DB281_01925,-,-,-,50S ribosomal protein L7/L12,protein-coding,-,-,-,50S ribosomal protein L7/L12,20210423,-
29519,64198525,DB281_RS01930,DB281_RS01930,DB281_01930,-,-,-,50S ribosomal protein L10,protein-coding,-,-,-,50S ribosomal protein L10,20210423,-
29519,64198526,DB281_RS01935,DB281_RS01935,DB281_01935,-,-,-,50S ribosomal protein L1,protein-coding,-,-,-,50S ribosomal protein L1,20210423,-
29519,64198527,rplK,DB281_RS01940,DB281_01940,-,-,-,50S ribosomal protein L11,protein-coding,-,-,-,50S ribosomal protein L11,20210423,-
29519,64198528,nusG,DB281_RS01945,DB281_01945,-,-,-,transcription termination/antitermination factor NusG,protein-coding,-,-,-,transcription termination/antitermination factor NusG,20210423,-
29519,64198529,secE,DB281_RS01950,DB281_01950,-,-,-,preprotein translocase subunit SecE,protein-coding,-,-,-,preprotein translocase subunit SecE,20210423,-
29519,64198530,DB281_RS01955,DB281_RS01955,DB281_01955,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198531,rpmG,DB281_RS01960,DB281_01960,-,-,-,50S ribosomal protein L33,protein-coding,-,-,-,50S ribosomal protein L33,20210423,-
29519,64198532,DB281_RS01965,DB281_RS01965,DB281_01965,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198533,DB281_RS01970,DB281_RS01970,DB281_01970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198534,DB281_RS01975,DB281_RS01975,DB281_01975,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198535,DB281_RS01980,DB281_RS01980,DB281_01980,-,-,-,ankyrin repeat domain-containing protein,protein-coding,-,-,-,ankyrin repeat domain-containing protein,20210423,-
29519,64198536,DB281_RS01985,DB281_RS01985,DB281_01985,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198537,DB281_RS01990,DB281_RS01990,DB281_01990,-,-,-,dicarboxylate/amino acid:cation symporter,protein-coding,-,-,-,dicarboxylate/amino acid:cation symporter,20210423,-
29519,64198538,proS,DB281_RS01995,DB281_01995,-,-,-,proline--tRNA ligase,protein-coding,-,-,-,proline--tRNA ligase,20210423,-
29519,64198539,DB281_RS02000,DB281_RS02000,DB281_02000,-,-,-,DUF2259 domain-containing protein,protein-coding,-,-,-,DUF2259 domain-containing protein,20210423,-
29519,64198540,DB281_RS02010,DB281_RS02010,DB281_02010,-,-,-,DUF3996 domain-containing protein,protein-coding,-,-,-,DUF3996 domain-containing protein,20210423,-
29519,64198541,DB281_RS02015,DB281_RS02015,DB281_02015,-,-,-,DUF3996 domain-containing protein,protein-coding,-,-,-,DUF3996 domain-containing protein,20210423,-
29519,64198542,manA,DB281_RS02020,DB281_02020,-,-,-,"mannose-6-phosphate isomerase, class I",protein-coding,-,-,-,"mannose-6-phosphate isomerase, class I",20210423,-
29519,64198543,DB281_RS02025,DB281_RS02025,DB281_02025,-,-,-,PTS sugar transporter subunit IIA,protein-coding,-,-,-,PTS sugar transporter subunit IIA,20210423,-
29519,64198544,DB281_RS02030,DB281_RS02030,DB281_02030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198545,DB281_RS02035,DB281_RS02035,DB281_02035,-,-,-,DNA/RNA non-specific endonuclease,protein-coding,-,-,-,DNA/RNA non-specific endonuclease,20210423,-
29519,64198546,DB281_RS02040,DB281_RS02040,DB281_02040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198547,DB281_RS02045,DB281_RS02045,DB281_02045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198548,DB281_RS02050,DB281_RS02050,DB281_02050,-,-,-,protein-glutamate O-methyltransferase,protein-coding,-,-,-,protein-glutamate O-methyltransferase,20210423,-
29519,64198549,DB281_RS02055,DB281_RS02055,DB281_02055,-,-,-,chemotaxis protein CheB,protein-coding,-,-,-,chemotaxis protein CheB,20210423,-
29519,64198550,DB281_RS02060,DB281_RS02060,DB281_02060,-,-,-,TraB family protein,protein-coding,-,-,-,TraB family protein,20210423,-
29519,64198551,DB281_RS02065,DB281_RS02065,DB281_02065,-,-,-,adenylate kinase,protein-coding,-,-,-,adenylate kinase,20210423,-
29519,64198552,DB281_RS02070,DB281_RS02070,DB281_02070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198553,rrp1,DB281_RS02075,DB281_02075,-,-,-,cyclic-di-GMP-producing response regulator Rrp1,protein-coding,-,-,-,cyclic-di-GMP-producing response regulator Rrp1,20210423,-
29519,64198554,DB281_RS02080,DB281_RS02080,DB281_02080,-,-,-,transporter substrate-binding domain-containing protein,protein-coding,-,-,-,transporter substrate-binding domain-containing protein,20210423,-
29519,64198555,rrf,DB281_RS02085,DB281_02085,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20210422,-
29519,64198556,DB281_RS02090,DB281_RS02090,DB281_02090,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20210422,-
29519,64198557,rrf,DB281_RS02095,DB281_02095,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20210422,-
29519,64198558,DB281_RS02100,DB281_RS02100,DB281_02100,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20210422,-
29519,64198559,DB281_RS02105,DB281_RS02105,DB281_02105,-,-,-,Cof-type HAD-IIB family hydrolase,protein-coding,-,-,-,Cof-type HAD-IIB family hydrolase,20210423,-
29519,64198560,DB281_RS02110,DB281_RS02110,DB281_02110,-,-,-,DNA-3-methyladenine glycosylase,protein-coding,-,-,-,DNA-3-methyladenine glycosylase,20210423,-
29519,64198561,DB281_RS02115,DB281_RS02115,DB281_02115,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198562,DB281_RS02120,DB281_RS02120,DB281_02120,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198563,DB281_RS02125,DB281_RS02125,DB281_02125,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20210422,-
29519,64198564,DB281_RS02130,DB281_RS02130,DB281_02130,-,-,-,nucleoside 2-deoxyribosyltransferase,protein-coding,-,-,-,nucleoside 2-deoxyribosyltransferase,20210423,-
29519,64198565,rsmI,DB281_RS02135,DB281_02135,-,-,-,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,protein-coding,-,-,-,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,20210423,-
29519,64198566,DB281_RS02140,DB281_RS02140,DB281_02140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198567,DB281_RS02145,DB281_RS02145,DB281_02145,-,-,-,DUF1893 domain-containing protein,protein-coding,-,-,-,DUF1893 domain-containing protein,20210423,-
29519,64198568,DB281_RS02150,DB281_RS02150,DB281_02150,-,-,-,YigZ family protein,protein-coding,-,-,-,YigZ family protein,20210423,-
29519,64198569,DB281_RS02155,DB281_RS02155,DB281_02155,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20210423,-
29519,64198570,DB281_RS02160,DB281_RS02160,DB281_02160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198571,DB281_RS02165,DB281_RS02165,DB281_02165,-,-,-,ParB/RepB/Spo0J family partition protein,protein-coding,-,-,-,ParB/RepB/Spo0J family partition protein,20210423,-
29519,64198572,gyrA,DB281_RS02170,DB281_02170,-,-,-,DNA topoisomerase (ATP-hydrolyzing) subunit A,protein-coding,-,-,-,DNA topoisomerase (ATP-hydrolyzing) subunit A,20210423,-
29519,64198573,gyrB,DB281_RS02175,DB281_02175,-,-,-,DNA topoisomerase (ATP-hydrolyzing) subunit B,protein-coding,-,-,-,DNA topoisomerase (ATP-hydrolyzing) subunit B,20210423,-
29519,64198574,dnaA,DB281_RS02180,DB281_02180,-,-,-,chromosomal replication initiator protein DnaA,protein-coding,-,-,-,chromosomal replication initiator protein DnaA,20210423,-
29519,64198575,DB281_RS02185,DB281_RS02185,DB281_02185,-,-,-,DNA polymerase III subunit beta,protein-coding,-,-,-,DNA polymerase III subunit beta,20210423,-
29519,64198576,DB281_RS02190,DB281_RS02190,DB281_02190,-,-,-,DUF721 domain-containing protein,protein-coding,-,-,-,DUF721 domain-containing protein,20210422,-
29519,64198577,rpmH,DB281_RS02195,DB281_02195,-,-,-,50S ribosomal protein L34,protein-coding,-,-,-,50S ribosomal protein L34,20210423,-
29519,64198578,rnpA,DB281_RS02200,DB281_02200,-,-,-,ribonuclease P protein component,protein-coding,-,-,-,ribonuclease P protein component,20210423,-
29519,64198579,yidC,DB281_RS02205,DB281_02205,-,-,-,membrane protein insertase YidC,protein-coding,-,-,-,membrane protein insertase YidC,20210423,-
29519,64198580,DB281_RS02210,DB281_RS02210,DB281_02210,-,-,-,protein jag,protein-coding,-,-,-,protein jag,20210423,-
29519,64198581,DB281_RS02215,DB281_RS02215,DB281_02215,-,-,-,NAD-dependent epimerase,protein-coding,-,-,-,NAD-dependent epimerase,20210423,-
29519,64198582,fbaA,DB281_RS02220,DB281_02220,-,-,-,class II fructose-bisphosphate aldolase,protein-coding,-,-,-,class II fructose-bisphosphate aldolase,20210423,-
29519,64198583,aspS,DB281_RS02225,DB281_02225,-,-,-,aspartate--tRNA ligase,protein-coding,-,-,-,aspartate--tRNA ligase,20210423,-
29519,64198584,DB281_RS02230,DB281_RS02230,DB281_02230,-,-,-,cation:proton antiporter,protein-coding,-,-,-,cation:proton antiporter,20210423,-
29519,64198585,DB281_RS02235,DB281_RS02235,DB281_02235,-,-,-,HPr family phosphocarrier protein,protein-coding,-,-,-,HPr family phosphocarrier protein,20210423,-
29519,64198586,DB281_RS02240,DB281_RS02240,DB281_02240,-,-,-,HPF/RaiA family ribosome-associated protein,protein-coding,-,-,-,HPF/RaiA family ribosome-associated protein,20210423,-
29519,64198587,rpoN,DB281_RS02245,DB281_02245,-,-,-,RNA polymerase factor sigma-54,protein-coding,-,-,-,RNA polymerase factor sigma-54,20210423,-
29519,64198588,DB281_RS02250,DB281_RS02250,DB281_02250,-,-,-,chromate transporter,protein-coding,-,-,-,chromate transporter,20210423,-
29519,64198589,DB281_RS02255,DB281_RS02255,DB281_02255,-,-,-,chromate transporter,protein-coding,-,-,-,chromate transporter,20210423,-
29519,64198590,DB281_RS02260,DB281_RS02260,DB281_02260,-,-,-,mechanosensitive ion channel family protein,protein-coding,-,-,-,mechanosensitive ion channel family protein,20210423,-
29519,64198591,DB281_RS02265,DB281_RS02265,DB281_02265,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20210423,-
29519,64198592,DB281_RS02270,DB281_RS02270,DB281_02270,-,-,-,DNA polymerase III subunit delta,protein-coding,-,-,-,DNA polymerase III subunit delta,20210423,-
29519,64198593,DB281_RS02275,DB281_RS02275,DB281_02275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198594,uvrC,DB281_RS02280,DB281_02280,-,-,-,excinuclease ABC subunit C,protein-coding,-,-,-,excinuclease ABC subunit C,20210423,-
29519,64198595,DB281_RS02285,DB281_RS02285,DB281_02285,-,-,-,fibronectin type III domain-containing protein,protein-coding,-,-,-,fibronectin type III domain-containing protein,20210423,-
29519,64198596,DB281_RS02290,DB281_RS02290,DB281_02290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198597,DB281_RS02295,DB281_RS02295,DB281_02295,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198598,DB281_RS02300,DB281_RS02300,DB281_02300,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198599,DB281_RS02305,DB281_RS02305,DB281_02305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198600,DB281_RS02310,DB281_RS02310,DB281_02310,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198601,DB281_RS02315,DB281_RS02315,DB281_02315,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198602,ffs,DB281_RS02320,DB281_02320,-,-,-,ncRNA,ncRNA,-,-,-,-,20210422,-
29519,64198603,dnaX,DB281_RS02325,DB281_02325,-,-,-,DNA polymerase III subunit gamma/tau,protein-coding,-,-,-,DNA polymerase III subunit gamma/tau,20210423,-
29519,64198604,efbC,DB281_RS02330,DB281_02330,-,-,-,nucleoid-associated protein EbfC,protein-coding,-,-,-,nucleoid-associated protein EbfC,20210423,-
29519,64198605,DB281_RS02335,DB281_RS02335,DB281_02335,-,-,-,nucleoside-diphosphate kinase,protein-coding,-,-,-,nucleoside-diphosphate kinase,20210423,-
29519,64198606,DB281_RS02340,DB281_RS02340,DB281_02340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198607,DB281_RS02345,DB281_RS02345,DB281_02345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198608,lptB,DB281_RS02350,DB281_02350,-,-,-,LPS export ABC transporter ATP-binding protein,protein-coding,-,-,-,LPS export ABC transporter ATP-binding protein,20210423,-
29519,64198609,pgeF,DB281_RS02355,DB281_02355,-,-,-,peptidoglycan editing factor PgeF,protein-coding,-,-,-,peptidoglycan editing factor PgeF,20210423,-
29519,64198610,DB281_RS02360,DB281_RS02360,DB281_02360,-,-,-,Nif3-like dinuclear metal center hexameric protein,protein-coding,-,-,-,Nif3-like dinuclear metal center hexameric protein,20210423,-
29519,64198611,DB281_RS02365,DB281_RS02365,DB281_02365,-,-,-,signal peptidase II,protein-coding,-,-,-,signal peptidase II,20210423,-
29519,64198612,DB281_RS02375,DB281_RS02375,DB281_02375,-,-,-,YmdB family metallophosphoesterase,protein-coding,-,-,-,YmdB family metallophosphoesterase,20210423,-
29519,64198613,murA,DB281_RS02380,DB281_02380,-,-,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,protein-coding,-,-,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,20210423,-
29519,64198614,DB281_RS02385,DB281_RS02385,DB281_02385,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20210423,-
29519,64198615,DB281_RS02390,DB281_RS02390,DB281_02390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198616,tuf,DB281_RS02395,DB281_02395,-,-,-,elongation factor Tu,protein-coding,-,-,-,elongation factor Tu,20210423,-
29519,64198617,rpsJ,DB281_RS02400,DB281_02400,-,-,-,30S ribosomal protein S10,protein-coding,-,-,-,30S ribosomal protein S10,20210423,-
29519,64198618,rplC,DB281_RS02405,DB281_02405,-,-,-,50S ribosomal protein L3,protein-coding,-,-,-,50S ribosomal protein L3,20210423,-
29519,64198619,rplD,DB281_RS02410,DB281_02410,-,-,-,50S ribosomal protein L4,protein-coding,-,-,-,50S ribosomal protein L4,20210423,-
29519,64198620,rplW,DB281_RS02415,DB281_02415,-,-,-,50S ribosomal protein L23,protein-coding,-,-,-,50S ribosomal protein L23,20210423,-
29519,64198621,rplB,DB281_RS02420,DB281_02420,-,-,-,50S ribosomal protein L2,protein-coding,-,-,-,50S ribosomal protein L2,20210423,-
29519,64198622,rpsS,DB281_RS02425,DB281_02425,-,-,-,30S ribosomal protein S19,protein-coding,-,-,-,30S ribosomal protein S19,20210423,-
29519,64198623,rplV,DB281_RS02430,DB281_02430,-,-,-,50S ribosomal protein L22,protein-coding,-,-,-,50S ribosomal protein L22,20210423,-
29519,64198624,rpsC,DB281_RS02435,DB281_02435,-,-,-,30S ribosomal protein S3,protein-coding,-,-,-,30S ribosomal protein S3,20210423,-
29519,64198625,rplP,DB281_RS02440,DB281_02440,-,-,-,50S ribosomal protein L16,protein-coding,-,-,-,50S ribosomal protein L16,20210423,-
29519,64198626,DB281_RS02445,DB281_RS02445,DB281_02445,-,-,-,50S ribosomal protein L29,protein-coding,-,-,-,50S ribosomal protein L29,20210423,-
29519,64198627,rpsQ,DB281_RS02450,DB281_02450,-,-,-,30S ribosomal protein S17,protein-coding,-,-,-,30S ribosomal protein S17,20210423,-
29519,64198628,rplN,DB281_RS02455,DB281_02455,-,-,-,50S ribosomal protein L14,protein-coding,-,-,-,50S ribosomal protein L14,20210423,-
29519,64198629,DB281_RS02460,DB281_RS02460,DB281_02460,-,-,-,50S ribosomal protein L24,protein-coding,-,-,-,50S ribosomal protein L24,20210423,-
29519,64198630,rplE,DB281_RS02465,DB281_02465,-,-,-,50S ribosomal protein L5,protein-coding,-,-,-,50S ribosomal protein L5,20210423,-
29519,64198631,DB281_RS02470,DB281_RS02470,DB281_02470,-,-,-,type Z 30S ribosomal protein S14,protein-coding,-,-,-,type Z 30S ribosomal protein S14,20210423,-
29519,64198632,rpsH,DB281_RS02475,DB281_02475,-,-,-,30S ribosomal protein S8,protein-coding,-,-,-,30S ribosomal protein S8,20210423,-
29519,64198633,rplF,DB281_RS02480,DB281_02480,-,-,-,50S ribosomal protein L6,protein-coding,-,-,-,50S ribosomal protein L6,20210423,-
29519,64198634,DB281_RS02485,DB281_RS02485,DB281_02485,-,-,-,50S ribosomal protein L18,protein-coding,-,-,-,50S ribosomal protein L18,20210423,-
29519,64198635,rpsE,DB281_RS02490,DB281_02490,-,-,-,30S ribosomal protein S5,protein-coding,-,-,-,30S ribosomal protein S5,20210423,-
29519,64198636,rpmD,DB281_RS02495,DB281_02495,-,-,-,50S ribosomal protein L30,protein-coding,-,-,-,50S ribosomal protein L30,20210423,-
29519,64198637,rplO,DB281_RS02500,DB281_02500,-,-,-,50S ribosomal protein L15,protein-coding,-,-,-,50S ribosomal protein L15,20210423,-
29519,64198638,secY,DB281_RS02505,DB281_02505,-,-,-,preprotein translocase subunit SecY,protein-coding,-,-,-,preprotein translocase subunit SecY,20210423,-
29519,64198639,rpmJ,DB281_RS02510,DB281_02510,-,-,-,50S ribosomal protein L36,protein-coding,-,-,-,50S ribosomal protein L36,20210423,-
29519,64198640,rpsM,DB281_RS02515,DB281_02515,-,-,-,30S ribosomal protein S13,protein-coding,-,-,-,30S ribosomal protein S13,20210423,-
29519,64198641,rpsK,DB281_RS02520,DB281_02520,-,-,-,30S ribosomal protein S11,protein-coding,-,-,-,30S ribosomal protein S11,20210423,-
29519,64198642,DB281_RS02525,DB281_RS02525,DB281_02525,-,-,-,DNA-directed RNA polymerase subunit alpha,protein-coding,-,-,-,DNA-directed RNA polymerase subunit alpha,20210423,-
29519,64198643,rplQ,DB281_RS02530,DB281_02530,-,-,-,50S ribosomal protein L17,protein-coding,-,-,-,50S ribosomal protein L17,20210423,-
29519,64198644,rny,DB281_RS02535,DB281_02535,-,-,-,ribonuclease Y,protein-coding,-,-,-,ribonuclease Y,20210423,-
29519,64198645,DB281_RS02540,DB281_RS02540,DB281_02540,-,-,-,TIGR00282 family metallophosphoesterase,protein-coding,-,-,-,TIGR00282 family metallophosphoesterase,20210423,-
29519,64198646,DB281_RS02545,DB281_RS02545,DB281_02545,-,-,-,TlyA family RNA methyltransferase,protein-coding,-,-,-,TlyA family RNA methyltransferase,20210423,-
29519,64198647,DB281_RS02550,DB281_RS02550,DB281_02550,-,-,-,GerMN domain-containing protein,protein-coding,-,-,-,GerMN domain-containing protein,20210423,-
29519,64198648,der,DB281_RS02555,DB281_02555,-,-,-,ribosome biogenesis GTPase Der,protein-coding,-,-,-,ribosome biogenesis GTPase Der,20210423,-
29519,64198649,DB281_RS02560,DB281_RS02560,DB281_02560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198650,DB281_RS02565,DB281_RS02565,DB281_02565,-,-,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20210423,-
29519,64198651,DB281_RS02570,DB281_RS02570,DB281_02570,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20210423,-
29519,64198652,DB281_RS02575,DB281_RS02575,DB281_02575,-,-,-,phenylalanine--tRNA ligase subunit alpha,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit alpha,20210423,-
29519,64198653,DB281_RS02580,DB281_RS02580,DB281_02580,-,-,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20210423,-
29519,64198654,trxB,DB281_RS02585,DB281_02585,-,-,-,thioredoxin-disulfide reductase,protein-coding,-,-,-,thioredoxin-disulfide reductase,20210423,-
29519,64198655,rlmB,DB281_RS02590,DB281_02590,-,-,-,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,protein-coding,-,-,-,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,20210423,-
29519,64198656,dnaJ,DB281_RS02595,DB281_02595,-,-,-,molecular chaperone DnaJ,protein-coding,-,-,-,molecular chaperone DnaJ,20210423,-
29519,64198657,dnaK,DB281_RS02600,DB281_02600,-,-,-,molecular chaperone DnaK,protein-coding,-,-,-,molecular chaperone DnaK,20210423,-
29519,64198658,grpE,DB281_RS02605,DB281_02605,-,-,-,nucleotide exchange factor GrpE,protein-coding,-,-,-,nucleotide exchange factor GrpE,20210423,-
29519,64198659,nadE,DB281_RS02610,DB281_02610,-,-,-,NAD(+) synthase,protein-coding,-,-,-,NAD(+) synthase,20210423,-
29519,64198660,DB281_RS02620,DB281_RS02620,DB281_02620,-,-,-,inositol monophosphatase,protein-coding,-,-,-,inositol monophosphatase,20210423,-
29519,64198661,DB281_RS02625,DB281_RS02625,DB281_02625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198662,DB281_RS02630,DB281_RS02630,DB281_02630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198663,DB281_RS02635,DB281_RS02635,DB281_02635,-,-,-,type III pantothenate kinase,protein-coding,-,-,-,type III pantothenate kinase,20210423,-
29519,64198664,DB281_RS02640,DB281_RS02640,DB281_02640,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210423,-
29519,64198665,DB281_RS02645,DB281_RS02645,DB281_02645,-,-,-,TIGR02757 family protein,protein-coding,-,-,-,TIGR02757 family protein,20210423,-
29519,64198666,DB281_RS02650,DB281_RS02650,DB281_02650,-,-,-,glucosaminidase domain-containing protein,protein-coding,-,-,-,glucosaminidase domain-containing protein,20210423,-
29519,64198667,DB281_RS02655,DB281_RS02655,DB281_02655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198668,DB281_RS02660,DB281_RS02660,DB281_02660,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210423,-
29519,64198669,xth,DB281_RS02665,DB281_02665,-,-,-,exodeoxyribonuclease III,protein-coding,-,-,-,exodeoxyribonuclease III,20210423,-
29519,64198670,DB281_RS02670,DB281_RS02670,DB281_02670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198671,DB281_RS02675,DB281_RS02675,DB281_02675,-,-,-,insulinase family protein,protein-coding,-,-,-,insulinase family protein,20210423,-
29519,64198672,DB281_RS02680,DB281_RS02680,DB281_02680,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198673,DB281_RS02685,DB281_RS02685,DB281_02685,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198674,DB281_RS02690,DB281_RS02690,DB281_02690,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210423,-
29519,64198675,DB281_RS02695,DB281_RS02695,DB281_02695,-,-,-,polymer-forming cytoskeletal protein,protein-coding,-,-,-,polymer-forming cytoskeletal protein,20210423,-
29519,64198676,DB281_RS02700,DB281_RS02700,DB281_02700,-,-,-,Bax inhibitor-1/YccA family protein,protein-coding,-,-,-,Bax inhibitor-1/YccA family protein,20210423,-
29519,64198677,DB281_RS02705,DB281_RS02705,DB281_02705,-,-,-,elongation factor G,protein-coding,-,-,-,elongation factor G,20210423,-
29519,64198678,DB281_RS02710,DB281_RS02710,DB281_02710,-,-,-,KTSC domain-containing protein,protein-coding,-,-,-,KTSC domain-containing protein,20210423,-
29519,64198679,DB281_RS02715,DB281_RS02715,DB281_02715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198680,DB281_RS02720,DB281_RS02720,DB281_02720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198681,DB281_RS02725,DB281_RS02725,DB281_02725,-,-,-,ribose-phosphate pyrophosphokinase,protein-coding,-,-,-,ribose-phosphate pyrophosphokinase,20210423,-
29519,64198682,DB281_RS02730,DB281_RS02730,DB281_02730,-,-,-,FGGY-family carbohydrate kinase,protein-coding,-,-,-,FGGY-family carbohydrate kinase,20210423,-
29519,64198683,DB281_RS02735,DB281_RS02735,DB281_02735,-,-,-,SPOR domain-containing protein,protein-coding,-,-,-,SPOR domain-containing protein,20210423,-
29519,64198684,DB281_RS02740,DB281_RS02740,DB281_02740,-,-,-,dephospho-CoA kinase,protein-coding,-,-,-,dephospho-CoA kinase,20210423,-
29519,64198685,polA,DB281_RS02745,DB281_02745,-,-,-,DNA polymerase I,protein-coding,-,-,-,DNA polymerase I,20210423,-
29519,64198686,DB281_RS02750,DB281_RS02750,DB281_02750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198687,fliS,DB281_RS02755,DB281_02755,-,-,-,flagellar export chaperone FliS,protein-coding,-,-,-,flagellar export chaperone FliS,20210423,-
29519,64198688,DB281_RS02760,DB281_RS02760,DB281_02760,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210423,-
29519,64198689,ligA,DB281_RS02765,DB281_02765,-,-,-,NAD-dependent DNA ligase LigA,protein-coding,-,-,-,NAD-dependent DNA ligase LigA,20210423,-
29519,64198690,DB281_RS02770,DB281_RS02770,DB281_02770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198691,DB281_RS02775,DB281_RS02775,DB281_02775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198692,DB281_RS02780,DB281_RS02780,DB281_02780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198693,DB281_RS02785,DB281_RS02785,DB281_02785,-,-,-,xanthine dehydrogenase family protein subunit M,protein-coding,-,-,-,xanthine dehydrogenase family protein subunit M,20210423,-
29519,64198694,DB281_RS02790,DB281_RS02790,DB281_02790,-,-,-,HPr family phosphocarrier protein,protein-coding,-,-,-,HPr family phosphocarrier protein,20210423,-
