#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1150837,54344117,M421DRAFT_100004,M421DRAFT_100004,-,-,Unknown,-,3-ketoacyl-CoA thiolase B,protein-coding,-,-,-,3-ketoacyl-CoA thiolase B,20210320,-
1150837,54344284,M421DRAFT_101389,M421DRAFT_101389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344285,M421DRAFT_101395,M421DRAFT_101395,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
1150837,54344286,M421DRAFT_101414,M421DRAFT_101414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344287,M421DRAFT_101420,M421DRAFT_101420,-,-,Unknown,-,putative pantothenate transporter,protein-coding,-,-,-,putative pantothenate transporter,20210320,-
1150837,54344288,M421DRAFT_101425,M421DRAFT_101425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344289,M421DRAFT_101430,M421DRAFT_101430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344290,M421DRAFT_101442,M421DRAFT_101442,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344291,M421DRAFT_101443,M421DRAFT_101443,-,-,Unknown,-,enolase C-terminal domain-like protein,protein-coding,-,-,-,enolase C-terminal domain-like protein,20210320,-
1150837,54344292,M421DRAFT_101452,M421DRAFT_101452,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344293,M421DRAFT_101453,M421DRAFT_101453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344294,M421DRAFT_101467,M421DRAFT_101467,-,-,Unknown,-,ATP-dependent protease La,protein-coding,-,-,-,ATP-dependent protease La,20210320,-
1150837,54344295,M421DRAFT_101475,M421DRAFT_101475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344296,M421DRAFT_101478,M421DRAFT_101478,-,-,Unknown,-,L-asparaginase,protein-coding,-,-,-,L-asparaginase,20210320,-
1150837,54344297,M421DRAFT_101516,M421DRAFT_101516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344298,M421DRAFT_101530,M421DRAFT_101530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344299,M421DRAFT_101536,M421DRAFT_101536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344300,M421DRAFT_101539,M421DRAFT_101539,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344301,M421DRAFT_101565,M421DRAFT_101565,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54344302,M421DRAFT_101569,M421DRAFT_101569,-,-,Unknown,-,PEBP-like protein,protein-coding,-,-,-,PEBP-like protein,20210320,-
1150837,54344303,M421DRAFT_10157,M421DRAFT_10157,-,-,Unknown,-,DUF1716-domain-containing protein,protein-coding,-,-,-,DUF1716-domain-containing protein,20210320,-
1150837,54344304,M421DRAFT_101571,M421DRAFT_101571,-,-,Unknown,-,autophagy protein 16,protein-coding,-,-,-,autophagy protein 16,20210320,-
1150837,54344305,M421DRAFT_101577,M421DRAFT_101577,-,-,Unknown,-,PLC-like phosphodiesterase,protein-coding,-,-,-,PLC-like phosphodiesterase,20210320,-
1150837,54344306,M421DRAFT_101585,M421DRAFT_101585,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344307,M421DRAFT_101603,M421DRAFT_101603,-,-,Unknown,-,small nuclear ribonucleo protein Sm D2,protein-coding,-,-,-,small nuclear ribonucleo protein Sm D2,20210320,-
1150837,54344308,M421DRAFT_10163,M421DRAFT_10163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344309,M421DRAFT_101630,M421DRAFT_101630,-,-,Unknown,-,L-lactate dehydrogenase,protein-coding,-,-,-,L-lactate dehydrogenase,20210320,-
1150837,54344310,M421DRAFT_101635,M421DRAFT_101635,-,-,Unknown,-,LexA/Signal peptidase,protein-coding,-,-,-,LexA/Signal peptidase,20210320,-
1150837,54344311,M421DRAFT_10164,M421DRAFT_10164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344312,M421DRAFT_101661,M421DRAFT_101661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344313,M421DRAFT_101670,M421DRAFT_101670,-,-,Unknown,-,amino-acid permease inda1,protein-coding,-,-,-,amino-acid permease inda1,20210320,-
1150837,54344314,M421DRAFT_101674,M421DRAFT_101674,-,-,Unknown,-,HAD-like protein,protein-coding,-,-,-,HAD-like protein,20210320,-
1150837,54344315,M421DRAFT_101675,M421DRAFT_101675,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344316,M421DRAFT_101699,M421DRAFT_101699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344317,M421DRAFT_10170,M421DRAFT_10170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344318,M421DRAFT_101703,M421DRAFT_101703,-,-,Unknown,-,glycerophosphoryl diester phosphodiesterase family protein,protein-coding,-,-,-,glycerophosphoryl diester phosphodiesterase family protein,20210320,-
1150837,54344319,M421DRAFT_10171,M421DRAFT_10171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344320,M421DRAFT_101735,M421DRAFT_101735,-,-,Unknown,-,CAF1-domain-containing protein,protein-coding,-,-,-,CAF1-domain-containing protein,20210320,-
1150837,54344321,M421DRAFT_101737,M421DRAFT_101737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344322,M421DRAFT_101744,M421DRAFT_101744,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210320,-
1150837,54344323,M421DRAFT_101750,M421DRAFT_101750,-,-,Unknown,-,carbohydrate-binding module family 50 protein,protein-coding,-,-,-,carbohydrate-binding module family 50 protein,20210320,-
1150837,54344324,M421DRAFT_101755,M421DRAFT_101755,-,-,Unknown,-,galactose oxidase,protein-coding,-,-,-,galactose oxidase,20210320,-
1150837,54344325,M421DRAFT_101762,M421DRAFT_101762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344326,M421DRAFT_101765,M421DRAFT_101765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344327,M421DRAFT_101768,M421DRAFT_101768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344328,M421DRAFT_101777,M421DRAFT_101777,-,-,Unknown,-,squalene monooxygenase,protein-coding,-,-,-,squalene monooxygenase,20210320,-
1150837,54344329,M421DRAFT_101791,M421DRAFT_101791,-,-,Unknown,-,DUF300-domain-containing protein,protein-coding,-,-,-,DUF300-domain-containing protein,20210320,-
1150837,54344330,M421DRAFT_101795,M421DRAFT_101795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344331,M421DRAFT_101802,M421DRAFT_101802,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit TIM13,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit TIM13,20210320,-
1150837,54344332,M421DRAFT_101803,M421DRAFT_101803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344333,M421DRAFT_101814,M421DRAFT_101814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344334,M421DRAFT_10182,M421DRAFT_10182,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344335,M421DRAFT_101822,M421DRAFT_101822,-,-,Unknown,-,ferrochelatase mitochondrial precursor,protein-coding,-,-,-,ferrochelatase mitochondrial precursor,20210320,-
1150837,54344336,M421DRAFT_101824,M421DRAFT_101824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344337,M421DRAFT_101828,M421DRAFT_101828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344338,M421DRAFT_101831,M421DRAFT_101831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344339,M421DRAFT_101857,M421DRAFT_101857,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54344340,M421DRAFT_101860,M421DRAFT_101860,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210320,-
1150837,54344341,M421DRAFT_101863,M421DRAFT_101863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344342,M421DRAFT_101867,M421DRAFT_101867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344343,M421DRAFT_10188,M421DRAFT_10188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344344,M421DRAFT_10189,M421DRAFT_10189,-,-,Unknown,-,putative aldo-keto reductase,protein-coding,-,-,-,putative aldo-keto reductase,20210320,-
1150837,54344345,M421DRAFT_101894,M421DRAFT_101894,-,-,Unknown,-,Fibrillarin,protein-coding,-,-,-,Fibrillarin,20210320,-
1150837,54344346,M421DRAFT_101903,M421DRAFT_101903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344347,M421DRAFT_101913,M421DRAFT_101913,-,-,Unknown,-,PAP2-domain-containing protein,protein-coding,-,-,-,PAP2-domain-containing protein,20210320,-
1150837,54344348,M421DRAFT_101915,M421DRAFT_101915,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210320,-
1150837,54344349,M421DRAFT_101925,M421DRAFT_101925,-,-,Unknown,-,putative oxidoreductase ucpA,protein-coding,-,-,-,putative oxidoreductase ucpA,20210320,-
1150837,54344350,M421DRAFT_101927,M421DRAFT_101927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344351,M421DRAFT_101933,M421DRAFT_101933,-,-,Unknown,-,glycerate dehydrogenase,protein-coding,-,-,-,glycerate dehydrogenase,20210320,-
1150837,54344352,M421DRAFT_101943,M421DRAFT_101943,-,-,Unknown,-,homoserine acetyltransferase family protein,protein-coding,-,-,-,homoserine acetyltransferase family protein,20210320,-
1150837,54344353,M421DRAFT_101945,M421DRAFT_101945,-,-,Unknown,-,MATE efflux family protein,protein-coding,-,-,-,MATE efflux family protein,20210320,-
1150837,54344354,M421DRAFT_101948,M421DRAFT_101948,-,-,Unknown,-,coatomer subunit delta,protein-coding,-,-,-,coatomer subunit delta,20210320,-
1150837,54344355,M421DRAFT_101963,M421DRAFT_101963,-,-,Unknown,-,pantothenate transporter liz1,protein-coding,-,-,-,pantothenate transporter liz1,20210320,-
1150837,54344356,M421DRAFT_101969,M421DRAFT_101969,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54344357,M421DRAFT_101979,M421DRAFT_101979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344358,M421DRAFT_10199,M421DRAFT_10199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344359,M421DRAFT_102011,M421DRAFT_102011,-,-,Unknown,-,Tautomerase/MIF,protein-coding,-,-,-,Tautomerase/MIF,20210320,-
1150837,54344360,M421DRAFT_102033,M421DRAFT_102033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344361,M421DRAFT_102043,M421DRAFT_102043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344362,M421DRAFT_10206,M421DRAFT_10206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344363,M421DRAFT_102061,M421DRAFT_102061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344364,M421DRAFT_102069,M421DRAFT_102069,-,-,Unknown,-,quinate permease,protein-coding,-,-,-,quinate permease,20210320,-
1150837,54344365,M421DRAFT_10207,M421DRAFT_10207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344366,M421DRAFT_102073,M421DRAFT_102073,-,-,Unknown,-,BSP-domain-containing protein,protein-coding,-,-,-,BSP-domain-containing protein,20210320,-
1150837,54344367,M421DRAFT_102075,M421DRAFT_102075,-,-,Unknown,-,voltage-gated potassium channel,protein-coding,-,-,-,voltage-gated potassium channel,20210320,-
1150837,54344368,M421DRAFT_102081,M421DRAFT_102081,-,-,Unknown,-,GPI inositol-deacylase,protein-coding,-,-,-,GPI inositol-deacylase,20210320,-
1150837,54344369,M421DRAFT_102087,M421DRAFT_102087,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1150837,54344370,M421DRAFT_10209,M421DRAFT_10209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344371,M421DRAFT_102104,M421DRAFT_102104,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210320,-
1150837,54344372,M421DRAFT_102106,M421DRAFT_102106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344373,M421DRAFT_102107,M421DRAFT_102107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344374,M421DRAFT_10212,M421DRAFT_10212,-,-,Unknown,-,FMN-linked oxidoreductase,protein-coding,-,-,-,FMN-linked oxidoreductase,20210320,-
1150837,54344375,M421DRAFT_102123,M421DRAFT_102123,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210320,-
1150837,54344376,M421DRAFT_102130,M421DRAFT_102130,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210320,-
1150837,54344377,M421DRAFT_102134,M421DRAFT_102134,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210320,-
1150837,54344378,M421DRAFT_102143,M421DRAFT_102143,-,-,Unknown,-,glycoside hydrolase family 35 protein,protein-coding,-,-,-,glycoside hydrolase family 35 protein,20210320,-
1150837,54344379,M421DRAFT_102150,M421DRAFT_102150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344380,M421DRAFT_102151,M421DRAFT_102151,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1150837,54344381,M421DRAFT_102157,M421DRAFT_102157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344382,M421DRAFT_102167,M421DRAFT_102167,-,-,Unknown,-,JmjC domain-containing histone demethylation protein 3D,protein-coding,-,-,-,JmjC domain-containing histone demethylation protein 3D,20210320,-
1150837,54344383,M421DRAFT_102178,M421DRAFT_102178,-,-,Unknown,-,polysaccharide lyase family 1 protein,protein-coding,-,-,-,polysaccharide lyase family 1 protein,20210320,-
1150837,54344384,M421DRAFT_102184,M421DRAFT_102184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344385,M421DRAFT_102185,M421DRAFT_102185,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54344386,M421DRAFT_102198,M421DRAFT_102198,-,-,Unknown,-,putative amino acid transporter,protein-coding,-,-,-,putative amino acid transporter,20210320,-
1150837,54344387,M421DRAFT_102199,M421DRAFT_102199,-,-,Unknown,-,leucyl-tRNA synthetase,protein-coding,-,-,-,leucyl-tRNA synthetase,20210320,-
1150837,54344388,M421DRAFT_102200,M421DRAFT_102200,-,-,Unknown,-,adenylate kinase 1,protein-coding,-,-,-,adenylate kinase 1,20210320,-
1150837,54344389,M421DRAFT_102210,M421DRAFT_102210,-,-,Unknown,-,ThrRS/AlaRS common domain-containing protein,protein-coding,-,-,-,ThrRS/AlaRS common domain-containing protein,20210320,-
1150837,54344390,M421DRAFT_102211,M421DRAFT_102211,-,-,Unknown,-,Cse1-domain-containing protein,protein-coding,-,-,-,Cse1-domain-containing protein,20210320,-
1150837,54344391,M421DRAFT_102217,M421DRAFT_102217,-,-,Unknown,-,UV excision repair protein Rad23,protein-coding,-,-,-,UV excision repair protein Rad23,20210320,-
1150837,54344392,M421DRAFT_102218,M421DRAFT_102218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344393,M421DRAFT_102222,M421DRAFT_102222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344394,M421DRAFT_10224,M421DRAFT_10224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344395,M421DRAFT_102244,M421DRAFT_102244,-,-,Unknown,-,Actin/actin-like protein,protein-coding,-,-,-,Actin/actin-like protein,20210320,-
1150837,54344396,M421DRAFT_102248,M421DRAFT_102248,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54344397,M421DRAFT_102250,M421DRAFT_102250,-,-,Unknown,-,SPX-domain-containing protein,protein-coding,-,-,-,SPX-domain-containing protein,20210320,-
1150837,54344398,M421DRAFT_102262,M421DRAFT_102262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344399,M421DRAFT_102264,M421DRAFT_102264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344400,M421DRAFT_102279,M421DRAFT_102279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344401,M421DRAFT_102297,M421DRAFT_102297,-,-,Unknown,-,DHH phosphoesterase,protein-coding,-,-,-,DHH phosphoesterase,20210320,-
1150837,54344402,M421DRAFT_102302,M421DRAFT_102302,-,-,Unknown,-,ras-domain-containing protein,protein-coding,-,-,-,ras-domain-containing protein,20210320,-
1150837,54344403,M421DRAFT_102308,M421DRAFT_102308,-,-,Unknown,-,glycoside hydrolase family 55 protein,protein-coding,-,-,-,glycoside hydrolase family 55 protein,20210320,-
1150837,54344404,M421DRAFT_102321,M421DRAFT_102321,-,-,Unknown,-,cyclin-domain-containing protein,protein-coding,-,-,-,cyclin-domain-containing protein,20210320,-
1150837,54344405,M421DRAFT_102328,M421DRAFT_102328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344406,M421DRAFT_102335,M421DRAFT_102335,-,-,Unknown,-,aldo-keto reductase family 1 member C13,protein-coding,-,-,-,aldo-keto reductase family 1 member C13,20210320,-
1150837,54344407,M421DRAFT_10234,M421DRAFT_10234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344408,M421DRAFT_102350,M421DRAFT_102350,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54344409,M421DRAFT_102351,M421DRAFT_102351,-,-,Unknown,-,amidase signature enzyme,protein-coding,-,-,-,amidase signature enzyme,20210320,-
1150837,54344410,M421DRAFT_102355,M421DRAFT_102355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344411,M421DRAFT_102367,M421DRAFT_102367,-,-,Unknown,-,WD domain-containing protein,protein-coding,-,-,-,WD domain-containing protein,20210320,-
1150837,54344412,M421DRAFT_102369,M421DRAFT_102369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54344413,M421DRAFT_102371,M421DRAFT_102371,-,-,Unknown,-,4-aminobutyrate aminotransferase,protein-coding,-,-,-,4-aminobutyrate aminotransferase,20210320,-
1150837,54344414,M421DRAFT_102376,M421DRAFT_102376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344415,M421DRAFT_102381,M421DRAFT_102381,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210320,-
1150837,54344416,M421DRAFT_102386,M421DRAFT_102386,-,-,Unknown,-,GTP-binding protein yptV1,protein-coding,-,-,-,GTP-binding protein yptV1,20210320,-
1150837,54344417,M421DRAFT_102411,M421DRAFT_102411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54344418,M421DRAFT_102412,M421DRAFT_102412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
