#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
209559,43621699,BDW43DRAFT_100089,BDW43DRAFT_100089,-,-,Unknown,-,XRCC4-like factor-domain-containing protein,protein-coding,-,-,-,XRCC4-like factor-domain-containing protein,20210306,-
209559,43621855,BDW43DRAFT_109138,BDW43DRAFT_109138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621856,BDW43DRAFT_109202,BDW43DRAFT_109202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621857,BDW43DRAFT_109259,BDW43DRAFT_109259,-,-,Unknown,-,amino acid permease-domain-containing protein,protein-coding,-,-,-,amino acid permease-domain-containing protein,20201217,-
209559,43621858,BDW43DRAFT_109329,BDW43DRAFT_109329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621859,BDW43DRAFT_109419,BDW43DRAFT_109419,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20201217,-
209559,43621860,BDW43DRAFT_109525,BDW43DRAFT_109525,-,-,Unknown,-,mono-functional DNA-alkylating methyl methanesulfonate N-term-domain-containing protein,protein-coding,-,-,-,mono-functional DNA-alkylating methyl methanesulfonate N-term-domain-containing protein,20210306,-
209559,43621861,BDW43DRAFT_109560,BDW43DRAFT_109560,-,-,Unknown,-,trafficking PGA2-domain-containing protein,protein-coding,-,-,-,trafficking PGA2-domain-containing protein,20201217,-
209559,43621862,BDW43DRAFT_109615,BDW43DRAFT_109615,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621863,BDW43DRAFT_109616,BDW43DRAFT_109616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621864,BDW43DRAFT_109666,BDW43DRAFT_109666,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621865,BDW43DRAFT_109669,BDW43DRAFT_109669,-,-,Unknown,-,ZIP zinc transporter-domain-containing protein,protein-coding,-,-,-,ZIP zinc transporter-domain-containing protein,20210306,-
209559,43621866,BDW43DRAFT_109705,BDW43DRAFT_109705,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20201217,-
209559,43621867,BDW43DRAFT_109722,BDW43DRAFT_109722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621868,BDW43DRAFT_109763,BDW43DRAFT_109763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621869,BDW43DRAFT_109939,BDW43DRAFT_109939,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621870,BDW43DRAFT_109948,BDW43DRAFT_109948,-,-,Unknown,-,Sin3 associated polypeptide p18-domain-containing protein,protein-coding,-,-,-,Sin3 associated polypeptide p18-domain-containing protein,20210306,-
209559,43621871,BDW43DRAFT_109998,BDW43DRAFT_109998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621872,BDW43DRAFT_110061,BDW43DRAFT_110061,-,-,Unknown,-,abc transporter,protein-coding,-,-,-,abc transporter,20201217,-
209559,43621873,BDW43DRAFT_110109,BDW43DRAFT_110109,-,-,Unknown,-,Mss4-like protein,protein-coding,-,-,-,Mss4-like protein,20210306,-
209559,43621874,BDW43DRAFT_11014,BDW43DRAFT_11014,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20201217,-
209559,43621875,BDW43DRAFT_110185,BDW43DRAFT_110185,-,-,Unknown,-,beta-lactamase-like protein,protein-coding,-,-,-,beta-lactamase-like protein,20210306,-
209559,43621876,BDW43DRAFT_110216,BDW43DRAFT_110216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621877,BDW43DRAFT_11023,BDW43DRAFT_11023,-,-,Unknown,-,clathrin heavy chain,protein-coding,-,-,-,clathrin heavy chain,20210306,-
209559,43621878,BDW43DRAFT_110271,BDW43DRAFT_110271,-,-,Unknown,-,"SRP40, C-terminal domain-containing protein",protein-coding,-,-,-,"SRP40, C-terminal domain-containing protein",20210306,-
209559,43621879,BDW43DRAFT_110294,BDW43DRAFT_110294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621880,BDW43DRAFT_110338,BDW43DRAFT_110338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621881,BDW43DRAFT_110519,BDW43DRAFT_110519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621882,BDW43DRAFT_11059,BDW43DRAFT_11059,-,-,Unknown,-,serine hydrolase FSH,protein-coding,-,-,-,serine hydrolase FSH,20210306,-
209559,43621883,BDW43DRAFT_110639,BDW43DRAFT_110639,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621884,BDW43DRAFT_110640,BDW43DRAFT_110640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621885,BDW43DRAFT_110733,BDW43DRAFT_110733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621886,BDW43DRAFT_110762,BDW43DRAFT_110762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621887,BDW43DRAFT_110923,BDW43DRAFT_110923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621888,BDW43DRAFT_110987,BDW43DRAFT_110987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621889,BDW43DRAFT_111012,BDW43DRAFT_111012,-,-,Unknown,-,rab-GTPase-TBC domain-containing protein,protein-coding,-,-,-,rab-GTPase-TBC domain-containing protein,20201217,-
209559,43621890,BDW43DRAFT_111050,BDW43DRAFT_111050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621891,BDW43DRAFT_111088,BDW43DRAFT_111088,-,-,Unknown,-,MCM2/3/5 family-domain-containing protein,protein-coding,-,-,-,MCM2/3/5 family-domain-containing protein,20210306,-
209559,43621892,BDW43DRAFT_111232,BDW43DRAFT_111232,-,-,Unknown,-,DAD/Ost2,protein-coding,-,-,-,DAD/Ost2,20210306,-
209559,43621893,BDW43DRAFT_111233,BDW43DRAFT_111233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621894,BDW43DRAFT_111280,BDW43DRAFT_111280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621895,BDW43DRAFT_111297,BDW43DRAFT_111297,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
209559,43621896,BDW43DRAFT_111345,BDW43DRAFT_111345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621897,BDW43DRAFT_111425,BDW43DRAFT_111425,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621898,BDW43DRAFT_111450,BDW43DRAFT_111450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621899,BDW43DRAFT_111837,BDW43DRAFT_111837,-,-,Unknown,-,survival protein sure-like phosphatase/nucleotidase,protein-coding,-,-,-,survival protein sure-like phosphatase/nucleotidase,20210306,-
209559,43621900,BDW43DRAFT_112004,BDW43DRAFT_112004,-,-,Unknown,-,Aldehyde/histidinol dehydrogenase,protein-coding,-,-,-,Aldehyde/histidinol dehydrogenase,20201217,-
209559,43621901,BDW43DRAFT_112083,BDW43DRAFT_112083,-,-,Unknown,-,glycoside hydrolase superfamily,protein-coding,-,-,-,glycoside hydrolase superfamily,20201217,-
209559,43621902,BDW43DRAFT_112155,BDW43DRAFT_112155,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621903,BDW43DRAFT_112172,BDW43DRAFT_112172,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621904,BDW43DRAFT_1123,BDW43DRAFT_1123,-,-,Unknown,-,"V-type ATPase, V0 complex, 116kDa subunit family",protein-coding,-,-,-,"V-type ATPase, V0 complex, 116kDa subunit family",20210306,-
209559,43621905,BDW43DRAFT_11240,BDW43DRAFT_11240,-,-,Unknown,-,beta-ketoacyl synthase,protein-coding,-,-,-,beta-ketoacyl synthase,20201217,-
209559,43621906,BDW43DRAFT_112423,BDW43DRAFT_112423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621907,BDW43DRAFT_112443,BDW43DRAFT_112443,-,-,Unknown,-,glycosyl transferase,protein-coding,-,-,-,glycosyl transferase,20201217,-
209559,43621908,BDW43DRAFT_112459,BDW43DRAFT_112459,-,-,Unknown,-,DNA directed RNA polymerase,protein-coding,-,-,-,DNA directed RNA polymerase,20210306,-
209559,43621909,BDW43DRAFT_112494,BDW43DRAFT_112494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621910,BDW43DRAFT_112503,BDW43DRAFT_112503,-,-,Unknown,-,NUDIX hydrolase domain-like protein,protein-coding,-,-,-,NUDIX hydrolase domain-like protein,20201217,-
209559,43621911,BDW43DRAFT_112507,BDW43DRAFT_112507,-,-,Unknown,-,iron-sulfur cluster assembly associated protein Nar1,protein-coding,-,-,-,iron-sulfur cluster assembly associated protein Nar1,20201217,-
209559,43621912,BDW43DRAFT_112511,BDW43DRAFT_112511,-,-,Unknown,-,Formamidopyrimidine-DNA glycosylase N-terminal domain-containing protein,protein-coding,-,-,-,Formamidopyrimidine-DNA glycosylase N-terminal domain-containing protein,20201217,-
209559,43621913,BDW43DRAFT_112515,BDW43DRAFT_112515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621914,BDW43DRAFT_112524,BDW43DRAFT_112524,-,-,Unknown,-,NMDA receptor-regulated protein 1-domain-containing protein,protein-coding,-,-,-,NMDA receptor-regulated protein 1-domain-containing protein,20210306,-
209559,43621915,BDW43DRAFT_112530,BDW43DRAFT_112530,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit Tim54,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit Tim54,20210306,-
209559,43621916,BDW43DRAFT_112567,BDW43DRAFT_112567,-,-,Unknown,-,putative tubulin-specific chaperone,protein-coding,-,-,-,putative tubulin-specific chaperone,20210306,-
209559,43621917,BDW43DRAFT_112582,BDW43DRAFT_112582,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
209559,43621918,BDW43DRAFT_112603,BDW43DRAFT_112603,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621919,BDW43DRAFT_112735,BDW43DRAFT_112735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621920,BDW43DRAFT_112772,BDW43DRAFT_112772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621921,BDW43DRAFT_112838,BDW43DRAFT_112838,-,-,Unknown,-,HAD-superfamily hydrolase,protein-coding,-,-,-,HAD-superfamily hydrolase,20201217,-
209559,43621922,BDW43DRAFT_112919,BDW43DRAFT_112919,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621923,BDW43DRAFT_112938,BDW43DRAFT_112938,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621924,BDW43DRAFT_112953,BDW43DRAFT_112953,-,-,Unknown,-,thiamine diphosphate-binding protein,protein-coding,-,-,-,thiamine diphosphate-binding protein,20201217,-
209559,43621925,BDW43DRAFT_112976,BDW43DRAFT_112976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621926,BDW43DRAFT_113039,BDW43DRAFT_113039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621927,BDW43DRAFT_113146,BDW43DRAFT_113146,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621928,BDW43DRAFT_11341,BDW43DRAFT_11341,-,-,Unknown,-,insulin-induced protein-domain-containing protein,protein-coding,-,-,-,insulin-induced protein-domain-containing protein,20210306,-
209559,43621929,BDW43DRAFT_113422,BDW43DRAFT_113422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621930,BDW43DRAFT_113478,BDW43DRAFT_113478,-,-,Unknown,-,signal recognition particle receptor beta subunit-domain-containing protein,protein-coding,-,-,-,signal recognition particle receptor beta subunit-domain-containing protein,20210306,-
209559,43621931,BDW43DRAFT_113485,BDW43DRAFT_113485,-,-,Unknown,-,Aspartate/glutamate/uridylate kinase,protein-coding,-,-,-,Aspartate/glutamate/uridylate kinase,20201217,-
209559,43621932,BDW43DRAFT_113493,BDW43DRAFT_113493,-,-,Unknown,-,Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family-domain-containing protein,protein-coding,-,-,-,Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family-domain-containing protein,20210306,-
209559,43621933,BDW43DRAFT_113536,BDW43DRAFT_113536,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
209559,43621934,BDW43DRAFT_11359,BDW43DRAFT_11359,-,-,Unknown,-,cytidine deaminase-like protein,protein-coding,-,-,-,cytidine deaminase-like protein,20201217,-
209559,43621935,BDW43DRAFT_113698,BDW43DRAFT_113698,-,-,Unknown,-,ubiquinol-cytochrome C chaperone-domain-containing protein,protein-coding,-,-,-,ubiquinol-cytochrome C chaperone-domain-containing protein,20210306,-
209559,43621936,BDW43DRAFT_113707,BDW43DRAFT_113707,-,-,Unknown,-,putative Xaa-Pro aminopeptidase pepP,protein-coding,-,-,-,putative Xaa-Pro aminopeptidase pepP,20210306,-
209559,43621937,BDW43DRAFT_113717,BDW43DRAFT_113717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43621938,BDW43DRAFT_113736,BDW43DRAFT_113736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43621939,BDW43DRAFT_113759,BDW43DRAFT_113759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43621940,BDW43DRAFT_113925,BDW43DRAFT_113925,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210306,-
209559,43621941,BDW43DRAFT_114428,BDW43DRAFT_114428,-,-,Unknown,-,phosphoglycerate mutase family protein,protein-coding,-,-,-,phosphoglycerate mutase family protein,20210306,-
209559,43621942,BDW43DRAFT_114432,BDW43DRAFT_114432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43621943,BDW43DRAFT_11444,BDW43DRAFT_11444,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43621944,BDW43DRAFT_114458,BDW43DRAFT_114458,-,-,Unknown,-,Isopropylmalate dehydrogenase-like domain-containing protein,protein-coding,-,-,-,Isopropylmalate dehydrogenase-like domain-containing protein,20210306,-
209559,43621945,BDW43DRAFT_114501,BDW43DRAFT_114501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43621946,BDW43DRAFT_114508,BDW43DRAFT_114508,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621947,BDW43DRAFT_114619,BDW43DRAFT_114619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43621948,BDW43DRAFT_114697,BDW43DRAFT_114697,-,-,Unknown,-,phosphatase 2C-like domain-containing protein,protein-coding,-,-,-,phosphatase 2C-like domain-containing protein,20201217,-
209559,43621949,BDW43DRAFT_114737,BDW43DRAFT_114737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621950,BDW43DRAFT_114788,BDW43DRAFT_114788,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43621951,BDW43DRAFT_114808,BDW43DRAFT_114808,-,-,Unknown,-,DUF803-domain-containing protein,protein-coding,-,-,-,DUF803-domain-containing protein,20210306,-
209559,43621952,BDW43DRAFT_114809,BDW43DRAFT_114809,-,-,Unknown,-,SacI homology domain-containing protein,protein-coding,-,-,-,SacI homology domain-containing protein,20210306,-
209559,43621953,BDW43DRAFT_114957,BDW43DRAFT_114957,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621954,BDW43DRAFT_115021,BDW43DRAFT_115021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621955,BDW43DRAFT_11509,BDW43DRAFT_11509,-,-,Unknown,-,40S ribosomal protein S13,protein-coding,-,-,-,40S ribosomal protein S13,20201217,-
209559,43621956,BDW43DRAFT_115349,BDW43DRAFT_115349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43621957,BDW43DRAFT_115375,BDW43DRAFT_115375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621958,BDW43DRAFT_115413,BDW43DRAFT_115413,-,-,Unknown,-,concanavalin A-like lectin/glucanase domain-containing protein,protein-coding,-,-,-,concanavalin A-like lectin/glucanase domain-containing protein,20201217,-
209559,43621959,BDW43DRAFT_11559,BDW43DRAFT_11559,-,-,Unknown,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",protein-coding,-,-,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",20201217,-
209559,43621960,BDW43DRAFT_115738,BDW43DRAFT_115738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621961,BDW43DRAFT_115739,BDW43DRAFT_115739,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20201217,-
209559,43621962,BDW43DRAFT_115763,BDW43DRAFT_115763,-,-,Unknown,-,aromatic prenyltransferase,protein-coding,-,-,-,aromatic prenyltransferase,20210306,-
209559,43621963,BDW43DRAFT_115772,BDW43DRAFT_115772,-,-,Unknown,-,L-arabinitol 4-dehydrogenase,protein-coding,-,-,-,L-arabinitol 4-dehydrogenase,20201217,-
209559,43621964,BDW43DRAFT_115782,BDW43DRAFT_115782,-,-,Unknown,-,ATP-dependent RNA helicase rok1,protein-coding,-,-,-,ATP-dependent RNA helicase rok1,20201217,-
209559,43621965,BDW43DRAFT_115873,BDW43DRAFT_115873,-,-,Unknown,-,T5orf172 domain-containing protein,protein-coding,-,-,-,T5orf172 domain-containing protein,20210306,-
209559,43621966,BDW43DRAFT_115887,BDW43DRAFT_115887,-,-,Unknown,-,cation transport protein-domain-containing protein,protein-coding,-,-,-,cation transport protein-domain-containing protein,20201217,-
209559,43621967,BDW43DRAFT_11592,BDW43DRAFT_11592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621968,BDW43DRAFT_116097,BDW43DRAFT_116097,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43621969,BDW43DRAFT_116112,BDW43DRAFT_116112,-,-,Unknown,-,histidine phosphatase superfamily,protein-coding,-,-,-,histidine phosphatase superfamily,20210306,-
209559,43621970,BDW43DRAFT_116121,BDW43DRAFT_116121,-,-,Unknown,-,Gtr1/RagA G protein conserved region-domain-containing protein,protein-coding,-,-,-,Gtr1/RagA G protein conserved region-domain-containing protein,20210306,-
209559,43621971,BDW43DRAFT_116176,BDW43DRAFT_116176,-,-,Unknown,-,cytochrome b5-like heme/steroid binding domain-containing protein,protein-coding,-,-,-,cytochrome b5-like heme/steroid binding domain-containing protein,20210306,-
209559,43621972,BDW43DRAFT_116180,BDW43DRAFT_116180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43621973,BDW43DRAFT_116191,BDW43DRAFT_116191,-,-,Unknown,-,ADP-ribose 1''-phosphate phosphatase,protein-coding,-,-,-,ADP-ribose 1''-phosphate phosphatase,20210306,-
209559,43621974,BDW43DRAFT_116197,BDW43DRAFT_116197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
