#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1104324,11593814,P186_RS10315,P186_RS10315,P186_2210,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20201217,-
1104324,11594004,P186_RS11235,P186_RS11235,P186_2402,-,-,-,magnesium-dependent phosphatase-1,protein-coding,-,-,-,magnesium-dependent phosphatase-1,20200905,-
1104324,11594005,P186_RS11240,P186_RS11240,P186_2403,-,-,-,MogA/MoaB family molybdenum cofactor biosynthesis protein,protein-coding,-,-,-,MogA/MoaB family molybdenum cofactor biosynthesis protein,20201217,-
1104324,11594006,P186_RS11245,P186_RS11245,P186_2404,-,-,-,LOG family protein,protein-coding,-,-,-,LOG family protein,20200218,-
1104324,11594007,P186_RS11250,P186_RS11250,P186_2405,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20200905,-
1104324,11594008,P186_RS11255,P186_RS11255,P186_2406,-,-,-,DNA replication complex GINS family protein,protein-coding,-,-,-,DNA replication complex GINS family protein,20201217,-
1104324,11594009,tmk,P186_RS11260,P186_2407,-,-,-,dTMP kinase,protein-coding,-,-,-,dTMP kinase,20200905,-
1104324,11594010,P186_RS11265,P186_RS11265,P186_2408,-,-,-,ATP phosphoribosyltransferase,protein-coding,-,-,-,ATP phosphoribosyltransferase,20200905,-
1104324,11594011,P186_RS11270,P186_RS11270,P186_2409,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594012,P186_RS11275,P186_RS11275,P186_2410,-,-,-,histidinol-phosphate aminotransferase family protein,protein-coding,-,-,-,histidinol-phosphate aminotransferase family protein,20200905,-
1104324,11594013,P186_RS11280,P186_RS11280,P186_2411,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594014,hisI,P186_RS11285,P186_2412,-,-,-,phosphoribosyl-AMP cyclohydrolase,protein-coding,-,-,-,phosphoribosyl-AMP cyclohydrolase,20200218,-
1104324,11594015,hisH,P186_RS11290,P186_2413,-,-,-,imidazole glycerol phosphate synthase subunit HisH,protein-coding,-,-,-,imidazole glycerol phosphate synthase subunit HisH,20200905,-
1104324,11594016,P186_RS11295,P186_RS11295,P186_2414,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594017,purB,P186_RS11300,P186_2415,-,-,-,adenylosuccinate lyase,protein-coding,-,-,-,adenylosuccinate lyase,20200905,-
1104324,11594018,P186_RS11305,P186_RS11305,P186_2416,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201028,-
1104324,11594019,P186_RS11310,P186_RS11310,P186_2417,-,-,-,adenylosuccinate synthetase,protein-coding,-,-,-,adenylosuccinate synthetase,20200218,-
1104324,11594020,P186_RS11315,P186_RS11315,P186_2418,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20200905,-
1104324,11594021,P186_RS11320,P186_RS11320,P186_2419,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200905,-
1104324,11594022,hisE,P186_RS11325,P186_2420,-,-,-,phosphoribosyl-ATP diphosphatase,protein-coding,-,-,-,phosphoribosyl-ATP diphosphatase,20200218,-
1104324,11594023,hisD,P186_RS11330,P186_2421,-,-,-,histidinol dehydrogenase,protein-coding,-,-,-,histidinol dehydrogenase,20201217,-
1104324,11594024,P186_RS11335,P186_RS11335,P186_2422,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594025,hisF,P186_RS11340,P186_2423,-,-,-,imidazole glycerol phosphate synthase subunit HisF,protein-coding,-,-,-,imidazole glycerol phosphate synthase subunit HisF,20200218,-
1104324,11594026,hisB,P186_RS11345,P186_2424,-,-,-,imidazoleglycerol-phosphate dehydratase,protein-coding,-,-,-,imidazoleglycerol-phosphate dehydratase,20200905,-
1104324,11594027,P186_RS11350,P186_RS11350,P186_2425,-,-,-,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,protein-coding,-,-,-,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,20200905,-
1104324,11594028,P186_RS11355,P186_RS11355,P186_2426,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11594029,P186_RS11360,P186_RS11360,P186_2427,-,-,-,RtcB family protein,protein-coding,-,-,-,RtcB family protein,20200905,-
1104324,11594030,P186_RS11365,P186_RS11365,P186_2428,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594031,P186_RS11370,P186_RS11370,P186_2429,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594033,P186_RS11375,P186_RS11375,P186_2431,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594034,P186_RS11380,P186_RS11380,P186_2432,-,-,-,S9 family peptidase,protein-coding,-,-,-,S9 family peptidase,20200905,-
1104324,11594035,gatD,P186_RS11385,P186_2433,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,20200905,-
1104324,11594036,P186_RS11390,P186_RS11390,P186_2434,-,-,-,HD family hydrolase,protein-coding,-,-,-,HD family hydrolase,20200218,-
1104324,11594037,P186_RS11395,P186_RS11395,P186_2435,-,-,-,ZPR1 zinc finger domain-containing protein,protein-coding,-,-,-,ZPR1 zinc finger domain-containing protein,20200905,-
1104324,11594038,P186_RS11400,P186_RS11400,P186_2436,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594039,P186_RS11405,P186_RS11405,P186_2437,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594040,P186_RS11410,P186_RS11410,P186_2438,-,-,-,aspartate/glutamate/uridylate kinase,protein-coding,-,-,-,aspartate/glutamate/uridylate kinase,20200218,-
1104324,11594041,P186_RS11415,P186_RS11415,P186_2439,-,-,-,polyprenyl synthetase family protein,protein-coding,-,-,-,polyprenyl synthetase family protein,20200218,-
1104324,11594042,P186_RS11420,P186_RS11420,P186_2440,-,-,-,DUF92 domain-containing protein,protein-coding,-,-,-,DUF92 domain-containing protein,20201217,-
1104324,11594043,P186_RS11425,P186_RS11425,P186_2441,-,-,-,YjbQ family protein,protein-coding,-,-,-,YjbQ family protein,20200218,-
1104324,11594044,P186_RS11430,P186_RS11430,P186_2442,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594045,P186_RS11435,P186_RS11435,P186_2443,-,-,-,thiamine-monophosphate kinase,protein-coding,-,-,-,thiamine-monophosphate kinase,20200905,-
1104324,11594046,P186_RS11440,P186_RS11440,P186_2444,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594047,rpiA,P186_RS11445,P186_2445,-,-,-,ribose 5-phosphate isomerase A,protein-coding,-,-,-,ribose 5-phosphate isomerase A,20200905,-
1104324,11594048,P186_RS11450,P186_RS11450,P186_2446,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210208,-
1104324,11594049,P186_RS11455,P186_RS11455,P186_2447,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11594050,P186_RS11460,P186_RS11460,P186_2448,-,-,-,NifB/NifX family molybdenum-iron cluster-binding protein,protein-coding,-,-,-,NifB/NifX family molybdenum-iron cluster-binding protein,20201217,-
1104324,11594051,P186_RS11465,P186_RS11465,P186_2449,-,-,-,D-glycerate dehydrogenase,protein-coding,-,-,-,D-glycerate dehydrogenase,20201217,-
1104324,11594052,P186_RS11470,P186_RS11470,P186_2450,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11594053,P186_RS11475,P186_RS11475,P186_2451,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200905,-
1104324,11594054,P186_RS11480,P186_RS11480,P186_2452,-,-,-,ferredoxin oxidoreductase,protein-coding,-,-,-,ferredoxin oxidoreductase,20201217,-
1104324,11594055,P186_RS11485,P186_RS11485,P186_2453,-,-,-,pyruvate synthase subunit beta,protein-coding,-,-,-,pyruvate synthase subunit beta,20200905,-
1104324,11594056,P186_RS11490,P186_RS11490,P186_2454,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594057,P186_RS11495,P186_RS11495,P186_2455,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20201217,-
1104324,11594058,P186_RS11500,P186_RS11500,P186_2456,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20201217,-
1104324,11594059,P186_RS11505,P186_RS11505,P186_2457,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594060,P186_RS11510,P186_RS11510,P186_2458,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594061,P186_RS11520,P186_RS11520,P186_2459,-,-,-,DUF3536 domain-containing protein,protein-coding,-,-,-,DUF3536 domain-containing protein,20200905,-
1104324,11594062,P186_RS11525,P186_RS11525,P186_2460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594063,P186_RS11530,P186_RS11530,P186_2461,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594064,P186_RS11535,P186_RS11535,P186_2462,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
1104324,11594065,P186_RS11540,P186_RS11540,P186_2463,-,-,-,pyridoxal-phosphate dependent enzyme,protein-coding,-,-,-,pyridoxal-phosphate dependent enzyme,20201217,-
1104324,11594066,P186_RS11545,P186_RS11545,P186_2464,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201217,-
1104324,11594067,P186_RS11550,P186_RS11550,P186_2465,-,-,-,HesA/MoeB/ThiF family protein,protein-coding,-,-,-,HesA/MoeB/ThiF family protein,20200905,-
1104324,11594069,P186_RS11555,P186_RS11555,P186_2467,-,-,-,glycerophosphodiester phosphodiesterase,protein-coding,-,-,-,glycerophosphodiester phosphodiesterase,20200905,-
1104324,11594071,P186_RS11560,P186_RS11560,P186_2469,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594072,P186_RS11565,P186_RS11565,P186_2470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594074,P186_RS11570,P186_RS11570,P186_2472,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20201217,-
1104324,11594075,P186_RS11575,P186_RS11575,P186_2473,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11594076,P186_RS11580,P186_RS11580,P186_2474,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594077,P186_RS11585,P186_RS11585,P186_2475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594078,P186_RS11590,P186_RS11590,P186_2476,-,-,-,AAA-associated domain-containing protein,protein-coding,-,-,-,AAA-associated domain-containing protein,20201028,-
1104324,11594079,P186_RS11595,P186_RS11595,P186_2477,-,-,-,translation initiation factor IF-1A,protein-coding,-,-,-,translation initiation factor IF-1A,20200218,-
1104324,11594080,P186_RS11600,P186_RS11600,P186_2478,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200905,-
1104324,11594082,P186_RS11605,P186_RS11605,P186_2480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594083,P186_RS11610,P186_RS11610,P186_2481,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594084,P186_RS11615,P186_RS11615,P186_2482,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594085,P186_RS11620,P186_RS11620,P186_2483,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594086,P186_RS11625,P186_RS11625,P186_2484,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11594087,P186_RS11630,P186_RS11630,P186_2485,-,-,-,sulfate ABC transporter permease,protein-coding,-,-,-,sulfate ABC transporter permease,20200905,-
1104324,11594088,P186_RS11635,P186_RS11635,P186_2486,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20201217,-
1104324,11594089,P186_RS11640,P186_RS11640,P186_2487,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594090,P186_RS11645,P186_RS11645,P186_2488,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594091,P186_RS11650,P186_RS11650,P186_2489,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594093,P186_RS11655,P186_RS11655,P186_2491,-,-,-,transposase,protein-coding,-,-,-,transposase,20200905,-
1104324,11594094,P186_RS11660,P186_RS11660,P186_2492,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594095,P186_RS11665,P186_RS11665,P186_2493,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594096,P186_RS11670,P186_RS11670,P186_2494,-,-,-,metallophosphoesterase family protein,protein-coding,-,-,-,metallophosphoesterase family protein,20201028,-
1104324,11594097,P186_RS11675,P186_RS11675,P186_2495,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200905,-
1104324,11594098,P186_RS11680,P186_RS11680,P186_2496,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20201217,-
1104324,11594099,P186_RS11685,P186_RS11685,P186_2497,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594100,P186_RS11690,P186_RS11690,P186_2498,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594101,P186_RS11695,P186_RS11695,P186_2499,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20200218,-
1104324,11594102,P186_RS11700,P186_RS11700,P186_2500,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200218,-
1104324,11594103,P186_RS11705,P186_RS11705,P186_2501,-,-,-,NfeD family protein,protein-coding,-,-,-,NfeD family protein,20201217,-
1104324,11594104,P186_RS11710,P186_RS11710,P186_2502,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200905,-
1104324,11594105,leuS,P186_RS11715,P186_2503,-,-,-,leucine--tRNA ligase,protein-coding,-,-,-,leucine--tRNA ligase,20201217,-
1104324,11594106,P186_RS11720,P186_RS11720,P186_2504,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20200905,-
1104324,11594107,P186_RS11725,P186_RS11725,P186_2505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594108,rgy,P186_RS11730,P186_2506,-,-,-,reverse gyrase,protein-coding,-,-,-,reverse gyrase,20200905,-
1104324,11594109,P186_RS11735,P186_RS11735,P186_2507,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594110,P186_RS11740,P186_RS11740,P186_2508,-,-,-,ADP-ribose-binding protein,protein-coding,-,-,-,ADP-ribose-binding protein,20201217,-
1104324,11594111,P186_RS11745,P186_RS11745,P186_2509,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20201217,-
1104324,11594112,P186_RS11750,P186_RS11750,P186_2510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594113,P186_RS11755,P186_RS11755,P186_2511,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200905,-
1104324,11594114,P186_RS11760,P186_RS11760,P186_2512,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594116,P186_RS11765,P186_RS11765,P186_2514,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
1104324,11594119,P186_RS11775,P186_RS11775,P186_2517,-,-,-,DNA-processing protein DprA,protein-coding,-,-,-,DNA-processing protein DprA,20210313,-
1104324,11594120,P186_RS11780,P186_RS11780,P186_2518,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20201028,-
1104324,11594121,P186_RS11785,P186_RS11785,P186_2519,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210208,-
1104324,11594122,P186_RS11790,P186_RS11790,P186_2520,-,-,-,DUF996 domain-containing protein,protein-coding,-,-,-,DUF996 domain-containing protein,20200905,-
1104324,11594123,P186_RS11795,P186_RS11795,P186_2521,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594124,P186_RS11800,P186_RS11800,P186_2522,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20200905,-
1104324,11594125,P186_RS11805,P186_RS11805,P186_2523,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594126,P186_RS11810,P186_RS11810,P186_2524,-,-,-,DUF4349 domain-containing protein,protein-coding,-,-,-,DUF4349 domain-containing protein,20210313,-
1104324,11594127,P186_RS11815,P186_RS11815,P186_2525,-,-,-,V-type ATP synthase subunit B,protein-coding,-,-,-,V-type ATP synthase subunit B,20200905,-
1104324,11594128,P186_RS11820,P186_RS11820,P186_2526,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20200905,-
1104324,11594129,P186_RS11825,P186_RS11825,P186_2527,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20201217,-
1104324,11594130,P186_RS11830,P186_RS11830,P186_2528,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20201028,-
1104324,11594131,P186_RS11835,P186_RS11835,P186_2529,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594132,P186_RS11840,P186_RS11840,P186_2530,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20200905,-
1104324,11594133,P186_RS11845,P186_RS11845,P186_2531,-,-,-,tRNA pseudouridine synthase A,protein-coding,-,-,-,tRNA pseudouridine synthase A,20200905,-
1104324,11594136,P186_RS11850,P186_RS11850,P186_2534,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594137,P186_RS11855,P186_RS11855,P186_2535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594138,P186_RS11860,P186_RS11860,P186_2536,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594139,P186_RS11865,P186_RS11865,P186_2537,-,-,-,diphthine synthase,protein-coding,-,-,-,diphthine synthase,20200218,-
1104324,11594140,P186_RS11870,P186_RS11870,P186_2538,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594141,P186_RS11875,P186_RS11875,P186_2539,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11594142,P186_RS11880,P186_RS11880,P186_2540,-,-,-,KaiC domain-containing protein,protein-coding,-,-,-,KaiC domain-containing protein,20200905,-
1104324,11594143,P186_RS11885,P186_RS11885,P186_2541,-,-,-,MTH1187 family thiamine-binding protein,protein-coding,-,-,-,MTH1187 family thiamine-binding protein,20200905,-
1104324,11594144,P186_RS11890,P186_RS11890,P186_2542,-,-,-,nucleotide pyrophosphohydrolase,protein-coding,-,-,-,nucleotide pyrophosphohydrolase,20200905,-
1104324,11594145,P186_RS11895,P186_RS11895,P186_2543,-,-,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20200905,-
1104324,11594146,P186_RS11900,P186_RS11900,P186_2544,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594147,P186_RS11905,P186_RS11905,P186_2545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594148,P186_RS11910,P186_RS11910,P186_2546,-,-,-,CofH family radical SAM protein,protein-coding,-,-,-,CofH family radical SAM protein,20201217,-
