#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448312,37169529,BO86DRAFT_100071,BO86DRAFT_100071,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200919,-
1448312,37169695,BO86DRAFT_119831,BO86DRAFT_119831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169696,BO86DRAFT_120025,BO86DRAFT_120025,-,-,Unknown,-,translation initiation factor eIF4e,protein-coding,-,-,-,translation initiation factor eIF4e,20200919,-
1448312,37169697,BO86DRAFT_120130,BO86DRAFT_120130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169698,BO86DRAFT_120453,BO86DRAFT_120453,-,-,Unknown,-,nuclear and cytoplasmic polyadenylated RNA-binding protein pub1,protein-coding,-,-,-,nuclear and cytoplasmic polyadenylated RNA-binding protein pub1,20200919,-
1448312,37169699,BO86DRAFT_120526,BO86DRAFT_120526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169700,BO86DRAFT_120635,BO86DRAFT_120635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169701,BO86DRAFT_120710,BO86DRAFT_120710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169702,BO86DRAFT_12085,BO86DRAFT_12085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169703,BO86DRAFT_120852,BO86DRAFT_120852,-,-,Unknown,-,NADH-ubiquinone oxidoreductase C3A11.07,protein-coding,-,-,-,NADH-ubiquinone oxidoreductase C3A11.07,20200919,-
1448312,37169704,BO86DRAFT_120933,BO86DRAFT_120933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169705,BO86DRAFT_12111,BO86DRAFT_12111,-,-,Unknown,-,aldolase,protein-coding,-,-,-,aldolase,20200919,-
1448312,37169706,BO86DRAFT_121370,BO86DRAFT_121370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169707,BO86DRAFT_12138,BO86DRAFT_12138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169708,BO86DRAFT_121756,BO86DRAFT_121756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169709,BO86DRAFT_121797,BO86DRAFT_121797,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169710,BO86DRAFT_121944,BO86DRAFT_121944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169711,BO86DRAFT_122122,BO86DRAFT_122122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169712,BO86DRAFT_122280,BO86DRAFT_122280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169713,BO86DRAFT_122298,BO86DRAFT_122298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169714,BO86DRAFT_122321,BO86DRAFT_122321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169715,BO86DRAFT_122361,BO86DRAFT_122361,-,-,Unknown,-,glycerate dehydrogenase,protein-coding,-,-,-,glycerate dehydrogenase,20200919,-
1448312,37169716,BO86DRAFT_122521,BO86DRAFT_122521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169717,BO86DRAFT_122767,BO86DRAFT_122767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169718,BO86DRAFT_122772,BO86DRAFT_122772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169719,BO86DRAFT_122783,BO86DRAFT_122783,-,-,Unknown,-,serine/threonine-protein phosphatase 2A activator 2,protein-coding,-,-,-,serine/threonine-protein phosphatase 2A activator 2,20200919,-
1448312,37169720,BO86DRAFT_122876,BO86DRAFT_122876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169721,BO86DRAFT_122904,BO86DRAFT_122904,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37169722,BO86DRAFT_123006,BO86DRAFT_123006,-,-,Unknown,-,Arp2/3 complex subunit,protein-coding,-,-,-,Arp2/3 complex subunit,20200919,-
1448312,37169723,BO86DRAFT_123015,BO86DRAFT_123015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169724,BO86DRAFT_123158,BO86DRAFT_123158,-,-,Unknown,-,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase 1",protein-coding,-,-,-,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase 1",20200919,-
1448312,37169725,BO86DRAFT_123166,BO86DRAFT_123166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169726,BO86DRAFT_123194,BO86DRAFT_123194,-,-,Unknown,-,uridine permease Fui1,protein-coding,-,-,-,uridine permease Fui1,20200919,-
1448312,37169727,BO86DRAFT_123350,BO86DRAFT_123350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169728,BO86DRAFT_123406,BO86DRAFT_123406,-,-,Unknown,-,cell division control protein 14,protein-coding,-,-,-,cell division control protein 14,20200919,-
1448312,37169729,BO86DRAFT_123483,BO86DRAFT_123483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169730,BO86DRAFT_12360,BO86DRAFT_12360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169731,BO86DRAFT_123730,BO86DRAFT_123730,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20200919,-
1448312,37169732,BO86DRAFT_123781,BO86DRAFT_123781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169733,BO86DRAFT_123844,BO86DRAFT_123844,-,-,Unknown,-,Septin,protein-coding,-,-,-,Septin,20200919,-
1448312,37169734,BO86DRAFT_123912,BO86DRAFT_123912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169735,BO86DRAFT_123985,BO86DRAFT_123985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169736,BO86DRAFT_12410,BO86DRAFT_12410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169737,BO86DRAFT_124192,BO86DRAFT_124192,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448312,37169738,BO86DRAFT_124245,BO86DRAFT_124245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169739,BO86DRAFT_124452,BO86DRAFT_124452,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20200919,-
1448312,37169740,BO86DRAFT_124576,BO86DRAFT_124576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169741,BO86DRAFT_124695,BO86DRAFT_124695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169742,BO86DRAFT_124713,BO86DRAFT_124713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169743,BO86DRAFT_124809,BO86DRAFT_124809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169744,BO86DRAFT_124902,BO86DRAFT_124902,-,-,Unknown,-,cyclin C-dependent kinase CDK8,protein-coding,-,-,-,cyclin C-dependent kinase CDK8,20200919,-
1448312,37169745,BO86DRAFT_124977,BO86DRAFT_124977,-,-,Unknown,-,Pal1-domain-containing protein,protein-coding,-,-,-,Pal1-domain-containing protein,20200919,-
1448312,37169746,BO86DRAFT_124987,BO86DRAFT_124987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169747,BO86DRAFT_125077,BO86DRAFT_125077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169748,BO86DRAFT_125144,BO86DRAFT_125144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169749,BO86DRAFT_125222,BO86DRAFT_125222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169750,BO86DRAFT_125510,BO86DRAFT_125510,-,-,Unknown,-,Sec1-like protein,protein-coding,-,-,-,Sec1-like protein,20200919,-
1448312,37169751,BO86DRAFT_125613,BO86DRAFT_125613,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169752,BO86DRAFT_125689,BO86DRAFT_125689,-,-,Unknown,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,protein-coding,-,-,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,20200919,-
1448312,37169753,BO86DRAFT_125747,BO86DRAFT_125747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169754,BO86DRAFT_125853,BO86DRAFT_125853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169755,BO86DRAFT_125888,BO86DRAFT_125888,-,-,Unknown,-,putative transcription factor RfeG,protein-coding,-,-,-,putative transcription factor RfeG,20200919,-
1448312,37169756,BO86DRAFT_126215,BO86DRAFT_126215,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448312,37169757,BO86DRAFT_126328,BO86DRAFT_126328,-,-,Unknown,-,ras-domain-containing protein,protein-coding,-,-,-,ras-domain-containing protein,20200919,-
1448312,37169758,BO86DRAFT_126341,BO86DRAFT_126341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169759,BO86DRAFT_126374,BO86DRAFT_126374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169760,BO86DRAFT_12654,BO86DRAFT_12654,-,-,Unknown,-,glutamate dehydrogenase,protein-coding,-,-,-,glutamate dehydrogenase,20200919,-
1448312,37169761,BO86DRAFT_126571,BO86DRAFT_126571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169762,BO86DRAFT_126683,BO86DRAFT_126683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169763,BO86DRAFT_126767,BO86DRAFT_126767,-,-,Unknown,-,acyl-CoA oxidase,protein-coding,-,-,-,acyl-CoA oxidase,20200919,-
1448312,37169764,BO86DRAFT_127012,BO86DRAFT_127012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169765,BO86DRAFT_127228,BO86DRAFT_127228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169766,BO86DRAFT_127432,BO86DRAFT_127432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169767,BO86DRAFT_127462,BO86DRAFT_127462,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20200919,-
1448312,37169768,BO86DRAFT_127475,BO86DRAFT_127475,-,-,Unknown,-,RmlC-like cupin,protein-coding,-,-,-,RmlC-like cupin,20200919,-
1448312,37169769,BO86DRAFT_127485,BO86DRAFT_127485,-,-,Unknown,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20200919,-
1448312,37169770,BO86DRAFT_127537,BO86DRAFT_127537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169771,BO86DRAFT_127639,BO86DRAFT_127639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169772,BO86DRAFT_127685,BO86DRAFT_127685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169773,BO86DRAFT_127733,BO86DRAFT_127733,-,-,Unknown,-,kelch repeat protein,protein-coding,-,-,-,kelch repeat protein,20200919,-
1448312,37169774,BO86DRAFT_128043,BO86DRAFT_128043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169775,BO86DRAFT_128508,BO86DRAFT_128508,-,-,Unknown,-,proline-specific peptidase,protein-coding,-,-,-,proline-specific peptidase,20200919,-
1448312,37169776,BO86DRAFT_128624,BO86DRAFT_128624,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20200919,-
1448312,37169777,BO86DRAFT_128804,BO86DRAFT_128804,-,-,Unknown,-,deoxyribose-phosphate aldolase,protein-coding,-,-,-,deoxyribose-phosphate aldolase,20200919,-
1448312,37169778,BO86DRAFT_128946,BO86DRAFT_128946,-,-,Unknown,-,beta-alanine synthase,protein-coding,-,-,-,beta-alanine synthase,20200919,-
1448312,37169779,BO86DRAFT_129022,BO86DRAFT_129022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169780,BO86DRAFT_12904,BO86DRAFT_12904,-,-,Unknown,-,"sepH, kinase required for septation",protein-coding,-,-,-,"sepH, kinase required for septation",20200919,-
1448312,37169781,BO86DRAFT_129107,BO86DRAFT_129107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169782,BO86DRAFT_129152,BO86DRAFT_129152,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20200919,-
1448312,37169783,BO86DRAFT_129190,BO86DRAFT_129190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169784,BO86DRAFT_129218,BO86DRAFT_129218,-,-,Unknown,-,antimicrobial peptide,protein-coding,-,-,-,antimicrobial peptide,20200919,-
1448312,37169785,BO86DRAFT_129814,BO86DRAFT_129814,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
1448312,37169786,BO86DRAFT_12991,BO86DRAFT_12991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169787,BO86DRAFT_130402,BO86DRAFT_130402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169788,BO86DRAFT_130421,BO86DRAFT_130421,-,-,Unknown,-,calcineurin Ca2+-binding regulatory subunit CnaB,protein-coding,-,-,-,calcineurin Ca2+-binding regulatory subunit CnaB,20200919,-
1448312,37169789,BO86DRAFT_130694,BO86DRAFT_130694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169790,BO86DRAFT_130696,BO86DRAFT_130696,-,-,Unknown,-,HAD-like protein,protein-coding,-,-,-,HAD-like protein,20200919,-
1448312,37169791,BO86DRAFT_130866,BO86DRAFT_130866,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20200919,-
1448312,37169792,BO86DRAFT_131038,BO86DRAFT_131038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169793,BO86DRAFT_131072,BO86DRAFT_131072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169794,BO86DRAFT_131078,BO86DRAFT_131078,-,-,Unknown,-,RNI-like protein,protein-coding,-,-,-,RNI-like protein,20200919,-
1448312,37169795,BO86DRAFT_131226,BO86DRAFT_131226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169796,BO86DRAFT_131253,BO86DRAFT_131253,-,-,Unknown,-,Hsp70 nucleotide exchange factor fes1,protein-coding,-,-,-,Hsp70 nucleotide exchange factor fes1,20200919,-
1448312,37169797,BO86DRAFT_131385,BO86DRAFT_131385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169798,BO86DRAFT_131468,BO86DRAFT_131468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169799,BO86DRAFT_131481,BO86DRAFT_131481,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
1448312,37169800,BO86DRAFT_13151,BO86DRAFT_13151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169801,BO86DRAFT_13158,BO86DRAFT_13158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169802,BO86DRAFT_131854,BO86DRAFT_131854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169803,BO86DRAFT_131867,BO86DRAFT_131867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169804,BO86DRAFT_131947,BO86DRAFT_131947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169805,BO86DRAFT_132507,BO86DRAFT_132507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169806,BO86DRAFT_132607,BO86DRAFT_132607,-,-,Unknown,-,putative mitochondrial inner membrane AAA protease Yta12,protein-coding,-,-,-,putative mitochondrial inner membrane AAA protease Yta12,20200919,-
1448312,37169807,BO86DRAFT_13267,BO86DRAFT_13267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169808,BO86DRAFT_132799,BO86DRAFT_132799,-,-,Unknown,-,DSPc-domain-containing protein,protein-coding,-,-,-,DSPc-domain-containing protein,20200919,-
1448312,37169809,BO86DRAFT_132856,BO86DRAFT_132856,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448312,37169810,BO86DRAFT_132897,BO86DRAFT_132897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169811,BO86DRAFT_133027,BO86DRAFT_133027,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20200919,-
1448312,37169812,BO86DRAFT_133095,BO86DRAFT_133095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169813,BO86DRAFT_133461,BO86DRAFT_133461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169814,BO86DRAFT_133504,BO86DRAFT_133504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169815,BO86DRAFT_133505,BO86DRAFT_133505,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169816,BO86DRAFT_133606,BO86DRAFT_133606,-,-,Unknown,-,PQQ repeat-containing protein,protein-coding,-,-,-,PQQ repeat-containing protein,20200919,-
1448312,37169817,BO86DRAFT_13363,BO86DRAFT_13363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169818,BO86DRAFT_133643,BO86DRAFT_133643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169819,BO86DRAFT_133847,BO86DRAFT_133847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169820,BO86DRAFT_13396,BO86DRAFT_13396,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169821,BO86DRAFT_133991,BO86DRAFT_133991,-,-,Unknown,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20200919,-
1448312,37169822,BO86DRAFT_13417,BO86DRAFT_13417,-,-,Unknown,-,asparagine synthetase Asn2,protein-coding,-,-,-,asparagine synthetase Asn2,20200919,-
1448312,37169823,BO86DRAFT_134180,BO86DRAFT_134180,-,-,Unknown,-,GTP-binding protein ypt1,protein-coding,-,-,-,GTP-binding protein ypt1,20200919,-
1448312,37169824,BO86DRAFT_134264,BO86DRAFT_134264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169825,BO86DRAFT_134768,BO86DRAFT_134768,-,-,Unknown,-,COP9 signalosome complex subunit 3,protein-coding,-,-,-,COP9 signalosome complex subunit 3,20200919,-
1448312,37169826,BO86DRAFT_135131,BO86DRAFT_135131,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37169827,BO86DRAFT_135304,BO86DRAFT_135304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169828,BO86DRAFT_135320,BO86DRAFT_135320,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448312,37169829,BO86DRAFT_135540,BO86DRAFT_135540,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200919,-
1448312,37169830,BO86DRAFT_13558,BO86DRAFT_13558,-,-,Unknown,-,DnaJ-domain-containing protein,protein-coding,-,-,-,DnaJ-domain-containing protein,20200919,-
1448312,37169831,BO86DRAFT_135606,BO86DRAFT_135606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37169832,BO86DRAFT_135708,BO86DRAFT_135708,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20200919,-
1448312,37169833,BO86DRAFT_135837,BO86DRAFT_135837,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20200919,-
