#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2565781,42364381,LC1Nh_RS00005,LC1Nh_RS00005,LC1Nh_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20191110,-
2565781,42365012,LC1Nh_RS03160,LC1Nh_RS03160,LC1Nh_0627,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365013,LC1Nh_RS03165,LC1Nh_RS03165,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365014,LC1Nh_RS03170,LC1Nh_RS03170,LC1Nh_0628,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365015,LC1Nh_RS03175,LC1Nh_RS03175,LC1Nh_0629,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365016,LC1Nh_RS03180,LC1Nh_RS03180,LC1Nh_0630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365017,LC1Nh_RS03185,LC1Nh_RS03185,LC1Nh_0631,-,-,-,N-6 DNA methylase,protein-coding,-,-,-,N-6 DNA methylase,20200926,-
2565781,42365018,LC1Nh_RS03190,LC1Nh_RS03190,LC1Nh_0632,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365019,LC1Nh_RS03195,LC1Nh_RS03195,LC1Nh_0633,-,-,-,DUF433 domain-containing protein,protein-coding,-,-,-,DUF433 domain-containing protein,20200926,-
2565781,42365020,LC1Nh_RS03200,LC1Nh_RS03200,LC1Nh_0634,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365021,LC1Nh_RS03205,LC1Nh_RS03205,LC1Nh_0635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365022,LC1Nh_RS03210,LC1Nh_RS03210,LC1Nh_0636,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365023,glmS,LC1Nh_RS03215,LC1Nh_0637,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),protein-coding,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),20191110,-
2565781,42365024,LC1Nh_RS03220,LC1Nh_RS03220,LC1Nh_0638,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20200926,-
2565781,42365025,LC1Nh_RS03225,LC1Nh_RS03225,LC1Nh_0639,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365026,LC1Nh_RS03230,LC1Nh_RS03230,LC1Nh_0640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365027,LC1Nh_RS03235,LC1Nh_RS03235,LC1Nh_0641,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20200926,-
2565781,42365028,LC1Nh_RS03240,LC1Nh_RS03240,LC1Nh_0642,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365029,LC1Nh_RS03245,LC1Nh_RS03245,LC1Nh_0643,-,-,-,mRNA cleavage and polyadenylation specificity factor-like protein,protein-coding,-,-,-,mRNA cleavage and polyadenylation specificity factor-like protein,20191110,-
2565781,42365030,LC1Nh_RS03250,LC1Nh_RS03250,LC1Nh_0644,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200926,-
2565781,42365031,LC1Nh_RS03255,LC1Nh_RS03255,LC1Nh_0645,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365032,LC1Nh_RS03260,LC1Nh_RS03260,LC1Nh_0646,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365033,LC1Nh_RS03265,LC1Nh_RS03265,LC1Nh_0647,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365034,LC1Nh_RS03270,LC1Nh_RS03270,LC1Nh_0648,-,-,-,cold-shock protein,protein-coding,-,-,-,cold-shock protein,20200926,-
2565781,42365035,LC1Nh_RS03275,LC1Nh_RS03275,LC1Nh_0649,-,-,-,nitroreductase,protein-coding,-,-,-,nitroreductase,20200926,-
2565781,42365036,LC1Nh_RS03280,LC1Nh_RS03280,LC1Nh_0650,-,-,-,YfcE family phosphodiesterase,protein-coding,-,-,-,YfcE family phosphodiesterase,20200926,-
2565781,42365037,LC1Nh_RS03285,LC1Nh_RS03285,LC1Nh_0651,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365038,LC1Nh_RS03290,LC1Nh_RS03290,LC1Nh_0652,-,-,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20200926,-
2565781,42365039,LC1Nh_RS03295,LC1Nh_RS03295,LC1Nh_0653,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365040,LC1Nh_RS03300,LC1Nh_RS03300,LC1Nh_0654,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365041,LC1Nh_RS03305,LC1Nh_RS03305,LC1Nh_0655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365042,LC1Nh_RS03310,LC1Nh_RS03310,LC1Nh_0656,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365043,LC1Nh_RS03315,LC1Nh_RS03315,LC1Nh_0657,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365044,ftsY,LC1Nh_RS03320,LC1Nh_0658,-,-,-,signal recognition particle-docking protein FtsY,protein-coding,-,-,-,signal recognition particle-docking protein FtsY,20200926,-
2565781,42365045,pfdA,LC1Nh_RS03325,LC1Nh_0659,-,-,-,prefoldin subunit alpha,protein-coding,-,-,-,prefoldin subunit alpha,20191110,-
2565781,42365046,LC1Nh_RS03330,LC1Nh_RS03330,LC1Nh_0660,-,-,-,50S ribosomal protein L18a,protein-coding,-,-,-,50S ribosomal protein L18a,20200926,-
2565781,42365047,LC1Nh_RS03335,LC1Nh_RS03335,LC1Nh_0661,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365048,LC1Nh_RS03340,LC1Nh_RS03340,LC1Nh_0662,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365049,LC1Nh_RS03345,LC1Nh_RS03345,LC1Nh_0663,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365050,LC1Nh_RS03350,LC1Nh_RS03350,LC1Nh_0664,-,-,-,DUF460 domain-containing protein,protein-coding,-,-,-,DUF460 domain-containing protein,20200926,-
2565781,42365051,LC1Nh_RS03355,LC1Nh_RS03355,LC1Nh_0665,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200926,-
2565781,42365052,LC1Nh_RS03360,LC1Nh_RS03360,LC1Nh_0666,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365053,LC1Nh_RS03365,LC1Nh_RS03365,LC1Nh_0667,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20200926,-
2565781,42365054,LC1Nh_RS03370,LC1Nh_RS03370,LC1Nh_0668,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365055,LC1Nh_RS03375,LC1Nh_RS03375,LC1Nh_0669,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365056,LC1Nh_RS03380,LC1Nh_RS03380,-,-,-,-,DUF2797 domain-containing protein,protein-coding,-,-,-,DUF2797 domain-containing protein,20191110,-
2565781,42365057,LC1Nh_RS03385,LC1Nh_RS03385,LC1Nh_0671,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365058,LC1Nh_RS03390,LC1Nh_RS03390,LC1Nh_0672,-,-,-,phosphatase PAP2 family protein,protein-coding,-,-,-,phosphatase PAP2 family protein,20191110,-
2565781,42365059,LC1Nh_RS03395,LC1Nh_RS03395,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365060,LC1Nh_RS03400,LC1Nh_RS03400,LC1Nh_0673,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365061,LC1Nh_RS03405,LC1Nh_RS03405,LC1Nh_0674,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365062,ffs,LC1Nh_RS03410,-,-,-,-,-,ncRNA,-,-,-,-,20191110,-
2565781,42365063,LC1Nh_RS03415,LC1Nh_RS03415,LC1Nh_0675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365064,LC1Nh_RS03420,LC1Nh_RS03420,LC1Nh_0676,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365065,LC1Nh_RS03425,LC1Nh_RS03425,LC1Nh_0677,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365066,LC1Nh_RS03430,LC1Nh_RS03430,LC1Nh_0678,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365067,LC1Nh_RS03435,LC1Nh_RS03435,LC1Nh_0679,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365068,LC1Nh_RS03440,LC1Nh_RS03440,LC1Nh_0680,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42365069,LC1Nh_RS03445,LC1Nh_RS03445,LC1Nh_0681,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42365070,rrf,LC1Nh_RS03450,LC1Nh_0682,-,-,-,-,rRNA,-,-,-,-,20191110,-
2565781,42365071,LC1Nh_RS03455,LC1Nh_RS03455,LC1Nh_0683,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365072,LC1Nh_RS03460,LC1Nh_RS03460,LC1Nh_0684,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365073,LC1Nh_RS03465,LC1Nh_RS03465,LC1Nh_0685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365074,LC1Nh_RS03470,LC1Nh_RS03470,LC1Nh_0686,-,-,-,NOL1/NOP2/sun family putative RNA methylase,protein-coding,-,-,-,NOL1/NOP2/sun family putative RNA methylase,20200926,-
2565781,42365075,LC1Nh_RS03475,LC1Nh_RS03475,LC1Nh_0687,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365076,LC1Nh_RS03480,LC1Nh_RS03480,LC1Nh_0688,-,-,-,uracil-DNA glycosylase,protein-coding,-,-,-,uracil-DNA glycosylase,20200926,-
2565781,42365077,LC1Nh_RS03485,LC1Nh_RS03485,LC1Nh_0689,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365078,LC1Nh_RS03490,LC1Nh_RS03490,LC1Nh_0690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365079,LC1Nh_RS03495,LC1Nh_RS03495,LC1Nh_0691,-,-,-,4a-hydroxytetrahydrobiopterin dehydratase,protein-coding,-,-,-,4a-hydroxytetrahydrobiopterin dehydratase,20200926,-
2565781,42365080,LC1Nh_RS03500,LC1Nh_RS03500,LC1Nh_0692,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365081,LC1Nh_RS03505,LC1Nh_RS03505,LC1Nh_0693,-,-,-,dihydrolipoamide dehydrogenase,protein-coding,-,-,-,dihydrolipoamide dehydrogenase,20200926,-
2565781,42365082,LC1Nh_RS03510,LC1Nh_RS03510,LC1Nh_0694,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20191110,-
2565781,42365083,LC1Nh_RS03515,LC1Nh_RS03515,LC1Nh_0695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365084,LC1Nh_RS03520,LC1Nh_RS03520,LC1Nh_0696,-,-,-,HAD-IC family P-type ATPase,protein-coding,-,-,-,HAD-IC family P-type ATPase,20200926,-
2565781,42365085,LC1Nh_RS03525,LC1Nh_RS03525,LC1Nh_0698,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365086,LC1Nh_RS03530,LC1Nh_RS03530,LC1Nh_0699,-,-,-,slipin family protein,protein-coding,-,-,-,slipin family protein,20200926,-
2565781,42365087,LC1Nh_RS03535,LC1Nh_RS03535,LC1Nh_0700,-,-,-,DUF3784 domain-containing protein,protein-coding,-,-,-,DUF3784 domain-containing protein,20200926,-
2565781,42365088,LC1Nh_RS03540,LC1Nh_RS03540,LC1Nh_0701,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20200926,-
2565781,42365089,LC1Nh_RS03545,LC1Nh_RS03545,LC1Nh_0702,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365090,LC1Nh_RS03550,LC1Nh_RS03550,LC1Nh_0703,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365091,LC1Nh_RS03555,LC1Nh_RS03555,LC1Nh_0704,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365092,LC1Nh_RS03560,LC1Nh_RS03560,LC1Nh_0705,-,-,-,DUF2178 domain-containing protein,protein-coding,-,-,-,DUF2178 domain-containing protein,20200926,-
2565781,42365093,LC1Nh_RS03565,LC1Nh_RS03565,LC1Nh_0706,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365094,LC1Nh_RS03570,LC1Nh_RS03570,LC1Nh_0707,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200926,-
2565781,42365095,LC1Nh_RS03575,LC1Nh_RS03575,LC1Nh_0708,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20200926,-
2565781,42365096,LC1Nh_RS03580,LC1Nh_RS03580,LC1Nh_0709,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20191110,-
2565781,42365097,LC1Nh_RS03585,LC1Nh_RS03585,LC1Nh_0710,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200926,-
2565781,42365098,LC1Nh_RS03590,LC1Nh_RS03590,LC1Nh_0711,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365099,LC1Nh_RS03595,LC1Nh_RS03595,LC1Nh_0712,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365100,LC1Nh_RS03600,LC1Nh_RS03600,LC1Nh_0713,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365101,LC1Nh_RS03605,LC1Nh_RS03605,LC1Nh_0714,-,-,-,DUF3592 domain-containing protein,protein-coding,-,-,-,DUF3592 domain-containing protein,20200926,-
2565781,42365102,LC1Nh_RS03610,LC1Nh_RS03610,LC1Nh_0715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365103,LC1Nh_RS03615,LC1Nh_RS03615,LC1Nh_0716,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365104,LC1Nh_RS03620,LC1Nh_RS03620,LC1Nh_0717,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365105,LC1Nh_RS03625,LC1Nh_RS03625,LC1Nh_0718,-,-,-,DUF63 family protein,protein-coding,-,-,-,DUF63 family protein,20200926,-
2565781,42365106,LC1Nh_RS03630,LC1Nh_RS03630,LC1Nh_0719,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20191110,-
2565781,42365107,LC1Nh_RS03635,LC1Nh_RS03635,LC1Nh_0720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365108,LC1Nh_RS03640,LC1Nh_RS03640,LC1Nh_0721,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365109,LC1Nh_RS03645,LC1Nh_RS03645,LC1Nh_0722,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365110,LC1Nh_RS03650,LC1Nh_RS03650,LC1Nh_0723,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,protein-coding,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,20200926,-
2565781,42365111,LC1Nh_RS03655,LC1Nh_RS03655,LC1Nh_0724,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365112,LC1Nh_RS03660,LC1Nh_RS03660,LC1Nh_0725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365113,LC1Nh_RS03665,LC1Nh_RS03665,LC1Nh_0726,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365114,LC1Nh_RS03670,LC1Nh_RS03670,LC1Nh_0727,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365115,LC1Nh_RS03675,LC1Nh_RS03675,LC1Nh_0728,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365116,LC1Nh_RS03680,LC1Nh_RS03680,LC1Nh_0729,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365117,LC1Nh_RS03685,LC1Nh_RS03685,LC1Nh_0730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365118,LC1Nh_RS03690,LC1Nh_RS03690,LC1Nh_0731,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365119,LC1Nh_RS03695,LC1Nh_RS03695,LC1Nh_0732,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365120,LC1Nh_RS03700,LC1Nh_RS03700,LC1Nh_0733,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365121,LC1Nh_RS03705,LC1Nh_RS03705,LC1Nh_0734,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365122,LC1Nh_RS03710,LC1Nh_RS03710,LC1Nh_0735,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20200926,-
2565781,42365123,LC1Nh_RS03715,LC1Nh_RS03715,LC1Nh_0736,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365124,LC1Nh_RS03720,LC1Nh_RS03720,LC1Nh_0737,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365125,LC1Nh_RS03725,LC1Nh_RS03725,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365126,LC1Nh_RS03730,LC1Nh_RS03730,LC1Nh_0738,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200926,-
2565781,42365127,LC1Nh_RS03735,LC1Nh_RS03735,LC1Nh_0739,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365128,LC1Nh_RS03740,LC1Nh_RS03740,LC1Nh_0740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365129,LC1Nh_RS03745,LC1Nh_RS03745,LC1Nh_0741,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365130,LC1Nh_RS03750,LC1Nh_RS03750,LC1Nh_0742,-,-,-,amphi-Trp domain-containing protein,protein-coding,-,-,-,amphi-Trp domain-containing protein,20191110,-
2565781,42365131,LC1Nh_RS03755,LC1Nh_RS03755,LC1Nh_0743,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365132,LC1Nh_RS03760,LC1Nh_RS03760,LC1Nh_0744,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365133,LC1Nh_RS03765,LC1Nh_RS03765,LC1Nh_0745,-,-,-,DUF2073 domain-containing protein,protein-coding,-,-,-,DUF2073 domain-containing protein,20200926,-
2565781,42365134,LC1Nh_RS03770,LC1Nh_RS03770,LC1Nh_0746,-,-,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20200926,-
2565781,42365135,LC1Nh_RS03775,LC1Nh_RS03775,LC1Nh_0747,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20191110,-
2565781,42365136,LC1Nh_RS03780,LC1Nh_RS03780,LC1Nh_0748,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20191110,-
2565781,42365137,LC1Nh_RS03785,LC1Nh_RS03785,LC1Nh_0749,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365138,LC1Nh_RS03790,LC1Nh_RS03790,LC1Nh_0750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365139,LC1Nh_RS03795,LC1Nh_RS03795,LC1Nh_0751,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365140,LC1Nh_RS03800,LC1Nh_RS03800,LC1Nh_0752,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365141,LC1Nh_RS03805,LC1Nh_RS03805,LC1Nh_0753,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365142,msrA,LC1Nh_RS03810,LC1Nh_0754,-,-,-,peptide-methionine (S)-S-oxide reductase MsrA,protein-coding,-,-,-,peptide-methionine (S)-S-oxide reductase MsrA,20200926,-
2565781,42365143,LC1Nh_RS03815,LC1Nh_RS03815,LC1Nh_0755,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365144,LC1Nh_RS03820,LC1Nh_RS03820,LC1Nh_0756,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42365145,LC1Nh_RS03825,LC1Nh_RS03825,LC1Nh_0757,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365146,LC1Nh_RS03830,LC1Nh_RS03830,LC1Nh_0758,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365147,LC1Nh_RS03835,LC1Nh_RS03835,LC1Nh_0759,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365148,LC1Nh_RS03840,LC1Nh_RS03840,LC1Nh_0760,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365149,LC1Nh_RS03845,LC1Nh_RS03845,LC1Nh_0761,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365150,LC1Nh_RS03850,LC1Nh_RS03850,LC1Nh_0762,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365151,LC1Nh_RS03855,LC1Nh_RS03855,LC1Nh_0763,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200926,-
2565781,42365152,LC1Nh_RS03860,LC1Nh_RS03860,LC1Nh_0764,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20200926,-
2565781,42365153,LC1Nh_RS03865,LC1Nh_RS03865,LC1Nh_0765,-,-,-,30S ribosomal protein S15,protein-coding,-,-,-,30S ribosomal protein S15,20200926,-
2565781,42365154,LC1Nh_RS03870,LC1Nh_RS03870,LC1Nh_0766,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200926,-
2565781,42365155,LC1Nh_RS03875,LC1Nh_RS03875,LC1Nh_0767,-,-,-,nuclease,protein-coding,-,-,-,nuclease,20200926,-
2565781,42365156,LC1Nh_RS03880,LC1Nh_RS03880,LC1Nh_0768,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20200926,-
2565781,42365157,LC1Nh_RS03885,LC1Nh_RS03885,LC1Nh_0769,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20200926,-
2565781,42365158,LC1Nh_RS03890,LC1Nh_RS03890,LC1Nh_0770,-,-,-,Kae1-associated serine/threonine protein kinase,protein-coding,-,-,-,Kae1-associated serine/threonine protein kinase,20200926,-
2565781,42365159,LC1Nh_RS03895,LC1Nh_RS03895,LC1Nh_0771,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365160,LC1Nh_RS03900,LC1Nh_RS03900,LC1Nh_0772,-,-,-,potassium transporter Kef,protein-coding,-,-,-,potassium transporter Kef,20200926,-
2565781,42365161,LC1Nh_RS03905,LC1Nh_RS03905,LC1Nh_0773,-,-,-,threonylcarbamoyl-AMP synthase,protein-coding,-,-,-,threonylcarbamoyl-AMP synthase,20200926,-
2565781,42365162,LC1Nh_RS03910,LC1Nh_RS03910,LC1Nh_0774,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365163,LC1Nh_RS03915,LC1Nh_RS03915,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365164,tsaD,LC1Nh_RS03920,LC1Nh_0775,-,-,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,protein-coding,-,-,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,20200926,-
2565781,42365165,LC1Nh_RS03925,LC1Nh_RS03925,LC1Nh_0776,-,-,-,non-canonical purine NTP pyrophosphatase,protein-coding,-,-,-,non-canonical purine NTP pyrophosphatase,20200926,-
2565781,42365166,LC1Nh_RS03930,LC1Nh_RS03930,LC1Nh_0777,-,-,-,30S ribosomal protein S27ae,protein-coding,-,-,-,30S ribosomal protein S27ae,20200926,-
2565781,42365167,LC1Nh_RS03935,LC1Nh_RS03935,LC1Nh_0778,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365168,LC1Nh_RS03940,LC1Nh_RS03940,LC1Nh_0779,-,-,-,DNA-directed RNA polymerase subunit E'',protein-coding,-,-,-,DNA-directed RNA polymerase subunit E'',20200926,-
2565781,42365169,LC1Nh_RS03945,LC1Nh_RS03945,LC1Nh_0780,-,-,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20200926,-
2565781,42365170,LC1Nh_RS03950,LC1Nh_RS03950,LC1Nh_0781,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42365171,LC1Nh_RS03955,LC1Nh_RS03955,LC1Nh_0782,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42365172,LC1Nh_RS03960,LC1Nh_RS03960,LC1Nh_0783,-,-,-,DUF1704 domain-containing protein,protein-coding,-,-,-,DUF1704 domain-containing protein,20200926,-
