#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
215250,37039739,FA10DRAFT_100211,FA10DRAFT_100211,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200918,-
215250,37039911,FA10DRAFT_133805,FA10DRAFT_133805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039912,FA10DRAFT_133996,FA10DRAFT_133996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039913,FA10DRAFT_134000,FA10DRAFT_134000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039914,FA10DRAFT_134098,FA10DRAFT_134098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039915,FA10DRAFT_134276,FA10DRAFT_134276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039916,FA10DRAFT_134280,FA10DRAFT_134280,-,-,Unknown,-,concanavalin A-like lectin/glucanase,protein-coding,-,-,-,concanavalin A-like lectin/glucanase,20200918,-
215250,37039917,FA10DRAFT_134301,FA10DRAFT_134301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039918,FA10DRAFT_134406,FA10DRAFT_134406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039919,FA10DRAFT_134823,FA10DRAFT_134823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039920,FA10DRAFT_135193,FA10DRAFT_135193,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200918,-
215250,37039921,FA10DRAFT_135666,FA10DRAFT_135666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039922,FA10DRAFT_135685,FA10DRAFT_135685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039923,FA10DRAFT_135770,FA10DRAFT_135770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039924,FA10DRAFT_135800,FA10DRAFT_135800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039925,FA10DRAFT_135944,FA10DRAFT_135944,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200918,-
215250,37039926,FA10DRAFT_136404,FA10DRAFT_136404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039927,FA10DRAFT_137,FA10DRAFT_137,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039928,FA10DRAFT_137100,FA10DRAFT_137100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039929,FA10DRAFT_137317,FA10DRAFT_137317,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039930,FA10DRAFT_137475,FA10DRAFT_137475,-,-,Unknown,-,Med5-domain-containing protein,protein-coding,-,-,-,Med5-domain-containing protein,20200918,-
215250,37039931,FA10DRAFT_137620,FA10DRAFT_137620,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039932,FA10DRAFT_137644,FA10DRAFT_137644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039933,FA10DRAFT_137660,FA10DRAFT_137660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039934,FA10DRAFT_138147,FA10DRAFT_138147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039935,FA10DRAFT_138193,FA10DRAFT_138193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039936,FA10DRAFT_138496,FA10DRAFT_138496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039937,FA10DRAFT_138497,FA10DRAFT_138497,-,-,Unknown,-,peptide chain release factor eRF/aRF subunit 1,protein-coding,-,-,-,peptide chain release factor eRF/aRF subunit 1,20200918,-
215250,37039938,FA10DRAFT_138582,FA10DRAFT_138582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039939,FA10DRAFT_138681,FA10DRAFT_138681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039940,FA10DRAFT_138862,FA10DRAFT_138862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039941,FA10DRAFT_139032,FA10DRAFT_139032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039942,FA10DRAFT_139136,FA10DRAFT_139136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039943,FA10DRAFT_139483,FA10DRAFT_139483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039944,FA10DRAFT_139520,FA10DRAFT_139520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039945,FA10DRAFT_139574,FA10DRAFT_139574,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039946,FA10DRAFT_139718,FA10DRAFT_139718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039947,FA10DRAFT_139719,FA10DRAFT_139719,-,-,Unknown,-,DUF500-domain-containing protein,protein-coding,-,-,-,DUF500-domain-containing protein,20200918,-
215250,37039948,FA10DRAFT_140436,FA10DRAFT_140436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039949,FA10DRAFT_140475,FA10DRAFT_140475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039950,FA10DRAFT_140639,FA10DRAFT_140639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039951,FA10DRAFT_140717,FA10DRAFT_140717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039952,FA10DRAFT_14090,FA10DRAFT_14090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039953,FA10DRAFT_140944,FA10DRAFT_140944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039954,FA10DRAFT_140979,FA10DRAFT_140979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039955,FA10DRAFT_141274,FA10DRAFT_141274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039956,FA10DRAFT_141390,FA10DRAFT_141390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039957,FA10DRAFT_141507,FA10DRAFT_141507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039958,FA10DRAFT_141694,FA10DRAFT_141694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039959,FA10DRAFT_141745,FA10DRAFT_141745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039960,FA10DRAFT_141961,FA10DRAFT_141961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039961,FA10DRAFT_142151,FA10DRAFT_142151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039962,FA10DRAFT_142313,FA10DRAFT_142313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039963,FA10DRAFT_142314,FA10DRAFT_142314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039964,FA10DRAFT_142337,FA10DRAFT_142337,-,-,Unknown,-,DUF427-domain-containing protein,protein-coding,-,-,-,DUF427-domain-containing protein,20200918,-
215250,37039965,FA10DRAFT_142655,FA10DRAFT_142655,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20200918,-
215250,37039966,FA10DRAFT_142657,FA10DRAFT_142657,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039967,FA10DRAFT_14320,FA10DRAFT_14320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039968,FA10DRAFT_14347,FA10DRAFT_14347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039969,FA10DRAFT_14350,FA10DRAFT_14350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039970,FA10DRAFT_143655,FA10DRAFT_143655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039971,FA10DRAFT_143885,FA10DRAFT_143885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039972,FA10DRAFT_144217,FA10DRAFT_144217,-,-,Unknown,-,ras GEF,protein-coding,-,-,-,ras GEF,20200918,-
215250,37039973,FA10DRAFT_144330,FA10DRAFT_144330,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20200918,-
215250,37039974,FA10DRAFT_144520,FA10DRAFT_144520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039975,FA10DRAFT_144687,FA10DRAFT_144687,-,-,Unknown,-,phospho protein phosphatase PPZ,protein-coding,-,-,-,phospho protein phosphatase PPZ,20200918,-
215250,37039976,FA10DRAFT_145156,FA10DRAFT_145156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039977,FA10DRAFT_145335,FA10DRAFT_145335,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200918,-
215250,37039978,FA10DRAFT_145345,FA10DRAFT_145345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039979,FA10DRAFT_145352,FA10DRAFT_145352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039980,FA10DRAFT_145549,FA10DRAFT_145549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039981,FA10DRAFT_14583,FA10DRAFT_14583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039982,FA10DRAFT_145844,FA10DRAFT_145844,-,-,Unknown,-,isonitrile hydratase InhA,protein-coding,-,-,-,isonitrile hydratase InhA,20200918,-
215250,37039983,FA10DRAFT_145899,FA10DRAFT_145899,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200918,-
215250,37039984,FA10DRAFT_14594,FA10DRAFT_14594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039985,FA10DRAFT_14603,FA10DRAFT_14603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039986,FA10DRAFT_146088,FA10DRAFT_146088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039987,FA10DRAFT_146111,FA10DRAFT_146111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039988,FA10DRAFT_146284,FA10DRAFT_146284,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37039989,FA10DRAFT_14634,FA10DRAFT_14634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039990,FA10DRAFT_146438,FA10DRAFT_146438,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37039991,FA10DRAFT_146848,FA10DRAFT_146848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039992,FA10DRAFT_147048,FA10DRAFT_147048,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20200918,-
215250,37039993,FA10DRAFT_147311,FA10DRAFT_147311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039994,FA10DRAFT_147327,FA10DRAFT_147327,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200918,-
215250,37039995,FA10DRAFT_147456,FA10DRAFT_147456,-,-,Unknown,-,flap endonuclease 1,protein-coding,-,-,-,flap endonuclease 1,20200918,-
215250,37039996,FA10DRAFT_147689,FA10DRAFT_147689,-,-,Unknown,-,"N-terminal acetyltransferase A, auxiliary subunit",protein-coding,-,-,-,"N-terminal acetyltransferase A, auxiliary subunit",20200918,-
215250,37039997,FA10DRAFT_147768,FA10DRAFT_147768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039998,FA10DRAFT_147809,FA10DRAFT_147809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37039999,FA10DRAFT_147893,FA10DRAFT_147893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040000,FA10DRAFT_147895,FA10DRAFT_147895,-,-,Unknown,-,homoserine kinase,protein-coding,-,-,-,homoserine kinase,20200918,-
215250,37040001,FA10DRAFT_147967,FA10DRAFT_147967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040002,FA10DRAFT_148300,FA10DRAFT_148300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040003,FA10DRAFT_148315,FA10DRAFT_148315,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20200918,-
215250,37040004,FA10DRAFT_148482,FA10DRAFT_148482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040005,FA10DRAFT_148560,FA10DRAFT_148560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040006,FA10DRAFT_14992,FA10DRAFT_14992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040007,FA10DRAFT_149969,FA10DRAFT_149969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040008,FA10DRAFT_150016,FA10DRAFT_150016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040009,FA10DRAFT_150206,FA10DRAFT_150206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040010,FA10DRAFT_150340,FA10DRAFT_150340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040011,FA10DRAFT_150552,FA10DRAFT_150552,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040012,FA10DRAFT_150818,FA10DRAFT_150818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040013,FA10DRAFT_150919,FA10DRAFT_150919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040014,FA10DRAFT_150923,FA10DRAFT_150923,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20200918,-
215250,37040015,FA10DRAFT_151061,FA10DRAFT_151061,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200918,-
215250,37040016,FA10DRAFT_151084,FA10DRAFT_151084,-,-,Unknown,-,DUF1751-domain-containing protein,protein-coding,-,-,-,DUF1751-domain-containing protein,20200918,-
215250,37040017,FA10DRAFT_151367,FA10DRAFT_151367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040018,FA10DRAFT_151720,FA10DRAFT_151720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040019,FA10DRAFT_151840,FA10DRAFT_151840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040020,FA10DRAFT_152169,FA10DRAFT_152169,-,-,Unknown,-,flavo protein,protein-coding,-,-,-,flavo protein,20200918,-
215250,37040021,FA10DRAFT_152171,FA10DRAFT_152171,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37040022,FA10DRAFT_152185,FA10DRAFT_152185,-,-,Unknown,-,methylated-DNA--cysteine S-met,protein-coding,-,-,-,methylated-DNA--cysteine S-met,20200918,-
215250,37040023,FA10DRAFT_152196,FA10DRAFT_152196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040024,FA10DRAFT_152245,FA10DRAFT_152245,-,-,Unknown,-,alpha/beta hydrolase fold protein,protein-coding,-,-,-,alpha/beta hydrolase fold protein,20200918,-
215250,37040025,FA10DRAFT_152441,FA10DRAFT_152441,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20200918,-
215250,37040026,FA10DRAFT_152883,FA10DRAFT_152883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040027,FA10DRAFT_152940,FA10DRAFT_152940,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040028,FA10DRAFT_152959,FA10DRAFT_152959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040029,FA10DRAFT_152986,FA10DRAFT_152986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040030,FA10DRAFT_153009,FA10DRAFT_153009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040031,FA10DRAFT_153130,FA10DRAFT_153130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040032,FA10DRAFT_15324,FA10DRAFT_15324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040033,FA10DRAFT_153433,FA10DRAFT_153433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040034,FA10DRAFT_153469,FA10DRAFT_153469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040035,FA10DRAFT_154177,FA10DRAFT_154177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040036,FA10DRAFT_154342,FA10DRAFT_154342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040037,FA10DRAFT_154716,FA10DRAFT_154716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040038,FA10DRAFT_155297,FA10DRAFT_155297,-,-,Unknown,-,Bin3-domain-containing protein,protein-coding,-,-,-,Bin3-domain-containing protein,20200918,-
215250,37040039,FA10DRAFT_155322,FA10DRAFT_155322,-,-,Unknown,-,cyclin-like protein,protein-coding,-,-,-,cyclin-like protein,20200918,-
215250,37040040,FA10DRAFT_155473,FA10DRAFT_155473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040041,FA10DRAFT_155542,FA10DRAFT_155542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040042,FA10DRAFT_155860,FA10DRAFT_155860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040043,FA10DRAFT_155883,FA10DRAFT_155883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040044,FA10DRAFT_156128,FA10DRAFT_156128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040045,FA10DRAFT_156376,FA10DRAFT_156376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040046,FA10DRAFT_156722,FA10DRAFT_156722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040047,FA10DRAFT_157094,FA10DRAFT_157094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040048,FA10DRAFT_157135,FA10DRAFT_157135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040049,FA10DRAFT_157216,FA10DRAFT_157216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040050,FA10DRAFT_15726,FA10DRAFT_15726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040051,FA10DRAFT_157284,FA10DRAFT_157284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040052,FA10DRAFT_15731,FA10DRAFT_15731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37040053,FA10DRAFT_157419,FA10DRAFT_157419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
