#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5698,40323934,TraAM80_00001,TraAM80_00001,-,-,Unknown,-,"putative immunodominant antigen, putative,tc40 antigen-like",protein-coding,-,-,-,"putative immunodominant antigen, putative,tc40 antigen-like",20200918,-
5698,40324111,TraAM80_00178,TraAM80_00178,-,-,Unknown,-,ParcG domain containing protein,protein-coding,-,-,-,ParcG domain containing protein,20200918,-
5698,40324112,TraAM80_00179,TraAM80_00179,-,-,Unknown,-,zf-DNL-domain-containing protein,protein-coding,-,-,-,zf-DNL-domain-containing protein,20200918,-
5698,40324113,TraAM80_00180,TraAM80_00180,-,-,Unknown,-,putative chaperone DNAJ protein,protein-coding,-,-,-,putative chaperone DNAJ protein,20200918,-
5698,40324114,TraAM80_00181,TraAM80_00181,-,-,Unknown,-,putative vacuolar protein sorting-associated protein,protein-coding,-,-,-,putative vacuolar protein sorting-associated protein,20200918,-
5698,40324115,TraAM80_00182,TraAM80_00182,-,-,Unknown,-,polyribonucleotide 5-hydroxyl-kinase,protein-coding,-,-,-,polyribonucleotide 5-hydroxyl-kinase,20200918,-
5698,40324116,TraAM80_00183,TraAM80_00183,-,-,Unknown,-,polyribonucleotide 5-hydroxyl-kinase,protein-coding,-,-,-,polyribonucleotide 5-hydroxyl-kinase,20200918,-
5698,40324117,TraAM80_00184,TraAM80_00184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324118,TraAM80_00185,TraAM80_00185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324119,TraAM80_00186,TraAM80_00186,-,-,Unknown,-,"putative replication factor A, 51kDa subunit",protein-coding,-,-,-,"putative replication factor A, 51kDa subunit",20200918,-
5698,40324120,TraAM80_00187,TraAM80_00187,-,-,Unknown,-,succinyl-CoA synthetase alpha subunit,protein-coding,-,-,-,succinyl-CoA synthetase alpha subunit,20200918,-
5698,40324121,TraAM80_00188,TraAM80_00188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324122,TraAM80_00189,TraAM80_00189,-,-,Unknown,-,putative L-ribulokinase,protein-coding,-,-,-,putative L-ribulokinase,20200918,-
5698,40324123,TraAM80_00190,TraAM80_00190,-,-,Unknown,-,syntaxin,protein-coding,-,-,-,syntaxin,20200918,-
5698,40324124,TraAM80_00191,TraAM80_00191,-,-,Unknown,-,stress-inducible protein STI1,protein-coding,-,-,-,stress-inducible protein STI1,20200918,-
5698,40324125,TraAM80_00192,TraAM80_00192,-,-,Unknown,-,putative RNA triphosphatase,protein-coding,-,-,-,putative RNA triphosphatase,20200918,-
5698,40324126,TraAM80_00193,TraAM80_00193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324127,TraAM80_00194,TraAM80_00194,-,-,Unknown,-,elongation factor 2-like protein,protein-coding,-,-,-,elongation factor 2-like protein,20200918,-
5698,40324128,TraAM80_00195,TraAM80_00195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324129,TraAM80_00196,TraAM80_00196,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324130,TraAM80_00197,TraAM80_00197,-,-,Unknown,-,protein phosphatase 2C,protein-coding,-,-,-,protein phosphatase 2C,20200918,-
5698,40324131,TraAM80_00198,TraAM80_00198,-,-,Unknown,-,putative helicase-like protein,protein-coding,-,-,-,putative helicase-like protein,20200918,-
5698,40324132,TraAM80_00199,TraAM80_00199,-,-,Unknown,-,putative pseudouridylate synthase-like protein,protein-coding,-,-,-,putative pseudouridylate synthase-like protein,20200918,-
5698,40324133,TraAM80_00200,TraAM80_00200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324134,TraAM80_00201,TraAM80_00201,-,-,Unknown,-,nuclear lim interactor-interacting factor-like protein,protein-coding,-,-,-,nuclear lim interactor-interacting factor-like protein,20200918,-
5698,40324135,TraAM80_00202,TraAM80_00202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324136,TraAM80_00203,TraAM80_00203,-,-,Unknown,-,putative aminopeptidase P1,protein-coding,-,-,-,putative aminopeptidase P1,20200918,-
5698,40324137,TraAM80_00204,TraAM80_00204,-,-,Unknown,-,putative trans-sialidase,protein-coding,-,-,-,putative trans-sialidase,20200918,-
5698,40324138,TraAM80_00205,TraAM80_00205,-,-,Unknown,-,P28 protein,protein-coding,-,-,-,P28 protein,20200918,-
5698,40324139,TraAM80_00206,TraAM80_00206,-,-,Unknown,-,putative dynein heavy chain,protein-coding,-,-,-,putative dynein heavy chain,20200918,-
5698,40324140,TraAM80_00207,TraAM80_00207,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40324141,TraAM80_00208,TraAM80_00208,-,-,Unknown,-,chaperonin containing t-complex protein,protein-coding,-,-,-,chaperonin containing t-complex protein,20200918,-
5698,40324142,TraAM80_00209,TraAM80_00209,-,-,Unknown,-,putative kinesin,protein-coding,-,-,-,putative kinesin,20200918,-
5698,40324143,TraAM80_00210,TraAM80_00210,-,-,Unknown,-,acylphosphatase,protein-coding,-,-,-,acylphosphatase,20200918,-
5698,40324144,TraAM80_00211,TraAM80_00211,-,-,Unknown,-,putative kinesin,protein-coding,-,-,-,putative kinesin,20200918,-
5698,40324145,TraAM80_00212,TraAM80_00212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324146,TraAM80_00213,TraAM80_00213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324147,TraAM80_00214,TraAM80_00214,-,-,Unknown,-,urocanate hydratase ,protein-coding,-,-,-,urocanate hydratase ,20200918,-
5698,40324148,TraAM80_00215,TraAM80_00215,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324149,TraAM80_00216,TraAM80_00216,-,-,Unknown,-,putative intraflagellar transport protein IFT88,protein-coding,-,-,-,putative intraflagellar transport protein IFT88,20200918,-
5698,40324150,TraAM80_00217,TraAM80_00217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324151,TraAM80_00218,TraAM80_00218,-,-,Unknown,-,putative mucin-like glycoprotein,protein-coding,-,-,-,putative mucin-like glycoprotein,20200918,-
5698,40324152,TraAM80_00219,TraAM80_00219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324153,TraAM80_00220,TraAM80_00220,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324154,TraAM80_00221,TraAM80_00221,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324155,TraAM80_00222,TraAM80_00222,-,-,Unknown,-,putative DNA topoisomerase II,protein-coding,-,-,-,putative DNA topoisomerase II,20200918,-
5698,40324156,TraAM80_00223,TraAM80_00223,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324157,TraAM80_00224,TraAM80_00224,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324158,TraAM80_00225,TraAM80_00225,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324159,TraAM80_00226,TraAM80_00226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324160,TraAM80_00227,TraAM80_00227,-,-,Unknown,-,putative ras-related GTP-binding protein,protein-coding,-,-,-,putative ras-related GTP-binding protein,20200918,-
5698,40324161,TraAM80_00228,TraAM80_00228,-,-,Unknown,-,putative actin-like protein,protein-coding,-,-,-,putative actin-like protein,20200918,-
5698,40324162,TraAM80_00229,TraAM80_00229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324163,TraAM80_00230,TraAM80_00230,-,-,Unknown,-,Pre-mRNA-processing factor 17,protein-coding,-,-,-,Pre-mRNA-processing factor 17,20200918,-
5698,40324164,TraAM80_00231,TraAM80_00231,-,-,Unknown,-,CCR4-NOT transcription complex subunit 3,protein-coding,-,-,-,CCR4-NOT transcription complex subunit 3,20200918,-
5698,40324165,TraAM80_00232,TraAM80_00232,-,-,Unknown,-,NOT5 protein (NOT5),protein-coding,-,-,-,NOT5 protein (NOT5),20200918,-
5698,40324166,TraAM80_00233,TraAM80_00233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324167,TraAM80_00234,TraAM80_00234,-,-,Unknown,-,starmaker,protein-coding,-,-,-,starmaker,20200918,-
5698,40324168,TraAM80_00235,TraAM80_00235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324169,TraAM80_00236,TraAM80_00236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324170,TraAM80_00237,TraAM80_00237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324171,TraAM80_00238,TraAM80_00238,-,-,Unknown,-,peptidyl-prolyl isomerase E (cyclophilin E),protein-coding,-,-,-,peptidyl-prolyl isomerase E (cyclophilin E),20200918,-
5698,40324172,TraAM80_00239,TraAM80_00239,-,-,Unknown,-,protein dpy-30,protein-coding,-,-,-,protein dpy-30,20200918,-
5698,40324173,TraAM80_00240,TraAM80_00240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324174,TraAM80_00241,TraAM80_00241,-,-,Unknown,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20200918,-
5698,40324175,TraAM80_00242,TraAM80_00242,-,-,Unknown,-,putative endomembrane protein,protein-coding,-,-,-,putative endomembrane protein,20200918,-
5698,40324176,TraAM80_00243,TraAM80_00243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324177,TraAM80_00244,TraAM80_00244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324178,TraAM80_00245,TraAM80_00245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324179,TraAM80_00246,TraAM80_00246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324180,TraAM80_00247,TraAM80_00247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324181,TraAM80_00248,TraAM80_00248,-,-,Unknown,-,putative leucine-rich repeat protein (LRRP),protein-coding,-,-,-,putative leucine-rich repeat protein (LRRP),20200918,-
5698,40324182,TraAM80_00249,TraAM80_00249,-,-,Unknown,-,ABC1 transporter,protein-coding,-,-,-,ABC1 transporter,20200918,-
5698,40324183,TraAM80_00250,TraAM80_00250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324184,TraAM80_00251,TraAM80_00251,-,-,Unknown,-,putative mucin-associated surface protein (MASP),protein-coding,-,-,-,putative mucin-associated surface protein (MASP),20200918,-
5698,40324185,TraAM80_00252,TraAM80_00252,-,-,Unknown,-,programmed cell death 6 protein,protein-coding,-,-,-,programmed cell death 6 protein,20200918,-
5698,40324186,TraAM80_00253,TraAM80_00253,-,-,Unknown,-,putative ubiquitin-protein ligase,protein-coding,-,-,-,putative ubiquitin-protein ligase,20200918,-
5698,40324187,TraAM80_00254,TraAM80_00254,-,-,Unknown,-,ran-binding protein 1,protein-coding,-,-,-,ran-binding protein 1,20200918,-
5698,40324188,TraAM80_00255,TraAM80_00255,-,-,Unknown,-,putative DNA cross-link repair 1A protein,protein-coding,-,-,-,putative DNA cross-link repair 1A protein,20200918,-
5698,40324189,TraAM80_00256,TraAM80_00256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324190,TraAM80_00257,TraAM80_00257,-,-,Unknown,-,IQ motif containing with AAA domain 1,protein-coding,-,-,-,IQ motif containing with AAA domain 1,20200918,-
5698,40324191,TraAM80_00258,TraAM80_00258,-,-,Unknown,-,phospholipid-transporting ATPase 1-like protein,protein-coding,-,-,-,phospholipid-transporting ATPase 1-like protein,20200918,-
5698,40324192,TraAM80_00259,TraAM80_00259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324193,TraAM80_00260,TraAM80_00260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324194,TraAM80_00261,TraAM80_00261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324195,TraAM80_00262,TraAM80_00262,-,-,Unknown,-,"ras-family member, GTP-binding protein",protein-coding,-,-,-,"ras-family member, GTP-binding protein",20200918,-
5698,40324196,TraAM80_00263,TraAM80_00263,-,-,Unknown,-,phosphoprotein phosphatase,protein-coding,-,-,-,phosphoprotein phosphatase,20200918,-
5698,40324197,TraAM80_00264,TraAM80_00264,-,-,Unknown,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20200918,-
5698,40324198,TraAM80_00265,TraAM80_00265,-,-,Unknown,-,centromere protein J,protein-coding,-,-,-,centromere protein J,20200918,-
5698,40324199,TraAM80_00266,TraAM80_00266,-,-,Unknown,-,centromere protein J,protein-coding,-,-,-,centromere protein J,20200918,-
5698,40324200,TraAM80_00267,TraAM80_00267,-,-,Unknown,-,protein p166,protein-coding,-,-,-,protein p166,20200918,-
5698,40324201,TraAM80_00268,TraAM80_00268,-,-,Unknown,-,putative MCAK-like kinesin,protein-coding,-,-,-,putative MCAK-like kinesin,20200918,-
5698,40324202,TraAM80_00269,TraAM80_00269,-,-,Unknown,-,squalene monooxygenase-like protein,protein-coding,-,-,-,squalene monooxygenase-like protein,20200918,-
5698,40324203,TraAM80_00270,TraAM80_00270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324204,TraAM80_00271,TraAM80_00271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5698,40324205,TraAM80_00272,TraAM80_00272,-,-,Unknown,-,putative mitochondrial DNA polymerase I protein D,protein-coding,-,-,-,putative mitochondrial DNA polymerase I protein D,20200918,-
5698,40324206,TraAM80_00273,TraAM80_00273,-,-,Unknown,-,"dynein heavy chain 9, axonemal ",protein-coding,-,-,-,"dynein heavy chain 9, axonemal ",20200918,-
5698,40324207,TraAM80_00274,TraAM80_00274,-,-,Unknown,-,chaperonin TCP20,protein-coding,-,-,-,chaperonin TCP20,20200918,-
5698,40324208,TraAM80_00275,TraAM80_00275,-,-,Unknown,-,60S ribosomal protein L44,protein-coding,-,-,-,60S ribosomal protein L44,20200922,-
5698,40324209,TraAM80_00276,TraAM80_00276,-,-,Unknown,-,RNA-binding protein,protein-coding,-,-,-,RNA-binding protein,20200918,-
5698,40324210,TraAM80_00277,TraAM80_00277,-,-,Unknown,-,putative MCAK-like kinesin,protein-coding,-,-,-,putative MCAK-like kinesin,20200918,-
5698,40324211,TraAM80_00278,TraAM80_00278,-,-,Unknown,-,mitochondrial carrier protein,protein-coding,-,-,-,mitochondrial carrier protein,20200918,-
5698,40324212,TraAM80_00279,TraAM80_00279,-,-,Unknown,-,ATPase subunit 9,protein-coding,-,-,-,ATPase subunit 9,20200918,-
5698,40324213,TraAM80_00280,TraAM80_00280,-,-,Unknown,-,putative ubiquitin hydrolase,protein-coding,-,-,-,putative ubiquitin hydrolase,20200918,-
5698,40324214,TraAM80_00281,TraAM80_00281,-,-,Unknown,-,transferase,protein-coding,-,-,-,transferase,20200918,-
5698,40324215,TraAM80_00282,TraAM80_00282,-,-,Unknown,-,transferase,protein-coding,-,-,-,transferase,20200918,-
5698,40324216,TraAM80_00283,TraAM80_00283,-,-,Unknown,-,putative DNA helicase,protein-coding,-,-,-,putative DNA helicase,20200918,-
5698,40324217,TraAM80_00284,TraAM80_00284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324218,TraAM80_00285,TraAM80_00285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324219,TraAM80_00286,TraAM80_00286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324220,TraAM80_00287,TraAM80_00287,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200918,-
5698,40324221,TraAM80_00288,TraAM80_00288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324222,TraAM80_00289,TraAM80_00289,-,-,Unknown,-,putative chaperone DNAJ protein,protein-coding,-,-,-,putative chaperone DNAJ protein,20200918,-
5698,40324223,TraAM80_00290,TraAM80_00290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324224,TraAM80_00291,TraAM80_00291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324225,TraAM80_00292,TraAM80_00292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324226,TraAM80_00293,TraAM80_00293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324227,TraAM80_00294,TraAM80_00294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324228,TraAM80_00295,TraAM80_00295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324229,TraAM80_00296,TraAM80_00296,-,-,Unknown,-,ubiquitin-activating enzyme,protein-coding,-,-,-,ubiquitin-activating enzyme,20200918,-
5698,40324230,TraAM80_00297,TraAM80_00297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324231,TraAM80_00298,TraAM80_00298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324232,TraAM80_00299,TraAM80_00299,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40324233,TraAM80_00300,TraAM80_00300,-,-,Unknown,-,ubiquitin carboxyl-terminal hydrolase,protein-coding,-,-,-,ubiquitin carboxyl-terminal hydrolase,20200918,-
5698,40324234,TraAM80_00301,TraAM80_00301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324235,TraAM80_00302,TraAM80_00302,-,-,Unknown,-,putative actin,protein-coding,-,-,-,putative actin,20200918,-
5698,40324236,TraAM80_00303,TraAM80_00303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324237,TraAM80_00304,TraAM80_00304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324238,TraAM80_00305,TraAM80_00305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324239,TraAM80_00306,TraAM80_00306,-,-,Unknown,-,"putative aspartate aminotransferase, mitochondrial",protein-coding,-,-,-,"putative aspartate aminotransferase, mitochondrial",20200918,-
5698,40324240,TraAM80_00307,TraAM80_00307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324241,TraAM80_00308,TraAM80_00308,-,-,Unknown,-,putative ethanolamine phosphotransferase,protein-coding,-,-,-,putative ethanolamine phosphotransferase,20200918,-
5698,40324242,TraAM80_00309,TraAM80_00309,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200918,-
5698,40324243,TraAM80_00310,TraAM80_00310,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200918,-
5698,40324244,TraAM80_00311,TraAM80_00311,-,-,Unknown,-,fumarate hydratase,protein-coding,-,-,-,fumarate hydratase,20200918,-
5698,40324245,TraAM80_00312,TraAM80_00312,-,-,Unknown,-,putative leucine-rich repeat protein (LRRP),protein-coding,-,-,-,putative leucine-rich repeat protein (LRRP),20200918,-
5698,40324246,TraAM80_00313,TraAM80_00313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324247,TraAM80_00314,TraAM80_00314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40324248,TraAM80_00315,TraAM80_00315,-,-,Unknown,-,putative TFIIF-stimulated CTD phosphatase,protein-coding,-,-,-,putative TFIIF-stimulated CTD phosphatase,20200918,-
5698,40324249,TraAM80_00316,TraAM80_00316,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40324250,TraAM80_00317,TraAM80_00317,-,-,Unknown,-,dynein intermediate-chain-like protein,protein-coding,-,-,-,dynein intermediate-chain-like protein,20200918,-
5698,40324251,TraAM80_00318,TraAM80_00318,-,-,Unknown,-,putative protein phosphatase,protein-coding,-,-,-,putative protein phosphatase,20200918,-
5698,40324252,TraAM80_00319,TraAM80_00319,-,-,Unknown,-,ATP-dependent RNA helicase,protein-coding,-,-,-,ATP-dependent RNA helicase,20200918,-
