#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5322,5666623,LOC5666623,-,-,-,MT,-,cox1,protein-coding,-,-,-,cytochrome c oxidase subunit 1;hypothetical protein,20201029,-
5322,59370031,PC9H_000190,PC9H_000190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370032,PC9H_000191,PC9H_000191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370033,PC9H_000192,PC9H_000192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370034,PC9H_000193,PC9H_000193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370035,PC9H_000194,PC9H_000194,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370036,PC9H_000195,PC9H_000195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370037,PC9H_000196,PC9H_000196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370038,NDH51,PC9H_000197,-,-,Unknown,-,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",protein-coding,-,-,-,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",20210529,-
5322,59370039,PC9H_000198,PC9H_000198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370040,PC9H_000199,PC9H_000199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370041,PC9H_000200,PC9H_000200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370042,PC9H_000201,PC9H_000201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370043,PC9H_000202,PC9H_000202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370044,PC9H_000203,PC9H_000203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370045,AP1M1,PC9H_000204,-,-,Unknown,-,AP-1 complex subunit mu-1,protein-coding,-,-,-,AP-1 complex subunit mu-1,20210116,-
5322,59370046,PC9H_000205,PC9H_000205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370047,PC9H_000206,PC9H_000206,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370048,PC9H_000207,PC9H_000207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370049,PC9H_000208,PC9H_000208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370050,PC9H_000209,PC9H_000209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370051,PC9H_000210,PC9H_000210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370052,PC9H_000211,PC9H_000211,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370053,PC9H_000212,PC9H_000212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370054,SOF1,PC9H_000213,-,-,Unknown,-,rRNA-processing protein sof1,protein-coding,-,-,-,rRNA-processing protein sof1,20210529,-
5322,59370055,VPS26BL,PC9H_000214,-,-,Unknown,-,Vacuolar protein sorting-associated protein 26B-like protein,protein-coding,-,-,-,Vacuolar protein sorting-associated protein 26B-like protein,20210424,-
5322,59370056,PC9H_000215,PC9H_000215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370057,PC9H_000216,PC9H_000216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370058,PC9H_000217,PC9H_000217,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370059,PC9H_000218,PC9H_000218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370060,PC9H_000219,PC9H_000219,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370061,PC9H_000220,PC9H_000220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370062,PC9H_000221,PC9H_000221,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370063,PC9H_000222,PC9H_000222,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370064,PC9H_000223,PC9H_000223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370065,SSC1,PC9H_000224,-,-,Unknown,-,Hsp70 ATPase ssc1,protein-coding,-,-,-,Hsp70 ATPase ssc1,20210529,-
5322,59370066,PC9H_000225,PC9H_000225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370067,PC9H_000226,PC9H_000226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370068,PC9H_000227,PC9H_000227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370069,PC9H_000228,PC9H_000228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370070,PC9H_000229,PC9H_000229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370071,PC9H_000230,PC9H_000230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370072,PC9H_000231,PC9H_000231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370073,PC9H_000232,PC9H_000232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370074,PC9H_000233,PC9H_000233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370075,PC9H_000234,PC9H_000234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370076,PC9H_000235,PC9H_000235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370077,PC9H_000236,PC9H_000236,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370078,PC9H_000237,PC9H_000237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370079,UBI1,PC9H_000238,-,-,Unknown,-,Polyubiquitin,protein-coding,-,-,-,Polyubiquitin,20210417,-
5322,59370080,PC9H_000239,PC9H_000239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370081,PC9H_000240,PC9H_000240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370082,PC9H_000241,PC9H_000241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370083,PC9H_000242,PC9H_000242,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370084,PC9H_000243,PC9H_000243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370085,PC9H_000244,PC9H_000244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370086,PC9H_000245,PC9H_000245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370087,PC9H_000246,PC9H_000246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370088,PC9H_000247,PC9H_000247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370089,PC9H_000248,PC9H_000248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370090,PC9H_000249,PC9H_000249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370091,PC9H_000250,PC9H_000250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370092,CEL3_1,PC9H_000251,-,-,Unknown,-,Beta-glucosidase cel3A,protein-coding,-,-,-,Beta-glucosidase cel3A,20210529,-
5322,59370093,RRP9,PC9H_000252,-,-,Unknown,-,pre-rRNA processing protein,protein-coding,-,-,-,pre-rRNA processing protein,20210529,-
5322,59370094,PC9H_000253,PC9H_000253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370095,PC9H_000254,PC9H_000254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370096,PC9H_000255,PC9H_000255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370097,PC9H_000256,PC9H_000256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370098,PC9H_000257,PC9H_000257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370099,PC9H_000258,PC9H_000258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370100,PC9H_000259,PC9H_000259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370101,PC9H_000260,PC9H_000260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370102,FKS1_1,PC9H_000261,-,-,Unknown,-,"1,3-beta-D-glucan synthase",protein-coding,-,-,-,"1,3-beta-D-glucan synthase",20210529,-
5322,59370103,PC9H_000262,PC9H_000262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59370104,PC9H_000263,PC9H_000263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370105,ERG7_1,PC9H_000264,-,-,Unknown,-,Lanosterol synthase (Oxidosqualene--lanosterol cyclase),protein-coding,-,-,-,Lanosterol synthase (Oxidosqualene--lanosterol cyclase),20210529,-
5322,59370106,PC9H_000265,PC9H_000265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370107,PC9H_000266,PC9H_000266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370108,PC9H_000267,PC9H_000267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370109,IDP1,PC9H_000268,-,-,Unknown,-,"Isocitrate dehydrogenase [NADP], mitochondrial precursor (Oxalosuccinate decarboxylase)",protein-coding,-,-,-,"Isocitrate dehydrogenase [NADP], mitochondrial precursor (Oxalosuccinate decarboxylase)",20210424,-
5322,59370110,PC9H_000269,PC9H_000269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370111,PC9H_000270,PC9H_000270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370112,PC9H_000271,PC9H_000271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370113,PC9H_000272,PC9H_000272,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370114,PC9H_000273,PC9H_000273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370115,PC9H_000274,PC9H_000274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370116,PC9H_000275,PC9H_000275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370117,PC9H_000276,PC9H_000276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370118,PC9H_000277,PC9H_000277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370119,PC9H_000278,PC9H_000278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370120,BTN1,PC9H_000279,-,-,Unknown,-,battenin CLN3 protein,protein-coding,-,-,-,battenin CLN3 protein,20210529,-
5322,59370121,PC9H_000280,PC9H_000280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370122,DBP4,PC9H_000281,-,-,Unknown,-,ATP-dependent RNA helicase dbp4,protein-coding,-,-,-,ATP-dependent RNA helicase dbp4,20210529,-
5322,59370123,PC9H_000282,PC9H_000282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370124,PC9H_000283,PC9H_000283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370125,PC9H_000284,PC9H_000284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370126,PC9H_000285,PC9H_000285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370127,PC9H_000286,PC9H_000286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370128,PC9H_000287,PC9H_000287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370129,PC9H_000288,PC9H_000288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370130,PC9H_000289,PC9H_000289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370131,PC9H_000290,PC9H_000290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370132,PC9H_000291,PC9H_000291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370133,PC9H_000292,PC9H_000292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370134,PC9H_000293,PC9H_000293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370135,PC9H_000294,PC9H_000294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370136,PC9H_000295,PC9H_000295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370137,PC9H_000296,PC9H_000296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370138,PC9H_000297,PC9H_000297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370139,PC9H_000298,PC9H_000298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370140,PC9H_000299,PC9H_000299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370141,PC9H_000300,PC9H_000300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370142,PC9H_000301,PC9H_000301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370143,PC9H_000302,PC9H_000302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370144,PC9H_000303,PC9H_000303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370145,PC9H_000304,PC9H_000304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370146,PC9H_000305,PC9H_000305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370147,PC9H_000306,PC9H_000306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370148,PC9H_000307,PC9H_000307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370149,PC9H_000308,PC9H_000308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370150,PC9H_000309,PC9H_000309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370151,PC9H_000310,PC9H_000310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370152,PC9H_000311,PC9H_000311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370153,PC9H_000312,PC9H_000312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370154,MTG2,PC9H_000313,-,-,Unknown,-,GTPase of the mitochondrial inner membrane that associates with the large ribosomal subunit,protein-coding,-,-,-,GTPase of the mitochondrial inner membrane that associates with the large ribosomal subunit,20210529,-
5322,59370155,PC9H_000314,PC9H_000314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370156,PC9H_000315,PC9H_000315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59370157,PC9H_000316,PC9H_000316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370158,PC9H_000317,PC9H_000317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370159,PC9H_000318,PC9H_000318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370160,PC9H_000319,PC9H_000319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370161,PC9H_000320,PC9H_000320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370162,PC9H_000321,PC9H_000321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370163,THR4,PC9H_000322,-,-,Unknown,-,threonine synthase,protein-coding,-,-,-,threonine synthase,20210529,-
5322,59370164,PC9H_000323,PC9H_000323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370165,PC9H_000324,PC9H_000324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370166,PC9H_000325,PC9H_000325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370167,FOL1,PC9H_000326,-,-,Unknown,-,trifunctional dihydropteroate synthetase,protein-coding,-,-,-,trifunctional dihydropteroate synthetase,20210529,-
5322,59370168,PC9H_000327,PC9H_000327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370169,PPX1,PC9H_000328,-,-,Unknown,-,Exopolyphosphatase,protein-coding,-,-,-,Exopolyphosphatase,20210529,-
5322,59370170,PC9H_000329,PC9H_000329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370171,PC9H_000330,PC9H_000330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370172,PC9H_000331,PC9H_000331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59370173,URM1,PC9H_000332,-,-,Unknown,-,Ubiquitin- modifier 1,protein-coding,-,-,-,Ubiquitin- modifier 1,20210529,-
5322,59370174,PC9H_000333,PC9H_000333,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59370175,PC9H_000334,PC9H_000334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59370176,PC9H_000335,PC9H_000335,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
