#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
229533,3293533,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Gibberella zeae PH-1).,other,-,-,-,-,20210522,-
229533,23547752,FGSG_00259,FGSG_00259,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547753,FGSG_00260,FGSG_00260,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547754,FGSG_00261,FGSG_00261,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547755,FGSG_00262,FGSG_00262,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547756,FGSG_00263,FGSG_00263,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23547757,FGSG_00264,FGSG_00264,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547758,FGSG_00265,FGSG_00265,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547759,FGSG_00266,FGSG_00266,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547760,FGSG_00267,FGSG_00267,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547761,FGSG_00268,FGSG_00268,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547762,FGSG_00269,FGSG_00269,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547763,FGSG_00270,FGSG_00270,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547764,FGSG_00271,FGSG_00271,-,-,1,-,PNG1 protein,protein-coding,-,-,-,-,20210212,-
229533,23547765,FGSG_00272,FGSG_00272,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547766,FGSG_00273,FGSG_00273,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547767,FGSG_00274,FGSG_00274,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547768,FGSG_00275,FGSG_00275,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547769,FGSG_00276,FGSG_00276,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547770,FGSG_00277,FGSG_00277,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547771,FGSG_00278,FGSG_00278,-,-,1,-,biotin synthase,protein-coding,-,-,-,-,20210320,-
229533,23547772,FGSG_00279,FGSG_00279,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23547773,FGSG_00280,FGSG_00280,-,-,1,-,histone acetyltransferase GCN5,protein-coding,-,-,-,-,20170930,-
229533,23547774,FGSG_00281,FGSG_00281,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547775,FGSG_00282,FGSG_00282,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547776,FGSG_00283,FGSG_00283,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547777,FGSG_00284,FGSG_00284,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23547778,FGSG_00285,FGSG_00285,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547779,FGSG_00286,FGSG_00286,-,-,1,-,eukaryotic translation initiation factor 4E-2,protein-coding,-,-,-,-,20210212,-
229533,23547780,FGSG_00287,FGSG_00287,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547781,FGSG_00288,FGSG_00288,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547782,FGSG_00289,FGSG_00289,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547783,FGSG_00291,FGSG_00291,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547784,FGSG_00292,FGSG_00292,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547785,FGSG_00293,FGSG_00293,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547786,FGSG_00294,FGSG_00294,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547787,FGSG_00295,FGSG_00295,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547788,FGSG_00296,FGSG_00296,-,-,1,-,threonine dehydratase,protein-coding,-,-,-,-,20210417,-
229533,23547789,FGSG_00297,FGSG_00297,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547790,FGSG_00298,FGSG_00298,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547791,FGSG_00299,FGSG_00299,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547792,FGSG_00300,FGSG_00300,-,-,1,-,ATP synthase subunit 5,protein-coding,-,-,-,-,20210212,-
229533,23547793,FGSG_00301,FGSG_00301,-,-,1,-,maintenance of ploidy protein mob1,protein-coding,-,-,-,-,20210320,-
229533,23547794,FGSG_00302,FGSG_00302,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547795,FGSG_00303,FGSG_00303,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547796,FGSG_00304,FGSG_00304,-,-,1,-,cell division control protein 42,protein-coding,-,-,-,-,20170930,-
229533,23547797,FGSG_00305,FGSG_00305,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547798,FGSG_00306,FGSG_00306,-,-,1,-,26S proteasome non-ATPase regulatory subunit 11,protein-coding,-,-,-,-,20170930,-
229533,23547799,FGSG_00307,FGSG_00307,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547800,FGSG_00308,FGSG_00308,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547801,FGSG_00309,FGSG_00309,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547802,FGSG_00310,FGSG_00310,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547803,FGSG_00311,FGSG_00311,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547804,FGSG_00312,FGSG_00312,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547805,FGSG_00313,FGSG_00313,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547806,FGSG_00314,FGSG_00314,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547807,FGSG_00315,FGSG_00315,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547808,FGSG_00316,FGSG_00316,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547809,FGSG_00317,FGSG_00317,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547810,FGSG_00318,FGSG_00318,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547811,FGSG_00319,FGSG_00319,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547812,FGSG_00320,FGSG_00320,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547813,FGSG_00321,FGSG_00321,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547814,FGSG_00322,FGSG_00322,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547815,FGSG_00323,FGSG_00323,-,-,1,-,deoxyhypusine synthase,protein-coding,-,-,-,-,20210212,-
229533,23547816,FGSG_00324,FGSG_00324,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547817,FGSG_00325,FGSG_00325,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547818,FGSG_00326,FGSG_00326,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23547819,FGSG_00327,FGSG_00327,-,-,1,-,replication factor C subunit 1,protein-coding,-,-,-,-,20210212,-
229533,23547820,FGSG_00328,FGSG_00328,-,-,1,-,60S ribosomal protein L16,protein-coding,-,-,-,-,20210212,-
229533,23547821,FGSG_00329,FGSG_00329,-,-,1,-,replication factor C subunit 5,protein-coding,-,-,-,-,20160813,-
229533,23547822,FGSG_00330,FGSG_00330,-,-,1,-,acetyl-coenzyme A synthetase,protein-coding,-,-,-,-,20170930,-
229533,23547823,FGSG_00331,FGSG_00331,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547824,FGSG_00332,FGSG_00332,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547825,FGSG_00333,FGSG_00333,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547826,FGSG_00334,FGSG_00334,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547827,FGSG_00335,FGSG_00335,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547828,FGSG_00336,FGSG_00336,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547829,FGSG_00337,FGSG_00337,-,-,1,-,calcium/calmodulin-dependent protein kinase type I,protein-coding,-,-,-,-,20210320,-
229533,23547830,FGSG_00338,FGSG_00338,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547831,FGSG_00339,FGSG_00339,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547832,FGSG_00340,FGSG_00340,-,-,1,-,GRC3 protein,protein-coding,-,-,-,-,20210212,-
229533,23547833,FGSG_00342,FGSG_00342,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547834,FGSG_00343,FGSG_00343,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547835,FGSG_00344,FGSG_00344,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547836,FGSG_00345,FGSG_00345,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23547837,FGSG_00346,FGSG_00346,-,-,1,-,saccharopine dehydrogenase,protein-coding,-,-,-,-,20210212,-
229533,23547838,FGSG_00347,FGSG_00347,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23547839,FGSG_00348,FGSG_00348,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547840,FGSG_00349,FGSG_00349,-,-,1,-,mRNA 3'-end processing protein RNA14,protein-coding,-,-,-,-,20170210,-
229533,23547841,FGSG_00350,FGSG_00350,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547842,FGSG_00351,FGSG_00351,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547843,FGSG_00352,FGSG_00352,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547844,FGSG_00353,FGSG_00353,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547845,FGSG_00354,FGSG_00354,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547846,FGSG_00355,FGSG_00355,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547847,FGSG_00357,FGSG_00357,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547848,FGSG_00358,FGSG_00358,-,-,1,-,small nuclear ribonucleoprotein Sm D1,protein-coding,-,-,-,-,20150715,-
229533,23547849,FGSG_00359,FGSG_00359,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547850,FGSG_00360,FGSG_00360,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23547851,FGSG_00361,FGSG_00361,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547852,FGSG_00362,FGSG_00362,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547853,FGSG_00363,FGSG_00363,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547854,FGSG_00364,FGSG_00364,-,-,1,-,NEDD8-activating enzyme E1 catalytic subunit,protein-coding,-,-,-,-,20160813,-
229533,23547855,FGSG_00365,FGSG_00365,-,-,1,-,DNA-directed RNA polymerases I and III 40 kDa polypeptide,protein-coding,-,-,-,-,20160325,-
229533,23547856,FGSG_00366,FGSG_00366,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547857,FGSG_00367,FGSG_00367,-,-,1,-,proteasome component PUP1 precursor,protein-coding,-,-,-,-,20210212,-
229533,23547858,FGSG_00368,FGSG_00368,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547859,FGSG_00369,FGSG_00369,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547860,FGSG_00370,FGSG_00370,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547861,FGSG_00371,FGSG_00371,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547862,FGSG_00372,FGSG_00372,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547863,FGSG_00373,FGSG_00373,-,-,1,-,ATP synthase subunit 4,protein-coding,-,-,-,-,20210212,-
229533,23547864,FGSG_00374,FGSG_00374,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547865,FGSG_00375,FGSG_00375,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547866,FGSG_00376,FGSG_00376,-,-,1,-,NADH dehydrogenase iron-sulfur protein 2,protein-coding,-,-,-,-,20210212,-
229533,23547867,FGSG_00377,FGSG_00377,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547868,FGSG_00378,FGSG_00378,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547869,FGSG_00379,FGSG_00379,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547870,FGSG_00380,FGSG_00380,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23547871,FGSG_00381,FGSG_00381,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547872,FGSG_00382,FGSG_00382,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547873,FGSG_00383,FGSG_00383,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547874,FGSG_00384,FGSG_00384,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547875,FGSG_00385,FGSG_00385,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547876,FGSG_00386,FGSG_00386,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547877,FGSG_00387,FGSG_00387,-,-,1,-,phosphoglucomutase,protein-coding,-,-,-,-,20170930,-
229533,23547878,FGSG_00388,FGSG_00388,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23547879,FGSG_00389,FGSG_00389,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547880,FGSG_00390,FGSG_00390,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547881,FGSG_00391,FGSG_00391,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
229533,23547882,FGSG_00392,FGSG_00392,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547883,FGSG_00393,FGSG_00393,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547884,FGSG_00394,FGSG_00394,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23547885,FGSG_00395,FGSG_00395,-,-,1,-,40S ribosomal protein S15,protein-coding,-,-,-,-,20150715,-
229533,23547886,FGSG_00396,FGSG_00396,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547887,FGSG_00397,FGSG_00397,-,-,1,-,tubulin alpha chain,protein-coding,-,-,-,-,20170930,-
229533,23547888,FGSG_00398,FGSG_00398,-,-,1,-,nucleolar protein 12,protein-coding,-,-,-,-,20170930,-
229533,23547889,FGSG_00399,FGSG_00399,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547890,FGSG_00401,FGSG_00401,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547891,FGSG_00402,FGSG_00402,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547892,FGSG_00403,FGSG_00403,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547893,FGSG_00404,FGSG_00404,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547894,FGSG_00405,FGSG_00405,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547895,FGSG_00406,FGSG_00406,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547896,FGSG_00407,FGSG_00407,-,-,1,-,sporulation protein SPS19,protein-coding,-,-,-,-,20170930,-
229533,23547897,FGSG_00408,FGSG_00408,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547898,FGSG_00409,FGSG_00409,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547899,FGSG_00410,FGSG_00410,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547900,FGSG_00411,FGSG_00411,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547901,FGSG_00412,FGSG_00412,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23547902,FGSG_00413,FGSG_00413,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547903,FGSG_00414,FGSG_00414,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547904,FGSG_00415,FGSG_00415,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547905,FGSG_00416,FGSG_00416,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547906,FGSG_00417,FGSG_00417,-,-,1,-,methylenetetrahydrofolate dehydrogenase,protein-coding,-,-,-,-,20210320,-
229533,23547907,FGSG_00418,FGSG_00418,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547908,FGSG_00419,FGSG_00419,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547909,FGSG_00420,FGSG_00420,-,-,1,-,transcription factor FET5,protein-coding,-,-,-,-,20160910,-
229533,23547910,FGSG_00421,FGSG_00421,-,-,1,-,S-adenosylmethionine synthetase,protein-coding,-,-,-,-,20170930,-
229533,23547911,FGSG_00422,FGSG_00422,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547912,FGSG_00423,FGSG_00423,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547913,FGSG_00424,FGSG_00424,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547914,FGSG_00425,FGSG_00425,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547915,FGSG_00426,FGSG_00426,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547916,FGSG_00427,FGSG_00427,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23547917,FGSG_00428,FGSG_00428,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547918,FGSG_00429,FGSG_00429,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547919,FGSG_00430,FGSG_00430,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547920,FGSG_00431,FGSG_00431,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547921,FGSG_00432,FGSG_00432,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23547922,FGSG_00433,FGSG_00433,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547923,FGSG_00434,FGSG_00434,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547924,FGSG_00435,FGSG_00435,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547925,FGSG_00436,FGSG_00436,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547926,FGSG_00437,FGSG_00437,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547927,FGSG_00438,FGSG_00438,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23547928,FGSG_00439,FGSG_00439,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547929,FGSG_00440,FGSG_00440,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547930,FGSG_00441,FGSG_00441,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547931,FGSG_00442,FGSG_00442,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547932,FGSG_00443,FGSG_00443,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547933,FGSG_00444,FGSG_00444,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547934,FGSG_00445,FGSG_00445,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23547935,FGSG_00446,FGSG_00446,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547936,FGSG_00447,FGSG_00447,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547937,FGSG_00448,FGSG_00448,-,-,1,-,pre-mRNA-splicing factor ATP-dependent RNA helicase prp16,protein-coding,-,-,-,-,20210417,-
229533,23547938,FGSG_00449,FGSG_00449,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547939,FGSG_00450,FGSG_00450,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547940,FGSG_00451,FGSG_00451,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23547941,FGSG_00452,FGSG_00452,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547942,FGSG_00453,FGSG_00453,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547943,FGSG_00454,FGSG_00454,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23547944,FGSG_00455,FGSG_00455,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547945,FGSG_00456,FGSG_00456,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547946,FGSG_00457,FGSG_00457,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547947,FGSG_00458,FGSG_00458,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547948,FGSG_00459,FGSG_00459,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547949,FGSG_00460,FGSG_00460,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547950,FGSG_00461,FGSG_00461,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547951,FGSG_00462,FGSG_00462,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547952,FGSG_00463,FGSG_00463,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547953,FGSG_00464,FGSG_00464,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547954,FGSG_00465,FGSG_00465,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23547955,FGSG_00466,FGSG_00466,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547956,FGSG_00467,FGSG_00467,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547957,FGSG_00468,FGSG_00468,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23547958,FGSG_00469,FGSG_00469,-,-,1,-,serine/threonine-protein kinase psk1,protein-coding,-,-,-,-,20210212,-
229533,23547959,FGSG_00470,FGSG_00470,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23547960,FGSG_00471,FGSG_00471,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23547961,FGSG_00472,FGSG_00472,-,-,1,-,serine/threonine-protein kinase SCH9,protein-coding,-,-,-,-,20210212,-
229533,23547962,FGSG_00473,FGSG_00473,-,-,1,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
