#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1537102,15802624,BEWA_015190,BEWA_015190,-,-,4,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200911,-
1537102,15802815,BEWA_052630,BEWA_052630,-,-,4,-,"eukaryotic translation initiation factor 5, putative",protein-coding,-,-,-,"eukaryotic translation initiation factor 5, putative",20200911,-
1537102,15802816,BEWA_052640,BEWA_052640,-,-,4,-,"40S ribosomal protein S12, putative",protein-coding,-,-,-,"40S ribosomal protein S12, putative",20200911,-
1537102,15802817,BEWA_052650,BEWA_052650,-,-,4,-,"40S ribosomal protein S19, putative",protein-coding,-,-,-,"40S ribosomal protein S19, putative",20200911,-
1537102,15802818,BEWA_052660,BEWA_052660,-,-,4,-,"RAB GDP-dissociation inhibitor, putative",protein-coding,-,-,-,"RAB GDP-dissociation inhibitor, putative",20200911,-
1537102,15802819,BEWA_052670,BEWA_052670,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802820,BEWA_052680,BEWA_052680,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802821,BEWA_052690,BEWA_052690,-,-,4,-,"protein farnesyltransferase alpha subunit, putative",protein-coding,-,-,-,"protein farnesyltransferase alpha subunit, putative",20200911,-
1537102,15802822,BEWA_052700,BEWA_052700,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802823,BEWA_052710,BEWA_052710,-,-,4,-,ema family member protein,protein-coding,-,-,-,ema family member protein,20200911,-
1537102,15802824,BEWA_052720,BEWA_052720,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802825,BEWA_052730,BEWA_052730,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802826,BEWA_052740,BEWA_052740,-,-,4,-,"40S ribosomal protein S17, putative",protein-coding,-,-,-,"40S ribosomal protein S17, putative",20200911,-
1537102,15802827,BEWA_052750,BEWA_052750,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802828,BEWA_052760,BEWA_052760,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802829,BEWA_052770,BEWA_052770,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802830,BEWA_052780,BEWA_052780,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802831,BEWA_052790,BEWA_052790,-,-,4,-,"ATPase, AAA family domain containing protein",protein-coding,-,-,-,"ATPase, AAA family domain containing protein",20200911,-
1537102,15802832,BEWA_052800,BEWA_052800,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802833,BEWA_052810,BEWA_052810,-,-,4,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15802834,BEWA_052820,BEWA_052820,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802835,BEWA_052830,BEWA_052830,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802836,BEWA_052840,BEWA_052840,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802837,BEWA_052850,BEWA_052850,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802838,BEWA_052860,BEWA_052860,-,-,4,-,elongation factor Tu family member,protein-coding,-,-,-,elongation factor Tu family member,20200911,-
1537102,15802839,BEWA_052870,BEWA_052870,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802840,BEWA_052880,BEWA_052880,-,-,4,-,"40S ribosomal protein S3a, putative",protein-coding,-,-,-,"40S ribosomal protein S3a, putative",20200911,-
1537102,15802841,BEWA_052890,BEWA_052890,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802842,BEWA_052900,BEWA_052900,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802843,BEWA_052910,BEWA_052910,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802844,BEWA_052920,BEWA_052920,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802845,BEWA_052930,BEWA_052930,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802846,BEWA_052940,BEWA_052940,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802847,BEWA_052950,BEWA_052950,-,-,4,-,"DNA topoisomerase III, putative",protein-coding,-,-,-,"DNA topoisomerase III, putative",20200911,-
1537102,15802848,BEWA_052960,BEWA_052960,-,-,4,-,RNA recognition motif domain containing protein,protein-coding,-,-,-,RNA recognition motif domain containing protein,20200911,-
1537102,15802849,BEWA_052970,BEWA_052970,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802850,BEWA_052980,BEWA_052980,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802851,BEWA_052990,BEWA_052990,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802852,BEWA_053000,BEWA_053000,-,-,4,-,"vacuolar ATP synthase subunit G, putative",protein-coding,-,-,-,"vacuolar ATP synthase subunit G, putative",20200911,-
1537102,15802853,BEWA_053010,BEWA_053010,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802854,BEWA_053020,BEWA_053020,-,-,4,-,"60S ribosomal protein L23a, putative",protein-coding,-,-,-,"60S ribosomal protein L23a, putative",20200911,-
1537102,15802855,BEWA_053030,BEWA_053030,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802856,BEWA_053040,BEWA_053040,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802857,BEWA_053050,BEWA_053050,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802858,BEWA_053060,BEWA_053060,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802859,BEWA_053070,BEWA_053070,-,-,4,-,"regulator of chromosome condensation protein, putative",protein-coding,-,-,-,"regulator of chromosome condensation protein, putative",20200911,-
1537102,15802860,BEWA_053080,BEWA_053080,-,-,4,-,"aspartyl acid protease, putative",protein-coding,-,-,-,"aspartyl acid protease, putative",20200911,-
1537102,15802861,BEWA_053090,BEWA_053090,-,-,4,-,Ubiquitin carboxyl-terminal hydrolase family member protein,protein-coding,-,-,-,Ubiquitin carboxyl-terminal hydrolase family member protein,20200911,-
1537102,15802862,BEWA_053100,BEWA_053100,-,-,4,-,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase LytB, putative",protein-coding,-,-,-,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase LytB, putative",20200911,-
1537102,15802863,BEWA_053110,BEWA_053110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802864,BEWA_053120,BEWA_053120,-,-,4,-,"ferrodoxin reductase-like protein, putative",protein-coding,-,-,-,"ferrodoxin reductase-like protein, putative",20200911,-
1537102,15802865,BEWA_053130,BEWA_053130,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802866,BEWA_053140,BEWA_053140,-,-,4,-,DEAD/DEAH box helicase domain containing protein,protein-coding,-,-,-,DEAD/DEAH box helicase domain containing protein,20200911,-
1537102,15802867,BEWA_053150,BEWA_053150,-,-,4,-,Ras-related protein Rab7 small GTP-binging protein,protein-coding,-,-,-,Ras-related protein Rab7 small GTP-binging protein,20200911,-
1537102,15802868,BEWA_053160,BEWA_053160,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802869,BEWA_053170,BEWA_053170,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802870,BEWA_053180,BEWA_053180,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802871,BEWA_053190,BEWA_053190,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802872,BEWA_053200,BEWA_053200,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802873,BEWA_053210,BEWA_053210,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802874,BEWA_053220,BEWA_053220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802875,BEWA_053230,BEWA_053230,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802876,BEWA_053240,BEWA_053240,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802877,BEWA_053250,BEWA_053250,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802878,BEWA_053260,BEWA_053260,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802879,BEWA_053270,BEWA_053270,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802880,BEWA_053280,BEWA_053280,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802881,BEWA_053290,BEWA_053290,-,-,4,-,RNA recognition motif domain containing protein,protein-coding,-,-,-,RNA recognition motif domain containing protein,20200911,-
1537102,15802882,BEWA_053300,BEWA_053300,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802883,BEWA_053310,BEWA_053310,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802884,BEWA_053320,BEWA_053320,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802885,BEWA_053330,BEWA_053330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802886,BEWA_053340,BEWA_053340,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802887,BEWA_053350,BEWA_053350,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802888,BEWA_053360,BEWA_053360,-,-,4,-,"centrin, putative",protein-coding,-,-,-,"centrin, putative",20200911,-
1537102,15802889,BEWA_053370,BEWA_053370,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802890,BEWA_053380,BEWA_053380,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802891,BEWA_053390,BEWA_053390,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802892,BEWA_053400,BEWA_053400,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802893,BEWA_053410,BEWA_053410,-,-,4,-,"60S ribosomal protein L28, putative",protein-coding,-,-,-,"60S ribosomal protein L28, putative",20200911,-
1537102,15802894,BEWA_053420,BEWA_053420,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802895,BEWA_053430,BEWA_053430,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802896,BEWA_053440,BEWA_053440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802897,BEWA_053450,BEWA_053450,-,-,4,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15802898,BEWA_053460,BEWA_053460,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802899,BEWA_053470,BEWA_053470,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802900,BEWA_053480,BEWA_053480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802901,BEWA_053490,BEWA_053490,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802902,BEWA_053500,BEWA_053500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802903,BEWA_053510,BEWA_053510,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802904,BEWA_053520,BEWA_053520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802905,BEWA_053530,BEWA_053530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802906,BEWA_053540,BEWA_053540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802907,BEWA_053550,BEWA_053550,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802908,BEWA_053560,BEWA_053560,-,-,4,-,tRNA nucleotidyltransferase/polyA polymerase family member protein,protein-coding,-,-,-,tRNA nucleotidyltransferase/polyA polymerase family member protein,20200911,-
1537102,15802909,BEWA_053570,BEWA_053570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802910,BEWA_053580,BEWA_053580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802911,BEWA_053590,BEWA_053590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802912,BEWA_053600,BEWA_053600,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802913,BEWA_053610,BEWA_053610,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802914,BEWA_053620,BEWA_053620,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802915,BEWA_053630,BEWA_053630,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802916,BEWA_053640,BEWA_053640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802917,BEWA_053650,BEWA_053650,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802918,BEWA_053660,BEWA_053660,-,-,4,-,"geranylgeranyl transferase type II beta subunit, putative",protein-coding,-,-,-,"geranylgeranyl transferase type II beta subunit, putative",20200911,-
1537102,15802919,BEWA_053670,BEWA_053670,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802920,BEWA_053680,BEWA_053680,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802921,BEWA_053690,BEWA_053690,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802922,BEWA_053700,BEWA_053700,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802923,BEWA_053710,BEWA_053710,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802924,BEWA_053720,BEWA_053720,-,-,4,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15802925,BEWA_053730,BEWA_053730,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802926,BEWA_053740,BEWA_053740,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802927,BEWA_053750,BEWA_053750,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802928,BEWA_053760,BEWA_053760,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802929,BEWA_053770,BEWA_053770,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802930,BEWA_053780,BEWA_053780,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802931,BEWA_053790,BEWA_053790,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802932,BEWA_053800,BEWA_053800,-,-,4,-,"ribose-5-phosphate isomerase, putative",protein-coding,-,-,-,"ribose-5-phosphate isomerase, putative",20200911,-
1537102,15802933,BEWA_053810,BEWA_053810,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802934,BEWA_053820,BEWA_053820,-,-,4,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15802935,BEWA_053840,BEWA_053840,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802936,BEWA_053850,BEWA_053850,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802937,BEWA_053860,BEWA_053860,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802938,BEWA_053870,BEWA_053870,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802939,BEWA_053880,BEWA_053880,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802940,BEWA_053890,BEWA_053890,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802941,BEWA_053900,BEWA_053900,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802942,BEWA_053910,BEWA_053910,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802943,BEWA_053920,BEWA_053920,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802944,BEWA_053930,BEWA_053930,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802945,BEWA_053940,BEWA_053940,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802946,BEWA_053950,BEWA_053950,-,-,4,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200911,-
1537102,15802947,BEWA_053960,BEWA_053960,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802948,BEWA_053970,BEWA_053970,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802949,BEWA_053980,BEWA_053980,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15802950,BEWA_053990,BEWA_053990,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802951,BEWA_054000,BEWA_054000,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15802952,BEWA_054010,BEWA_054010,-,-,4,-,zinc finger protein DHHC domain containing protein,protein-coding,-,-,-,zinc finger protein DHHC domain containing protein,20200911,-
1537102,15802953,BEWA_054020,BEWA_054020,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
