#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4956,5848217,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Saccharomyces rouxii).,other,-,-,-,-,20181022,-
4956,8201686,ZYRO0A07788g,ZYRO0A07788g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201687,ZYRO0A07810g,ZYRO0A07810g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201688,ZYRO0A07832r,ZYRO0A07832r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201689,ZYRO0A07854g,ZYRO0A07854g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201690,ZYRO0A07876g,ZYRO0A07876g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201691,ZYRO0A07898g,ZYRO0A07898g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201692,ZYRO0A07920g,ZYRO0A07920g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201693,ZYRO0A07942g,ZYRO0A07942g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201694,ZYRO0A07964g,ZYRO0A07964g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201695,ZYRO0A07986g,ZYRO0A07986g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201696,ZYRO0A13552g,ZYRO0A13552g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201697,ZYRO0A13574g,ZYRO0A13574g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201698,ZYRO0A13596g,ZYRO0A13596g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201699,ZYRO0A13618g,ZYRO0A13618g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201700,ZYRO0A13640g,ZYRO0A13640g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201701,ZYRO0A13662g,ZYRO0A13662g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201702,ZYRO0A01122g,ZYRO0A01122g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201703,ZYRO0A01144g,ZYRO0A01144g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201704,ZYRO0A01166g,ZYRO0A01166g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201705,ZYRO0A01188g,ZYRO0A01188g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201706,ZYRO0A01210g,ZYRO0A01210g,-,-,A,-,60S ribosomal protein L16,protein-coding,-,-,-,-,20180130,-
4956,8201707,ZYRO0A01232g,ZYRO0A01232g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201708,ZYRO0A01254g,ZYRO0A01254g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201709,ZYRO0A01276g,ZYRO0A01276g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201710,ZYRO0A01298g,ZYRO0A01298g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201711,ZYRO0A01320g,ZYRO0A01320g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201712,ZYRO0A10868g,ZYRO0A10868g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201713,ZYRO0A10890g,ZYRO0A10890g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201714,ZYRO0A10912g,ZYRO0A10912g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201715,ZYRO0A10934g,ZYRO0A10934g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201716,ZYRO0A10956g,ZYRO0A10956g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201717,ZYRO0A10978r,ZYRO0A10978r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201718,ZYRO0A11000g,ZYRO0A11000g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201719,ZYRO0A11022g,ZYRO0A11022g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201720,ZYRO0A11044g,ZYRO0A11044g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201721,ZYRO0A11066g,ZYRO0A11066g,-,-,A,-,ribosome biogenesis protein RLP24,protein-coding,-,-,-,-,20170926,-
4956,8201722,ZYRO0A00396g,ZYRO0A00396g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201723,ZYRO0A09108g,ZYRO0A09108g,-,-,A,-,60S ribosomal protein L15,protein-coding,-,-,-,-,20170926,-
4956,8201724,ZYRO0A09130g,ZYRO0A09130g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201725,ZYRO0A09152g,ZYRO0A09152g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201726,ZYRO0A09174r,ZYRO0A09174r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201727,ZYRO0A09196g,ZYRO0A09196g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201728,ZYRO0A09218g,ZYRO0A09218g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201729,ZYRO0A09240g,ZYRO0A09240g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201730,ZYRO0A09262g,ZYRO0A09262g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201731,ZYRO0A09284g,ZYRO0A09284g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201732,ZYRO0A09306g,ZYRO0A09306g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201733,ZYRO0A01562g,ZYRO0A01562g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201734,ZYRO0A01584g,ZYRO0A01584g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201735,ZYRO0A01606g,ZYRO0A01606g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201736,ZYRO0A01628g,ZYRO0A01628g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201737,ZYRO0A01650g,ZYRO0A01650g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201738,ZYRO0A01672g,ZYRO0A01672g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201739,ZYRO0A01694g,ZYRO0A01694g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201740,ZYRO0A01716g,ZYRO0A01716g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201741,ZYRO0A01738g,ZYRO0A01738g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201742,ZYRO0A01760g,ZYRO0A01760g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201743,ZYRO0A13024g,ZYRO0A13024g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201744,ZYRO0A13046g,ZYRO0A13046g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201745,ZYRO0A13068g,ZYRO0A13068g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201746,ZYRO0A13090g,ZYRO0A13090g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201747,ZYRO0A13112g,ZYRO0A13112g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201748,ZYRO0A13134g,ZYRO0A13134g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201749,ZYRO0A09548g,ZYRO0A09548g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201750,ZYRO0A09570g,ZYRO0A09570g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201751,ZYRO0A09592g,ZYRO0A09592g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201752,ZYRO0A09614g,ZYRO0A09614g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201753,ZYRO0A09636g,ZYRO0A09636g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201754,ZYRO0A09658g,ZYRO0A09658g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201755,ZYRO0A09680g,ZYRO0A09680g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201756,ZYRO0A09702g,ZYRO0A09702g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201757,ZYRO0A09724g,ZYRO0A09724g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201758,ZYRO0A09746r,ZYRO0A09746r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201759,ZYRO0A09768g,ZYRO0A09768g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201760,ZYRO0A09790g,ZYRO0A09790g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201761,ZYRO0A09812g,ZYRO0A09812g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201762,ZYRO0A09834g,ZYRO0A09834g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201763,ZYRO0A09856g,ZYRO0A09856g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201764,ZYRO0A09878g,ZYRO0A09878g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201765,ZYRO0A09900g,ZYRO0A09900g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201766,ZYRO0A09922g,ZYRO0A09922g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201767,ZYRO0A09944g,ZYRO0A09944g,-,-,A,-,mitochondrial 54S ribosomal protein YmL11,protein-coding,-,-,-,-,20180130,-
4956,8201768,ZYRO0A09966g,ZYRO0A09966g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201769,SNR57,ZYRO0A12232r,-,-,A,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8201770,ZYRO0A12254g,ZYRO0A12254g,-,-,A,-,40S ribosomal protein S25,protein-coding,-,-,-,-,20180130,-
4956,8201771,SNR55,ZYRO0A12210r,-,-,A,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8201772,ZYRO0A02068g,ZYRO0A02068g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201773,ZYRO0A01034g,ZYRO0A01034g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201774,ZYRO0A03124g,ZYRO0A03124g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201775,ZYRO0A03146g,ZYRO0A03146g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201776,ZYRO0A03168g,ZYRO0A03168g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201777,ZYRO0A03190g,ZYRO0A03190g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201778,ZYRO0A03212g,ZYRO0A03212g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201779,ZYRO0A03234g,ZYRO0A03234g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201780,ZYRO0A03256g,ZYRO0A03256g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201781,ZYRO0A03278g,ZYRO0A03278g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201782,ZYRO0A03300g,ZYRO0A03300g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201783,ZYRO0A03322g,ZYRO0A03322g,-,-,A,-,40S ribosomal protein S11,protein-coding,-,-,-,-,20170926,-
4956,8201784,ZYRO0A08668g,ZYRO0A08668g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201785,ZYRO0A08690g,ZYRO0A08690g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201786,ZYRO0A08712g,ZYRO0A08712g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201787,ZYRO0A08734g,ZYRO0A08734g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201788,ZYRO0A08756r,ZYRO0A08756r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201789,ZYRO0A08778g,ZYRO0A08778g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201790,ZYRO0A08800g,ZYRO0A08800g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201791,ZYRO0A08822g,ZYRO0A08822g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201792,ZYRO0A08844g,ZYRO0A08844g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201793,ZYRO0A08866g,ZYRO0A08866g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201794,ZYRO0A10648g,ZYRO0A10648g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201795,ZYRO0A10670g,ZYRO0A10670g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201796,ZYRO0A10692r,ZYRO0A10692r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201797,ZYRO0A10714g,ZYRO0A10714g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201798,ZYRO0A10736g,ZYRO0A10736g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201799,ZYRO0A10758g,ZYRO0A10758g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201800,ZYRO0A10780g,ZYRO0A10780g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201801,ZYRO0A10802g,ZYRO0A10802g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201802,ZYRO0A10824g,ZYRO0A10824g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201803,ZYRO0A10846g,ZYRO0A10846g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201804,ZYRO0A00682g,ZYRO0A00682g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201805,ZYRO0A00704g,ZYRO0A00704g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201806,ZYRO0A00726g,ZYRO0A00726g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201807,ZYRO0A00748g,ZYRO0A00748g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201808,ZYRO0A00770g,ZYRO0A00770g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201809,ZYRO0A00792g,ZYRO0A00792g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201810,ZYRO0A00814g,ZYRO0A00814g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201811,ZYRO0A00836g,ZYRO0A00836g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201812,ZYRO0A12496g,ZYRO0A12496g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201813,ZYRO0A12518g,ZYRO0A12518g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201814,ZYRO0A12540g,ZYRO0A12540g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201815,ZYRO0A12562g,ZYRO0A12562g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201816,ZYRO0A12584r,ZYRO0A12584r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201817,ZYRO0A12606g,ZYRO0A12606g,-,-,A,-,60S ribosomal protein L26,protein-coding,-,-,-,-,20180130,-
4956,8201818,ZYRO0A03564g,ZYRO0A03564g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201819,ZYRO0A03586g,ZYRO0A03586g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201820,ZYRO0A03608g,ZYRO0A03608g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201821,ZYRO0A03630g,ZYRO0A03630g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201822,ZYRO0A03652g,ZYRO0A03652g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201823,ZYRO0A03674g,ZYRO0A03674g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201824,ZYRO0A03696g,ZYRO0A03696g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201825,ZYRO0A03718g,ZYRO0A03718g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201826,ZYRO0A03740g,ZYRO0A03740g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201827,ZYRO0A03762g,ZYRO0A03762g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201828,ZYRO0A04686g,ZYRO0A04686g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201829,ZYRO0A04708g,ZYRO0A04708g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201830,ZYRO0A04730g,ZYRO0A04730g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201831,ZYRO0A04752g,ZYRO0A04752g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201832,ZYRO0A04774g,ZYRO0A04774g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201833,ZYRO0A04796g,ZYRO0A04796g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201834,ZYRO0A04818g,ZYRO0A04818g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201835,ZYRO0A04840g,ZYRO0A04840g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201836,ZYRO0A04862g,ZYRO0A04862g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201837,ZYRO0A04884r,ZYRO0A04884r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201838,ZYRO0A09988g,ZYRO0A09988g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201839,ZYRO0A10010g,ZYRO0A10010g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201840,ZYRO0A10032g,ZYRO0A10032g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201841,ZYRO0A10054g,ZYRO0A10054g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201842,ZYRO0A10076g,ZYRO0A10076g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201843,ZYRO0A10098g,ZYRO0A10098g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201844,ZYRO0A10120g,ZYRO0A10120g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201845,ZYRO0A10142g,ZYRO0A10142g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201846,ZYRO0A10164g,ZYRO0A10164g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201847,ZYRO0A10186g,ZYRO0A10186g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201848,ZYRO0A02244g,ZYRO0A02244g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201849,ZYRO0A02266g,ZYRO0A02266g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201850,ZYRO0A02288g,ZYRO0A02288g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201851,ZYRO0A02310g,ZYRO0A02310g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201852,ZYRO0A02332g,ZYRO0A02332g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201853,ZYRO0A02354r,ZYRO0A02354r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201854,ZYRO0A02376r,ZYRO0A02376r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201855,ZYRO0A02398g,ZYRO0A02398g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201856,ZYRO0A02420g,ZYRO0A02420g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201857,ZYRO0A02442g,ZYRO0A02442g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201858,ZYRO0A12364g,ZYRO0A12364g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201859,ZYRO0A12386g,ZYRO0A12386g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201860,ZYRO0A12408g,ZYRO0A12408g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201861,ZYRO0A12430g,ZYRO0A12430g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201862,ZYRO0A12452g,ZYRO0A12452g,-,-,A,-,60S acidic ribosomal protein P0,protein-coding,-,-,-,-,20170926,-
4956,8201863,ZYRO0A12474g,ZYRO0A12474g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201864,ZYRO0A12166g,ZYRO0A12166g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201865,SNR61,ZYRO0A12188r,-,-,A,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8201866,ZYRO0A12276r,ZYRO0A12276r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201867,ZYRO0A12298g,ZYRO0A12298g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201868,ZYRO0A12320g,ZYRO0A12320g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201869,ZYRO0A12342g,ZYRO0A12342g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201870,ZYRO0A05346g,ZYRO0A05346g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201871,ZYRO0A05368g,ZYRO0A05368g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201872,ZYRO0A05390g,ZYRO0A05390g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201873,ZYRO0A05412g,ZYRO0A05412g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201874,ZYRO0A05434g,ZYRO0A05434g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201875,ZYRO0A05456g,ZYRO0A05456g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201876,ZYRO0A05478g,ZYRO0A05478g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201877,ZYRO0A05500g,ZYRO0A05500g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201878,ZYRO0A05522g,ZYRO0A05522g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201879,ZYRO0A05544g,ZYRO0A05544g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201880,ZYRO0A13288g,ZYRO0A13288g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201881,ZYRO0A13310g,ZYRO0A13310g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201882,ZYRO0A13332g,ZYRO0A13332g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201883,ZYRO0A13354g,ZYRO0A13354g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201884,ZYRO0A13376g,ZYRO0A13376g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201885,ZYRO0A13398g,ZYRO0A13398g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201886,ZYRO0A06468g,ZYRO0A06468g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201887,ZYRO0A06490g,ZYRO0A06490g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201888,ZYRO0A06512g,ZYRO0A06512g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8201889,ZYRO0A06534g,ZYRO0A06534g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201890,ZYRO0A06556r,ZYRO0A06556r,-,-,A,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8201891,ZYRO0A06578g,ZYRO0A06578g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201892,ZYRO0A06600g,ZYRO0A06600g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201893,ZYRO0A06622g,ZYRO0A06622g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201894,ZYRO0A06644g,ZYRO0A06644g,-,-,A,-,mitochondrial 37S ribosomal protein MRP1,protein-coding,-,-,-,-,20180130,-
4956,8201895,ZYRO0A06666g,ZYRO0A06666g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201896,ZYRO0A00858g,ZYRO0A00858g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8201897,ZYRO0A00880g,ZYRO0A00880g,-,-,A,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
