#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
192010,26836085,nad3,AYC56_gp02,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210607,-
192010,65079438,FMAN_00165,FMAN_00165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079439,FMAN_00166,FMAN_00166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079440,FMAN_00167,FMAN_00167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079441,FMAN_00168,FMAN_00168,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079442,FMAN_00169,FMAN_00169,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079443,FMAN_00170,FMAN_00170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079444,FMAN_00171,FMAN_00171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079445,FMAN_00172,FMAN_00172,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079446,FMAN_00173,FMAN_00173,-,-,Unknown,-,putative transporter MCH1,protein-coding,-,-,-,putative transporter MCH1,20210607,-
192010,65079447,FMAN_00174,FMAN_00174,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079448,FMAN_00175,FMAN_00175,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079449,FMAN_00176,FMAN_00176,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079450,FMAN_00177,FMAN_00177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079451,FMAN_00178,FMAN_00178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079452,FMAN_00179,FMAN_00179,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079453,FMAN_00180,FMAN_00180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079454,FMAN_00181,FMAN_00181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079455,FMAN_00182,FMAN_00182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079456,FMAN_00183,FMAN_00183,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079457,FMAN_00184,FMAN_00184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079458,FMAN_00185,FMAN_00185,-,-,Unknown,-,putative pH-response regulator palA protein,protein-coding,-,-,-,putative pH-response regulator palA protein,20210607,-
192010,65079459,FMAN_00186,FMAN_00186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079460,FMAN_00187,FMAN_00187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079461,FMAN_00188,FMAN_00188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079462,FMAN_00189,FMAN_00189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079463,FMAN_00190,FMAN_00190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079464,FMAN_00191,FMAN_00191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079465,FMAN_00192,FMAN_00192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079466,FMAN_00193,FMAN_00193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079467,FMAN_00194,FMAN_00194,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079468,FMAN_00195,FMAN_00195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079469,FMAN_00196,FMAN_00196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079470,FMAN_00197,FMAN_00197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079471,FMAN_00198,FMAN_00198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079472,FMAN_00199,FMAN_00199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079473,FMAN_00200,FMAN_00200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079474,FMAN_00201,FMAN_00201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079475,FMAN_00202,FMAN_00202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079476,FMAN_00203,FMAN_00203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079477,FMAN_00204,FMAN_00204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079478,FMAN_00205,FMAN_00205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079479,FMAN_00206,FMAN_00206,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079480,FMAN_00207,FMAN_00207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079481,FMAN_00208,FMAN_00208,-,-,Unknown,-,"related to nitrilases, putative pseudogene",protein-coding,-,-,-,"related to nitrilases, putative pseudogene",20210607,-
192010,65079482,FMAN_00209,FMAN_00209,-,-,Unknown,-,putative recombinational repair protein mus-23,protein-coding,-,-,-,putative recombinational repair protein mus-23,20210607,-
192010,65079483,FMAN_00210,FMAN_00210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079484,FMAN_00211,FMAN_00211,-,-,Unknown,-,putative DIP5-glutamate and aspartate permease,protein-coding,-,-,-,putative DIP5-glutamate and aspartate permease,20210607,-
192010,65079485,FMAN_00212,FMAN_00212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079486,FMAN_00213,FMAN_00213,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079487,FMAN_00214,FMAN_00214,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079488,FMAN_00215,FMAN_00215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079489,FMAN_00216,FMAN_00216,-,-,Unknown,-,"putative signal transduction scaffold protein, essential for virulence and fertility",protein-coding,-,-,-,"putative signal transduction scaffold protein, essential for virulence and fertility",20210607,-
192010,65079490,FMAN_00217,FMAN_00217,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079491,FMAN_00218,FMAN_00218,-,-,Unknown,-,putative PHO88 (involved in phosphate transport),protein-coding,-,-,-,putative PHO88 (involved in phosphate transport),20210607,-
192010,65079492,FMAN_00219,FMAN_00219,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079493,FMAN_00220,FMAN_00220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079494,FMAN_00221,FMAN_00221,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079495,FMAN_00222,FMAN_00222,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079496,FMAN_00223,FMAN_00223,-,-,Unknown,-,putative thiamine repressed nmt1 protein,protein-coding,-,-,-,putative thiamine repressed nmt1 protein,20210607,-
192010,65079497,FMAN_00224,FMAN_00224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079498,FMAN_00225,FMAN_00225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079499,FMAN_00226,FMAN_00226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079500,FMAN_00227,FMAN_00227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079501,FMAN_00228,FMAN_00228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079502,FMAN_00229,FMAN_00229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079503,FMAN_00230,FMAN_00230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079504,FMAN_00231,FMAN_00231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079505,FMAN_00232,FMAN_00232,-,-,Unknown,-,putative ATP dependent RNA helicase,protein-coding,-,-,-,putative ATP dependent RNA helicase,20210607,-
192010,65079506,FMAN_00233,FMAN_00233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079507,FMAN_00234,FMAN_00234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079508,FMAN_00235,FMAN_00235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079509,FMAN_00236,FMAN_00236,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079510,FMAN_00237,FMAN_00237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079511,FMAN_00238,FMAN_00238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079512,FMAN_00239,FMAN_00239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079513,FMAN_00240,FMAN_00240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079514,FMAN_00241,FMAN_00241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079515,FMAN_00242,FMAN_00242,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079516,FMAN_00243,FMAN_00243,-,-,Unknown,-,"putative chorismate synthase/flavin reductase, NADPH-dependent",protein-coding,-,-,-,"putative chorismate synthase/flavin reductase, NADPH-dependent",20210607,-
192010,65079517,FMAN_00244,FMAN_00244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079518,FMAN_00245,FMAN_00245,-,-,Unknown,-,putative protein kinase PAK1,protein-coding,-,-,-,putative protein kinase PAK1,20210607,-
192010,65079519,FMAN_00246,FMAN_00246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079520,FMAN_00247,FMAN_00247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079521,FMAN_00248,FMAN_00248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079522,FMAN_00249,FMAN_00249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079523,FMAN_00250,FMAN_00250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079524,FMAN_00251,FMAN_00251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079525,FMAN_00252,FMAN_00252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079526,FMAN_00253,FMAN_00253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079527,FMAN_00254,FMAN_00254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079528,FMAN_00255,FMAN_00255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079529,FMAN_00256,FMAN_00256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079530,FMAN_00257,FMAN_00257,-,-,Unknown,-,related to NADPH quinone oxidoreductase homolog PIG3,protein-coding,-,-,-,related to NADPH quinone oxidoreductase homolog PIG3,20210607,-
192010,65079531,FMAN_00258,FMAN_00258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079532,FMAN_00259,FMAN_00259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079533,FMAN_00260,FMAN_00260,-,-,Unknown,-,putative histone H2A F/Z family member HTZ1,protein-coding,-,-,-,putative histone H2A F/Z family member HTZ1,20210607,-
192010,65079534,FMAN_00261,FMAN_00261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079535,FMAN_00262,FMAN_00262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079536,FMAN_00263,FMAN_00263,-,-,Unknown,-,putative ERD2-ER lumen protein-retaining receptor,protein-coding,-,-,-,putative ERD2-ER lumen protein-retaining receptor,20210607,-
192010,65079537,FMAN_00264,FMAN_00264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079538,FMAN_00265,FMAN_00265,-,-,Unknown,-,"putative ribosomal protein S19, mitochondrial",protein-coding,-,-,-,"putative ribosomal protein S19, mitochondrial",20210607,-
192010,65079539,FMAN_00266,FMAN_00266,-,-,Unknown,-,putative cellulase precursor,protein-coding,-,-,-,putative cellulase precursor,20210607,-
192010,65079540,FMAN_00267,FMAN_00267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079541,FMAN_00268,FMAN_00268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079542,FMAN_00269,FMAN_00269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079543,FMAN_00270,FMAN_00270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079544,FMAN_00271,FMAN_00271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079545,FMAN_00272,FMAN_00272,-,-,Unknown,-,related to dna mismatch repair homologue (hpms2),protein-coding,-,-,-,related to dna mismatch repair homologue (hpms2),20210607,-
192010,65079546,FMAN_00273,FMAN_00273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079547,FMAN_00274,FMAN_00274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079548,FMAN_00275,FMAN_00275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079549,FMAN_00276,FMAN_00276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079550,FMAN_00277,FMAN_00277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079551,FMAN_00278,FMAN_00278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079552,FMAN_00279,FMAN_00279,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079553,FMAN_00280,FMAN_00280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079554,FMAN_00281,FMAN_00281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079555,FMAN_00282,FMAN_00282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079556,FMAN_00283,FMAN_00283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079557,FMAN_00284,FMAN_00284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079558,FMAN_00285,FMAN_00285,-,-,Unknown,-,putative pectin lyase precursor,protein-coding,-,-,-,putative pectin lyase precursor,20210607,-
192010,65079559,FMAN_00286,FMAN_00286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079560,FMAN_00287,FMAN_00287,-,-,Unknown,-,putative 26S protease subunit RPT6,protein-coding,-,-,-,putative 26S protease subunit RPT6,20210607,-
192010,65079561,FMAN_00288,FMAN_00288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079562,FMAN_00289,FMAN_00289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079563,FMAN_00290,FMAN_00290,-,-,Unknown,-,putative protein-tyrosine-phosphatase,protein-coding,-,-,-,putative protein-tyrosine-phosphatase,20210607,-
192010,65079564,FMAN_00291,FMAN_00291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079565,FMAN_00292,FMAN_00292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079566,FMAN_00293,FMAN_00293,-,-,Unknown,-,putative triacylglycerol lipase V precursor,protein-coding,-,-,-,putative triacylglycerol lipase V precursor,20210607,-
192010,65079567,FMAN_00294,FMAN_00294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079568,FMAN_00295,FMAN_00295,-,-,Unknown,-,putative Arp2/3 complex subunit ARC18,protein-coding,-,-,-,putative Arp2/3 complex subunit ARC18,20210607,-
192010,65079569,FMAN_00296,FMAN_00296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079570,FMAN_00297,FMAN_00297,-,-,Unknown,-,putative translation initiation factor 3 (eIF-3) zeta subunit,protein-coding,-,-,-,putative translation initiation factor 3 (eIF-3) zeta subunit,20210607,-
192010,65079571,FMAN_00298,FMAN_00298,-,-,Unknown,-,putative flavin-containing monooxygenase,protein-coding,-,-,-,putative flavin-containing monooxygenase,20210607,-
192010,65079572,FMAN_00299,FMAN_00299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079573,FMAN_00300,FMAN_00300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079574,FMAN_00301,FMAN_00301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210608,-
192010,65079575,FMAN_00302,FMAN_00302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079576,FMAN_00303,FMAN_00303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65079577,FMAN_00304,FMAN_00304,-,-,Unknown,-,putative mitochondrial phosphate transport protein MIR1,protein-coding,-,-,-,putative mitochondrial phosphate transport protein MIR1,20210607,-
192010,65079578,FMAN_00305,FMAN_00305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
