#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
120017,64860427,UHO2_00001,UHO2_00001,-,-,Unknown,-,putative zinc metallo-protease,protein-coding,-,-,-,putative zinc metallo-protease,20210514,-
120017,64860610,UHO2_00184,UHO2_00184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860611,UHO2_00185,UHO2_00185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860612,UHO2_00186,UHO2_00186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860613,UHO2_00187,UHO2_00187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860614,UHO2_00188,UHO2_00188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860615,UHO2_00189,UHO2_00189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860616,UHO2_00190,UHO2_00190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860617,UHO2_00191,UHO2_00191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860618,UHO2_00192,UHO2_00192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860619,UHO2_00193,UHO2_00193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860620,UHO2_00194,UHO2_00194,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860621,UHO2_00195,UHO2_00195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860622,UHO2_00196,UHO2_00196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860623,UHO2_00197,UHO2_00197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860624,UHO2_00198,UHO2_00198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860625,UHO2_00199,UHO2_00199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860626,UHO2_00200,UHO2_00200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860627,UHO2_00201,UHO2_00201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860628,UHO2_00202,UHO2_00202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860629,UHO2_00203,UHO2_00203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860630,UHO2_00204,UHO2_00204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860631,UHO2_00205,UHO2_00205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860632,UHO2_00206,UHO2_00206,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860633,UHO2_00207,UHO2_00207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860634,UHO2_00208,UHO2_00208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860635,UHO2_00209,UHO2_00209,-,-,Unknown,-,related to PET127 - component of mitochondrial translation system,protein-coding,-,-,-,related to PET127 - component of mitochondrial translation system,20210514,-
120017,64860636,UHO2_00210,UHO2_00210,-,-,Unknown,-,putative 60S large subunit ribosomal protein L6,protein-coding,-,-,-,putative 60S large subunit ribosomal protein L6,20210514,-
120017,64860637,UHO2_00211,UHO2_00211,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860638,UHO2_00212,UHO2_00212,-,-,Unknown,-,putative Thiamin biosynthetic enzyme,protein-coding,-,-,-,putative Thiamin biosynthetic enzyme,20210514,-
120017,64860639,UHO2_00213,UHO2_00213,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860640,UHO2_00214,UHO2_00214,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860641,UHO2_00215,UHO2_00215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860642,UHO2_00216,UHO2_00216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860643,UHO2_00217,UHO2_00217,-,-,Unknown,-,putative pre-mRNA splicing factor prp1,protein-coding,-,-,-,putative pre-mRNA splicing factor prp1,20210514,-
120017,64860644,UHO2_00218,UHO2_00218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860645,UHO2_00219,UHO2_00219,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860646,UHO2_00220,UHO2_00220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860647,UHO2_00221,UHO2_00221,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860648,UHO2_00222,UHO2_00222,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860649,UHO2_00223,UHO2_00223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860650,UHO2_00224,UHO2_00224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860651,UHO2_00225,UHO2_00225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860652,UHO2_00226,UHO2_00226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860653,UHO2_00227,UHO2_00227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860654,UHO2_00228,UHO2_00228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860655,UHO2_00229,UHO2_00229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860656,UHO2_00230,UHO2_00230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860657,UHO2_00231,UHO2_00231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860658,UHO2_00232,UHO2_00232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860659,UHO2_00233,UHO2_00233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860660,UHO2_00234,UHO2_00234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860661,UHO2_00235,UHO2_00235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860662,UHO2_00236,UHO2_00236,-,-,Unknown,-,putative transposase,protein-coding,-,-,-,putative transposase,20210514,-
120017,64860663,UHO2_00237,UHO2_00237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860664,UHO2_00238,UHO2_00238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860665,UHO2_00239,UHO2_00239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860666,UHO2_00240,UHO2_00240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860667,UHO2_00241,UHO2_00241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860668,UHO2_00242,UHO2_00242,-,-,Unknown,-,putative alpha-amylase,protein-coding,-,-,-,putative alpha-amylase,20210514,-
120017,64860669,UHO2_00243,UHO2_00243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860670,UHO2_00244,UHO2_00244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860671,UHO2_00245,UHO2_00245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860672,UHO2_00246,UHO2_00246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860673,UHO2_00247,UHO2_00247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860674,UHO2_00248,UHO2_00248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860675,UHO2_00249,UHO2_00249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860676,UHO2_00250,UHO2_00250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860677,UHO2_00251,UHO2_00251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860678,UHO2_00252,UHO2_00252,-,-,Unknown,-,"putative CTT1 - catalase T, cytosolic",protein-coding,-,-,-,"putative CTT1 - catalase T, cytosolic",20210514,-
120017,64860679,UHO2_00253,UHO2_00253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860680,UHO2_00254,UHO2_00254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860681,UHO2_00255,UHO2_00255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860682,UHO2_00256,UHO2_00256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860683,UHO2_00257,UHO2_00257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860684,UHO2_00258,UHO2_00258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860685,UHO2_00259,UHO2_00259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860686,UHO2_00261,UHO2_00261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860687,UHO2_00262,UHO2_00262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860688,UHO2_00263,UHO2_00263,-,-,Unknown,-,putative HEM13 - coproporphyrinogen III oxidase,protein-coding,-,-,-,putative HEM13 - coproporphyrinogen III oxidase,20210514,-
120017,64860689,UHO2_00264,UHO2_00264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860690,UHO2_00265,UHO2_00265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860691,UHO2_00266,UHO2_00266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860692,UHO2_00267,UHO2_00267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860693,UHO2_00268,UHO2_00268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860694,UHO2_00269,UHO2_00269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860695,UHO2_00270,UHO2_00270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860696,UHO2_00271,UHO2_00271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860697,UHO2_00272,UHO2_00272,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860698,UHO2_00273,UHO2_00273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860699,UHO2_00274,UHO2_00274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860700,UHO2_00275,UHO2_00275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860701,UHO2_00276,UHO2_00276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860702,UHO2_00277,UHO2_00277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860703,UHO2_00278,UHO2_00278,-,-,Unknown,-,putative KAE1 - Putative O-sialo-glycoprotein-endopeptidase A1,protein-coding,-,-,-,putative KAE1 - Putative O-sialo-glycoprotein-endopeptidase A1,20210514,-
120017,64860704,UHO2_00279,UHO2_00279,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860705,UHO2_00280,UHO2_00280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860706,UHO2_00281,UHO2_00281,-,-,Unknown,-,related to TAF12 - subunit of TFIID and SAGA complexes,protein-coding,-,-,-,related to TAF12 - subunit of TFIID and SAGA complexes,20210514,-
120017,64860707,UHO2_00282,UHO2_00282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860708,UHO2_00283,UHO2_00283,-,-,Unknown,-,"related to NOC4 - nucleolar protein, mediates maturation and nuclear export of 40S ribosomal subunits",protein-coding,-,-,-,"related to NOC4 - nucleolar protein, mediates maturation and nuclear export of 40S ribosomal subunits",20210514,-
120017,64860709,UHO2_00284,UHO2_00284,-,-,Unknown,-,putative MAP kinase,protein-coding,-,-,-,putative MAP kinase,20210514,-
120017,64860710,UHO2_00285,UHO2_00285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860711,UHO2_00286,UHO2_00286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860712,UHO2_00287,UHO2_00287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860713,UHO2_00288,UHO2_00288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860714,UHO2_00289,UHO2_00289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860715,UHO2_00290,UHO2_00290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860716,UHO2_00291,UHO2_00291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860717,UHO2_00292,UHO2_00292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860718,UHO2_00293,UHO2_00293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860719,UHO2_00294,UHO2_00294,-,-,Unknown,-,putative IMP3 - component of the U3 small nucleolar ribonucleoprotein,protein-coding,-,-,-,putative IMP3 - component of the U3 small nucleolar ribonucleoprotein,20210514,-
120017,64860720,UHO2_00295,UHO2_00295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860721,UHO2_00296,UHO2_00296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860722,UHO2_00297,UHO2_00297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860723,UHO2_00298,UHO2_00298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860724,UHO2_00299,UHO2_00299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860725,UHO2_00300,UHO2_00300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860726,UHO2_00301,UHO2_00301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860727,UHO2_00302,UHO2_00302,-,-,Unknown,-,putative CTP1 - Mitochondrial citrate transporter - member of the mitochondrial carrier (MCF) family,protein-coding,-,-,-,putative CTP1 - Mitochondrial citrate transporter - member of the mitochondrial carrier (MCF) family,20210514,-
120017,64860728,UHO2_00303,UHO2_00303,-,-,Unknown,-,putative NHP6B - nonhistone chromosomal protein,protein-coding,-,-,-,putative NHP6B - nonhistone chromosomal protein,20210514,-
120017,64860729,UHO2_00304,UHO2_00304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860730,UHO2_00305,UHO2_00305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860731,UHO2_00306,UHO2_00306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860732,UHO2_00307,UHO2_00307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860733,UHO2_00308,UHO2_00308,-,-,Unknown,-,putative translation initiation factor eIF2 gamma chain,protein-coding,-,-,-,putative translation initiation factor eIF2 gamma chain,20210514,-
120017,64860734,UHO2_00309,UHO2_00309,-,-,Unknown,-,related to SYP1/YCR030C,protein-coding,-,-,-,related to SYP1/YCR030C,20210514,-
120017,64860735,UHO2_00310,UHO2_00310,-,-,Unknown,-,putative osmotic sensitive-2 protein (putative mitogen-activated protein (MAP) kinase homolog),protein-coding,-,-,-,putative osmotic sensitive-2 protein (putative mitogen-activated protein (MAP) kinase homolog),20210514,-
120017,64860736,UHO2_00311,UHO2_00311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860737,UHO2_00312,UHO2_00312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860738,UHO2_00313,UHO2_00313,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860739,UHO2_00314,UHO2_00314,-,-,Unknown,-,putative 40S ribosomal protein S9,protein-coding,-,-,-,putative 40S ribosomal protein S9,20210514,-
120017,64860740,UHO2_00315,UHO2_00315,-,-,Unknown,-,putative 60s ribosomal protein L21-A,protein-coding,-,-,-,putative 60s ribosomal protein L21-A,20210514,-
120017,64860741,UHO2_00316,UHO2_00316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860742,UHO2_00317,UHO2_00317,-,-,Unknown,-,putative CCT6 - component of chaperonin-containing T-complex (zeta subunit),protein-coding,-,-,-,putative CCT6 - component of chaperonin-containing T-complex (zeta subunit),20210514,-
120017,64860743,UHO2_00318,UHO2_00318,-,-,Unknown,-,related to SFT2/YBL102W,protein-coding,-,-,-,related to SFT2/YBL102W,20210514,-
120017,64860744,UHO2_00319,UHO2_00319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64860745,UHO2_00320,UHO2_00320,-,-,Unknown,-,putative RNA-binding protein,protein-coding,-,-,-,putative RNA-binding protein,20210514,-
120017,64860746,UHO2_00321,UHO2_00321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
