#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1365176,16572651,N186_RS00010,N186_RS00010,N186_00010,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16572831,N186_RS00890,N186_RS00890,N186_00915,-,-,-,AAA-associated domain-containing protein,protein-coding,-,-,-,AAA-associated domain-containing protein,20201026,-
1365176,16572832,N186_RS00895,N186_RS00895,N186_00920,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20201026,-
1365176,16572833,N186_RS00900,N186_RS00900,N186_00925,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
1365176,16572834,N186_RS00905,N186_RS00905,N186_00930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572835,N186_RS00910,N186_RS00910,N186_00935,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572836,N186_RS00915,N186_RS00915,N186_00940,-,-,-,nucleoside 2-deoxyribosyltransferase,protein-coding,-,-,-,nucleoside 2-deoxyribosyltransferase,20201026,-
1365176,16572837,N186_RS00920,N186_RS00920,N186_00945,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20201026,-
1365176,16572838,N186_RS00925,N186_RS00925,N186_00950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572839,N186_RS00930,N186_RS00930,N186_00955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572840,N186_RS00935,N186_RS00935,N186_00960,-,-,-,HAD-IA family hydrolase,protein-coding,-,-,-,HAD-IA family hydrolase,20201026,-
1365176,16572841,N186_RS00940,N186_RS00940,N186_00965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1365176,16572842,N186_RS00945,N186_RS00945,N186_00970,-,-,-,DUF4430 domain-containing protein,protein-coding,-,-,-,DUF4430 domain-containing protein,20210529,-
1365176,16572843,N186_RS00950,N186_RS00950,N186_00975,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20201026,-
1365176,16572844,N186_RS00955,N186_RS00955,N186_00980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572845,N186_RS00960,N186_RS00960,N186_00985,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20201026,-
1365176,16572846,N186_RS00965,N186_RS00965,N186_00990,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20200829,-
1365176,16572847,N186_RS00970,N186_RS00970,N186_00995,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20201026,-
1365176,16572848,N186_RS00975,N186_RS00975,N186_01000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572849,N186_RS00980,N186_RS00980,N186_01005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572850,N186_RS00985,N186_RS00985,N186_01010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572851,N186_RS00990,N186_RS00990,N186_01015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,16572852,N186_RS00995,N186_RS00995,N186_01020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572853,N186_RS01000,N186_RS01000,N186_01025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572854,N186_RS01005,N186_RS01005,N186_01030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572855,N186_RS01010,N186_RS01010,N186_01035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572856,cyaB,N186_RS01015,N186_01040,-,-,-,class IV adenylate cyclase,protein-coding,-,-,-,class IV adenylate cyclase,20200829,-
1365176,16572857,N186_RS01020,N186_RS01020,N186_01045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572858,N186_RS01025,N186_RS01025,N186_01050,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20200829,-
1365176,16572859,amrS,N186_RS01030,N186_01055,-,-,-,AmmeMemoRadiSam system radical SAM enzyme,protein-coding,-,-,-,AmmeMemoRadiSam system radical SAM enzyme,20200829,-
1365176,16572860,N186_RS01035,N186_RS01035,N186_01060,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20200829,-
1365176,16572861,N186_RS01040,N186_RS01040,N186_01065,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20200829,-
1365176,16572862,N186_RS01045,N186_RS01045,N186_01070,-,-,-,TldD/PmbA family protein,protein-coding,-,-,-,TldD/PmbA family protein,20200829,-
1365176,16572863,N186_RS01050,N186_RS01050,N186_01075,-,-,-,formate dehydrogenase accessory protein FdhE,protein-coding,-,-,-,formate dehydrogenase accessory protein FdhE,20200829,-
1365176,16572864,N186_RS01055,N186_RS01055,N186_01080,-,-,-,DUF89 family protein,protein-coding,-,-,-,DUF89 family protein,20210529,-
1365176,16572865,N186_RS01060,N186_RS01060,N186_01085,-,-,-,DUF86 domain-containing protein,protein-coding,-,-,-,DUF86 domain-containing protein,20200829,-
1365176,16572866,N186_RS01065,N186_RS01065,N186_01090,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200919,-
1365176,16572867,N186_RS01070,N186_RS01070,N186_01095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572868,N186_RS01075,N186_RS01075,N186_01100,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200829,-
1365176,16572869,N186_RS01080,N186_RS01080,N186_01105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572870,N186_RS01085,N186_RS01085,N186_01110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572871,N186_RS01090,N186_RS01090,N186_01115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,16572872,N186_RS01095,N186_RS01095,N186_01120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572873,N186_RS01100,N186_RS01100,N186_01125,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20210529,-
1365176,16572874,N186_RS01105,N186_RS01105,N186_01130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572875,N186_RS01110,N186_RS01110,N186_01135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572878,N186_RS01125,N186_RS01125,N186_01150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572880,N186_RS01130,N186_RS01130,N186_01160,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16572881,N186_RS01135,N186_RS01135,N186_01165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572882,N186_RS01140,N186_RS01140,N186_01170,-,-,-,roadblock/LC7 domain-containing protein,protein-coding,-,-,-,roadblock/LC7 domain-containing protein,20201026,-
1365176,16572883,N186_RS01145,N186_RS01145,N186_01175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572884,N186_RS01150,N186_RS01150,N186_01180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572885,N186_RS01155,N186_RS01155,N186_01185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572887,N186_RS01165,N186_RS01165,N186_01195,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20200919,-
1365176,16572888,N186_RS01170,N186_RS01170,N186_01200,-,-,-,type II restriction endonuclease,protein-coding,-,-,-,type II restriction endonuclease,20210529,-
1365176,16572889,N186_RS01175,N186_RS01175,N186_01205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572890,N186_RS01180,N186_RS01180,N186_01210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572891,N186_RS01185,N186_RS01185,N186_01215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572892,N186_RS01190,N186_RS01190,N186_01220,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210529,-
1365176,16572893,N186_RS01195,N186_RS01195,N186_01225,-,-,-,purine-nucleoside phosphorylase,protein-coding,-,-,-,purine-nucleoside phosphorylase,20201026,-
1365176,16572894,N186_RS01200,N186_RS01200,N186_01230,-,-,-,FkbM family methyltransferase,protein-coding,-,-,-,FkbM family methyltransferase,20201026,-
1365176,16572895,N186_RS01205,N186_RS01205,N186_01235,-,-,-,purine-nucleoside phosphorylase,protein-coding,-,-,-,purine-nucleoside phosphorylase,20201026,-
1365176,16572896,N186_RS01210,N186_RS01210,N186_01240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572897,N186_RS01215,N186_RS01215,N186_01245,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20210529,-
1365176,16572898,N186_RS01220,N186_RS01220,N186_01250,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20201026,-
1365176,16572899,N186_RS01225,N186_RS01225,N186_01255,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,protein-coding,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,20200829,-
1365176,16572900,N186_RS01230,N186_RS01230,N186_01260,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200829,-
1365176,16572901,N186_RS01235,N186_RS01235,N186_01265,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20201217,-
1365176,16572902,N186_RS01240,N186_RS01240,N186_01270,-,-,-,LacI family DNA-binding transcriptional regulator,protein-coding,-,-,-,LacI family DNA-binding transcriptional regulator,20210529,-
1365176,16572903,N186_RS01245,N186_RS01245,N186_01275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572904,N186_RS01250,N186_RS01250,N186_01280,-,-,-,TIGR04190 family B12-binding domain/radical SAM domain protein,protein-coding,-,-,-,TIGR04190 family B12-binding domain/radical SAM domain protein,20201026,-
1365176,16572905,N186_RS01255,N186_RS01255,N186_01285,-,-,-,TIGR04084 family radical SAM/SPASM domain-containing protein,protein-coding,-,-,-,TIGR04084 family radical SAM/SPASM domain-containing protein,20200829,-
1365176,16572906,N186_RS01260,N186_RS01260,N186_01290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572907,N186_RS01265,N186_RS01265,N186_01295,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20200829,-
1365176,16572908,N186_RS01270,N186_RS01270,N186_01300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572909,N186_RS01275,N186_RS01275,N186_01305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572910,N186_RS01280,N186_RS01280,N186_01310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572911,N186_RS01285,N186_RS01285,N186_01315,-,-,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20201217,-
1365176,16572912,N186_RS01290,N186_RS01290,N186_01320,-,-,-,pyridoxal phosphate-dependent aminotransferase,protein-coding,-,-,-,pyridoxal phosphate-dependent aminotransferase,20200829,-
1365176,16572913,N186_RS01295,N186_RS01295,N186_01325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572914,N186_RS01300,N186_RS01300,N186_01330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572916,glmS,N186_RS01305,N186_01340,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),protein-coding,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),20200829,-
1365176,16572917,N186_RS01310,N186_RS01310,N186_01345,-,-,-,NTP transferase domain-containing protein,protein-coding,-,-,-,NTP transferase domain-containing protein,20210529,-
1365176,16572918,N186_RS01315,N186_RS01315,N186_01350,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20201217,-
1365176,16572919,N186_RS01320,N186_RS01320,N186_01355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572922,N186_RS01325,N186_RS01325,N186_01370,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210529,-
1365176,16572923,N186_RS01330,N186_RS01330,N186_01375,-,-,-,UbiD family decarboxylase,protein-coding,-,-,-,UbiD family decarboxylase,20201217,-
1365176,16572924,N186_RS01335,N186_RS01335,N186_01380,-,-,-,DUF2153 domain-containing protein,protein-coding,-,-,-,DUF2153 domain-containing protein,20201026,-
1365176,16572925,N186_RS01340,N186_RS01340,N186_01385,-,-,-,AMP phosphorylase,protein-coding,-,-,-,AMP phosphorylase,20201026,-
1365176,16572926,N186_RS01345,N186_RS01345,N186_01390,-,-,-,aldehyde ferredoxin oxidoreductase family protein,protein-coding,-,-,-,aldehyde ferredoxin oxidoreductase family protein,20201026,-
1365176,16572927,N186_RS01350,N186_RS01350,N186_01395,-,-,-,MoaD/ThiS family protein,protein-coding,-,-,-,MoaD/ThiS family protein,20200829,-
1365176,16572928,N186_RS01355,N186_RS01355,N186_01400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572929,N186_RS01360,N186_RS01360,N186_01405,-,-,-,YkgJ family cysteine cluster protein,protein-coding,-,-,-,YkgJ family cysteine cluster protein,20200831,-
1365176,16572930,N186_RS01365,N186_RS01365,N186_01410,-,-,-,DUF120 domain-containing protein,protein-coding,-,-,-,DUF120 domain-containing protein,20200829,-
1365176,16572931,N186_RS01370,N186_RS01370,N186_01415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572932,N186_RS01375,N186_RS01375,N186_01420,-,-,-,archaemetzincin family Zn-dependent metalloprotease,protein-coding,-,-,-,archaemetzincin family Zn-dependent metalloprotease,20200919,-
1365176,16572933,N186_RS01380,N186_RS01380,N186_01425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572934,N186_RS01385,N186_RS01385,N186_01430,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20201217,-
1365176,16572935,metG,N186_RS01390,N186_01435,-,-,-,methionine--tRNA ligase subunit beta,protein-coding,-,-,-,methionine--tRNA ligase subunit beta,20201026,-
1365176,16572936,N186_RS01395,N186_RS01395,N186_01440,-,-,-,winged helix DNA-binding protein,protein-coding,-,-,-,winged helix DNA-binding protein,20201217,-
1365176,16572937,N186_RS01400,N186_RS01400,N186_01445,-,-,-,cysteine hydrolase,protein-coding,-,-,-,cysteine hydrolase,20200829,-
1365176,16572938,N186_RS01405,N186_RS01405,N186_01450,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20201026,-
1365176,16572939,N186_RS01410,N186_RS01410,N186_01455,-,-,-,bifunctional nuclease family protein,protein-coding,-,-,-,bifunctional nuclease family protein,20201217,-
1365176,16572940,N186_RS01415,N186_RS01415,N186_01460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572941,N186_RS01420,N186_RS01420,N186_01465,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20200829,-
1365176,16572942,N186_RS01425,N186_RS01425,N186_01470,-,-,-,DegT/DnrJ/EryC1/StrS family aminotransferase,protein-coding,-,-,-,DegT/DnrJ/EryC1/StrS family aminotransferase,20200829,-
1365176,16572943,N186_RS01430,N186_RS01430,N186_01475,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20201026,-
1365176,16572944,eno,N186_RS01435,N186_01480,-,-,-,phosphopyruvate hydratase,protein-coding,-,-,-,phosphopyruvate hydratase,20200919,-
1365176,16572945,N186_RS01440,N186_RS01440,N186_01485,-,-,-,nucleotidyltransferase family protein,protein-coding,-,-,-,nucleotidyltransferase family protein,20201026,-
1365176,16572946,N186_RS01445,N186_RS01445,N186_01490,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20200829,-
1365176,16572947,N186_RS01450,N186_RS01450,N186_01495,-,-,-,PadR family transcriptional regulator,protein-coding,-,-,-,PadR family transcriptional regulator,20201026,-
1365176,16572948,N186_RS01455,N186_RS01455,N186_01500,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20200829,-
1365176,16572949,N186_RS01460,N186_RS01460,N186_01505,-,-,-,polyprenyl synthetase family protein,protein-coding,-,-,-,polyprenyl synthetase family protein,20200829,-
1365176,16572950,N186_RS01465,N186_RS01465,N186_01510,-,-,-,TatD family hydrolase,protein-coding,-,-,-,TatD family hydrolase,20201026,-
1365176,16572951,N186_RS01470,N186_RS01470,N186_01515,-,-,-,ATP-grasp domain-containing protein,protein-coding,-,-,-,ATP-grasp domain-containing protein,20201026,-
1365176,16572952,speE,N186_RS01475,N186_01520,-,-,-,polyamine aminopropyltransferase,protein-coding,-,-,-,polyamine aminopropyltransferase,20201026,-
1365176,16572953,N186_RS01480,N186_RS01480,N186_01525,-,-,-,metal ABC transporter substrate-binding protein,protein-coding,-,-,-,metal ABC transporter substrate-binding protein,20201026,-
1365176,16572954,N186_RS01485,N186_RS01485,N186_01530,-,-,-,metal ABC transporter ATP-binding protein,protein-coding,-,-,-,metal ABC transporter ATP-binding protein,20201026,-
1365176,16572955,N186_RS01490,N186_RS01490,N186_01535,-,-,-,metal ABC transporter permease,protein-coding,-,-,-,metal ABC transporter permease,20201026,-
1365176,16572956,N186_RS01495,N186_RS01495,N186_01540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16572957,N186_RS01500,N186_RS01500,N186_01545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16572958,N186_RS01505,N186_RS01505,N186_01550,-,-,-,purine-nucleoside phosphorylase,protein-coding,-,-,-,purine-nucleoside phosphorylase,20200829,-
1365176,16572959,N186_RS01510,N186_RS01510,N186_01555,-,-,-,metallophosphoesterase family protein,protein-coding,-,-,-,metallophosphoesterase family protein,20210529,-
1365176,16572960,N186_RS01515,N186_RS01515,N186_01560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16572961,N186_RS01520,N186_RS01520,N186_01565,-,-,-,M1 family metallopeptidase,protein-coding,-,-,-,M1 family metallopeptidase,20201217,-
