#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1324617,52325162,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia aspalathi.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1324617,64446363,odhB,BM438_RS00775,SAMN05192563_1001162,-,-,-,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,protein-coding,-,-,-,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,20210430,-
1324617,64446364,lpdA,BM438_RS00780,SAMN05192563_1001163,-,-,-,dihydrolipoyl dehydrogenase,protein-coding,-,-,-,dihydrolipoyl dehydrogenase,20210430,-
1324617,64446365,BM438_RS00785,BM438_RS00785,SAMN05192563_1001164,-,-,-,cell division protein ZapE,protein-coding,-,-,-,cell division protein ZapE,20210430,-
1324617,64446366,BM438_RS00790,BM438_RS00790,SAMN05192563_1001165,-,-,-,transposase,protein-coding,-,-,-,transposase,20210430,-
1324617,64446367,BM438_RS00795,BM438_RS00795,SAMN05192563_1001166,-,-,-,DUF2147 domain-containing protein,protein-coding,-,-,-,DUF2147 domain-containing protein,20210430,-
1324617,64446368,BM438_RS00800,BM438_RS00800,SAMN05192563_1001167,-,-,-,ShlB/FhaC/HecB family hemolysin secretion/activation protein,protein-coding,-,-,-,ShlB/FhaC/HecB family hemolysin secretion/activation protein,20210430,-
1324617,64446369,BM438_RS00805,BM438_RS00805,SAMN05192563_1001168,-,-,-,collagen-like triple helix repeat-containing protein,protein-coding,-,-,-,collagen-like triple helix repeat-containing protein,20210430,-
1324617,64446370,BM438_RS00810,BM438_RS00810,SAMN05192563_1001169,-,-,-,collagen-like triple helix repeat-containing protein,protein-coding,-,-,-,collagen-like triple helix repeat-containing protein,20210430,-
1324617,64446371,BM438_RS00815,BM438_RS00815,SAMN05192563_1001170,-,-,-,Flp family type IVb pilin,protein-coding,-,-,-,Flp family type IVb pilin,20210430,-
1324617,64446372,BM438_RS00820,BM438_RS00820,SAMN05192563_1001171,-,-,-,prepilin peptidase,protein-coding,-,-,-,prepilin peptidase,20210430,-
1324617,64446373,BM438_RS00825,BM438_RS00825,SAMN05192563_1001172,-,-,-,pilus assembly protein,protein-coding,-,-,-,pilus assembly protein,20210430,-
1324617,64446374,cpaB,BM438_RS00830,SAMN05192563_1001173,-,-,-,Flp pilus assembly protein CpaB,protein-coding,-,-,-,Flp pilus assembly protein CpaB,20210430,-
1324617,64446375,BM438_RS00835,BM438_RS00835,SAMN05192563_1001174,-,-,-,type II and III secretion system protein family protein,protein-coding,-,-,-,type II and III secretion system protein family protein,20210430,-
1324617,64446376,BM438_RS00840,BM438_RS00840,SAMN05192563_1001175,-,-,-,fimbrial protein,protein-coding,-,-,-,fimbrial protein,20210430,-
1324617,64446377,BM438_RS00845,BM438_RS00845,SAMN05192563_1001176,-,-,-,CpaF family protein,protein-coding,-,-,-,CpaF family protein,20210430,-
1324617,64446378,BM438_RS00850,BM438_RS00850,SAMN05192563_1001177,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210430,-
1324617,64446379,BM438_RS00855,BM438_RS00855,SAMN05192563_1001178,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210430,-
1324617,64446380,BM438_RS00860,BM438_RS00860,SAMN05192563_1001179,-,-,-,pilus assembly protein,protein-coding,-,-,-,pilus assembly protein,20210429,-
1324617,64446381,BM438_RS00865,BM438_RS00865,SAMN05192563_1001180,-,-,-,DUF3613 domain-containing protein,protein-coding,-,-,-,DUF3613 domain-containing protein,20210430,-
1324617,64446382,BM438_RS00870,BM438_RS00870,SAMN05192563_1001181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64446383,BM438_RS00875,BM438_RS00875,SAMN05192563_1001182,-,-,-,sigma-54-dependent Fis family transcriptional regulator,protein-coding,-,-,-,sigma-54-dependent Fis family transcriptional regulator,20210430,-
1324617,64446384,BM438_RS00880,BM438_RS00880,SAMN05192563_1001183,-,-,-,DUF2968 domain-containing protein,protein-coding,-,-,-,DUF2968 domain-containing protein,20210430,-
1324617,64446385,BM438_RS00885,BM438_RS00885,SAMN05192563_1001184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446386,BM438_RS00890,BM438_RS00890,SAMN05192563_1001185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446387,hfq,BM438_RS00895,SAMN05192563_1001186,-,-,-,RNA chaperone Hfq,protein-coding,-,-,-,RNA chaperone Hfq,20210430,-
1324617,64446388,BM438_RS00905,BM438_RS00905,SAMN05192563_1001188,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20210430,-
1324617,64446389,BM438_RS00910,BM438_RS00910,SAMN05192563_1001189,-,-,-,anti-sigma factor,protein-coding,-,-,-,anti-sigma factor,20210430,-
1324617,64446390,BM438_RS00915,BM438_RS00915,SAMN05192563_1001191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64446391,BM438_RS00920,BM438_RS00920,SAMN05192563_1001192,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20210430,-
1324617,64446392,BM438_RS00925,BM438_RS00925,SAMN05192563_1001193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446393,BM438_RS00930,BM438_RS00930,SAMN05192563_1001194,-,-,-,DUF1571 domain-containing protein,protein-coding,-,-,-,DUF1571 domain-containing protein,20210430,-
1324617,64446394,BM438_RS00935,BM438_RS00935,SAMN05192563_1001195,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210429,-
1324617,64446395,BM438_RS00940,BM438_RS00940,SAMN05192563_1001196,-,-,-,acetyl-CoA C-acetyltransferase,protein-coding,-,-,-,acetyl-CoA C-acetyltransferase,20210430,-
1324617,64446396,BM438_RS00945,BM438_RS00945,SAMN05192563_1001197,-,-,-,acyl dehydratase,protein-coding,-,-,-,acyl dehydratase,20210430,-
1324617,64446397,BM438_RS00950,BM438_RS00950,SAMN05192563_1001198,-,-,-,3-oxoacyl-ACP reductase,protein-coding,-,-,-,3-oxoacyl-ACP reductase,20210430,-
1324617,64446398,BM438_RS00955,BM438_RS00955,SAMN05192563_1001199,-,-,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20210430,-
1324617,64446399,BM438_RS00960,BM438_RS00960,SAMN05192563_1001200,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64446400,BM438_RS00965,BM438_RS00965,SAMN05192563_1001201,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64446401,BM438_RS00970,BM438_RS00970,SAMN05192563_1001202,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64446402,BM438_RS00975,BM438_RS00975,SAMN05192563_1001203,-,-,-,chloride channel protein,protein-coding,-,-,-,chloride channel protein,20210430,-
1324617,64446403,BM438_RS00980,BM438_RS00980,SAMN05192563_1001205,-,-,-,NAD(P)-dependent alcohol dehydrogenase,protein-coding,-,-,-,NAD(P)-dependent alcohol dehydrogenase,20210430,-
1324617,64446404,BM438_RS00985,BM438_RS00985,SAMN05192563_1001206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64446405,BM438_RS00990,BM438_RS00990,SAMN05192563_1001207,-,-,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20210430,-
1324617,64446406,BM438_RS00995,BM438_RS00995,SAMN05192563_1001208,-,-,-,WD40 repeat domain-containing protein,protein-coding,-,-,-,WD40 repeat domain-containing protein,20210430,-
1324617,64446407,BM438_RS01000,BM438_RS01000,SAMN05192563_1001209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446408,BM438_RS01005,BM438_RS01005,SAMN05192563_1001210,-,-,-,aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha,protein-coding,-,-,-,aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha,20210430,-
1324617,64446409,BM438_RS01010,BM438_RS01010,SAMN05192563_1001211,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,protein-coding,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,20210430,-
1324617,64446410,BM438_RS01015,BM438_RS01015,SAMN05192563_1001212,-,-,-,aromatic/alkene monooxygenase hydroxylase subunit beta,protein-coding,-,-,-,aromatic/alkene monooxygenase hydroxylase subunit beta,20210430,-
1324617,64446411,BM438_RS01020,BM438_RS01020,SAMN05192563_1001213,-,-,-,MmoB/DmpM family protein,protein-coding,-,-,-,MmoB/DmpM family protein,20210430,-
1324617,64446412,BM438_RS01025,BM438_RS01025,SAMN05192563_1001214,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210430,-
1324617,64446413,BM438_RS01030,BM438_RS01030,SAMN05192563_1001215,-,-,-,DUF59 domain-containing protein,protein-coding,-,-,-,DUF59 domain-containing protein,20210430,-
1324617,64446414,BM438_RS01035,BM438_RS01035,SAMN05192563_1001216,-,-,-,molecular chaperone GroEL,protein-coding,-,-,-,molecular chaperone GroEL,20210430,-
1324617,64446415,BM438_RS01045,BM438_RS01045,SAMN05192563_1001218,-,-,-,Nramp family divalent metal transporter,protein-coding,-,-,-,Nramp family divalent metal transporter,20210430,-
1324617,64446416,BM438_RS01050,BM438_RS01050,SAMN05192563_1001219,-,-,-,sigma-54-dependent Fis family transcriptional regulator,protein-coding,-,-,-,sigma-54-dependent Fis family transcriptional regulator,20210430,-
1324617,64446417,BM438_RS01055,BM438_RS01055,SAMN05192563_1001220,-,-,-,MCP four helix bundle domain-containing protein,protein-coding,-,-,-,MCP four helix bundle domain-containing protein,20210430,-
1324617,64446418,BM438_RS01060,BM438_RS01060,SAMN05192563_1001221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64446419,BM438_RS01065,BM438_RS01065,SAMN05192563_1001222,-,-,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210429,-
1324617,64446420,BM438_RS01070,BM438_RS01070,SAMN05192563_1001223,-,-,-,NIPSNAP family protein,protein-coding,-,-,-,NIPSNAP family protein,20210430,-
1324617,64446421,BM438_RS01075,BM438_RS01075,SAMN05192563_1001224,-,-,-,alkene reductase,protein-coding,-,-,-,alkene reductase,20210430,-
1324617,64446422,BM438_RS01080,BM438_RS01080,SAMN05192563_1001225,-,-,-,glucose 1-dehydrogenase,protein-coding,-,-,-,glucose 1-dehydrogenase,20210430,-
1324617,64446423,BM438_RS01085,BM438_RS01085,SAMN05192563_1001226,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64446424,BM438_RS01090,BM438_RS01090,SAMN05192563_1001227,-,-,-,3-oxoacyl-ACP reductase FabG,protein-coding,-,-,-,3-oxoacyl-ACP reductase FabG,20210430,-
1324617,64446425,BM438_RS01095,BM438_RS01095,SAMN05192563_1001229,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,protein-coding,-,-,-,MaoC family dehydratase N-terminal domain-containing protein,20210429,-
1324617,64446426,BM438_RS01100,BM438_RS01100,SAMN05192563_1001230,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20210430,-
1324617,64446427,BM438_RS01105,BM438_RS01105,SAMN05192563_1001231,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64446428,BM438_RS01110,BM438_RS01110,SAMN05192563_1001232,-,-,-,zinc-binding alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase family protein,20210430,-
1324617,64446429,BM438_RS01115,BM438_RS01115,SAMN05192563_1001233,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64446430,BM438_RS01120,BM438_RS01120,SAMN05192563_1001234,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64446431,BM438_RS01125,BM438_RS01125,SAMN05192563_1001235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446432,BM438_RS01130,BM438_RS01130,SAMN05192563_1001236,-,-,-,sensor histidine kinase,protein-coding,-,-,-,sensor histidine kinase,20210430,-
1324617,64446433,BM438_RS01135,BM438_RS01135,SAMN05192563_1001237,-,-,-,sigma-54-dependent Fis family transcriptional regulator,protein-coding,-,-,-,sigma-54-dependent Fis family transcriptional regulator,20210430,-
1324617,64446434,BM438_RS01140,BM438_RS01140,SAMN05192563_1001238,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64446435,BM438_RS01145,BM438_RS01145,SAMN05192563_1001239,-,-,-,cytochrome C nitrite reductase,protein-coding,-,-,-,cytochrome C nitrite reductase,20210430,-
1324617,64446436,BM438_RS01150,BM438_RS01150,SAMN05192563_1001240,-,-,-,substrate-binding domain-containing protein,protein-coding,-,-,-,substrate-binding domain-containing protein,20210430,-
1324617,64446437,BM438_RS01155,BM438_RS01155,SAMN05192563_1001241,-,-,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20210430,-
1324617,64446438,BM438_RS01160,BM438_RS01160,SAMN05192563_1001242,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210430,-
1324617,64446439,BM438_RS01165,BM438_RS01165,SAMN05192563_1001243,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64446440,BM438_RS01170,BM438_RS01170,SAMN05192563_1001244,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64446441,rnr,BM438_RS01175,SAMN05192563_1001245,-,-,-,ribonuclease R,protein-coding,-,-,-,ribonuclease R,20210430,-
1324617,64446442,rlmB,BM438_RS01180,SAMN05192563_1001246,-,-,-,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,protein-coding,-,-,-,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,20210430,-
1324617,64446443,rpiA,BM438_RS01185,SAMN05192563_1001247,-,-,-,ribose-5-phosphate isomerase RpiA,protein-coding,-,-,-,ribose-5-phosphate isomerase RpiA,20210430,-
1324617,64446444,BM438_RS01190,BM438_RS01190,SAMN05192563_1001248,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210430,-
1324617,64446445,BM438_RS01195,BM438_RS01195,SAMN05192563_1001249,-,-,-,sugar transferase,protein-coding,-,-,-,sugar transferase,20210430,-
1324617,64446446,BM438_RS01200,BM438_RS01200,SAMN05192563_1001250,-,-,-,polysaccharide biosynthesis/export family protein,protein-coding,-,-,-,polysaccharide biosynthesis/export family protein,20210430,-
1324617,64446447,BM438_RS01205,BM438_RS01205,SAMN05192563_1001251,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210430,-
1324617,64446448,BM438_RS01210,BM438_RS01210,SAMN05192563_1001252,-,-,-,calcium-binding protein,protein-coding,-,-,-,calcium-binding protein,20210429,-
1324617,64446449,BM438_RS01215,BM438_RS01215,SAMN05192563_1001253,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20210430,-
1324617,64446450,BM438_RS01220,BM438_RS01220,SAMN05192563_1001254,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20210430,-
1324617,64446451,BM438_RS01225,BM438_RS01225,SAMN05192563_1001255,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64446452,BM438_RS01230,BM438_RS01230,SAMN05192563_1001256,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210430,-
1324617,64446453,BM438_RS01235,BM438_RS01235,SAMN05192563_1001257,-,-,-,acyltransferase,protein-coding,-,-,-,acyltransferase,20210430,-
1324617,64446454,BM438_RS01240,BM438_RS01240,SAMN05192563_1001258,-,-,-,acyltransferase,protein-coding,-,-,-,acyltransferase,20210430,-
1324617,64446455,BM438_RS01245,BM438_RS01245,SAMN05192563_1001259,-,-,-,flippase,protein-coding,-,-,-,flippase,20210430,-
1324617,64446456,BM438_RS01250,BM438_RS01250,SAMN05192563_1001260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446457,BM438_RS01255,BM438_RS01255,SAMN05192563_1001261,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210429,-
1324617,64446458,BM438_RS01260,BM438_RS01260,SAMN05192563_1001262,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20210430,-
1324617,64446459,BM438_RS01265,BM438_RS01265,SAMN05192563_1001263,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210430,-
1324617,64446460,BM438_RS01270,BM438_RS01270,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64446461,BM438_RS01275,BM438_RS01275,SAMN05192563_1001265,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210430,-
1324617,64446462,BM438_RS01280,BM438_RS01280,SAMN05192563_1001266,-,-,-,dienelactone hydrolase family protein,protein-coding,-,-,-,dienelactone hydrolase family protein,20210430,-
1324617,64446463,BM438_RS01285,BM438_RS01285,SAMN05192563_1001267,-,-,-,condensation protein,protein-coding,-,-,-,condensation protein,20210430,-
1324617,64446464,BM438_RS01290,BM438_RS01290,SAMN05192563_1001268,-,-,-,hybrid non-ribosomal peptide synthetase/type I polyketide synthase,protein-coding,-,-,-,hybrid non-ribosomal peptide synthetase/type I polyketide synthase,20210430,-
1324617,64446465,BM438_RS01295,BM438_RS01295,SAMN05192563_1001269,-,-,-,4'-phosphopantetheinyl transferase superfamily protein,protein-coding,-,-,-,4'-phosphopantetheinyl transferase superfamily protein,20210430,-
1324617,64446466,BM438_RS01300,BM438_RS01300,SAMN05192563_1001270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64446467,BM438_RS01305,BM438_RS01305,SAMN05192563_1001271,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210430,-
1324617,64446468,BM438_RS01310,BM438_RS01310,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64446469,BM438_RS01315,BM438_RS01315,SAMN05192563_1001272,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,Crp/Fnr family transcriptional regulator,20210430,-
1324617,64446470,BM438_RS01320,BM438_RS01320,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64446471,BM438_RS01325,BM438_RS01325,SAMN05192563_1001273,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64446472,BM438_RS01330,BM438_RS01330,SAMN05192563_1001274,-,-,-,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,protein-coding,-,-,-,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,20210430,-
1324617,64446473,BM438_RS01335,BM438_RS01335,SAMN05192563_1001275,-,-,-,FadR family transcriptional regulator,protein-coding,-,-,-,FadR family transcriptional regulator,20210430,-
1324617,64446474,BM438_RS01340,BM438_RS01340,SAMN05192563_1001276,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20210430,-
1324617,64446475,lepB,BM438_RS01345,SAMN05192563_1001277,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20210430,-
1324617,64446476,BM438_RS01350,BM438_RS01350,SAMN05192563_1001278,-,-,-,amino acid ABC transporter permease,protein-coding,-,-,-,amino acid ABC transporter permease,20210430,-
1324617,64446477,BM438_RS01355,BM438_RS01355,SAMN05192563_1001279,-,-,-,cystine ABC transporter substrate-binding protein,protein-coding,-,-,-,cystine ABC transporter substrate-binding protein,20210430,-
1324617,64446478,BM438_RS01360,BM438_RS01360,SAMN05192563_1001280,-,-,-,quinone-dependent dihydroorotate dehydrogenase,protein-coding,-,-,-,quinone-dependent dihydroorotate dehydrogenase,20210430,-
