#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1485682,25257867,DI09_100p10,DI09_100p10,-,-,Unknown,-,tectonin beta-propeller repeat-containing protein 1,protein-coding,-,-,-,tectonin beta-propeller repeat-containing protein 1,20200318,-
1485682,25258054,DI09_113p70,DI09_113p70,-,-,Unknown,-,putative serine/threonine protein kinase,protein-coding,-,-,-,putative serine/threonine protein kinase,20200318,-
1485682,25258055,DI09_114p10,DI09_114p10,-,-,Unknown,-,tryptophanyl-trna synthetase,protein-coding,-,-,-,tryptophanyl-trna synthetase,20200318,-
1485682,25258056,DI09_114p100,DI09_114p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258057,DI09_114p110,DI09_114p110,-,-,Unknown,-,glucose-inhibited division protein A,protein-coding,-,-,-,glucose-inhibited division protein A,20200318,-
1485682,25258058,DI09_114p20,DI09_114p20,-,-,Unknown,-,maltooligosyltrehalose trehalohydrolase,protein-coding,-,-,-,maltooligosyltrehalose trehalohydrolase,20200318,-
1485682,25258059,DI09_114p30,DI09_114p30,-,-,Unknown,-,DnaJ domain-containing protein,protein-coding,-,-,-,DnaJ domain-containing protein,20200318,-
1485682,25258060,DI09_114p40,DI09_114p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258061,DI09_114p50,DI09_114p50,-,-,Unknown,-,HMGbox protein,protein-coding,-,-,-,HMGbox protein,20200318,-
1485682,25258062,DI09_114p60,DI09_114p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258063,DI09_114p70,DI09_114p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258064,DI09_114p80,DI09_114p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258065,DI09_114p90,DI09_114p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258066,DI09_115p10,DI09_115p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258067,DI09_115p100,DI09_115p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258068,DI09_115p110,DI09_115p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258069,DI09_115p120,DI09_115p120,-,-,Unknown,-,putative zn2+-binding dehydrogenase nuclear receptor binding factor-1,protein-coding,-,-,-,putative zn2+-binding dehydrogenase nuclear receptor binding factor-1,20200318,-
1485682,25258070,DI09_115p130,DI09_115p130,-,-,Unknown,-,putative mitochondrial enoyl protein,protein-coding,-,-,-,putative mitochondrial enoyl protein,20200318,-
1485682,25258071,DI09_115p140,DI09_115p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258072,DI09_115p20,DI09_115p20,-,-,Unknown,-,proteasome subunit beta type,protein-coding,-,-,-,proteasome subunit beta type,20200318,-
1485682,25258073,DI09_115p30,DI09_115p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258074,DI09_115p40,DI09_115p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258075,DI09_115p50,DI09_115p50,-,-,Unknown,-,DNA repair and recombination protein RadB,protein-coding,-,-,-,DNA repair and recombination protein RadB,20200318,-
1485682,25258076,DI09_115p60,DI09_115p60,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200318,-
1485682,25258077,DI09_115p70,DI09_115p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258078,DI09_115p80,DI09_115p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258079,DI09_115p90,DI09_115p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258080,DI09_116p10,DI09_116p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258081,DI09_116p100,DI09_116p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258082,DI09_116p20,DI09_116p20,-,-,Unknown,-,type IV NAD(P)H:quinone oxidoreductase,protein-coding,-,-,-,type IV NAD(P)H:quinone oxidoreductase,20200318,-
1485682,25258083,DI09_116p30,DI09_116p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258084,DI09_116p40,DI09_116p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258085,DI09_116p50,DI09_116p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258086,DI09_116p60,DI09_116p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258087,DI09_116p70,DI09_116p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258088,DI09_116p80,DI09_116p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258089,DI09_116p90,DI09_116p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258090,DI09_117p10,DI09_117p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258091,DI09_117p20,DI09_117p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258092,DI09_117p30,DI09_117p30,-,-,Unknown,-,O-acyltransferase,protein-coding,-,-,-,O-acyltransferase,20200318,-
1485682,25258093,DI09_117p40,DI09_117p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258094,DI09_117p50,DI09_117p50,-,-,Unknown,-,subunit 2 of condensin complex,protein-coding,-,-,-,subunit 2 of condensin complex,20200318,-
1485682,25258095,DI09_117p60,DI09_117p60,-,-,Unknown,-,succinate dehydrogenase Sdh1,protein-coding,-,-,-,succinate dehydrogenase Sdh1,20200318,-
1485682,25258096,DI09_117p70,DI09_117p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258097,DI09_117p80,DI09_117p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258098,DI09_117p90,DI09_117p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258099,DI09_118p10,DI09_118p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258100,DI09_118p100,DI09_118p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258101,DI09_118p20,DI09_118p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258102,DI09_118p30,DI09_118p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258103,DI09_118p40,DI09_118p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258104,DI09_118p50,DI09_118p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258105,DI09_118p60,DI09_118p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258106,DI09_118p70,DI09_118p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258107,DI09_118p80,DI09_118p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258108,DI09_118p90,DI09_118p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258109,DI09_119p10,DI09_119p10,-,-,Unknown,-,putative deaminase,protein-coding,-,-,-,putative deaminase,20200318,-
1485682,25258110,DI09_119p20,DI09_119p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258111,DI09_119p30,DI09_119p30,-,-,Unknown,-,60S ribosomal protein L13,protein-coding,-,-,-,60S ribosomal protein L13,20200318,-
1485682,25258112,DI09_119p40,DI09_119p40,-,-,Unknown,-,40S ribosomal protein S16,protein-coding,-,-,-,40S ribosomal protein S16,20200318,-
1485682,25258113,DI09_119p50,DI09_119p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258114,DI09_119p60,DI09_119p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258115,DI09_119p70,DI09_119p70,-,-,Unknown,-,ATP-dependent RNA helicase DDX3X,protein-coding,-,-,-,ATP-dependent RNA helicase DDX3X,20200318,-
1485682,25258116,DI09_119p80,DI09_119p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258117,DI09_11p10,DI09_11p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258118,DI09_11p100,DI09_11p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258119,DI09_11p110,DI09_11p110,-,-,Unknown,-,putative heat shock protein Hsp88,protein-coding,-,-,-,putative heat shock protein Hsp88,20200318,-
1485682,25258120,DI09_11p120,DI09_11p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258121,DI09_11p130,DI09_11p130,-,-,Unknown,-,putative GTP-binding protein EngB,protein-coding,-,-,-,putative GTP-binding protein EngB,20200318,-
1485682,25258122,DI09_11p140,DI09_11p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258123,DI09_11p150,DI09_11p150,-,-,Unknown,-,phosphatidate cytidylyltransferase,protein-coding,-,-,-,phosphatidate cytidylyltransferase,20200318,-
1485682,25258124,DI09_11p160,DI09_11p160,-,-,Unknown,-,peroxiredoxin 2,protein-coding,-,-,-,peroxiredoxin 2,20200318,-
1485682,25258125,DI09_11p170,DI09_11p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258126,DI09_11p180,DI09_11p180,-,-,Unknown,-,histone H3,protein-coding,-,-,-,histone H3,20200318,-
1485682,25258127,DI09_11p190,DI09_11p190,-,-,Unknown,-,histone H4,protein-coding,-,-,-,histone H4,20200318,-
1485682,25258128,DI09_11p20,DI09_11p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258129,DI09_11p200,DI09_11p200,-,-,Unknown,-,succinate-CoA ligase,protein-coding,-,-,-,succinate-CoA ligase,20200318,-
1485682,25258130,DI09_11p210,DI09_11p210,-,-,Unknown,-,MutS protein 4,protein-coding,-,-,-,MutS protein 4,20200318,-
1485682,25258131,DI09_11p220,DI09_11p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258132,DI09_11p230,DI09_11p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258133,DI09_11p240,DI09_11p240,-,-,Unknown,-,homeobox protein Yox1,protein-coding,-,-,-,homeobox protein Yox1,20200318,-
1485682,25258134,DI09_11p250,DI09_11p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258135,DI09_11p260,DI09_11p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258136,DI09_11p270,DI09_11p270,-,-,Unknown,-,Hsk1-interacting molecule 1-like protein,protein-coding,-,-,-,Hsk1-interacting molecule 1-like protein,20200318,-
1485682,25258137,DI09_11p280,DI09_11p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258138,DI09_11p290,DI09_11p290,-,-,Unknown,-,ABC transporter B family protein,protein-coding,-,-,-,ABC transporter B family protein,20200318,-
1485682,25258139,DI09_11p30,DI09_11p30,-,-,Unknown,-,protein arginine n-methyltransferase,protein-coding,-,-,-,protein arginine n-methyltransferase,20200318,-
1485682,25258140,DI09_11p300,DI09_11p300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258141,DI09_11p310,DI09_11p310,-,-,Unknown,-,mitochondrial membrane fission protein,protein-coding,-,-,-,mitochondrial membrane fission protein,20200318,-
1485682,25258142,DI09_11p320,DI09_11p320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258143,DI09_11p330,DI09_11p330,-,-,Unknown,-,putative pre-mRNA-processing protein Prp40,protein-coding,-,-,-,putative pre-mRNA-processing protein Prp40,20200318,-
1485682,25258144,DI09_11p340,DI09_11p340,-,-,Unknown,-,GPI inositol-deacylase,protein-coding,-,-,-,GPI inositol-deacylase,20200318,-
1485682,25258145,DI09_11p350,DI09_11p350,-,-,Unknown,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20200318,-
1485682,25258146,DI09_11p360,DI09_11p360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258147,DI09_11p370,DI09_11p370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258148,DI09_11p380,DI09_11p380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258149,DI09_11p390,DI09_11p390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258150,DI09_11p40,DI09_11p40,-,-,Unknown,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20200318,-
1485682,25258151,DI09_11p400,DI09_11p400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258152,DI09_11p410,DI09_11p410,-,-,Unknown,-,protein phosphatase 2C,protein-coding,-,-,-,protein phosphatase 2C,20200318,-
1485682,25258153,DI09_11p420,DI09_11p420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258154,DI09_11p50,DI09_11p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258155,DI09_11p60,DI09_11p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258156,DI09_11p70,DI09_11p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258157,DI09_11p80,DI09_11p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258158,DI09_11p90,DI09_11p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258159,DI09_120p10,DI09_120p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258160,DI09_120p20,DI09_120p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258161,DI09_120p30,DI09_120p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258162,DI09_120p40,DI09_120p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258163,DI09_120p50,DI09_120p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258164,DI09_120p60,DI09_120p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258165,DI09_121p10,DI09_121p10,-,-,Unknown,-,1L-myo-inositol 1-phosphate synthase,protein-coding,-,-,-,1L-myo-inositol 1-phosphate synthase,20200318,-
1485682,25258166,DI09_121p20,DI09_121p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258167,DI09_121p30,DI09_121p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258168,DI09_121p40,DI09_121p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258169,DI09_121p50,DI09_121p50,-,-,Unknown,-,catalytic subunit of CAMP-dependent protein kinase,protein-coding,-,-,-,catalytic subunit of CAMP-dependent protein kinase,20200318,-
1485682,25258170,DI09_121p60,DI09_121p60,-,-,Unknown,-,ATP synthase subunit gamma,protein-coding,-,-,-,ATP synthase subunit gamma,20200318,-
1485682,25258171,DI09_121p70,DI09_121p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258172,DI09_121p80,DI09_121p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258173,DI09_122p10,DI09_122p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258174,DI09_122p20,DI09_122p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258175,DI09_122p30,DI09_122p30,-,-,Unknown,-,ribosomal protein L15,protein-coding,-,-,-,ribosomal protein L15,20200318,-
1485682,25258176,DI09_122p40,DI09_122p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258177,DI09_122p50,DI09_122p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258178,DI09_122p60,DI09_122p60,-,-,Unknown,-,40S ribosomal protein S13,protein-coding,-,-,-,40S ribosomal protein S13,20200318,-
1485682,25258179,DI09_122p70,DI09_122p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258180,DI09_122p80,DI09_122p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258181,DI09_122p90,DI09_122p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258182,DI09_123p10,DI09_123p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258183,DI09_123p100,DI09_123p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258184,DI09_123p110,DI09_123p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258185,DI09_123p120,DI09_123p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258186,DI09_123p20,DI09_123p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258187,DI09_123p30,DI09_123p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258188,DI09_123p40,DI09_123p40,-,-,Unknown,-,transcription factor Tfb2 family protein,protein-coding,-,-,-,transcription factor Tfb2 family protein,20200318,-
1485682,25258189,DI09_123p50,DI09_123p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258190,DI09_123p60,DI09_123p60,-,-,Unknown,-,V-type ATPase,protein-coding,-,-,-,V-type ATPase,20200318,-
1485682,25258191,DI09_123p70,DI09_123p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258192,DI09_123p80,DI09_123p80,-,-,Unknown,-,RNA pyrophosphohydrolase,protein-coding,-,-,-,RNA pyrophosphohydrolase,20200318,-
1485682,25258193,DI09_123p90,DI09_123p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258194,DI09_124p10,DI09_124p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258195,DI09_124p20,DI09_124p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258196,DI09_124p30,DI09_124p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258197,DI09_124p40,DI09_124p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258198,DI09_124p50,DI09_124p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258199,DI09_125p10,DI09_125p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
