#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5661,13385311,LDBPK_291900,LDBPK_291900,-,-,29,-,"diphthamide synthesis protein, putative",protein-coding,-,-,-,"diphthamide synthesis protein, putative",20210424,-
5661,13385498,LDBPK_300780,LDBPK_300780,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385499,LDBPK_300790,LDBPK_300790,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385500,LDBPK_300800,LDBPK_300800,-,-,30,-,"4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis protein, putative",protein-coding,-,-,-,"4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis protein, putative",20200918,-
5661,13385501,LDBPK_300810,LDBPK_300810,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385502,LDBPK_300820,LDBPK_300820,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385503,LDBPK_300830,LDBPK_300830,-,-,30,-,"mitochondrial oligo_U binding protein TBRGG1, putative",protein-coding,-,-,-,"mitochondrial oligo_U binding protein TBRGG1, putative",20200918,-
5661,13385504,LDBPK_300840,LDBPK_300840,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385505,LDBPK_300850,LDBPK_300850,-,-,30,-,"rac serine-threonine kinase, putative",protein-coding,-,-,-,"rac serine-threonine kinase, putative",20200918,-
5661,13385506,LDBPK_300860,LDBPK_300860,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385507,LDBPK_300870,LDBPK_300870,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385508,LDBPK_300880,LDBPK_300880,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385509,LDBPK_300890,LDBPK_300890,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385510,LDBPK_300900,LDBPK_300900,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385511,LDBPK_300910,LDBPK_300910,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385512,LDBPK_300920,LDBPK_300920,-,-,30,-,"surface protein amastin, putative",protein-coding,-,-,-,"surface protein amastin, putative",20200918,-
5661,13385513,LDBPK_300930,LDBPK_300930,-,-,30,-,amastin-like surface protein-like protein,protein-coding,-,-,-,amastin-like surface protein-like protein,20210424,-
5661,13385514,LDBPK_300940,LDBPK_300940,-,-,30,-,"adenosine kinase, putative",protein-coding,-,-,-,"adenosine kinase, putative",20200918,-
5661,13385515,LDBPK_300950,LDBPK_300950,-,-,30,-,adenosine kinase-like protein,protein-coding,-,-,-,adenosine kinase-like protein,20200918,-
5661,13385516,LDBPK_300960,LDBPK_300960,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385517,LDBPK_300970,LDBPK_300970,-,-,30,-,"ubiquitin-protein ligase, putative",protein-coding,-,-,-,"ubiquitin-protein ligase, putative",20200918,-
5661,13385518,LDBPK_300980,LDBPK_300980,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385519,LDBPK_300990,LDBPK_300990,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385520,LDBPK_301000,LDBPK_301000,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385521,LDBPK_301010,LDBPK_301010,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385522,LDBPK_301020,LDBPK_301020,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385523,LDBPK_301030,LDBPK_301030,-,-,30,-,"p22 protein precursor, putative",protein-coding,-,-,-,"p22 protein precursor, putative",20200918,-
5661,13385524,LDBPK_301040,LDBPK_301040,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385525,LDBPK_301050,LDBPK_301050,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385526,LDBPK_301060,LDBPK_301060,-,-,30,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13385527,LDBPK_301070,LDBPK_301070,-,-,30,-,"ubiquitin fusion degradation protein 2, putative",protein-coding,-,-,-,"ubiquitin fusion degradation protein 2, putative",20200918,-
5661,13385528,LDBPK_301080,LDBPK_301080,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385529,LDBPK_301090,LDBPK_301090,-,-,30,-,DNAj-like protein,protein-coding,-,-,-,DNAj-like protein,20200918,-
5661,13385530,LDBPK_301100,LDBPK_301100,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385531,LDBPK_301110,LDBPK_301110,-,-,30,-,mitochondrial carrier protein-like protein,protein-coding,-,-,-,mitochondrial carrier protein-like protein,20210424,-
5661,13385532,LDBPK_301120,LDBPK_301120,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13385533,LDBPK_301130,LDBPK_301130,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385534,LDBPK_301140,LDBPK_301140,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385535,LDBPK_301150,LDBPK_301150,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385536,LDBPK_301160,LDBPK_301160,-,-,30,-,"DREV methyltransferase, putative",protein-coding,-,-,-,"DREV methyltransferase, putative",20200918,-
5661,13385537,LDBPK_301170,LDBPK_301170,-,-,30,-,"RNA-binding protein, putative",protein-coding,-,-,-,"RNA-binding protein, putative",20210424,-
5661,13385538,LDBPK_301180,LDBPK_301180,-,-,30,-,"importin alpha, putative",protein-coding,-,-,-,"importin alpha, putative",20200926,-
5661,13385539,LDBPK_301190,LDBPK_301190,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13385540,LDBPK_301200,LDBPK_301200,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385541,LDBPK_301210,LDBPK_301210,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385542,LDBPK_301220,LDBPK_301220,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385543,LDBPK_301230,LDBPK_301230,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385544,LDBPK_301240,LDBPK_301240,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385545,LDBPK_301250,LDBPK_301250,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385546,LDBPK_301260,LDBPK_301260,-,-,30,-,"ubiquitin hydrolase, putative",protein-coding,-,-,-,"ubiquitin hydrolase, putative",20200918,-
5661,13385547,LDBPK_301270,LDBPK_301270,-,-,30,-,"small nuclear ribonucleoprotein polypeptide e, putative",protein-coding,-,-,-,"small nuclear ribonucleoprotein polypeptide e, putative",20200918,-
5661,13385548,LDBPK_301280,LDBPK_301280,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385549,LDBPK_301290,LDBPK_301290,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385550,LDBPK_301300,LDBPK_301300,-,-,30,-,"calcium-binding protein, putative",protein-coding,-,-,-,"calcium-binding protein, putative",20200918,-
5661,13385551,LDBPK_301310,LDBPK_301310,-,-,30,-,"Pyridoxal kinase, putative",protein-coding,-,-,-,"Pyridoxal kinase, putative",20200918,-
5661,13385552,LDBPK_301320,LDBPK_301320,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385553,LDBPK_301330,LDBPK_301330,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385554,LDBPK_301340,LDBPK_301340,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385555,LDBPK_301350,LDBPK_301350,-,-,30,-,"vacuolar assembly protein vps41, putative",protein-coding,-,-,-,"vacuolar assembly protein vps41, putative",20200918,-
5661,13385556,LDBPK_301360,LDBPK_301360,-,-,30,-,"U3 small nuclear ribonucloprotein (snRNP), putative",protein-coding,-,-,-,"U3 small nuclear ribonucloprotein (snRNP), putative",20200918,-
5661,13385557,LDBPK_301370,LDBPK_301370,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385558,LDBPK_301380,LDBPK_301380,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385559,LDBPK_301390,LDBPK_301390,-,-,30,-,"ATP-binding cassette protein subfamily H, member 3, putative",protein-coding,-,-,-,"ATP-binding cassette protein subfamily H, member 3, putative",20200918,-
5661,13385560,LDBPK_301400,LDBPK_301400,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385561,LDBPK_301410,LDBPK_301410,-,-,30,-,"GTPase activating protein, putative",protein-coding,-,-,-,"GTPase activating protein, putative",20200918,-
5661,13385562,LDBPK_301420,LDBPK_301420,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385563,LDBPK_301430,LDBPK_301430,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385564,LDBPK_301440,LDBPK_301440,-,-,30,-,"N-acyl-L-amino acid amidohydrolase, putative",protein-coding,-,-,-,"N-acyl-L-amino acid amidohydrolase, putative",20200918,-
5661,13385565,LDBPK_301450,LDBPK_301450,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385566,LDBPK_301460,LDBPK_301460,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385567,LDBPK_301470,LDBPK_301470,-,-,30,-,"ama1 protein, putative",protein-coding,-,-,-,"ama1 protein, putative",20200918,-
5661,13385568,LDBPK_301480,LDBPK_301480,-,-,30,-,"ama1 protein, putative",protein-coding,-,-,-,"ama1 protein, putative",20200918,-
5661,13385569,LDBPK_301490,LDBPK_301490,-,-,30,-,"ama1 protein, putative",protein-coding,-,-,-,"ama1 protein, putative",20200918,-
5661,13385570,LDBPK_301500,LDBPK_301500,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385571,LDBPK_301510,LDBPK_301510,-,-,30,-,"kinesin, putative",protein-coding,-,-,-,"kinesin, putative",20200918,-
5661,13385572,LDBPK_301520,LDBPK_301520,-,-,30,-,p1/s1 nuclease,protein-coding,-,-,-,p1/s1 nuclease,20200918,-
5661,13385573,LDBPK_301530,LDBPK_301530,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385574,LDBPK_301540,LDBPK_301540,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385575,LDBPK_301550,LDBPK_301550,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385576,LDBPK_301560,LDBPK_301560,-,-,30,-,pseudo,pseudo,-,-,-,-,20200918,-
5661,13385577,LDBPK_301570,LDBPK_301570,-,-,30,-,"pseudouridine synthase A-like protein, putative",protein-coding,-,-,-,"pseudouridine synthase A-like protein, putative",20210406,-
5661,13385578,LDBPK_301580,LDBPK_301580,-,-,30,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13385579,LDBPK_301590,LDBPK_301590,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385580,LDBPK_301600,LDBPK_301600,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385581,LDBPK_30snoRNA4,LDBPK_30snoRNA4,-,-,30,-,ncRNA,ncRNA,-,-,-,-,20200918,-
5661,13385582,LDBPK_301620,LDBPK_301620,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385583,LDBPK_301630,LDBPK_301630,-,-,30,-,"ferric reductase, putative",protein-coding,-,-,-,"ferric reductase, putative",20200918,-
5661,13385584,LDBPK_301640,LDBPK_301640,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385585,LDBPK_301650,LDBPK_301650,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385586,LDBPK_301660,LDBPK_301660,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385587,LDBPK_301670,LDBPK_301670,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385588,LDBPK_301680,LDBPK_301680,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385589,LDBPK_301690,LDBPK_301690,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385590,LDBPK_301700,LDBPK_301700,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385591,LDBPK_301710,LDBPK_301710,-,-,30,-,"small GTP-binding protein Rab28, putative",protein-coding,-,-,-,"small GTP-binding protein Rab28, putative",20200918,-
5661,13385592,LDBPK_301720,LDBPK_301720,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385593,LDBPK_301730,LDBPK_301730,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13385594,LDBPK_301740,LDBPK_301740,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385595,LDBPK_301750,LDBPK_301750,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385596,LDBPK_301760,LDBPK_301760,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385597,LDBPK_301770,LDBPK_301770,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385598,LDBPK_301780,LDBPK_301780,-,-,30,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20210406,-
5661,13385599,LDBPK_301790,LDBPK_301790,-,-,30,-,"DNAJ domain protein, putative",protein-coding,-,-,-,"DNAJ domain protein, putative",20200918,-
5661,13385600,LDBPK_301800,LDBPK_301800,-,-,30,-,"queuine tRNA-ribosyltransferase, putative",protein-coding,-,-,-,"queuine tRNA-ribosyltransferase, putative",20200918,-
5661,13385601,LDBPK_301810,LDBPK_301810,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385602,LDBPK_301820,LDBPK_301820,-,-,30,-,"splicing factor 3a, putative",protein-coding,-,-,-,"splicing factor 3a, putative",20200918,-
5661,13385603,LDBPK_301830,LDBPK_301830,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385604,LDBPK_301840,LDBPK_301840,-,-,30,-,"phosphatidylinositol kinase, putative",protein-coding,-,-,-,"phosphatidylinositol kinase, putative",20200918,-
5661,13385605,LDBPK_301850,LDBPK_301850,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385606,LDBPK_301860,LDBPK_301860,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385607,LDBPK_301870,LDBPK_301870,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385608,LDBPK_301880,LDBPK_301880,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385609,LDBPK_301890,LDBPK_301890,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385610,LDBPK_301900,LDBPK_301900,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385611,LDBPK_301910,LDBPK_301910,-,-,30,-,succinyl-coa:3-ketoacid-coenzyme a transferase-like protein,protein-coding,-,-,-,succinyl-coa:3-ketoacid-coenzyme a transferase-like protein,20200918,-
5661,13385612,LDBPK_301920,LDBPK_301920,-,-,30,-,succinyl-coa:3-ketoacid-coenzyme a transferase-like protein,protein-coding,-,-,-,succinyl-coa:3-ketoacid-coenzyme a transferase-like protein,20200918,-
5661,13385613,LDBPK_301930,LDBPK_301930,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385614,LDBPK_301940,LDBPK_301940,-,-,30,-,RNA pseudouridylate synthase-like protein,protein-coding,-,-,-,RNA pseudouridylate synthase-like protein,20200918,-
5661,13385615,LDBPK_301950,LDBPK_301950,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385616,LDBPK_301960,LDBPK_301960,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385617,LDBPK_301970,LDBPK_301970,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385618,LDBPK_301980,LDBPK_301980,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385619,LDBPK_301990,LDBPK_301990,-,-,30,-,cyclosome subunit-like protein,protein-coding,-,-,-,cyclosome subunit-like protein,20200918,-
5661,13385620,LDBPK_302000,LDBPK_302000,-,-,30,-,"intraflagellar transport (IFT) protein, putative",protein-coding,-,-,-,"intraflagellar transport (IFT) protein, putative",20210424,-
5661,13385621,LDBPK_302010,LDBPK_302010,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385622,LDBPK_302020,LDBPK_302020,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385623,LDBPK_302030,LDBPK_302030,-,-,30,-,"mannosyltransferase, putative",protein-coding,-,-,-,"mannosyltransferase, putative",20200918,-
5661,13385624,LDBPK_302040,LDBPK_302040,-,-,30,-,"calpain-like cysteine peptidase, putative",protein-coding,-,-,-,"calpain-like cysteine peptidase, putative",20200918,-
5661,13385625,LDBPK_302050,LDBPK_302050,-,-,30,-,ferric reductase transmembrane protein-like protein,protein-coding,-,-,-,ferric reductase transmembrane protein-like protein,20200918,-
5661,13385626,LDBPK_302060,LDBPK_302060,-,-,30,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385627,LDBPK_302070,LDBPK_302070,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385628,LDBPK_302080,LDBPK_302080,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385629,LDBPK_302090,LDBPK_302090,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385630,LDBPK_302100,LDBPK_302100,-,-,30,-,"alcohol dehydrogenase, putative",protein-coding,-,-,-,"alcohol dehydrogenase, putative",20200918,-
5661,13385631,LDBPK_30tRNA1,LDBPK_30tRNA1,-,-,30,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13385632,LDBPK_302120,LDBPK_302120,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385633,LDBPK_302130,LDBPK_302130,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385634,LDBPK_302140,LDBPK_302140,-,-,30,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200918,-
5661,13385635,LDBPK_302150,LDBPK_302150,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385636,LDBPK_302160,LDBPK_302160,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385637,LDBPK_302170,LDBPK_302170,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385638,LDBPK_302180,LDBPK_302180,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385639,LDBPK_302190,LDBPK_302190,-,-,30,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385640,LDBPK_302200,LDBPK_302200,-,-,30,-,"RNA-binding protein, putative",protein-coding,-,-,-,"RNA-binding protein, putative",20200918,-
