#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48586,64673043,DFJ58DRAFT_100404,DFJ58DRAFT_100404,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
48586,64673201,DFJ58DRAFT_12590,DFJ58DRAFT_12590,-,-,Unknown,-,N-myristoyl transferase,protein-coding,-,-,-,N-myristoyl transferase,20210605,-
48586,64673202,DFJ58DRAFT_126151,DFJ58DRAFT_126151,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20210605,-
48586,64673203,DFJ58DRAFT_126187,DFJ58DRAFT_126187,-,-,Unknown,-,calcium proton exchanger,protein-coding,-,-,-,calcium proton exchanger,20210605,-
48586,64673204,DFJ58DRAFT_126282,DFJ58DRAFT_126282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673205,DFJ58DRAFT_126300,DFJ58DRAFT_126300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673206,DFJ58DRAFT_126396,DFJ58DRAFT_126396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673207,DFJ58DRAFT_126562,DFJ58DRAFT_126562,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673208,DFJ58DRAFT_126782,DFJ58DRAFT_126782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673209,DFJ58DRAFT_127295,DFJ58DRAFT_127295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673210,DFJ58DRAFT_127399,DFJ58DRAFT_127399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673211,DFJ58DRAFT_127414,DFJ58DRAFT_127414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673212,DFJ58DRAFT_12795,DFJ58DRAFT_12795,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673213,DFJ58DRAFT_128113,DFJ58DRAFT_128113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673214,DFJ58DRAFT_12817,DFJ58DRAFT_12817,-,-,Unknown,-,RNA 3'-terminal phosphate cyclase/enolpyruvate transferase,protein-coding,-,-,-,RNA 3'-terminal phosphate cyclase/enolpyruvate transferase,20210605,-
48586,64673215,DFJ58DRAFT_12825,DFJ58DRAFT_12825,-,-,Unknown,-,nitrogen permease regulator 2-domain-containing protein,protein-coding,-,-,-,nitrogen permease regulator 2-domain-containing protein,20210605,-
48586,64673216,DFJ58DRAFT_128424,DFJ58DRAFT_128424,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673217,DFJ58DRAFT_128618,DFJ58DRAFT_128618,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673218,DFJ58DRAFT_12899,DFJ58DRAFT_12899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673219,DFJ58DRAFT_129255,DFJ58DRAFT_129255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673220,DFJ58DRAFT_129653,DFJ58DRAFT_129653,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673221,DFJ58DRAFT_129817,DFJ58DRAFT_129817,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673222,DFJ58DRAFT_129893,DFJ58DRAFT_129893,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673223,DFJ58DRAFT_129948,DFJ58DRAFT_129948,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673224,DFJ58DRAFT_130011,DFJ58DRAFT_130011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673225,DFJ58DRAFT_130040,DFJ58DRAFT_130040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673226,DFJ58DRAFT_13006,DFJ58DRAFT_13006,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210605,-
48586,64673227,DFJ58DRAFT_130224,DFJ58DRAFT_130224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673228,DFJ58DRAFT_130308,DFJ58DRAFT_130308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673229,DFJ58DRAFT_130401,DFJ58DRAFT_130401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673230,DFJ58DRAFT_130629,DFJ58DRAFT_130629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673231,DFJ58DRAFT_130842,DFJ58DRAFT_130842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673232,DFJ58DRAFT_130900,DFJ58DRAFT_130900,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64673233,DFJ58DRAFT_130923,DFJ58DRAFT_130923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673234,DFJ58DRAFT_130942,DFJ58DRAFT_130942,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673235,DFJ58DRAFT_130964,DFJ58DRAFT_130964,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210605,-
48586,64673236,DFJ58DRAFT_130968,DFJ58DRAFT_130968,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673237,DFJ58DRAFT_131025,DFJ58DRAFT_131025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673238,DFJ58DRAFT_131191,DFJ58DRAFT_131191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673239,DFJ58DRAFT_13125,DFJ58DRAFT_13125,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210605,-
48586,64673240,DFJ58DRAFT_131358,DFJ58DRAFT_131358,-,-,Unknown,-,UbiA prenyltransferase family-domain-containing protein,protein-coding,-,-,-,UbiA prenyltransferase family-domain-containing protein,20210605,-
48586,64673241,DFJ58DRAFT_131387,DFJ58DRAFT_131387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673242,DFJ58DRAFT_131691,DFJ58DRAFT_131691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673243,DFJ58DRAFT_131833,DFJ58DRAFT_131833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673244,DFJ58DRAFT_132389,DFJ58DRAFT_132389,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64673245,DFJ58DRAFT_132450,DFJ58DRAFT_132450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673246,DFJ58DRAFT_13251,DFJ58DRAFT_13251,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210605,-
48586,64673247,DFJ58DRAFT_13255,DFJ58DRAFT_13255,-,-,Unknown,-,DnaJ domain-containing protein,protein-coding,-,-,-,DnaJ domain-containing protein,20210605,-
48586,64673248,DFJ58DRAFT_132661,DFJ58DRAFT_132661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673249,DFJ58DRAFT_13270,DFJ58DRAFT_13270,-,-,Unknown,-,mitochondrial 30S ribosomal protein S13,protein-coding,-,-,-,mitochondrial 30S ribosomal protein S13,20210605,-
48586,64673250,DFJ58DRAFT_132873,DFJ58DRAFT_132873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673251,DFJ58DRAFT_133328,DFJ58DRAFT_133328,-,-,Unknown,-,vacuolar protein 14 C-terminal Fig4-binding domain-containing protein,protein-coding,-,-,-,vacuolar protein 14 C-terminal Fig4-binding domain-containing protein,20210605,-
48586,64673252,DFJ58DRAFT_133454,DFJ58DRAFT_133454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673253,DFJ58DRAFT_133553,DFJ58DRAFT_133553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673254,DFJ58DRAFT_133567,DFJ58DRAFT_133567,-,-,Unknown,-,putative oxalate decarboxylase/oxidase,protein-coding,-,-,-,putative oxalate decarboxylase/oxidase,20210605,-
48586,64673255,DFJ58DRAFT_133894,DFJ58DRAFT_133894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673256,DFJ58DRAFT_134001,DFJ58DRAFT_134001,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64673257,DFJ58DRAFT_134157,DFJ58DRAFT_134157,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673258,DFJ58DRAFT_134295,DFJ58DRAFT_134295,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64673259,DFJ58DRAFT_134374,DFJ58DRAFT_134374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673260,DFJ58DRAFT_134394,DFJ58DRAFT_134394,-,-,Unknown,-,fatty acid desaturase-domain-containing protein,protein-coding,-,-,-,fatty acid desaturase-domain-containing protein,20210605,-
48586,64673261,DFJ58DRAFT_134499,DFJ58DRAFT_134499,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20210605,-
48586,64673262,DFJ58DRAFT_134506,DFJ58DRAFT_134506,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673263,DFJ58DRAFT_134537,DFJ58DRAFT_134537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673264,DFJ58DRAFT_134637,DFJ58DRAFT_134637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673265,DFJ58DRAFT_134703,DFJ58DRAFT_134703,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673266,DFJ58DRAFT_134782,DFJ58DRAFT_134782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673267,DFJ58DRAFT_134829,DFJ58DRAFT_134829,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64673268,DFJ58DRAFT_134831,DFJ58DRAFT_134831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673269,DFJ58DRAFT_135276,DFJ58DRAFT_135276,-,-,Unknown,-,mitochondrial half-size ABC transporter,protein-coding,-,-,-,mitochondrial half-size ABC transporter,20210605,-
48586,64673270,DFJ58DRAFT_13537,DFJ58DRAFT_13537,-,-,Unknown,-,Gaa1-like protein,protein-coding,-,-,-,Gaa1-like protein,20210605,-
48586,64673271,DFJ58DRAFT_135717,DFJ58DRAFT_135717,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64673272,DFJ58DRAFT_135776,DFJ58DRAFT_135776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673273,DFJ58DRAFT_135796,DFJ58DRAFT_135796,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64673274,DFJ58DRAFT_135797,DFJ58DRAFT_135797,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64673275,DFJ58DRAFT_136028,DFJ58DRAFT_136028,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64673276,DFJ58DRAFT_136519,DFJ58DRAFT_136519,-,-,Unknown,-,proteasome complex subunit Rpn13 ubiquitin receptor-domain-containing protein,protein-coding,-,-,-,proteasome complex subunit Rpn13 ubiquitin receptor-domain-containing protein,20210605,-
48586,64673277,DFJ58DRAFT_136614,DFJ58DRAFT_136614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673278,DFJ58DRAFT_136642,DFJ58DRAFT_136642,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673279,DFJ58DRAFT_13688,DFJ58DRAFT_13688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673280,DFJ58DRAFT_137480,DFJ58DRAFT_137480,-,-,Unknown,-,Nuf2 family-domain-containing protein,protein-coding,-,-,-,Nuf2 family-domain-containing protein,20210605,-
48586,64673281,DFJ58DRAFT_137525,DFJ58DRAFT_137525,-,-,Unknown,-,NUDIX hydrolase domain-like protein,protein-coding,-,-,-,NUDIX hydrolase domain-like protein,20210605,-
48586,64673282,DFJ58DRAFT_137965,DFJ58DRAFT_137965,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673283,DFJ58DRAFT_138177,DFJ58DRAFT_138177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673284,DFJ58DRAFT_138311,DFJ58DRAFT_138311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673285,DFJ58DRAFT_138653,DFJ58DRAFT_138653,-,-,Unknown,-,humps family-domain-containing protein,protein-coding,-,-,-,humps family-domain-containing protein,20210605,-
48586,64673286,DFJ58DRAFT_139523,DFJ58DRAFT_139523,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20210605,-
48586,64673287,DFJ58DRAFT_140122,DFJ58DRAFT_140122,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210605,-
48586,64673288,DFJ58DRAFT_140196,DFJ58DRAFT_140196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673289,DFJ58DRAFT_140693,DFJ58DRAFT_140693,-,-,Unknown,-,RTA1-domain-containing protein,protein-coding,-,-,-,RTA1-domain-containing protein,20210605,-
48586,64673290,DFJ58DRAFT_140741,DFJ58DRAFT_140741,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210605,-
48586,64673291,DFJ58DRAFT_140791,DFJ58DRAFT_140791,-,-,Unknown,-,RTA1-like protein,protein-coding,-,-,-,RTA1-like protein,20210605,-
48586,64673292,DFJ58DRAFT_140840,DFJ58DRAFT_140840,-,-,Unknown,-,subunit 17 of mediator complex-domain-containing protein,protein-coding,-,-,-,subunit 17 of mediator complex-domain-containing protein,20210605,-
48586,64673293,DFJ58DRAFT_140867,DFJ58DRAFT_140867,-,-,Unknown,-,VID27 cytoplasmic protein-domain-containing protein,protein-coding,-,-,-,VID27 cytoplasmic protein-domain-containing protein,20210605,-
48586,64673294,DFJ58DRAFT_141008,DFJ58DRAFT_141008,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673295,DFJ58DRAFT_141162,DFJ58DRAFT_141162,-,-,Unknown,-,Catenin-beta-like protein,protein-coding,-,-,-,Catenin-beta-like protein,20210605,-
48586,64673296,DFJ58DRAFT_141291,DFJ58DRAFT_141291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673297,DFJ58DRAFT_141402,DFJ58DRAFT_141402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673298,DFJ58DRAFT_141431,DFJ58DRAFT_141431,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210605,-
48586,64673299,DFJ58DRAFT_141451,DFJ58DRAFT_141451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673300,DFJ58DRAFT_141528,DFJ58DRAFT_141528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673301,DFJ58DRAFT_141972,DFJ58DRAFT_141972,-,-,Unknown,-,ubiquitin-conjugating enzyme/RWD-like protein,protein-coding,-,-,-,ubiquitin-conjugating enzyme/RWD-like protein,20210605,-
48586,64673302,DFJ58DRAFT_142084,DFJ58DRAFT_142084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673303,DFJ58DRAFT_142330,DFJ58DRAFT_142330,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20210605,-
48586,64673304,DFJ58DRAFT_142424,DFJ58DRAFT_142424,-,-,Unknown,-,PUA-like domain-containing protein,protein-coding,-,-,-,PUA-like domain-containing protein,20210605,-
48586,64673305,DFJ58DRAFT_142564,DFJ58DRAFT_142564,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673306,DFJ58DRAFT_142668,DFJ58DRAFT_142668,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673307,DFJ58DRAFT_142825,DFJ58DRAFT_142825,-,-,Unknown,-,cupin-like domain-containing protein,protein-coding,-,-,-,cupin-like domain-containing protein,20210605,-
48586,64673308,DFJ58DRAFT_142941,DFJ58DRAFT_142941,-,-,Unknown,-,60S ribosomal protein L35,protein-coding,-,-,-,60S ribosomal protein L35,20210605,-
48586,64673309,DFJ58DRAFT_143130,DFJ58DRAFT_143130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673310,DFJ58DRAFT_143255,DFJ58DRAFT_143255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673311,DFJ58DRAFT_143286,DFJ58DRAFT_143286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673312,DFJ58DRAFT_143589,DFJ58DRAFT_143589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673313,DFJ58DRAFT_1440,DFJ58DRAFT_1440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673314,DFJ58DRAFT_144476,DFJ58DRAFT_144476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673315,DFJ58DRAFT_144626,DFJ58DRAFT_144626,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673316,DFJ58DRAFT_144648,DFJ58DRAFT_144648,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673317,DFJ58DRAFT_144664,DFJ58DRAFT_144664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673318,DFJ58DRAFT_144820,DFJ58DRAFT_144820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673319,DFJ58DRAFT_144832,DFJ58DRAFT_144832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673320,DFJ58DRAFT_145274,DFJ58DRAFT_145274,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64673321,DFJ58DRAFT_145428,DFJ58DRAFT_145428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673322,DFJ58DRAFT_145888,DFJ58DRAFT_145888,-,-,Unknown,-,lysophospholipase,protein-coding,-,-,-,lysophospholipase,20210605,-
48586,64673323,DFJ58DRAFT_14591,DFJ58DRAFT_14591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64673324,DFJ58DRAFT_145932,DFJ58DRAFT_145932,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64673325,DFJ58DRAFT_146137,DFJ58DRAFT_146137,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673326,DFJ58DRAFT_146183,DFJ58DRAFT_146183,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673327,DFJ58DRAFT_146198,DFJ58DRAFT_146198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673328,DFJ58DRAFT_146835,DFJ58DRAFT_146835,-,-,Unknown,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",protein-coding,-,-,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",20210605,-
48586,64673329,DFJ58DRAFT_147009,DFJ58DRAFT_147009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64673330,DFJ58DRAFT_147219,DFJ58DRAFT_147219,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64673331,DFJ58DRAFT_147362,DFJ58DRAFT_147362,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64673332,DFJ58DRAFT_147482,DFJ58DRAFT_147482,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210605,-
48586,64673333,DFJ58DRAFT_147564,DFJ58DRAFT_147564,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210605,-
