#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448311,37205778,BO88DRAFT_100227,BO88DRAFT_100227,-,-,Unknown,-,prenyltransferase,protein-coding,-,-,-,prenyltransferase,20200919,-
1448311,37205945,BO88DRAFT_125272,BO88DRAFT_125272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205946,BO88DRAFT_125391,BO88DRAFT_125391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205947,BO88DRAFT_125532,BO88DRAFT_125532,-,-,Unknown,-,GTPase activating protein,protein-coding,-,-,-,GTPase activating protein,20200919,-
1448311,37205948,BO88DRAFT_125558,BO88DRAFT_125558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37205949,BO88DRAFT_125681,BO88DRAFT_125681,-,-,Unknown,-,HEAT repeat protein,protein-coding,-,-,-,HEAT repeat protein,20200919,-
1448311,37205950,BO88DRAFT_126003,BO88DRAFT_126003,-,-,Unknown,-,Mak16 protein,protein-coding,-,-,-,Mak16 protein,20200919,-
1448311,37205951,BO88DRAFT_126004,BO88DRAFT_126004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205952,BO88DRAFT_126005,BO88DRAFT_126005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205953,BO88DRAFT_126145,BO88DRAFT_126145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205954,BO88DRAFT_126199,BO88DRAFT_126199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205955,BO88DRAFT_126366,BO88DRAFT_126366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205956,BO88DRAFT_126394,BO88DRAFT_126394,-,-,Unknown,-,F-box domain protein,protein-coding,-,-,-,F-box domain protein,20200919,-
1448311,37205957,BO88DRAFT_126477,BO88DRAFT_126477,-,-,Unknown,-,tetratricopeptide repeat domain protein,protein-coding,-,-,-,tetratricopeptide repeat domain protein,20200919,-
1448311,37205958,BO88DRAFT_126545,BO88DRAFT_126545,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205959,BO88DRAFT_126713,BO88DRAFT_126713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205960,BO88DRAFT_126717,BO88DRAFT_126717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205961,BO88DRAFT_127367,BO88DRAFT_127367,-,-,Unknown,-,citrate synthase Cit1,protein-coding,-,-,-,citrate synthase Cit1,20200919,-
1448311,37205962,BO88DRAFT_127832,BO88DRAFT_127832,-,-,Unknown,-,short chain dehydrogenase/reductase family protein,protein-coding,-,-,-,short chain dehydrogenase/reductase family protein,20200919,-
1448311,37205963,BO88DRAFT_127929,BO88DRAFT_127929,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448311,37205964,BO88DRAFT_128057,BO88DRAFT_128057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205965,BO88DRAFT_128286,BO88DRAFT_128286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205966,BO88DRAFT_128349,BO88DRAFT_128349,-,-,Unknown,-,MlrC C-terminus superfamily protein,protein-coding,-,-,-,MlrC C-terminus superfamily protein,20200919,-
1448311,37205967,BO88DRAFT_128392,BO88DRAFT_128392,-,-,Unknown,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20200919,-
1448311,37205968,BO88DRAFT_128591,BO88DRAFT_128591,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448311,37205969,BO88DRAFT_128795,BO88DRAFT_128795,-,-,Unknown,-,lysophospholipase Plb3,protein-coding,-,-,-,lysophospholipase Plb3,20200919,-
1448311,37205970,BO88DRAFT_128849,BO88DRAFT_128849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205971,BO88DRAFT_128938,BO88DRAFT_128938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205972,BO88DRAFT_128993,BO88DRAFT_128993,-,-,Unknown,-,RNA polymerase II transcription factor B subunit 5,protein-coding,-,-,-,RNA polymerase II transcription factor B subunit 5,20210406,-
1448311,37205973,BO88DRAFT_129154,BO88DRAFT_129154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205974,BO88DRAFT_129358,BO88DRAFT_129358,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205975,BO88DRAFT_129490,BO88DRAFT_129490,-,-,Unknown,-,mannitol dehydrogenase,protein-coding,-,-,-,mannitol dehydrogenase,20200919,-
1448311,37205976,BO88DRAFT_129666,BO88DRAFT_129666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205977,BO88DRAFT_129811,BO88DRAFT_129811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205978,BO88DRAFT_129830,BO88DRAFT_129830,-,-,Unknown,-,RING finger ubiquitin ligase,protein-coding,-,-,-,RING finger ubiquitin ligase,20200919,-
1448311,37205979,BO88DRAFT_129898,BO88DRAFT_129898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205980,BO88DRAFT_130104,BO88DRAFT_130104,-,-,Unknown,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20200919,-
1448311,37205981,BO88DRAFT_130123,BO88DRAFT_130123,-,-,Unknown,-,ThiF domain protein,protein-coding,-,-,-,ThiF domain protein,20200919,-
1448311,37205982,BO88DRAFT_130541,BO88DRAFT_130541,-,-,Unknown,-,squalene/phytoene synthase,protein-coding,-,-,-,squalene/phytoene synthase,20200919,-
1448311,37205983,BO88DRAFT_130718,BO88DRAFT_130718,-,-,Unknown,-,para-aminobenzoate synthase PabaA,protein-coding,-,-,-,para-aminobenzoate synthase PabaA,20200919,-
1448311,37205984,BO88DRAFT_130816,BO88DRAFT_130816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205985,BO88DRAFT_130825,BO88DRAFT_130825,-,-,Unknown,-,chromatin remodeling complex subunit,protein-coding,-,-,-,chromatin remodeling complex subunit,20200919,-
1448311,37205986,BO88DRAFT_130831,BO88DRAFT_130831,-,-,Unknown,-,fungal-specific transcription factor domain protein,protein-coding,-,-,-,fungal-specific transcription factor domain protein,20200919,-
1448311,37205987,BO88DRAFT_130981,BO88DRAFT_130981,-,-,Unknown,-,plasma membrane antiporter,protein-coding,-,-,-,plasma membrane antiporter,20200919,-
1448311,37205988,BO88DRAFT_131059,BO88DRAFT_131059,-,-,Unknown,-,peroxisomal biogenesis factor,protein-coding,-,-,-,peroxisomal biogenesis factor,20200919,-
1448311,37205989,BO88DRAFT_131311,BO88DRAFT_131311,-,-,Unknown,-,MFS phospholipid transporter,protein-coding,-,-,-,MFS phospholipid transporter,20200919,-
1448311,37205990,BO88DRAFT_132198,BO88DRAFT_132198,-,-,Unknown,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20200919,-
1448311,37205991,BO88DRAFT_132297,BO88DRAFT_132297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205992,BO88DRAFT_132497,BO88DRAFT_132497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205993,BO88DRAFT_133090,BO88DRAFT_133090,-,-,Unknown,-,dsp1-1,protein-coding,-,-,-,dsp1-1,20210424,-
1448311,37205994,BO88DRAFT_133630,BO88DRAFT_133630,-,-,Unknown,-,fumarylacetoacetase,protein-coding,-,-,-,fumarylacetoacetase,20200919,-
1448311,37205995,BO88DRAFT_134025,BO88DRAFT_134025,-,-,Unknown,-,nucleotide-sugar transporter,protein-coding,-,-,-,nucleotide-sugar transporter,20200919,-
1448311,37205996,BO88DRAFT_134081,BO88DRAFT_134081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37205997,BO88DRAFT_134168,BO88DRAFT_134168,-,-,Unknown,-,"peptidase C15, pyroglutamyl peptidase I-like protein",protein-coding,-,-,-,"peptidase C15, pyroglutamyl peptidase I-like protein",20200919,-
1448311,37205998,BO88DRAFT_134251,BO88DRAFT_134251,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448311,37205999,BO88DRAFT_134377,BO88DRAFT_134377,-,-,Unknown,-,HEAT repeat protein,protein-coding,-,-,-,HEAT repeat protein,20200919,-
1448311,37206000,BO88DRAFT_134385,BO88DRAFT_134385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206001,BO88DRAFT_134547,BO88DRAFT_134547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206002,BO88DRAFT_134625,BO88DRAFT_134625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206003,BO88DRAFT_134780,BO88DRAFT_134780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206004,BO88DRAFT_134854,BO88DRAFT_134854,-,-,Unknown,-,sphingomyelinase family protein,protein-coding,-,-,-,sphingomyelinase family protein,20200919,-
1448311,37206005,BO88DRAFT_134873,BO88DRAFT_134873,-,-,Unknown,-,protoporphyrinogen oxidase,protein-coding,-,-,-,protoporphyrinogen oxidase,20200919,-
1448311,37206006,BO88DRAFT_134914,BO88DRAFT_134914,-,-,Unknown,-,RNA binding protein Pym,protein-coding,-,-,-,RNA binding protein Pym,20200919,-
1448311,37206007,BO88DRAFT_135216,BO88DRAFT_135216,-,-,Unknown,-,adenylate cyclase AcyA,protein-coding,-,-,-,adenylate cyclase AcyA,20200919,-
1448311,37206008,BO88DRAFT_135518,BO88DRAFT_135518,-,-,Unknown,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20200919,-
1448311,37206009,BO88DRAFT_135673,BO88DRAFT_135673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206010,BO88DRAFT_135690,BO88DRAFT_135690,-,-,Unknown,-,tannase and feruloyl esterase,protein-coding,-,-,-,tannase and feruloyl esterase,20200919,-
1448311,37206011,BO88DRAFT_135779,BO88DRAFT_135779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206012,BO88DRAFT_136125,BO88DRAFT_136125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206013,BO88DRAFT_136178,BO88DRAFT_136178,-,-,Unknown,-,TIP120 protein,protein-coding,-,-,-,TIP120 protein,20200919,-
1448311,37206014,BO88DRAFT_136276,BO88DRAFT_136276,-,-,Unknown,-,cullin binding protein CanA,protein-coding,-,-,-,cullin binding protein CanA,20200919,-
1448311,37206015,BO88DRAFT_136317,BO88DRAFT_136317,-,-,Unknown,-,fungal-specific transcription factor,protein-coding,-,-,-,fungal-specific transcription factor,20200919,-
1448311,37206016,BO88DRAFT_136690,BO88DRAFT_136690,-,-,Unknown,-,alpha-ketoglutarate-dependent taurine dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent taurine dioxygenase,20210424,-
1448311,37206017,BO88DRAFT_137277,BO88DRAFT_137277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206018,BO88DRAFT_137329,BO88DRAFT_137329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206019,BO88DRAFT_13805,BO88DRAFT_13805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206020,BO88DRAFT_138109,BO88DRAFT_138109,-,-,Unknown,-,protein pbn1,protein-coding,-,-,-,protein pbn1,20200919,-
1448311,37206021,BO88DRAFT_138114,BO88DRAFT_138114,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37206022,BO88DRAFT_138166,BO88DRAFT_138166,-,-,Unknown,-,tannase,protein-coding,-,-,-,tannase,20200919,-
1448311,37206023,BO88DRAFT_138199,BO88DRAFT_138199,-,-,Unknown,-,Serine/threonine-protein kinase,protein-coding,-,-,-,Serine/threonine-protein kinase,20200919,-
1448311,37206024,BO88DRAFT_138211,BO88DRAFT_138211,-,-,Unknown,-,DUF89-domain-containing protein,protein-coding,-,-,-,DUF89-domain-containing protein,20200919,-
1448311,37206025,BO88DRAFT_138252,BO88DRAFT_138252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206026,BO88DRAFT_138549,BO88DRAFT_138549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206027,BO88DRAFT_138556,BO88DRAFT_138556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206028,BO88DRAFT_138597,BO88DRAFT_138597,-,-,Unknown,-,plasma membrane low affinity zinc ion transporter,protein-coding,-,-,-,plasma membrane low affinity zinc ion transporter,20200919,-
1448311,37206029,BO88DRAFT_13871,BO88DRAFT_13871,-,-,Unknown,-,C2H2 transcription factor,protein-coding,-,-,-,C2H2 transcription factor,20200919,-
1448311,37206030,BO88DRAFT_138783,BO88DRAFT_138783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206031,BO88DRAFT_138991,BO88DRAFT_138991,-,-,Unknown,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20200919,-
1448311,37206032,BO88DRAFT_139033,BO88DRAFT_139033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206033,BO88DRAFT_139035,BO88DRAFT_139035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206034,BO88DRAFT_139138,BO88DRAFT_139138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206035,BO88DRAFT_139663,BO88DRAFT_139663,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206036,BO88DRAFT_140018,BO88DRAFT_140018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206037,BO88DRAFT_140033,BO88DRAFT_140033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206038,BO88DRAFT_140111,BO88DRAFT_140111,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448311,37206039,BO88DRAFT_140154,BO88DRAFT_140154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206040,BO88DRAFT_140455,BO88DRAFT_140455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206041,BO88DRAFT_14076,BO88DRAFT_14076,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20200919,-
1448311,37206042,BO88DRAFT_14149,BO88DRAFT_14149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206043,BO88DRAFT_141642,BO88DRAFT_141642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206044,BO88DRAFT_142062,BO88DRAFT_142062,-,-,Unknown,-,mitotic check point protein,protein-coding,-,-,-,mitotic check point protein,20200919,-
1448311,37206045,BO88DRAFT_142076,BO88DRAFT_142076,-,-,Unknown,-,spindle pole body interacting protein,protein-coding,-,-,-,spindle pole body interacting protein,20200919,-
1448311,37206046,BO88DRAFT_14247,BO88DRAFT_14247,-,-,Unknown,-,ClpP/crotonase,protein-coding,-,-,-,ClpP/crotonase,20200919,-
1448311,37206047,BO88DRAFT_14248,BO88DRAFT_14248,-,-,Unknown,-,mannitol-1-phosphate 5-dehydrogenase,protein-coding,-,-,-,mannitol-1-phosphate 5-dehydrogenase,20200919,-
1448311,37206048,BO88DRAFT_142494,BO88DRAFT_142494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206049,BO88DRAFT_142496,BO88DRAFT_142496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206050,BO88DRAFT_142507,BO88DRAFT_142507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206051,BO88DRAFT_142535,BO88DRAFT_142535,-,-,Unknown,-,UDP-N-acetylglucosaminyltransferase,protein-coding,-,-,-,UDP-N-acetylglucosaminyltransferase,20200919,-
1448311,37206052,BO88DRAFT_142648,BO88DRAFT_142648,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206053,BO88DRAFT_14273,BO88DRAFT_14273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206054,BO88DRAFT_142734,BO88DRAFT_142734,-,-,Unknown,-,NAD dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD dependent epimerase/dehydratase family protein,20200919,-
1448311,37206055,BO88DRAFT_142882,BO88DRAFT_142882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206056,BO88DRAFT_143047,BO88DRAFT_143047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206057,BO88DRAFT_143160,BO88DRAFT_143160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206058,BO88DRAFT_143219,BO88DRAFT_143219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206059,BO88DRAFT_143451,BO88DRAFT_143451,-,-,Unknown,-,Rho GTPase activation protein,protein-coding,-,-,-,Rho GTPase activation protein,20210424,-
1448311,37206060,BO88DRAFT_143597,BO88DRAFT_143597,-,-,Unknown,-,aureobasidin resistance protein Aur1,protein-coding,-,-,-,aureobasidin resistance protein Aur1,20200919,-
1448311,37206061,BO88DRAFT_143641,BO88DRAFT_143641,-,-,Unknown,-,"phospholipase, PLC-D",protein-coding,-,-,-,"phospholipase, PLC-D",20200919,-
1448311,37206062,BO88DRAFT_144016,BO88DRAFT_144016,-,-,Unknown,-,camp-dependent protein kinase regulatory subunit,protein-coding,-,-,-,camp-dependent protein kinase regulatory subunit,20200919,-
1448311,37206063,BO88DRAFT_144047,BO88DRAFT_144047,-,-,Unknown,-,forkhead domain protein,protein-coding,-,-,-,forkhead domain protein,20200919,-
1448311,37206064,BO88DRAFT_14406,BO88DRAFT_14406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206065,BO88DRAFT_144087,BO88DRAFT_144087,-,-,Unknown,-,cyclin-like protein,protein-coding,-,-,-,cyclin-like protein,20200919,-
1448311,37206066,BO88DRAFT_144329,BO88DRAFT_144329,-,-,Unknown,-,Dor1-domain-containing protein,protein-coding,-,-,-,Dor1-domain-containing protein,20200919,-
1448311,37206067,BO88DRAFT_144330,BO88DRAFT_144330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206068,BO88DRAFT_144339,BO88DRAFT_144339,-,-,Unknown,-,cyclin,protein-coding,-,-,-,cyclin,20200919,-
1448311,37206069,BO88DRAFT_144374,BO88DRAFT_144374,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20200919,-
1448311,37206070,BO88DRAFT_144448,BO88DRAFT_144448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206071,BO88DRAFT_144547,BO88DRAFT_144547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206072,BO88DRAFT_144659,BO88DRAFT_144659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206073,BO88DRAFT_144674,BO88DRAFT_144674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206074,BO88DRAFT_144917,BO88DRAFT_144917,-,-,Unknown,-,SH3 protein,protein-coding,-,-,-,SH3 protein,20200919,-
1448311,37206075,BO88DRAFT_144965,BO88DRAFT_144965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206076,BO88DRAFT_145026,BO88DRAFT_145026,-,-,Unknown,-,GTP-binding protein rho2,protein-coding,-,-,-,GTP-binding protein rho2,20210424,-
1448311,37206077,BO88DRAFT_145312,BO88DRAFT_145312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206078,BO88DRAFT_145488,BO88DRAFT_145488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206079,BO88DRAFT_145507,BO88DRAFT_145507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206080,BO88DRAFT_14582,BO88DRAFT_14582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206081,BO88DRAFT_145822,BO88DRAFT_145822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206082,BO88DRAFT_146098,BO88DRAFT_146098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206083,BO88DRAFT_146148,BO88DRAFT_146148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37206084,BO88DRAFT_146160,BO88DRAFT_146160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
