#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
185431,2828229,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Trypanosoma brucei TREU927; Trypanosoma brucei brucei strain 927/4 GUTat10.1; Trypanosoma brucei strain TREU927).,other,-,-,-,-,20200224,-
185431,3655642,Tb927.2.3420,Tb927.2.3420,28H13.60,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655644,Tb927.2.3440,Tb927.2.3440,28H13.70,-,2,-,D-alanyl-glycyl endopeptidase-like protein,protein-coding,-,-,-,D-alanyl-glycyl endopeptidase-like protein,20200919,-
185431,3655646,Tb927.2.3460,Tb927.2.3460,28H13.80,-,2,-,D-alanyl-glycyl endopeptidase-like protein,protein-coding,-,-,-,D-alanyl-glycyl endopeptidase-like protein,20200919,-
185431,3655648,Tb927.2.3480,Tb927.2.3480,28H13.90,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655658,Tb927.2.3580,Tb927.2.3580,28H13.140,-,2,-,"transcription elongation factor S-II, putative",protein-coding,-,-,-,"transcription elongation factor S-II, putative",20200919,-
185431,3655661,Tb927.2.3610,Tb927.2.3610,28H13.155,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655662,Tb927.2.3620,Tb927.2.3620,28H13.160,-,2,-,"GTP-binding elongation factor Tu family, putative",protein-coding,-,-,-,"GTP-binding elongation factor Tu family, putative",20200919,-
185431,3655666,Tb927.2.3660,Tb927.2.3660,28H13.180,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655672,Tb927.2.3720,Tb927.2.3720,28H13.210,-,2,-,"ubiquitin-conjugating enzyme, putative",protein-coding,-,-,-,"ubiquitin-conjugating enzyme, putative",20200919,-
185431,3655673,Tb927.2.3730,Tb927.2.3730,28H13.215,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655675,Tb927.2.3750,Tb927.2.3750,28H13.225,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655678,Tb927.2.3780,Tb927.2.3780,28H13.240,-,2,-,"translation initiation factor IF-2, putative",protein-coding,-,-,-,"translation initiation factor IF-2, putative",20200919,-
185431,3655680,Tb927.2.3800,Tb927.2.3800,28H13.250,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655688,Tb927.2.3880,Tb927.2.3880,28H13.290,-,2,-,"heterogeneous nuclear ribonucleoprotein H/F, putative",protein-coding,-,-,-,"heterogeneous nuclear ribonucleoprotein H/F, putative",20200919,-
185431,3655691,Tb927.2.3910,Tb927.2.3910,28H13.305,-,2,-,"beta-ketoacyl synthase family protein, putative",protein-coding,-,-,-,"beta-ketoacyl synthase family protein, putative",20200919,-
185431,3655692,Tb927.2.3920,Tb927.2.3920,28H13.310,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655693,Tb927.2.3930,Tb927.2.3930,28H13.315,-,2,-,"minichromosome maintenance (MCM) complex subunit, putative",protein-coding,-,-,-,"minichromosome maintenance (MCM) complex subunit, putative",20200919,-
185431,3655696,Tb927.2.3960,Tb927.2.3960,28H13.330,-,2,-,"chaperone protein DNAJ, putative",protein-coding,-,-,-,"chaperone protein DNAJ, putative",20200919,-
185431,3655697,Tb927.2.3970,Tb927.2.3970,28H13.335,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655699,Tb927.2.3990,Tb927.2.3990,28H13.345,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655700,Tb927.2.4000,Tb927.2.4000,28H13.350,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655702,Tb927.2.4020,Tb927.2.4020,28H13.360,-,2,-,"ubiquitin activating enzyme, putative",protein-coding,-,-,-,"ubiquitin activating enzyme, putative",20200919,-
185431,3655705,Tb927.2.4050,Tb927.2.4050,28H13.375,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655706,Tb927.2.4060,Tb927.2.4060,28H13.380,-,2,-,"dynein intermediate chain, putative",protein-coding,-,-,-,"dynein intermediate chain, putative",20200919,-
185431,3655709,Tb927.2.4090,Tb927.2.4090,28H13.395,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655711,Tb927.2.4110,Tb927.2.4110,28H13.405,-,2,-,"mitochondrial processing peptidase alpha subunit, putative",protein-coding,-,-,-,"mitochondrial processing peptidase alpha subunit, putative",20200919,-
185431,3655713,Tb927.2.4130,Tb927.2.4130,28H13.415,-,2,-,"enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative",protein-coding,-,-,-,"enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative",20200919,-
185431,3655714,Tb927.2.4140,Tb927.2.4140,28H13.420,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655715,Tb927.2.4150,Tb927.2.4150,28H13.425,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655716,Tb927.2.4160,Tb927.2.4160,28H13.430,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655720,Tb927.2.4200,Tb927.2.4200,28H13.450,-,2,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3655721,Tb927.2.4210,Tb927.2.4210,28H13.455,-,2,-,glycosomal phosphoenolpyruvate carboxykinase,protein-coding,-,-,-,glycosomal phosphoenolpyruvate carboxykinase,20200919,-
185431,3655723,Tb927.2.4230,Tb927.2.4230,28H13.465,-,2,-,"NUP-1 protein, putative",protein-coding,-,-,-,"NUP-1 protein, putative",20200919,-
185431,3655724,Tb927.2.4240,Tb927.2.4240,28H13.470,-,2,-,"GTP binding protein, putative",protein-coding,-,-,-,"GTP binding protein, putative",20200919,-
185431,3655728,Tb927.2.4280,Tb927.2.4280,28H13.490,-,2,-,"dual specificity protein phosphatase, putative",protein-coding,-,-,-,"dual specificity protein phosphatase, putative",20200919,-
185431,3655733,Tb927.2.4330,Tb927.2.4330,28H13.515,-,2,-,"paraflagellar rod protein, putative",protein-coding,-,-,-,"paraflagellar rod protein, putative",20200919,-
185431,3655734,Tb927.2.4340,Tb927.2.4340,28H13.520,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655737,Tb927.2.4370,Tb927.2.4370,30M24.395,-,2,-,"trypanothione synthetase, putative",protein-coding,-,-,-,"trypanothione synthetase, putative",20200919,-
185431,3655738,Tb927.2.4380,Tb927.2.4380,30M24.390,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655739,Tb927.2.4390,Tb927.2.4390,30M24.385,-,2,-,endo/exonuclease Mre11,protein-coding,-,-,-,endo/exonuclease Mre11,20200919,-
185431,3655740,Tb927.2.4400,Tb927.2.4400,30M24.380,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655741,Tb927.2.4410,Tb927.2.4410,30M24.375,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655742,Tb927.2.4420,Tb927.2.4420,30M24.370,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655744,Tb927.2.4440,Tb927.2.4440,30M24.360,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3655745,Tb927.2.4445,Tb927.2.4445,30M24.357,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655747,Tb927.2.4460,Tb927.2.4460,30M24.350,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655748,Tb927.2.4470,Tb927.2.4470,30M24.345,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655749,Tb927.2.4480,Tb927.2.4480,30M24.340,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655752,Tb927.2.4510,Tb927.2.4510,30M24.325,-,2,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3655753,Tb927.2.4520,Tb927.2.4520,30M24.320,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655754,Tb927.2.4530,Tb927.2.4530,30M24.315,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655755,Tb927.2.4540,Tb927.2.4540,30M24.310,-,2,-,"small nuclear ribonucleoprotein SmD1, putative",protein-coding,-,-,-,"small nuclear ribonucleoprotein SmD1, putative",20200919,-
185431,3655756,Tb927.2.4550,Tb927.2.4550,30M24.305,-,2,-,"FtsJ cell division protein, putative",protein-coding,-,-,-,"FtsJ cell division protein, putative",20200919,-
185431,3655757,Tb927.2.4560,Tb927.2.4560,30M24.300,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655759,Tb927.2.4580,Tb927.2.4580,30M24.290,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655760,Tb927.2.4590,Tb927.2.4590,30M24.285,-,2,-,"branched-chain amino acid aminotransferase, putative",protein-coding,-,-,-,"branched-chain amino acid aminotransferase, putative",20200919,-
185431,3655762,Tb927.2.4610,Tb927.2.4610,30M24.275,-,2,-,"branched-chain amino acid aminotransferase, putative",protein-coding,-,-,-,"branched-chain amino acid aminotransferase, putative",20200919,-
185431,3655763,Tb927.2.4620,Tb927.2.4620,30M24.270,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655766,Tb927.2.4650,Tb927.2.4650,30M24.255,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655768,Tb927.2.4670,Tb927.2.4670,30M24.245,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655769,Tb927.2.4680,Tb927.2.4680,30M24.240,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655771,Tb927.2.4700,Tb927.2.4700,30M24.230,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655772,Tb927.2.4710,Tb927.2.4710,30M24.225,-,2,-,"RNA-binding protein, putative",protein-coding,-,-,-,"RNA-binding protein, putative",20200919,-
185431,3655773,Tb927.2.4720,Tb927.2.4720,30M24.220,-,2,-,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichylalpha(6)-mannosyltransferase, putative",protein-coding,-,-,-,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichylalpha(6)-mannosyltransferase, putative",20200919,-
185431,3655775,Tb927.2.4740,Tb927.2.4740,30M24.210,-,2,-,"ribosomal protein L11, putative",protein-coding,-,-,-,"ribosomal protein L11, putative",20200923,-
185431,3655776,Tb927.2.4750,Tb927.2.4750,30M24.205,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655777,Tb927.2.4760,Tb927.2.4760,30M24.200,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655779,Tb927.2.4780,Tb927.2.4780,30M24.190,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655781,Tb927.2.4800,Tb927.2.4800,30M24.180,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655782,Tb927.2.4810,Tb927.2.4810,30M24.175,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655784,Tb927.2.4830,Tb927.2.4830,30M24.165,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655785,Tb927.2.4840,Tb927.2.4840,30M24.160,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655786,Tb927.2.4850,Tb927.2.4850,30M24.155,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655788,Tb927.2.4870,Tb927.2.4870,30M24.145,-,2,-,"dual specificity protein phosphatase, putative",protein-coding,-,-,-,"dual specificity protein phosphatase, putative",20200919,-
185431,3655790,Tb927.2.4890,Tb927.2.4890,30M24.135,-,2,-,"ribosomal protein L11, putative",protein-coding,-,-,-,"ribosomal protein L11, putative",20200923,-
185431,3655791,Tb927.2.4900,Tb927.2.4900,30M24.130,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655792,Tb927.2.4910,Tb927.2.4910,30M24.125,-,2,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3655793,Tb927.2.4920,Tb927.2.4920,30M24.120,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655794,Tb927.2.4930,Tb927.2.4930,30M24.115,-,2,-,"esterase, putative",protein-coding,-,-,-,"esterase, putative",20200919,-
185431,3655796,Tb927.2.4950,Tb927.2.4950,30M24.105,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655797,Tb927.2.4960,Tb927.2.4960,30M24.100,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655798,Tb927.2.4970,Tb927.2.4970,30M24.95,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655799,Tb927.2.4980,Tb927.2.4980,30M24.90,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655800,Tb927.2.4990,Tb927.2.4990,30M24.85,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655801,Tb927.2.5000,Tb927.2.5000,30M24.80,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655802,Tb927.2.5010,Tb927.2.5010,30M24.75,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655803,Tb927.2.5020,Tb927.2.5020,30M24.70,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655804,Tb927.2.5030,Tb927.2.5030,30M24.65,-,2,-,"transcription initiation protein, putative",protein-coding,-,-,-,"transcription initiation protein, putative",20200919,-
185431,3655805,Tb927.2.5040,Tb927.2.5040,30M24.60,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655806,Tb927.2.5050,Tb927.2.5050,30M24.55,-,2,-,"protein phosphatase 2C, putative",protein-coding,-,-,-,"protein phosphatase 2C, putative",20200919,-
185431,3655807,Tb927.2.5060,Tb927.2.5060,30M24.50,-,2,-,"GTP binding protein, putative",protein-coding,-,-,-,"GTP binding protein, putative",20200919,-
185431,3655808,Tb927.2.5070,Tb927.2.5070,30M24.45,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655809,Tb927.2.5080,Tb927.2.5080,30M24.40,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655813,Tb927.2.5120,Tb927.2.5120,30J2.10,-,2,-,"vesicle-associated membrane protein, putative",protein-coding,-,-,-,"vesicle-associated membrane protein, putative",20200919,-
185431,3655814,Tb927.2.5130,Tb927.2.5130,30J2.15,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655815,Tb927.2.5140,Tb927.2.5140,30J2.20,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655816,Tb927.2.5150,Tb927.2.5150,30J2.25,-,2,-,"TPR-repeat protein, putative",protein-coding,-,-,-,"TPR-repeat protein, putative",20200919,-
185431,3655817,Tb927.2.5160,Tb927.2.5160,30J2.30,-,2,-,"chaperone protein DnaJ, putative",protein-coding,-,-,-,"chaperone protein DnaJ, putative",20200919,-
185431,3655819,Tb927.2.5180,Tb927.2.5180,30J2.40,-,2,-,"aldo-keto reductase, putative",protein-coding,-,-,-,"aldo-keto reductase, putative",20200919,-
185431,3655820,Tb927.2.5190,Tb927.2.5190,30J2.45,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655821,Tb927.2.5200,Tb927.2.5200,30J2.50,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655822,Tb927.2.5210,Tb927.2.5210,30J2.55,-,2,-,"3-oxoacyl-(acyl-carrier protein) reductase, putative",protein-coding,-,-,-,"3-oxoacyl-(acyl-carrier protein) reductase, putative",20200919,-
185431,3655823,Tb927.2.5220,Tb927.2.5220,30J2.60,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655824,Tb927.2.5230,Tb927.2.5230,30J2.65,-,2,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3655825,Tb927.2.5240,Tb927.2.5240,30J2.70,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655826,Tb927.2.5250,Tb927.2.5250,30J2.75,-,2,-,"tubulin-tyrosine ligase, putative",protein-coding,-,-,-,"tubulin-tyrosine ligase, putative",20200919,-
185431,3655827,Tb927.2.5260,Tb927.2.5260,30J2.80,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655828,Tb927.2.5270,Tb927.2.5270,30J2.85,-,2,-,"dynein heavy chain, putative",protein-coding,-,-,-,"dynein heavy chain, putative",20200919,-
185431,3655829,Tb927.2.5280,Tb927.2.5280,30J2.90,-,2,-,"trans-sialidase, putative",protein-coding,-,-,-,"trans-sialidase, putative",20200919,-
185431,3655830,Tb927.2.5290,Tb927.2.5290,30J2.95,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655831,Tb927.2.5300,Tb927.2.5300,30J2.100,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655832,Tb927.2.5310,Tb927.2.5310,30J2.105,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655833,Tb927.2.5320,Tb927.2.5320,1F7.30,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655834,Tb927.2.5330,Tb927.2.5330,1F7.35,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655835,Tb927.2.5340,Tb927.2.5340,1F7.40,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655836,Tb927.2.5350,Tb927.2.5350,1F7.45,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655837,Tb927.2.5360,Tb927.2.5360,1F7.50,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655842,Tb927.2.5410,Tb927.2.5410,1F7.75,-,2,-,"ABC transporter, putative",protein-coding,-,-,-,"ABC transporter, putative",20200919,-
185431,3655845,Tb927.2.5440,Tb927.2.5440,1F7.90,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655849,Tb927.2.5480,Tb927.2.5480,1F7.110,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655851,Tb927.2.5500,Tb927.2.5500,1F7.120,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655854,Tb927.2.5530,Tb927.2.5530,1F7.135,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655855,Tb927.2.5540,Tb927.2.5540,1F7.140,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655861,Tb927.2.5600,Tb927.2.5600,1F7.170,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655862,Tb927.2.5610,Tb927.2.5610,1F7.175,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655864,Tb927.2.5630,Tb927.2.5630,1F7.185,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655866,Tb927.2.5650,Tb927.2.5650,1F7.195,-,2,-,"hypothetical protein, conserved",protein-coding,-,-,-,"hypothetical protein, conserved",20200923,-
185431,3655867,Tb927.2.5660,Tb927.2.5660,1F7.200,-,2,-,"adenylate kinase, putative",protein-coding,-,-,-,"adenylate kinase, putative",20200919,-
185431,3655869,Tb927.2.5680,Tb927.2.5680,-,-,2,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3655871,Tb927.2.5700,Tb927.2.5700,1F7.220,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3655872,Tb927.2.5710,Tb927.2.5710,1F7.225,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3655873,Tb927.2.5720,Tb927.2.5720,1F7.230,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
