#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
573,2827931,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene ('Klebsiella aerogenes' (Kruse) Taylor et al. 1956; Bacillus pneumoniae; Bacterium pneumoniae crouposae; Hyalococcus pneumoniae; Klebsiella pneumoniae aerogenes.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210522,-
573,39627948,EW138_RS00515,EW138_RS00515,EW138_00515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39627950,EW138_RS00530,EW138_RS00530,EW138_00530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39627954,EW138_RS00550,EW138_RS00550,EW138_00550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39627967,EW138_RS00615,EW138_RS00615,EW138_00615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39627969,EW138_RS00625,EW138_RS00625,EW138_00625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39627971,EW138_RS00525,EW138_RS00525,EW138_00525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39627972,EW138_RS00635,EW138_RS00635,EW138_00635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628022,EW138_RS00885,EW138_RS00885,EW138_00885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39628043,EW138_RS00990,EW138_RS00990,EW138_00990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628047,EW138_RS01010,EW138_RS01010,EW138_01010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628048,EW138_RS01015,EW138_RS01015,EW138_01015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39628049,EW138_RS01020,EW138_RS01020,EW138_01020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39628050,EW138_RS01025,EW138_RS01025,EW138_01025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628084,EW138_RS01195,EW138_RS01195,EW138_01195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628109,EW138_RS01320,EW138_RS01320,EW138_01320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628119,EW138_RS01370,EW138_RS01370,EW138_01370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628140,EW138_RS01475,EW138_RS01475,EW138_01475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628157,EW138_RS01560,EW138_RS01560,EW138_01560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628204,EW138_RS01795,EW138_RS01795,EW138_01795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628221,EW138_RS01880,EW138_RS01880,EW138_01880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
573,39628224,EW138_RS01895,EW138_RS01895,EW138_01895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628358,EX352_RS27250,EX352_RS27250,EX352_27250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628377,EX352_RS27345,EX352_RS27345,EX352_27345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628378,EX352_RS27350,EX352_RS27350,EX352_27350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628385,EX352_RS27385,EX352_RS27385,EX352_27385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628399,EX352_RS27455,EX352_RS27455,EX352_27455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628405,EX352_RS27485,EX352_RS27485,EX352_27485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628415,EX352_RS27535,EX352_RS27535,EX352_27535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
573,39628420,EX352_RS27560,EX352_RS27560,EX352_27560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628422,EX352_RS27570,EX352_RS27570,EX352_27570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628430,EX352_RS27610,EX352_RS27610,EX352_27610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628432,EX352_RS27620,EX352_RS27620,EX352_27620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628434,EX352_RS27630,EX352_RS27630,EX352_27630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628451,EX352_RS27715,EX352_RS27715,EX352_27715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39628452,EX352_RS27720,EX352_RS27720,EX352_27720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628496,EX352_RS27940,EX352_RS27940,EX352_27940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628497,EX352_RS27945,EX352_RS27945,EX352_27945,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628499,EX352_RS27955,EX352_RS27955,EX352_27955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628569,EX352_RS28305,EX352_RS28305,EX352_28305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628582,EX353_RS27110,EX353_RS27110,EX353_27110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39628598,EX353_RS27185,EX353_RS27185,EX353_27185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39628599,EX353_RS27190,EX353_RS27190,EX353_27190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628607,EX353_RS27230,EX353_RS27230,EX353_27230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628609,EX353_RS27240,EX353_RS27240,EX353_27240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628638,EX353_RS27385,EX353_RS27385,EX353_27385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628639,EX353_RS27390,EX353_RS27390,EX353_27390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628676,EX353_RS27575,EX353_RS27575,EX353_27575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628679,EX353_RS27590,EX353_RS27590,EX353_27590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628697,EX353_RS27680,EX353_RS27680,EX353_27680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628698,EX353_RS27685,EX353_RS27685,EX353_27685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628731,EX353_RS27850,EX353_RS27850,EX353_27850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628776,EX353_RS28075,EX353_RS28075,EX353_28075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39628795,EX353_RS28170,EX353_RS28170,EX353_28170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628823,EX353_RS28315,EX353_RS28315,EX353_28315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628824,EX353_RS28320,EX353_RS28320,EX353_28320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628953,EX353_RS28960,EX353_RS28960,EX353_28960,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39628962,EX353_RS29005,EX353_RS29005,EX353_29005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629104,EX353_RS29715,EX353_RS29715,EX353_29715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629120,EX353_RS29795,EX353_RS29795,EX353_29795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629131,EX353_RS29850,EX353_RS29850,EX353_29850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629138,EX353_RS29885,EX353_RS29885,EX353_29885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39629149,EX353_RS29940,EX353_RS29940,EX353_29940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629150,EX353_RS29945,EX353_RS29945,EX353_29945,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629160,EX353_RS29995,EX353_RS29995,EX353_29995,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629163,EX353_RS30010,EX353_RS30010,EX353_30010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629229,EX353_RS30345,EX353_RS30345,EX353_30345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39629233,EX353_RS30365,EX353_RS30365,EX353_30365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629235,EX353_RS30375,EX353_RS30375,EX353_30375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190815,-
573,39629236,EX353_RS30380,EX353_RS30380,EX353_30380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629237,EX353_RS30385,EX353_RS30385,EX353_30385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629239,EX353_RS30395,EX353_RS30395,EX353_30395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629240,EX353_RS30400,EX353_RS30400,EX353_30400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629241,EX353_RS30405,EX353_RS30405,EX353_30405,-,-,-,-,tRNA,-,-,-,-,20190405,-
573,39629244,EX353_RS30415,EX353_RS30415,EX353_30415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629246,EX353_RS30425,EX353_RS30425,EX353_30425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629254,EX353_RS30460,EX353_RS30460,EX353_30460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629256,EX353_RS30470,EX353_RS30470,EX353_30470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,39629258,EX353_RS30480,EX353_RS30480,EX353_30480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629259,EX353_RS30485,EX353_RS30485,EX353_30485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629260,EX353_RS30490,EX353_RS30490,EX353_30490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629261,EX353_RS30495,EX353_RS30495,EX353_30495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629266,EX353_RS30520,EX353_RS30520,EX353_30520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629267,EX353_RS30525,EX353_RS30525,EX353_30525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629270,EX353_RS30540,EX353_RS30540,EX353_30540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629273,EX353_RS30555,EX353_RS30555,EX353_30555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629276,EX353_RS30570,EX353_RS30570,EX353_30570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629281,EX353_RS30595,EX353_RS30595,EX353_30595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
573,39629283,EX353_RS30605,EX353_RS30605,EX353_30605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
573,39629284,EX353_RS30610,EX353_RS30610,EX353_30610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629290,EX353_RS30640,EX353_RS30640,EX353_30640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629294,EX353_RS30660,EX353_RS30660,EX353_30660,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629295,EX353_RS30665,EX353_RS30665,EX353_30665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629301,EX353_RS30695,EX353_RS30695,EX353_30695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39629302,EX353_RS30700,EX353_RS30700,EX353_30700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629304,EX353_RS30710,EX353_RS30710,EX353_30710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629309,EX353_RS30735,EX353_RS30735,EX353_30735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629311,EX353_RS30745,EX353_RS30745,EX353_30745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629312,EX353_RS30750,EX353_RS30750,EX353_30750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629314,EX353_RS30760,EX353_RS30760,EX353_30760,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629315,EX353_RS30765,EX353_RS30765,EX353_30765,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39629316,EX353_RS30770,EX353_RS30770,EX353_30770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39629317,EX353_RS30775,EX353_RS30775,EX353_30775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629324,EX353_RS30810,EX353_RS30810,EX353_30810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190608,-
573,39629328,EX353_RS30830,EX353_RS30830,EX353_30830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,39629334,EX353_RS30860,EX353_RS30860,EX353_30860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629338,EX353_RS30880,EX353_RS30880,EX353_30880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629354,C6M05_RS27435,C6M05_RS27435,C6M05_27425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629390,C6M05_RS27615,C6M05_RS27615,C6M05_27605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629429,C6M05_RS27810,C6M05_RS27810,C6M05_27800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629443,C6M05_RS27880,C6M05_RS27880,C6M05_27870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629451,C6M05_RS27920,C6M05_RS27920,C6M05_27910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629481,C6M05_RS28070,C6M05_RS28070,C6M05_28060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629486,C6M05_RS28095,C6M05_RS28095,C6M05_28085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39629487,C6M05_RS28100,C6M05_RS28100,C6M05_28090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629507,C6M05_RS28200,C6M05_RS28200,C6M05_28190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629539,C6M05_RS28360,C6M05_RS28360,C6M05_28350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629540,C6M05_RS28365,C6M05_RS28365,C6M05_28355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629577,DPQ49_RS27220,DPQ49_RS27220,DPQ49_27175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629578,DPQ49_RS27225,DPQ49_RS27225,DPQ49_27180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629579,DPQ49_RS27230,DPQ49_RS27230,DPQ49_27185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629580,DPQ49_RS27235,DPQ49_RS27235,DPQ49_27190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629586,DPQ49_RS27265,DPQ49_RS27265,DPQ49_27220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629588,DPQ49_RS27275,DPQ49_RS27275,DPQ49_27230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629590,DPQ49_RS27285,DPQ49_RS27285,DPQ49_27245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629592,DPQ49_RS27295,DPQ49_RS27295,DPQ49_27255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629593,DPQ49_RS27300,DPQ49_RS27300,DPQ49_27260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629594,DPQ49_RS27305,DPQ49_RS27305,DPQ49_27265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629597,DPQ49_RS27320,DPQ49_RS27320,DPQ49_27280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629601,DPQ49_RS27340,DPQ49_RS27340,DPQ49_27300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629602,DPQ49_RS27345,DPQ49_RS27345,DPQ49_27305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190814,-
573,39629603,DPQ49_RS27350,DPQ49_RS27350,DPQ49_27310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629604,DPQ49_RS27355,DPQ49_RS27355,DPQ49_27315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629605,DPQ49_RS27360,DPQ49_RS27360,DPQ49_27320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629606,DPQ49_RS27365,DPQ49_RS27365,DPQ49_27325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629612,DPQ49_RS27395,DPQ49_RS27395,DPQ49_27355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629618,EI552_RS27075,EI552_RS27075,EI552_27075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629620,EI552_RS27085,EI552_RS27085,EI552_27085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39629621,EI552_RS27090,EI552_RS27090,EI552_27090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
573,39629640,EI552_RS27180,EI552_RS27180,EI552_27180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629653,EI552_RS27245,EI552_RS27245,EI552_27245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629781,EI552_RS27885,EI552_RS27885,EI552_27885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629782,EI552_RS27890,EI552_RS27890,EI552_27890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629794,EI552_RS27950,EI552_RS27950,EI552_27950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39629827,EI552_RS28115,EI552_RS28115,EI552_28115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
573,39630112,DPQ49_RS28795,DPQ49_RS28795,DPQ49_28755,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630118,DPQ49_RS28825,DPQ49_RS28825,DPQ49_28785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39630143,DPQ49_RS28950,DPQ49_RS28950,DPQ49_28910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630187,DPQ49_RS29175,DPQ49_RS29175,DPQ49_29135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630196,DPQ49_RS29215,DPQ49_RS29215,DPQ49_29175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630209,DPQ49_RS29280,DPQ49_RS29280,DPQ49_29240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630274,EGY03_RS00025,EGY03_RS00025,EGY03_00025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630292,EGY03_RS00015,EGY03_RS00015,EGY03_00015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39630293,EGY03_RS00115,EGY03_RS00115,EGY03_00115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39630298,EGY03_RS00140,EGY03_RS00140,EGY03_00140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
