#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448319,63856202,BO72DRAFT_10,BO72DRAFT_10,-,-,Unknown,-,DUF757 domain protein,protein-coding,-,-,-,DUF757 domain protein,20210421,-
1448319,63856367,BO72DRAFT_123407,BO72DRAFT_123407,-,-,Unknown,-,putative DRAP deaminase,protein-coding,-,-,-,putative DRAP deaminase,20210421,-
1448319,63856368,BO72DRAFT_123664,BO72DRAFT_123664,-,-,Unknown,-,putative aminotransferase,protein-coding,-,-,-,putative aminotransferase,20210421,-
1448319,63856369,BO72DRAFT_123676,BO72DRAFT_123676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856370,BO72DRAFT_123737,BO72DRAFT_123737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856371,BO72DRAFT_123764,BO72DRAFT_123764,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856372,BO72DRAFT_123787,BO72DRAFT_123787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856373,BO72DRAFT_124424,BO72DRAFT_124424,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856374,BO72DRAFT_124464,BO72DRAFT_124464,-,-,Unknown,-,amidohydrolase 3,protein-coding,-,-,-,amidohydrolase 3,20210421,-
1448319,63856375,BO72DRAFT_124526,BO72DRAFT_124526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856376,BO72DRAFT_124625,BO72DRAFT_124625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856377,BO72DRAFT_124894,BO72DRAFT_124894,-,-,Unknown,-,Choline/ethanolaminephosphotransferase,protein-coding,-,-,-,Choline/ethanolaminephosphotransferase,20210421,-
1448319,63856378,BO72DRAFT_124925,BO72DRAFT_124925,-,-,Unknown,-,NIPSNAP family protein,protein-coding,-,-,-,NIPSNAP family protein,20210421,-
1448319,63856379,BO72DRAFT_125807,BO72DRAFT_125807,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856380,BO72DRAFT_125867,BO72DRAFT_125867,-,-,Unknown,-,3'-phosphoadenosine-5'-phosphosulfate reductase Met16,protein-coding,-,-,-,3'-phosphoadenosine-5'-phosphosulfate reductase Met16,20210421,-
1448319,63856381,BO72DRAFT_125914,BO72DRAFT_125914,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856382,BO72DRAFT_126016,BO72DRAFT_126016,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210421,-
1448319,63856383,BO72DRAFT_126040,BO72DRAFT_126040,-,-,Unknown,-,putative DHHC zinc finger membrane protein,protein-coding,-,-,-,putative DHHC zinc finger membrane protein,20210421,-
1448319,63856384,BO72DRAFT_126128,BO72DRAFT_126128,-,-,Unknown,-,PMT-domain-containing protein,protein-coding,-,-,-,PMT-domain-containing protein,20210421,-
1448319,63856385,BO72DRAFT_126263,BO72DRAFT_126263,-,-,Unknown,-,Sec2p-domain-containing protein,protein-coding,-,-,-,Sec2p-domain-containing protein,20210421,-
1448319,63856386,BO72DRAFT_126271,BO72DRAFT_126271,-,-,Unknown,-,putative dsDNA-binding protein PDCD5,protein-coding,-,-,-,putative dsDNA-binding protein PDCD5,20210421,-
1448319,63856387,BO72DRAFT_126349,BO72DRAFT_126349,-,-,Unknown,-,putative 2-dehydropantoate 2-reductase,protein-coding,-,-,-,putative 2-dehydropantoate 2-reductase,20210421,-
1448319,63856388,BO72DRAFT_126404,BO72DRAFT_126404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856389,BO72DRAFT_126508,BO72DRAFT_126508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856390,BO72DRAFT_126629,BO72DRAFT_126629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856391,BO72DRAFT_127028,BO72DRAFT_127028,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 12,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 12,20210421,-
1448319,63856392,BO72DRAFT_1271,BO72DRAFT_1271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856393,BO72DRAFT_12733,BO72DRAFT_12733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856394,BO72DRAFT_1274,BO72DRAFT_1274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856395,BO72DRAFT_127623,BO72DRAFT_127623,-,-,Unknown,-,CAIB/BAIF family enzyme,protein-coding,-,-,-,CAIB/BAIF family enzyme,20210421,-
1448319,63856396,BO72DRAFT_127709,BO72DRAFT_127709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856397,BO72DRAFT_127834,BO72DRAFT_127834,-,-,Unknown,-,multicopy suppressor of Stt4 mutation,protein-coding,-,-,-,multicopy suppressor of Stt4 mutation,20210421,-
1448319,63856398,BO72DRAFT_127892,BO72DRAFT_127892,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856399,BO72DRAFT_128293,BO72DRAFT_128293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856400,BO72DRAFT_1283,BO72DRAFT_1283,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210421,-
1448319,63856401,BO72DRAFT_128427,BO72DRAFT_128427,-,-,Unknown,-,nucleolar essential protein 1,protein-coding,-,-,-,nucleolar essential protein 1,20210421,-
1448319,63856402,BO72DRAFT_128428,BO72DRAFT_128428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856403,BO72DRAFT_128429,BO72DRAFT_128429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856404,BO72DRAFT_128526,BO72DRAFT_128526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856405,BO72DRAFT_128585,BO72DRAFT_128585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856406,BO72DRAFT_128589,BO72DRAFT_128589,-,-,Unknown,-,putative eukaryotic translation initiation factor subunit eIF2A,protein-coding,-,-,-,putative eukaryotic translation initiation factor subunit eIF2A,20210421,-
1448319,63856407,BO72DRAFT_128614,BO72DRAFT_128614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856408,BO72DRAFT_128639,BO72DRAFT_128639,-,-,Unknown,-,HPC2-domain-containing protein,protein-coding,-,-,-,HPC2-domain-containing protein,20210421,-
1448319,63856409,BO72DRAFT_128731,BO72DRAFT_128731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856410,BO72DRAFT_128750,BO72DRAFT_128750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856411,BO72DRAFT_128790,BO72DRAFT_128790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856412,BO72DRAFT_12915,BO72DRAFT_12915,-,-,Unknown,-,pectin lyase 1 precursor,protein-coding,-,-,-,pectin lyase 1 precursor,20210421,-
1448319,63856413,BO72DRAFT_129234,BO72DRAFT_129234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856414,BO72DRAFT_129262,BO72DRAFT_129262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856415,BO72DRAFT_129276,BO72DRAFT_129276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856416,BO72DRAFT_129379,BO72DRAFT_129379,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856417,BO72DRAFT_129406,BO72DRAFT_129406,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856418,BO72DRAFT_12948,BO72DRAFT_12948,-,-,Unknown,-,molybdopterin binding oxidoreductase,protein-coding,-,-,-,molybdopterin binding oxidoreductase,20210421,-
1448319,63856419,BO72DRAFT_129583,BO72DRAFT_129583,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856420,BO72DRAFT_129638,BO72DRAFT_129638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856421,BO72DRAFT_129782,BO72DRAFT_129782,-,-,Unknown,-,branched-chain amino acid aminotransferase,protein-coding,-,-,-,branched-chain amino acid aminotransferase,20210421,-
1448319,63856422,BO72DRAFT_129891,BO72DRAFT_129891,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856423,BO72DRAFT_130028,BO72DRAFT_130028,-,-,Unknown,-,Got1-like family protein,protein-coding,-,-,-,Got1-like family protein,20210421,-
1448319,63856424,BO72DRAFT_130892,BO72DRAFT_130892,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856425,BO72DRAFT_131136,BO72DRAFT_131136,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856426,BO72DRAFT_131144,BO72DRAFT_131144,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856427,BO72DRAFT_131162,BO72DRAFT_131162,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856428,BO72DRAFT_13118,BO72DRAFT_13118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856429,BO72DRAFT_131191,BO72DRAFT_131191,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210421,-
1448319,63856430,BO72DRAFT_131306,BO72DRAFT_131306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856431,BO72DRAFT_13140,BO72DRAFT_13140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856432,BO72DRAFT_13142,BO72DRAFT_13142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856433,BO72DRAFT_131664,BO72DRAFT_131664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856434,BO72DRAFT_131734,BO72DRAFT_131734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856435,BO72DRAFT_131981,BO72DRAFT_131981,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856436,BO72DRAFT_131991,BO72DRAFT_131991,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856437,BO72DRAFT_132036,BO72DRAFT_132036,-,-,Unknown,-,DUF1295 domain protein,protein-coding,-,-,-,DUF1295 domain protein,20210421,-
1448319,63856438,BO72DRAFT_132059,BO72DRAFT_132059,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63856439,BO72DRAFT_132139,BO72DRAFT_132139,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856440,BO72DRAFT_132199,BO72DRAFT_132199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856441,BO72DRAFT_132249,BO72DRAFT_132249,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20210421,-
1448319,63856442,BO72DRAFT_132848,BO72DRAFT_132848,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856443,BO72DRAFT_132874,BO72DRAFT_132874,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856444,BO72DRAFT_132959,BO72DRAFT_132959,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856445,BO72DRAFT_132979,BO72DRAFT_132979,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856446,BO72DRAFT_132999,BO72DRAFT_132999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856447,BO72DRAFT_133002,BO72DRAFT_133002,-,-,Unknown,-,protein phosphatase 2A regulatory subunit PR55,protein-coding,-,-,-,protein phosphatase 2A regulatory subunit PR55,20210421,-
1448319,63856448,BO72DRAFT_13324,BO72DRAFT_13324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856449,BO72DRAFT_133299,BO72DRAFT_133299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856450,BO72DRAFT_133307,BO72DRAFT_133307,-,-,Unknown,-,NAD-dependent aldehyde dehydrogenase,protein-coding,-,-,-,NAD-dependent aldehyde dehydrogenase,20210421,-
1448319,63856451,BO72DRAFT_13351,BO72DRAFT_13351,-,-,Unknown,-,DUF1212-domain-containing protein,protein-coding,-,-,-,DUF1212-domain-containing protein,20210421,-
1448319,63856452,BO72DRAFT_133598,BO72DRAFT_133598,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856453,BO72DRAFT_133654,BO72DRAFT_133654,-,-,Unknown,-,putative ribosome biogenesis protein Noc4,protein-coding,-,-,-,putative ribosome biogenesis protein Noc4,20210421,-
1448319,63856454,BO72DRAFT_133751,BO72DRAFT_133751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856455,BO72DRAFT_134012,BO72DRAFT_134012,-,-,Unknown,-,DUF962-domain-containing protein,protein-coding,-,-,-,DUF962-domain-containing protein,20210421,-
1448319,63856456,BO72DRAFT_134034,BO72DRAFT_134034,-,-,Unknown,-,DNA-directed RNA polymerase subunit E,protein-coding,-,-,-,DNA-directed RNA polymerase subunit E,20210421,-
1448319,63856457,BO72DRAFT_134256,BO72DRAFT_134256,-,-,Unknown,-,putative autophagy protein Apg6,protein-coding,-,-,-,putative autophagy protein Apg6,20210421,-
1448319,63856458,BO72DRAFT_13430,BO72DRAFT_13430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856459,BO72DRAFT_134360,BO72DRAFT_134360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856460,BO72DRAFT_134423,BO72DRAFT_134423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856461,BO72DRAFT_134820,BO72DRAFT_134820,-,-,Unknown,-,oxidoreductin,protein-coding,-,-,-,oxidoreductin,20210421,-
1448319,63856462,BO72DRAFT_135018,BO72DRAFT_135018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856463,BO72DRAFT_135036,BO72DRAFT_135036,-,-,Unknown,-,putative KHG-aldolase,protein-coding,-,-,-,putative KHG-aldolase,20210421,-
1448319,63856464,BO72DRAFT_135086,BO72DRAFT_135086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856465,BO72DRAFT_135329,BO72DRAFT_135329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856466,BO72DRAFT_1355,BO72DRAFT_1355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856467,BO72DRAFT_135652,BO72DRAFT_135652,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856468,BO72DRAFT_135674,BO72DRAFT_135674,-,-,Unknown,-,putative MFS transporter,protein-coding,-,-,-,putative MFS transporter,20210421,-
1448319,63856469,BO72DRAFT_136290,BO72DRAFT_136290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856470,BO72DRAFT_136582,BO72DRAFT_136582,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210421,-
1448319,63856471,BO72DRAFT_137007,BO72DRAFT_137007,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210421,-
1448319,63856472,BO72DRAFT_13707,BO72DRAFT_13707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856473,BO72DRAFT_137154,BO72DRAFT_137154,-,-,Unknown,-,"Bicupin, oxalate decarboxylase/oxidase",protein-coding,-,-,-,"Bicupin, oxalate decarboxylase/oxidase",20210421,-
1448319,63856474,BO72DRAFT_137247,BO72DRAFT_137247,-,-,Unknown,-,synaptic vesicle transporter,protein-coding,-,-,-,synaptic vesicle transporter,20210421,-
1448319,63856475,BO72DRAFT_137290,BO72DRAFT_137290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856476,BO72DRAFT_13730,BO72DRAFT_13730,-,-,Unknown,-,histidine acid phosphatase,protein-coding,-,-,-,histidine acid phosphatase,20210421,-
1448319,63856477,BO72DRAFT_137514,BO72DRAFT_137514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856478,BO72DRAFT_137609,BO72DRAFT_137609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856479,BO72DRAFT_137646,BO72DRAFT_137646,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210421,-
1448319,63856480,BO72DRAFT_137686,BO72DRAFT_137686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856481,BO72DRAFT_137725,BO72DRAFT_137725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856482,BO72DRAFT_137772,BO72DRAFT_137772,-,-,Unknown,-,siderophore iron transporter,protein-coding,-,-,-,siderophore iron transporter,20210421,-
1448319,63856483,BO72DRAFT_137801,BO72DRAFT_137801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856484,BO72DRAFT_137860,BO72DRAFT_137860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856485,BO72DRAFT_138119,BO72DRAFT_138119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856486,BO72DRAFT_138243,BO72DRAFT_138243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856487,BO72DRAFT_138367,BO72DRAFT_138367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856488,BO72DRAFT_138543,BO72DRAFT_138543,-,-,Unknown,-,metal-dependent amidase/aminoacylase/carboxypeptidase,protein-coding,-,-,-,metal-dependent amidase/aminoacylase/carboxypeptidase,20210421,-
1448319,63856489,BO72DRAFT_138576,BO72DRAFT_138576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856490,BO72DRAFT_138607,BO72DRAFT_138607,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210421,-
1448319,63856491,BO72DRAFT_138672,BO72DRAFT_138672,-,-,Unknown,-,Amidophosphoribosyltransferase,protein-coding,-,-,-,Amidophosphoribosyltransferase,20210421,-
1448319,63856492,BO72DRAFT_138683,BO72DRAFT_138683,-,-,Unknown,-,DNA glycosylase,protein-coding,-,-,-,DNA glycosylase,20210421,-
1448319,63856493,BO72DRAFT_13887,BO72DRAFT_13887,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856494,BO72DRAFT_138874,BO72DRAFT_138874,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856495,BO72DRAFT_139237,BO72DRAFT_139237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856496,BO72DRAFT_139290,BO72DRAFT_139290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856497,BO72DRAFT_139298,BO72DRAFT_139298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63856498,BO72DRAFT_139319,BO72DRAFT_139319,-,-,Unknown,-,MAPKKK cascade protein kinase regulator Ste50,protein-coding,-,-,-,MAPKKK cascade protein kinase regulator Ste50,20210421,-
1448319,63856499,BO72DRAFT_139345,BO72DRAFT_139345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
