#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
697581,25405473,TCARB_RS00005,TCARB_RS00005,TCARB_0001,-,-,-,adenosine-specific kinase,protein-coding,-,-,-,adenosine-specific kinase,20201026,-
697581,25405642,TCARB_RS00850,TCARB_RS00850,TCARB_0183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405643,TCARB_RS00855,TCARB_RS00855,TCARB_0184,-,-,-,KaiC domain-containing protein,protein-coding,-,-,-,KaiC domain-containing protein,20201026,-
697581,25405644,TCARB_RS00860,TCARB_RS00860,TCARB_0185,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201026,-
697581,25405645,TCARB_RS00865,TCARB_RS00865,TCARB_0186,-,-,-,glycogen/starch synthase,protein-coding,-,-,-,glycogen/starch synthase,20201217,-
697581,25405646,TCARB_RS00870,TCARB_RS00870,TCARB_0187,-,-,-,DUF1925 domain-containing protein,protein-coding,-,-,-,DUF1925 domain-containing protein,20201026,-
697581,25405647,TCARB_RS00875,TCARB_RS00875,TCARB_1972,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25405648,TCARB_RS00880,TCARB_RS00880,TCARB_0188,-,-,-,proline--tRNA ligase,protein-coding,-,-,-,proline--tRNA ligase,20200829,-
697581,25405649,rimI,TCARB_RS00885,TCARB_0189,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,protein-coding,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,20201217,-
697581,25405650,TCARB_RS00890,TCARB_RS00890,TCARB_0190,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20200829,-
697581,25405651,TCARB_RS00895,TCARB_RS00895,TCARB_0191,-,-,-,sugar phosphate isomerase/epimerase,protein-coding,-,-,-,sugar phosphate isomerase/epimerase,20200919,-
697581,25405652,TCARB_RS00900,TCARB_RS00900,TCARB_0192,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20201026,-
697581,25405653,TCARB_RS00905,TCARB_RS00905,TCARB_0193,-,-,-,creatininase family protein,protein-coding,-,-,-,creatininase family protein,20201026,-
697581,25405654,TCARB_RS00910,TCARB_RS00910,TCARB_0194,-,-,-,D-glycerate dehydrogenase,protein-coding,-,-,-,D-glycerate dehydrogenase,20201026,-
697581,25405655,TCARB_RS00915,TCARB_RS00915,TCARB_0195,-,-,-,50S ribosome-binding GTPase,protein-coding,-,-,-,50S ribosome-binding GTPase,20200829,-
697581,25405656,TCARB_RS00920,TCARB_RS00920,TCARB_0196,-,-,-,N-glycosylase/DNA lyase,protein-coding,-,-,-,N-glycosylase/DNA lyase,20200829,-
697581,25405657,TCARB_RS00925,TCARB_RS00925,TCARB_0197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405658,TCARB_RS00930,TCARB_RS00930,TCARB_0198,-,-,-,NDP-sugar synthase,protein-coding,-,-,-,NDP-sugar synthase,20200829,-
697581,25405659,TCARB_RS00935,TCARB_RS00935,TCARB_0199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405660,TCARB_RS00940,TCARB_RS00940,TCARB_0200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405661,TCARB_RS00945,TCARB_RS00945,TCARB_0201,-,-,-,DUF92 domain-containing protein,protein-coding,-,-,-,DUF92 domain-containing protein,20210424,-
697581,25405662,TCARB_RS00950,TCARB_RS00950,TCARB_0202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25405663,TCARB_RS00955,TCARB_RS00955,TCARB_0203,-,-,-,SPFH/Band 7/PHB domain protein,protein-coding,-,-,-,SPFH/Band 7/PHB domain protein,20200829,-
697581,25405664,TCARB_RS00960,TCARB_RS00960,TCARB_0204,-,-,-,polymer-forming cytoskeletal protein,protein-coding,-,-,-,polymer-forming cytoskeletal protein,20200829,-
697581,25405665,TCARB_RS00965,TCARB_RS00965,TCARB_0206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405666,TCARB_RS00970,TCARB_RS00970,TCARB_0207,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200919,-
697581,25405667,TCARB_RS00975,TCARB_RS00975,TCARB_0208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25405668,TCARB_RS00980,TCARB_RS00980,TCARB_0209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25405669,TCARB_RS00985,TCARB_RS00985,TCARB_0210,-,-,-,TIM barrel protein,protein-coding,-,-,-,TIM barrel protein,20200829,-
697581,25405670,TCARB_RS00990,TCARB_RS00990,TCARB_0211,-,-,-,AEC family transporter,protein-coding,-,-,-,AEC family transporter,20200829,-
697581,25405671,TCARB_RS00995,TCARB_RS00995,TCARB_0212,-,-,-,isoaspartyl peptidase/L-asparaginase,protein-coding,-,-,-,isoaspartyl peptidase/L-asparaginase,20200829,-
697581,25405672,TCARB_RS01000,TCARB_RS01000,TCARB_0213,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20200919,-
697581,25405673,TCARB_RS01005,TCARB_RS01005,TCARB_0214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405674,rnhB,TCARB_RS01010,TCARB_0215,-,-,-,ribonuclease HII,protein-coding,-,-,-,ribonuclease HII,20200919,-
697581,25405675,TCARB_RS01015,TCARB_RS01015,TCARB_0216,-,-,-,N-acetyltransferase,protein-coding,-,-,-,N-acetyltransferase,20200829,-
697581,25405676,TCARB_RS01020,TCARB_RS01020,TCARB_0217,-,-,-,FGGY-family carbohydrate kinase,protein-coding,-,-,-,FGGY-family carbohydrate kinase,20200829,-
697581,25405677,acs,TCARB_RS01025,TCARB_0218,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20201217,-
697581,25405678,TCARB_RS01030,TCARB_RS01030,TCARB_1973,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25405679,mvk,TCARB_RS01035,TCARB_0219,-,-,-,mevalonate kinase,protein-coding,-,-,-,mevalonate kinase,20200829,-
697581,25405680,TCARB_RS01040,TCARB_RS01040,TCARB_0220,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,20200919,-
697581,25405681,TCARB_RS01045,TCARB_RS01045,TCARB_0221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405682,TCARB_RS01050,TCARB_RS01050,TCARB_0222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25405683,TCARB_RS01055,TCARB_RS01055,TCARB_0223,-,-,-,ASCH domain-containing protein,protein-coding,-,-,-,ASCH domain-containing protein,20201217,-
697581,25405684,TCARB_RS01060,TCARB_RS01060,TCARB_0224,-,-,-,type IA DNA topoisomerase,protein-coding,-,-,-,type IA DNA topoisomerase,20200829,-
697581,25405685,TCARB_RS01065,TCARB_RS01065,TCARB_0225,-,-,-,PhoH family protein,protein-coding,-,-,-,PhoH family protein,20200829,-
697581,25405686,TCARB_RS01070,TCARB_RS01070,TCARB_0226,-,-,-,TIM barrel protein,protein-coding,-,-,-,TIM barrel protein,20200829,-
697581,25405687,dph2,TCARB_RS01075,TCARB_0227,-,-,-,diphthamide biosynthesis enzyme Dph2,protein-coding,-,-,-,diphthamide biosynthesis enzyme Dph2,20200919,-
697581,25405688,TCARB_RS01080,TCARB_RS01080,TCARB_0228,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200829,-
697581,25405689,tpiA,TCARB_RS01085,TCARB_0229,-,-,-,triose-phosphate isomerase,protein-coding,-,-,-,triose-phosphate isomerase,20200829,-
697581,25405690,TCARB_RS01090,TCARB_RS01090,TCARB_0230,-,-,-,prepilin peptidase,protein-coding,-,-,-,prepilin peptidase,20200829,-
697581,25405691,TCARB_RS01095,TCARB_RS01095,TCARB_0231,-,-,-,50S ribosomal protein P1,protein-coding,-,-,-,50S ribosomal protein P1,20200829,-
697581,25405692,TCARB_RS01100,TCARB_RS01100,TCARB_0232,-,-,-,DUF354 domain-containing protein,protein-coding,-,-,-,DUF354 domain-containing protein,20200829,-
697581,25405693,TCARB_RS01105,TCARB_RS01105,TCARB_0233,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405694,TCARB_RS01110,TCARB_RS01110,TCARB_0234,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200829,-
697581,25405695,TCARB_RS01115,TCARB_RS01115,TCARB_0235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405696,TCARB_RS01120,TCARB_RS01120,TCARB_0236,-,-,-,Lrp/AsnC ligand binding domain-containing protein,protein-coding,-,-,-,Lrp/AsnC ligand binding domain-containing protein,20201026,-
697581,25405697,TCARB_RS01125,TCARB_RS01125,TCARB_0237,-,-,-,pyruvoyl-dependent arginine decarboxylase,protein-coding,-,-,-,pyruvoyl-dependent arginine decarboxylase,20201026,-
697581,25405698,TCARB_RS01130,TCARB_RS01130,TCARB_0238,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20201026,-
697581,25405699,TCARB_RS01135,TCARB_RS01135,TCARB_0239,-,-,-,DUF59 domain-containing protein,protein-coding,-,-,-,DUF59 domain-containing protein,20201217,-
697581,25405700,TCARB_RS01140,TCARB_RS01140,TCARB_0240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25405701,TCARB_RS01145,TCARB_RS01145,TCARB_0241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25405702,TCARB_RS01150,TCARB_RS01150,TCARB_0242,-,-,-,RuvB-like helicase,protein-coding,-,-,-,RuvB-like helicase,20200829,-
697581,25405703,TCARB_RS01155,TCARB_RS01155,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405704,TCARB_RS01160,TCARB_RS01160,TCARB_0245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405706,TCARB_RS01170,TCARB_RS01170,TCARB_0248,-,-,-,site-2 protease family protein,protein-coding,-,-,-,site-2 protease family protein,20201026,-
697581,25405707,TCARB_RS01175,TCARB_RS01175,TCARB_0249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25405708,TCARB_RS01180,TCARB_RS01180,TCARB_0250,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200829,-
697581,25405709,TCARB_RS01185,TCARB_RS01185,TCARB_0251,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200919,-
697581,25405710,asnS,TCARB_RS01190,TCARB_0252,-,-,-,asparagine--tRNA ligase,protein-coding,-,-,-,asparagine--tRNA ligase,20200829,-
697581,25405711,TCARB_RS01195,TCARB_RS01195,TCARB_0253,-,-,-,ferrous iron transport protein A,protein-coding,-,-,-,ferrous iron transport protein A,20201026,-
697581,25405712,feoB,TCARB_RS01200,TCARB_0254,-,-,-,ferrous iron transport protein B,protein-coding,-,-,-,ferrous iron transport protein B,20200829,-
697581,25405713,TCARB_RS01205,TCARB_RS01205,TCARB_0255,-,-,-,anaerobic ribonucleoside-triphosphate reductase activating protein,protein-coding,-,-,-,anaerobic ribonucleoside-triphosphate reductase activating protein,20201217,-
697581,25405714,TCARB_RS01210,TCARB_RS01210,TCARB_0256,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201026,-
697581,25405715,TCARB_RS01215,TCARB_RS01215,TCARB_0257,-,-,-,4-demethylwyosine synthase TYW1,protein-coding,-,-,-,4-demethylwyosine synthase TYW1,20201026,-
697581,25405716,TCARB_RS01220,TCARB_RS01220,TCARB_0258,-,-,-,DUF91 domain-containing protein,protein-coding,-,-,-,DUF91 domain-containing protein,20201026,-
697581,25405718,TCARB_RS01230,TCARB_RS01230,TCARB_0260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405719,TCARB_RS01235,TCARB_RS01235,TCARB_0261,-,-,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,20200829,-
697581,25405720,TCARB_RS01240,TCARB_RS01240,TCARB_0262,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,20200831,-
697581,25405721,TCARB_RS01245,TCARB_RS01245,TCARB_0263,-,-,-,DUF123 domain-containing protein,protein-coding,-,-,-,DUF123 domain-containing protein,20210529,-
697581,25405722,TCARB_RS01250,TCARB_RS01250,TCARB_0264,-,-,-,nicotinate phosphoribosyltransferase,protein-coding,-,-,-,nicotinate phosphoribosyltransferase,20201026,-
697581,25405723,TCARB_RS01255,TCARB_RS01255,TCARB_0265,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200829,-
697581,25405724,TCARB_RS01260,TCARB_RS01260,TCARB_1974,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25405725,TCARB_RS01265,TCARB_RS01265,TCARB_0266,-,-,-,DUF2208 domain-containing protein,protein-coding,-,-,-,DUF2208 domain-containing protein,20200829,-
697581,25405726,TCARB_RS01270,TCARB_RS01270,TCARB_0267,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405727,TCARB_RS01275,TCARB_RS01275,TCARB_0270,-,-,-,Glu/Leu/Phe/Val dehydrogenase,protein-coding,-,-,-,Glu/Leu/Phe/Val dehydrogenase,20201217,-
697581,25405728,TCARB_RS01280,TCARB_RS01280,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405729,TCARB_RS01285,TCARB_RS01285,TCARB_0272,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405731,TCARB_RS01295,TCARB_RS01295,TCARB_0273,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20200829,-
697581,25405732,TCARB_RS01300,TCARB_RS01300,TCARB_0274,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200829,-
697581,25405733,TCARB_RS01305,TCARB_RS01305,TCARB_0275,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20201217,-
697581,25405734,TCARB_RS01310,TCARB_RS01310,TCARB_0276,-,-,-,cysteine--tRNA ligase,protein-coding,-,-,-,cysteine--tRNA ligase,20200829,-
697581,25405735,TCARB_RS01315,TCARB_RS01315,TCARB_0277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405736,TCARB_RS01320,TCARB_RS01320,TCARB_0278,-,-,-,amino acid ABC transporter ATP-binding protein,protein-coding,-,-,-,amino acid ABC transporter ATP-binding protein,20200829,-
697581,25405737,TCARB_RS01325,TCARB_RS01325,TCARB_0279,-,-,-,amino acid ABC transporter permease,protein-coding,-,-,-,amino acid ABC transporter permease,20201026,-
697581,25405738,TCARB_RS01330,TCARB_RS01330,TCARB_0280,-,-,-,amino acid ABC transporter substrate-binding protein,protein-coding,-,-,-,amino acid ABC transporter substrate-binding protein,20200919,-
697581,25405739,TCARB_RS01335,TCARB_RS01335,TCARB_0281,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405740,TCARB_RS01340,TCARB_RS01340,-,-,-,-,-,pseudo,-,-,-,-,20200829,-
697581,25405741,TCARB_RS01345,TCARB_RS01345,TCARB_0283,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25405742,TCARB_RS01350,TCARB_RS01350,TCARB_0284,-,-,-,spermidine/putrescine ABC transporter substrate-binding protein,protein-coding,-,-,-,spermidine/putrescine ABC transporter substrate-binding protein,20200829,-
697581,25405743,TCARB_RS01355,TCARB_RS01355,TCARB_0285,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25405744,TCARB_RS01360,TCARB_RS01360,TCARB_0286,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25405745,TCARB_RS01365,TCARB_RS01365,TCARB_0287,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25405746,TCARB_RS01370,TCARB_RS01370,TCARB_0288,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405747,TCARB_RS01375,TCARB_RS01375,TCARB_0289,-,-,-,nitroreductase family protein,protein-coding,-,-,-,nitroreductase family protein,20210529,-
697581,25405748,TCARB_RS01380,TCARB_RS01380,TCARB_0290,-,-,-,XTP/dITP diphosphatase,protein-coding,-,-,-,XTP/dITP diphosphatase,20201026,-
697581,25405749,TCARB_RS01385,TCARB_RS01385,TCARB_0291,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405750,TCARB_RS01390,TCARB_RS01390,TCARB_0292,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405751,TCARB_RS01395,TCARB_RS01395,TCARB_0293,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405752,TCARB_RS01400,TCARB_RS01400,TCARB_0294,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405753,TCARB_RS01405,TCARB_RS01405,TCARB_0295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405754,TCARB_RS01410,TCARB_RS01410,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405755,TCARB_RS01415,TCARB_RS01415,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405756,TCARB_RS01420,TCARB_RS01420,TCARB_0298,-,-,-,TIGR00269 family protein,protein-coding,-,-,-,TIGR00269 family protein,20201026,-
697581,25405757,TCARB_RS01425,TCARB_RS01425,TCARB_0299,-,-,-,MoaD/ThiS family protein,protein-coding,-,-,-,MoaD/ThiS family protein,20201217,-
697581,25405758,TCARB_RS01430,TCARB_RS01430,TCARB_0300,-,-,-,YhbY family RNA-binding protein,protein-coding,-,-,-,YhbY family RNA-binding protein,20201026,-
697581,25405759,TCARB_RS01435,TCARB_RS01435,TCARB_0301,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200829,-
697581,25405760,TCARB_RS01440,TCARB_RS01440,TCARB_0302,-,-,-,"hydroxymethylglutaryl-CoA reductase, degradative",protein-coding,-,-,-,"hydroxymethylglutaryl-CoA reductase, degradative",20200829,-
697581,25405761,TCARB_RS01445,TCARB_RS01445,TCARB_0303,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405762,TCARB_RS01450,TCARB_RS01450,TCARB_0304,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20200829,-
697581,25405763,TCARB_RS01455,TCARB_RS01455,TCARB_0305,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20200829,-
697581,25405764,TCARB_RS01460,TCARB_RS01460,TCARB_0306,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20200919,-
697581,25405765,TCARB_RS01465,TCARB_RS01465,TCARB_0307,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405766,TCARB_RS01470,TCARB_RS01470,TCARB_0308,-,-,-,M28 family peptidase,protein-coding,-,-,-,M28 family peptidase,20200829,-
697581,25405767,TCARB_RS01475,TCARB_RS01475,TCARB_0309,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405768,TCARB_RS01480,TCARB_RS01480,TCARB_0310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25405769,TCARB_RS01485,TCARB_RS01485,TCARB_0311,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20200829,-
697581,25405770,TCARB_RS01490,TCARB_RS01490,-,-,-,-,(2Fe-2S)-binding protein,protein-coding,-,-,-,(2Fe-2S)-binding protein,20200919,-
697581,25405771,TCARB_RS01495,TCARB_RS01495,TCARB_0313,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200829,-
697581,25405772,TCARB_RS01500,TCARB_RS01500,TCARB_0314,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20200829,-
697581,25405773,TCARB_RS01505,TCARB_RS01505,TCARB_0315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405774,TCARB_RS01510,TCARB_RS01510,TCARB_0316,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405775,TCARB_RS01515,TCARB_RS01515,TCARB_0317,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201217,-
697581,25405776,TCARB_RS01520,TCARB_RS01520,TCARB_0318,-,-,-,N-6 DNA methylase,protein-coding,-,-,-,N-6 DNA methylase,20200829,-
697581,25405778,TCARB_RS01530,TCARB_RS01530,TCARB_0319,-,-,-,metal-dependent transcriptional regulator,protein-coding,-,-,-,metal-dependent transcriptional regulator,20200829,-
697581,25405779,TCARB_RS01535,TCARB_RS01535,TCARB_0320,-,-,-,ferrous iron transport protein A,protein-coding,-,-,-,ferrous iron transport protein A,20200919,-
697581,25405780,TCARB_RS01540,TCARB_RS01540,TCARB_0321,-,-,-,ferrous iron transport protein A,protein-coding,-,-,-,ferrous iron transport protein A,20200829,-
697581,25405781,feoB,TCARB_RS01545,TCARB_0322,-,-,-,ferrous iron transport protein B,protein-coding,-,-,-,ferrous iron transport protein B,20200829,-
697581,25405782,TCARB_RS01550,TCARB_RS01550,TCARB_0323,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405783,TCARB_RS01555,TCARB_RS01555,TCARB_0324,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25405784,TCARB_RS01560,TCARB_RS01560,-,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201217,-
