#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
7209,9937370,LOAG_00014,LOAG_00014,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201104,-
7209,9937577,LOAG_00203,LOAG_00203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937578,LOAG_00204,LOAG_00204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937579,LOAG_00205,LOAG_00205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937580,LOAG_00222,LOAG_00222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937581,LOAG_00223,LOAG_00223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937582,LOAG_00224,LOAG_00224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937583,LOAG_00225,LOAG_00225,-,-,Unknown,-,UBX domain-containing protein,protein-coding,-,-,-,UBX domain-containing protein,20201104,-
7209,9937584,LOAG_00226,LOAG_00226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937585,LOAG_00227,LOAG_00227,-,-,Unknown,-,60S ribosomal protein L4,protein-coding,-,-,-,60S ribosomal protein L4,20201104,-
7209,9937586,LOAG_00228,LOAG_00228,-,-,Unknown,-,LysM domain-containing protein,protein-coding,-,-,-,LysM domain-containing protein,20201104,-
7209,9937587,LOAG_17357,LOAG_17357,LOAG_00212,-,Unknown,-,micro-fibrillar-associated protein 1 containing protein,protein-coding,-,-,-,micro-fibrillar-associated protein 1 containing protein,20201104,-
7209,9937588,LOAG_00213,LOAG_00213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937589,LOAG_00214,LOAG_00214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937590,LOAG_00215,LOAG_00215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937591,LOAG_00216,LOAG_00216,-,-,Unknown,-,src-associated protein SAW,protein-coding,-,-,-,src-associated protein SAW,20201104,-
7209,9937592,LOAG_00217,LOAG_00217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937593,LOAG_00218,LOAG_00218,-,-,Unknown,-,ATP synthase coupling factor 6 family protein,protein-coding,-,-,-,ATP synthase coupling factor 6 family protein,20201104,-
7209,9937594,LOAG_00219,LOAG_00219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937595,LOAG_17360,LOAG_17360,LOAG_00220,-,Unknown,-,ferrochelatase-2,protein-coding,-,-,-,ferrochelatase-2,20201104,-
7209,9937597,LOAG_17356,LOAG_17356,LOAG_00211,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937598,LOAG_00230,LOAG_00230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937599,LOAG_16884,LOAG_16884,LOAG_00231,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937600,LOAG_00232,LOAG_00232,-,-,Unknown,-,disulfide isomerase,protein-coding,-,-,-,disulfide isomerase,20201104,-
7209,9937601,LOAG_00233,LOAG_00233,-,-,Unknown,-,rho GDP-dissociation inhibitor 2,protein-coding,-,-,-,rho GDP-dissociation inhibitor 2,20201104,-
7209,9937602,LOAG_00234,LOAG_00234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937603,LOAG_00235,LOAG_00235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937604,LOAG_00237,LOAG_00237,-,-,Unknown,-,phosphate carrier protein,protein-coding,-,-,-,phosphate carrier protein,20201104,-
7209,9937605,LOAG_00238,LOAG_00238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937606,LOAG_00239,LOAG_00239,-,-,Unknown,-,UTP-glucose-1-phosphate uridylyltransferase,protein-coding,-,-,-,UTP-glucose-1-phosphate uridylyltransferase,20201104,-
7209,9937607,LOAG_00240,LOAG_00240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937608,LOAG_00241,LOAG_00241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937609,LOAG_00242,LOAG_00242,-,-,Unknown,-,nuclear receptor NHR-67,protein-coding,-,-,-,nuclear receptor NHR-67,20201104,-
7209,9937610,LOAG_00243,LOAG_00243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937611,LOAG_00244,LOAG_00244,-,-,Unknown,-,glycosyl transferase,protein-coding,-,-,-,glycosyl transferase,20201104,-
7209,9937612,LOAG_00245,LOAG_00245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937613,LOAG_00246,LOAG_00246,-,-,Unknown,-,hydrolase,protein-coding,-,-,-,hydrolase,20201104,-
7209,9937614,LOAG_00247,LOAG_00247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937615,LOAG_16886,LOAG_16886,LOAG_00248,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937617,LOAG_00236,LOAG_00236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937618,LOAG_16363,LOAG_16363,LOAG_00250,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937619,LOAG_00251,LOAG_00251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937620,LOAG_00252,LOAG_00252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937621,LOAG_00253,LOAG_00253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937622,LOAG_00254,LOAG_00254,-,-,Unknown,-,CMGC/GSK protein kinase,protein-coding,-,-,-,CMGC/GSK protein kinase,20201104,-
7209,9937623,LOAG_00255,LOAG_00255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937624,LOAG_16364,LOAG_16364,LOAG_00256,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937625,LOAG_00257,LOAG_00257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937626,LOAG_00258,LOAG_00258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937627,LOAG_00259,LOAG_00259,-,-,Unknown,-,anaphase promoting complex subunit 10,protein-coding,-,-,-,anaphase promoting complex subunit 10,20201104,-
7209,9937628,LOAG_00260,LOAG_00260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937629,LOAG_00261,LOAG_00261,-,-,Unknown,-,TTK protein kinase,protein-coding,-,-,-,TTK protein kinase,20201104,-
7209,9937631,LOAG_17193,LOAG_17193,LOAG_00263,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937632,LOAG_00264,LOAG_00264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937633,LOAG_17195,LOAG_17195,LOAG_00265,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937635,LOAG_00267,LOAG_00267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937636,LOAG_00268,LOAG_00268,-,-,Unknown,-,kinesin motor domain-containing protein,protein-coding,-,-,-,kinesin motor domain-containing protein,20201104,-
7209,9937637,LOAG_00269,LOAG_00269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937638,LOAG_00271,LOAG_00271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937639,LOAG_00272,LOAG_00272,-,-,Unknown,-,DnaJ domain-containing protein,protein-coding,-,-,-,DnaJ domain-containing protein,20201104,-
7209,9937640,LOAG_17196,LOAG_17196,LOAG_00273,-,Unknown,-,high-affinity choline transporter 1,protein-coding,-,-,-,high-affinity choline transporter 1,20201104,-
7209,9937642,LOAG_00275,LOAG_00275,-,-,Unknown,-,CCG1-interacting factor B,protein-coding,-,-,-,CCG1-interacting factor B,20201104,-
7209,9937643,LOAG_00276,LOAG_00276,-,-,Unknown,-,28S ribosomal protein S25,protein-coding,-,-,-,28S ribosomal protein S25,20201104,-
7209,9937644,LOAG_00277,LOAG_00277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937647,LOAG_00270,LOAG_00270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937648,LOAG_00281,LOAG_00281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937649,LOAG_00282,LOAG_00282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937650,LOAG_00283,LOAG_00283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937651,LOAG_00284,LOAG_00284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937652,LOAG_00285,LOAG_00285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937654,LOAG_18380,LOAG_18380,LOAG_00279,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937655,LOAG_00289,LOAG_00289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937656,LOAG_00290,LOAG_00290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937657,LOAG_00291,LOAG_00291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937658,LOAG_00292,LOAG_00292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937659,LOAG_00293,LOAG_00293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937660,LOAG_16479,LOAG_16479,LOAG_00294,-,Unknown,-,glycosyltransferase family 22 protein,protein-coding,-,-,-,glycosyltransferase family 22 protein,20201104,-
7209,9937661,LOAG_00295,LOAG_00295,-,-,Unknown,-,valyl-tRNA synthetase,protein-coding,-,-,-,valyl-tRNA synthetase,20201104,-
7209,9937662,LOAG_00288,LOAG_00288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937663,LOAG_00287,LOAG_00287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937664,LOAG_00296,LOAG_00296,-,-,Unknown,-,phenylalanyl-tRNA synthetase,protein-coding,-,-,-,phenylalanyl-tRNA synthetase,20201104,-
7209,9937666,LOAG_16480,LOAG_16480,LOAG_00298,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937667,LOAG_00286,LOAG_00286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937668,LOAG_00300,LOAG_00300,-,-,Unknown,-,nuclear hormone receptor family member nhr-1,protein-coding,-,-,-,nuclear hormone receptor family member nhr-1,20201104,-
7209,9937669,LOAG_18002,LOAG_18002,LOAG_00301,-,Unknown,-,CBR-ACL-7 protein,protein-coding,-,-,-,CBR-ACL-7 protein,20201104,-
7209,9937671,LOAG_00303,LOAG_00303,-,-,Unknown,-,core histone H2A/H2B/H3/H4 family protein,protein-coding,-,-,-,core histone H2A/H2B/H3/H4 family protein,20201104,-
7209,9937672,LOAG_00304,LOAG_00304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937673,LOAG_00305,LOAG_00305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937674,LOAG_00306,LOAG_00306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937675,LOAG_00307,LOAG_00307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937676,LOAG_00308,LOAG_00308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937677,LOAG_00309,LOAG_00309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937678,LOAG_00310,LOAG_00310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937679,LOAG_00311,LOAG_00311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937680,LOAG_00312,LOAG_00312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937681,LOAG_00313,LOAG_00313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937683,LOAG_00315,LOAG_00315,-,-,Unknown,-,DXImx40e protein,protein-coding,-,-,-,DXImx40e protein,20201104,-
7209,9937684,LOAG_00316,LOAG_00316,-,-,Unknown,-,calsequestrin family protein,protein-coding,-,-,-,calsequestrin family protein,20201104,-
7209,9937686,LOAG_00318,LOAG_00318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937687,LOAG_00319,LOAG_00319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937688,LOAG_00320,LOAG_00320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937689,LOAG_00321,LOAG_00321,-,-,Unknown,-,abnormal cell lineage protein 37,protein-coding,-,-,-,abnormal cell lineage protein 37,20201104,-
7209,9937690,LOAG_00322,LOAG_00322,-,-,Unknown,-,calreticulin family protein,protein-coding,-,-,-,calreticulin family protein,20201104,-
7209,9937691,LOAG_00323,LOAG_00323,-,-,Unknown,-,PAB-dependent Poly(A) specific ribonuclease subunit,protein-coding,-,-,-,PAB-dependent Poly(A) specific ribonuclease subunit,20201104,-
7209,9937692,LOAG_00324,LOAG_00324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937693,LOAG_00325,LOAG_00325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937695,LOAG_00317,LOAG_00317,-,-,Unknown,-,manba-prov protein,protein-coding,-,-,-,manba-prov protein,20201104,-
7209,9937696,LOAG_00328,LOAG_00328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937697,LOAG_00329,LOAG_00329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937698,LOAG_00330,LOAG_00330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937699,LOAG_00331,LOAG_00331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937700,LOAG_00332,LOAG_00332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937701,LOAG_00333,LOAG_00333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937702,LOAG_00334,LOAG_00334,-,-,Unknown,-,CAMK/PIM protein kinase,protein-coding,-,-,-,CAMK/PIM protein kinase,20201104,-
7209,9937703,LOAG_00335,LOAG_00335,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937704,LOAG_00327,LOAG_00327,-,-,Unknown,-,pre-mRNA-splicing factor 8,protein-coding,-,-,-,pre-mRNA-splicing factor 8,20201104,-
7209,9937705,LOAG_00337,LOAG_00337,-,-,Unknown,-,nuclear hormone receptor,protein-coding,-,-,-,nuclear hormone receptor,20201104,-
7209,9937706,LOAG_00338,LOAG_00338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937707,LOAG_00339,LOAG_00339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937708,LOAG_00340,LOAG_00340,-,-,Unknown,-,CPN-1 protein,protein-coding,-,-,-,CPN-1 protein,20201104,-
7209,9937709,LOAG_00341,LOAG_00341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937710,LOAG_18006,LOAG_18006,LOAG_00342,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937712,LOAG_18007,LOAG_18007,LOAG_00344,-,Unknown,-,RalA-binding protein 1,protein-coding,-,-,-,RalA-binding protein 1,20201104,-
7209,9937715,LOAG_00347,LOAG_00347,-,-,Unknown,-,polyprenyl synthetase,protein-coding,-,-,-,polyprenyl synthetase,20201104,-
7209,9937716,LOAG_18008,LOAG_18008,LOAG_00348,-,Unknown,-,CBR-DPF-3 protein,protein-coding,-,-,-,CBR-DPF-3 protein,20201104,-
7209,9937719,LOAG_18009,LOAG_18009,LOAG_00351,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937720,LOAG_00352,LOAG_00352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937721,LOAG_00336,LOAG_00336,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937722,LOAG_00354,LOAG_00354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937723,LOAG_00355,LOAG_00355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937724,LOAG_00356,LOAG_00356,-,-,Unknown,-,6-phosphogluconolactonase,protein-coding,-,-,-,6-phosphogluconolactonase,20201104,-
7209,9937725,LOAG_00357,LOAG_00357,-,-,Unknown,-,Rrp4-PA,protein-coding,-,-,-,Rrp4-PA,20201104,-
7209,9937726,LOAG_00358,LOAG_00358,-,-,Unknown,-,EXOSome component family member,protein-coding,-,-,-,EXOSome component family member,20201104,-
7209,9937727,LOAG_00359,LOAG_00359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937728,LOAG_00360,LOAG_00360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937729,LOAG_00361,LOAG_00361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937730,LOAG_00362,LOAG_00362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937731,LOAG_00363,LOAG_00363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937732,LOAG_00353,LOAG_00353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937733,LOAG_00366,LOAG_00366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937734,LOAG_00367,LOAG_00367,-,-,Unknown,-,26S protease regulatory subunit 4,protein-coding,-,-,-,26S protease regulatory subunit 4,20201104,-
7209,9937735,LOAG_00368,LOAG_00368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937736,LOAG_00369,LOAG_00369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937737,LOAG_00365,LOAG_00365,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937738,LOAG_00370,LOAG_00370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937739,LOAG_00371,LOAG_00371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937740,LOAG_00372,LOAG_00372,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937741,LOAG_00373,LOAG_00373,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9937742,LOAG_00374,LOAG_00374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937743,LOAG_00375,LOAG_00375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937744,LOAG_00376,LOAG_00376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937745,LOAG_00377,LOAG_00377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937746,LOAG_00364,LOAG_00364,-,-,Unknown,-,high molecular weight glutenin subunit X,protein-coding,-,-,-,high molecular weight glutenin subunit X,20201104,-
7209,9937747,LOAG_00379,LOAG_00379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937748,LOAG_00380,LOAG_00380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937749,LOAG_00381,LOAG_00381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937750,LOAG_00382,LOAG_00382,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20201104,-
7209,9937751,LOAG_00383,LOAG_00383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9937752,LOAG_00384,LOAG_00384,-,-,Unknown,-,60S acidic ribosomal protein P0,protein-coding,-,-,-,60S acidic ribosomal protein P0,20201104,-
7209,9937753,LOAG_00385,LOAG_00385,-,-,Unknown,-,translationally-controlled tumor protein,protein-coding,-,-,-,translationally-controlled tumor protein,20201104,-
