#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
595528,14894399,CAOG_08376,CAOG_08376,-,-,Unknown,-,propionyl-CoA carboxylase subunit alpha,protein-coding,-,-,-,propionyl-CoA carboxylase subunit alpha,20201223,-
595528,14894627,CAOG_08046,CAOG_08046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894628,CAOG_08047,CAOG_08047,-,-,Unknown,-,rho GDP dissociation inhibitor,protein-coding,-,-,-,rho GDP dissociation inhibitor,20201223,-
595528,14894629,CAOG_08048,CAOG_08048,-,-,Unknown,-,cobalamin adenosyltransferase,protein-coding,-,-,-,cobalamin adenosyltransferase,20201223,-
595528,14894630,CAOG_08049,CAOG_08049,-,-,Unknown,-,metallo-beta-lactamase,protein-coding,-,-,-,metallo-beta-lactamase,20201223,-
595528,14894631,CAOG_08050,CAOG_08050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894632,CAOG_08051,CAOG_08051,-,-,Unknown,-,3-mercaptopyruvate sulfurtransferase,protein-coding,-,-,-,3-mercaptopyruvate sulfurtransferase,20201223,-
595528,14894633,CAOG_08052,CAOG_08052,-,-,Unknown,-,Ercc6 protein,protein-coding,-,-,-,Ercc6 protein,20201223,-
595528,14894634,CAOG_08053,CAOG_08053,-,-,Unknown,-,cytochrome c oxidase assembly protein COX11,protein-coding,-,-,-,cytochrome c oxidase assembly protein COX11,20201223,-
595528,14894635,CAOG_08054,CAOG_08054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894636,CAOG_08055,CAOG_08055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894637,CAOG_08056,CAOG_08056,-,-,Unknown,-,dimethyladenosine transferase,protein-coding,-,-,-,dimethyladenosine transferase,20201223,-
595528,14894638,CAOG_08057,CAOG_08057,-,-,Unknown,-,zinc transporter 5,protein-coding,-,-,-,zinc transporter 5,20201223,-
595528,14894639,CAOG_08058,CAOG_08058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894640,CAOG_08059,CAOG_08059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894641,CAOG_08060,CAOG_08060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894642,CAOG_08061,CAOG_08061,-,-,Unknown,-,WD repeat domain-containing protein,protein-coding,-,-,-,WD repeat domain-containing protein,20201223,-
595528,14894643,CAOG_08062,CAOG_08062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894644,CAOG_08063,CAOG_08063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894645,CAOG_08064,CAOG_08064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894646,CAOG_08065,CAOG_08065,-,-,Unknown,-,small GTP binding protein RAC1,protein-coding,-,-,-,small GTP binding protein RAC1,20201223,-
595528,14894647,CAOG_08066,CAOG_08066,-,-,Unknown,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20201223,-
595528,14894648,CAOG_08067,CAOG_08067,-,-,Unknown,-,topoisomerase III,protein-coding,-,-,-,topoisomerase III,20201223,-
595528,14894649,CAOG_08068,CAOG_08068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894650,CAOG_08069,CAOG_08069,-,-,Unknown,-,TRMT1 protein,protein-coding,-,-,-,TRMT1 protein,20201223,-
595528,14894651,CAOG_08070,CAOG_08070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894652,CAOG_08071,CAOG_08071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894653,CAOG_08072,CAOG_08072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894654,CAOG_08073,CAOG_08073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894655,CAOG_08074,CAOG_08074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894656,CAOG_08075,CAOG_08075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894657,CAOG_08076,CAOG_08076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894658,CAOG_08077,CAOG_08077,-,-,Unknown,-,DNA mismatch repair protein Msh3,protein-coding,-,-,-,DNA mismatch repair protein Msh3,20201223,-
595528,14894660,CAOG_08078,CAOG_08078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894661,CAOG_08079,CAOG_08079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894662,CAOG_08080,CAOG_08080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894663,CAOG_08081,CAOG_08081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894664,CAOG_08082,CAOG_08082,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894667,CAOG_08017,CAOG_08017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894668,CAOG_08018,CAOG_08018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894669,CAOG_08019,CAOG_08019,-,-,Unknown,-,prolyl 4-hydroxylase,protein-coding,-,-,-,prolyl 4-hydroxylase,20201223,-
595528,14894670,CAOG_08020,CAOG_08020,-,-,Unknown,-,short-chain dehydrogenase,protein-coding,-,-,-,short-chain dehydrogenase,20201223,-
595528,14894671,CAOG_08021,CAOG_08021,-,-,Unknown,-,ribosomal protein S26,protein-coding,-,-,-,ribosomal protein S26,20201223,-
595528,14894672,CAOG_08022,CAOG_08022,-,-,Unknown,-,small nuclear ribonucleoprotein Sm D3,protein-coding,-,-,-,small nuclear ribonucleoprotein Sm D3,20201223,-
595528,14894673,CAOG_08023,CAOG_08023,-,-,Unknown,-,H+ transporting ATP synthase O subunit isoform 2,protein-coding,-,-,-,H+ transporting ATP synthase O subunit isoform 2,20201223,-
595528,14894674,CAOG_08024,CAOG_08024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894675,CAOG_08025,CAOG_08025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894676,CAOG_08026,CAOG_08026,-,-,Unknown,-,WD40 repeat-containing protein,protein-coding,-,-,-,WD40 repeat-containing protein,20201223,-
595528,14894677,CAOG_08027,CAOG_08027,-,-,Unknown,-,histidinol-phosphate aminotransferase,protein-coding,-,-,-,histidinol-phosphate aminotransferase,20201223,-
595528,14894678,CAOG_08028,CAOG_08028,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20201223,-
595528,14894679,CAOG_08029,CAOG_08029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894680,CAOG_08030,CAOG_08030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894683,CAOG_08033,CAOG_08033,-,-,Unknown,-,serine/threonine-protein kinase ppk11,protein-coding,-,-,-,serine/threonine-protein kinase ppk11,20201223,-
595528,14894684,CAOG_08034,CAOG_08034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894685,CAOG_08035,CAOG_08035,-,-,Unknown,-,mitogen-activated protein kinase kinase kinase kinase,protein-coding,-,-,-,mitogen-activated protein kinase kinase kinase kinase,20201223,-
595528,14894686,CAOG_08036,CAOG_08036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894687,CAOG_08037,CAOG_08037,-,-,Unknown,-,carnitine/acylcarnitine carrier protein,protein-coding,-,-,-,carnitine/acylcarnitine carrier protein,20201223,-
595528,14894688,CAOG_08038,CAOG_08038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894689,CAOG_08039,CAOG_08039,-,-,Unknown,-,neutrophil cytosolic factor 2,protein-coding,-,-,-,neutrophil cytosolic factor 2,20201223,-
595528,14894690,CAOG_08040,CAOG_08040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894691,CAOG_08041,CAOG_08041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894692,CAOG_08042,CAOG_08042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894693,CAOG_08043,CAOG_08043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894694,CAOG_08044,CAOG_08044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894695,CAOG_08125,CAOG_08125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894696,CAOG_08126,CAOG_08126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894697,CAOG_08127,CAOG_08127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894698,CAOG_08128,CAOG_08128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894699,CAOG_08129,CAOG_08129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894701,CAOG_08131,CAOG_08131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894702,CAOG_08132,CAOG_08132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894703,CAOG_08133,CAOG_08133,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894704,CAOG_08134,CAOG_08134,-,-,Unknown,-,nucleotide-binding protein 1,protein-coding,-,-,-,nucleotide-binding protein 1,20201223,-
595528,14894705,CAOG_08135,CAOG_08135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894706,CAOG_08136,CAOG_08136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894707,CAOG_08137,CAOG_08137,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894708,CAOG_08138,CAOG_08138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894709,CAOG_08139,CAOG_08139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894710,CAOG_08140,CAOG_08140,-,-,Unknown,-,elongation factor Tu,protein-coding,-,-,-,elongation factor Tu,20201223,-
595528,14894711,CAOG_08141,CAOG_08141,-,-,Unknown,-,zuotin,protein-coding,-,-,-,zuotin,20201223,-
595528,14894713,CAOG_08143,CAOG_08143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894714,CAOG_08144,CAOG_08144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894715,CAOG_08145,CAOG_08145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894716,CAOG_08146,CAOG_08146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894717,CAOG_08147,CAOG_08147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894718,CAOG_08148,CAOG_08148,-,-,Unknown,-,topoisomerase 6 subunit B,protein-coding,-,-,-,topoisomerase 6 subunit B,20201223,-
595528,14894719,CAOG_08149,CAOG_08149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894720,CAOG_08150,CAOG_08150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894721,CAOG_08151,CAOG_08151,-,-,Unknown,-,"beta1,4-galactosyltransferase 7",protein-coding,-,-,-,"beta1,4-galactosyltransferase 7",20201223,-
595528,14894722,CAOG_08152,CAOG_08152,-,-,Unknown,-,SEC14-like protein,protein-coding,-,-,-,SEC14-like protein,20201223,-
595528,14894723,CAOG_08153,CAOG_08153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894724,CAOG_08154,CAOG_08154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894726,CAOG_08156,CAOG_08156,-,-,Unknown,-,glucose transporter,protein-coding,-,-,-,glucose transporter,20201223,-
595528,14894727,CAOG_08157,CAOG_08157,-,-,Unknown,-,lymphoid specific helicase ,protein-coding,-,-,-,lymphoid specific helicase ,20201223,-
595528,14894728,CAOG_08158,CAOG_08158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894729,CAOG_08159,CAOG_08159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894730,CAOG_08160,CAOG_08160,-,-,Unknown,-,cathepsin B,protein-coding,-,-,-,cathepsin B,20201223,-
595528,14894731,CAOG_08161,CAOG_08161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894732,CAOG_08162,CAOG_08162,-,-,Unknown,-,DNA-dependent protein kinase,protein-coding,-,-,-,DNA-dependent protein kinase,20201223,-
595528,14894733,CAOG_08163,CAOG_08163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894735,CAOG_08165,CAOG_08165,-,-,Unknown,-,riboflavin synthase subunit alpha,protein-coding,-,-,-,riboflavin synthase subunit alpha,20201223,-
595528,14894736,CAOG_08166,CAOG_08166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894737,CAOG_08167,CAOG_08167,-,-,Unknown,-,dihydroderamide delta-4 desaturase,protein-coding,-,-,-,dihydroderamide delta-4 desaturase,20201223,-
595528,14894738,CAOG_08083,CAOG_08083,-,-,Unknown,-,beta-lactamase,protein-coding,-,-,-,beta-lactamase,20201223,-
595528,14894739,CAOG_08084,CAOG_08084,-,-,Unknown,-,serine/threonine-protein kinase 4,protein-coding,-,-,-,serine/threonine-protein kinase 4,20201223,-
595528,14894740,CAOG_08085,CAOG_08085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894741,CAOG_08086,CAOG_08086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894742,CAOG_08087,CAOG_08087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894743,CAOG_08088,CAOG_08088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894744,CAOG_08089,CAOG_08089,-,-,Unknown,-,ephrin type-A receptor 4a,protein-coding,-,-,-,ephrin type-A receptor 4a,20201223,-
595528,14894745,CAOG_08090,CAOG_08090,-,-,Unknown,-,metal-binding domain in RNase L inhibitor,protein-coding,-,-,-,metal-binding domain in RNase L inhibitor,20201223,-
595528,14894746,CAOG_08091,CAOG_08091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894747,CAOG_08092,CAOG_08092,-,-,Unknown,-,phosphatidylinositol transfer protein,protein-coding,-,-,-,phosphatidylinositol transfer protein,20201223,-
595528,14894748,CAOG_08093,CAOG_08093,-,-,Unknown,-,excision repair enzyme ERCC-1,protein-coding,-,-,-,excision repair enzyme ERCC-1,20201223,-
595528,14894749,CAOG_08094,CAOG_08094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894750,CAOG_08095,CAOG_08095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894751,CAOG_08096,CAOG_08096,-,-,Unknown,-,serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,protein-coding,-,-,-,serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,20201223,-
595528,14894752,CAOG_08097,CAOG_08097,-,-,Unknown,-,proteasome 26S non-ATPase subunit 12,protein-coding,-,-,-,proteasome 26S non-ATPase subunit 12,20201223,-
595528,14894753,CAOG_08098,CAOG_08098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894754,CAOG_08099,CAOG_08099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894755,CAOG_08100,CAOG_08100,-,-,Unknown,-,endonuclease V family protein,protein-coding,-,-,-,endonuclease V family protein,20201223,-
595528,14894756,CAOG_08101,CAOG_08101,-,-,Unknown,-,multidrug resistance-associated protein 3,protein-coding,-,-,-,multidrug resistance-associated protein 3,20201223,-
595528,14894757,CAOG_08102,CAOG_08102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894758,CAOG_08103,CAOG_08103,-,-,Unknown,-,tyrosine-protein kinase transforming protein SEA,protein-coding,-,-,-,tyrosine-protein kinase transforming protein SEA,20201223,-
595528,14894759,CAOG_08104,CAOG_08104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894760,CAOG_08105,CAOG_08105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894761,CAOG_08106,CAOG_08106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894762,CAOG_08107,CAOG_08107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894763,CAOG_08108,CAOG_08108,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894764,CAOG_08109,CAOG_08109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894765,CAOG_08110,CAOG_08110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894766,CAOG_08111,CAOG_08111,-,-,Unknown,-,protein-S-isoprenylcysteine O-methyltransferase,protein-coding,-,-,-,protein-S-isoprenylcysteine O-methyltransferase,20201223,-
595528,14894767,CAOG_08112,CAOG_08112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894768,CAOG_08113,CAOG_08113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894769,CAOG_08114,CAOG_08114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894770,CAOG_08115,CAOG_08115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894771,CAOG_08116,CAOG_08116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894772,CAOG_08117,CAOG_08117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894773,CAOG_08118,CAOG_08118,-,-,Unknown,-,ribosomal protein L3 isoform b,protein-coding,-,-,-,ribosomal protein L3 isoform b,20201223,-
595528,14894774,CAOG_08119,CAOG_08119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894775,CAOG_08120,CAOG_08120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894776,CAOG_08121,CAOG_08121,-,-,Unknown,-,2-hydroxyphytanoyl-CoA lyase,protein-coding,-,-,-,2-hydroxyphytanoyl-CoA lyase,20201223,-
595528,14894777,CAOG_08122,CAOG_08122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894778,CAOG_08123,CAOG_08123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894779,CAOG_08124,CAOG_08124,-,-,Unknown,-,nucleus protein,protein-coding,-,-,-,nucleus protein,20201223,-
595528,14894780,CAOG_07978,CAOG_07978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894781,CAOG_07979,CAOG_07979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894782,CAOG_07992,CAOG_07992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894783,CAOG_07993,CAOG_07993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894784,CAOG_07994,CAOG_07994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894785,CAOG_07995,CAOG_07995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14894788,CAOG_07998,CAOG_07998,-,-,Unknown,-,preimplantation protein 3,protein-coding,-,-,-,preimplantation protein 3,20201223,-
