#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
933801,10044094,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Acidianus hospitalis str. W1; Acidianus hospitalis strain W1).,other,-,-,-,-,20101221,-
933801,10599610,AHOS_RS00860,AHOS_RS00860,Ahos_0170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599611,AHOS_RS00865,AHOS_RS00865,Ahos_0171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599612,AHOS_RS00870,AHOS_RS00870,Ahos_0172,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20190827,-
933801,10599613,AHOS_RS00875,AHOS_RS00875,Ahos_0173,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20190827,-
933801,10599614,AHOS_RS00880,AHOS_RS00880,Ahos_0174,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10599615,AHOS_RS00885,AHOS_RS00885,Ahos_0175,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10599616,AHOS_RS00890,AHOS_RS00890,Ahos_0176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599618,AHOS_RS00895,AHOS_RS00895,Ahos_0178,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20190827,-
933801,10599619,AHOS_RS00905,AHOS_RS00905,Ahos_0179,-,-,-,hydrogenase,protein-coding,-,-,-,hydrogenase,20190827,-
933801,10599620,AHOS_RS00915,AHOS_RS00915,Ahos_0180,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
933801,10599622,AHOS_RS00925,AHOS_RS00925,Ahos_0182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10599623,AHOS_RS00935,AHOS_RS00935,Ahos_0183,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200905,-
933801,10599624,tnpB,AHOS_RS00940,Ahos_0184,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,protein-coding,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,20200830,-
933801,10599625,AHOS_RS00945,AHOS_RS00945,Ahos_0185,-,-,-,PaaI family thioesterase,protein-coding,-,-,-,PaaI family thioesterase,20190827,-
933801,10599626,leuS,AHOS_RS00950,Ahos_0186,-,-,-,leucine--tRNA ligase,protein-coding,-,-,-,leucine--tRNA ligase,20190827,-
933801,10599627,AHOS_RS00955,AHOS_RS00955,Ahos_0187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10599628,AHOS_RS00960,AHOS_RS00960,Ahos_0188,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
933801,10599629,AHOS_RS00965,AHOS_RS00965,Ahos_0189,-,-,-,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,20200830,-
933801,10599630,AHOS_RS00970,AHOS_RS00970,Ahos_0190,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20190827,-
933801,10599631,AHOS_RS00975,AHOS_RS00975,Ahos_0191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599632,AHOS_RS00980,AHOS_RS00980,Ahos_0192,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10599633,AHOS_RS00985,AHOS_RS00985,Ahos_0193,-,-,-,DUF3211 domain-containing protein,protein-coding,-,-,-,DUF3211 domain-containing protein,20190827,-
933801,10599634,AHOS_RS00990,AHOS_RS00990,Ahos_0194,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200830,-
933801,10599635,AHOS_RS00995,AHOS_RS00995,Ahos_0195,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200830,-
933801,10599636,AHOS_RS01000,AHOS_RS01000,Ahos_0196,-,-,-,M20 family metallo-hydrolase,protein-coding,-,-,-,M20 family metallo-hydrolase,20190827,-
933801,10599637,AHOS_RS01005,AHOS_RS01005,Ahos_0197,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
933801,10599638,AHOS_RS01010,AHOS_RS01010,Ahos_0198,-,-,-,50S ribosomal protein L13e,protein-coding,-,-,-,50S ribosomal protein L13e,20190827,-
933801,10599639,AHOS_RS01015,AHOS_RS01015,Ahos_0199,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10599640,AHOS_RS01020,AHOS_RS01020,Ahos_0200,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20190827,-
933801,10599641,AHOS_RS01030,AHOS_RS01030,Ahos_0201,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20190827,-
933801,10599643,AHOS_RS01040,AHOS_RS01040,Ahos_0203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599644,AHOS_RS01045,AHOS_RS01045,Ahos_0204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599645,AHOS_RS01050,AHOS_RS01050,Ahos_0205,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20190827,-
933801,10599646,AHOS_RS01055,AHOS_RS01055,Ahos_0206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599647,AHOS_RS01060,AHOS_RS01060,Ahos_0207,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20190827,-
933801,10599648,AHOS_RS01065,AHOS_RS01065,Ahos_0208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599649,AHOS_RS01070,AHOS_RS01070,Ahos_0209,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20190827,-
933801,10599650,AHOS_RS01075,AHOS_RS01075,Ahos_0210,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200905,-
933801,10599651,AHOS_RS01080,AHOS_RS01080,Ahos_0211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599652,AHOS_RS01085,AHOS_RS01085,Ahos_0212,-,-,-,creatininase family protein,protein-coding,-,-,-,creatininase family protein,20200830,-
933801,10599653,AHOS_RS01090,AHOS_RS01090,Ahos_0213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599654,AHOS_RS01100,AHOS_RS01100,Ahos_0214,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10599655,AHOS_RS01105,AHOS_RS01105,Ahos_0215,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200830,-
933801,10599656,AHOS_RS01110,AHOS_RS01110,Ahos_0216,-,-,-,DUF3800 domain-containing protein,protein-coding,-,-,-,DUF3800 domain-containing protein,20200830,-
933801,10599657,AHOS_RS01115,AHOS_RS01115,Ahos_0217,-,-,-,PhoH family protein,protein-coding,-,-,-,PhoH family protein,20200830,-
933801,10599658,AHOS_RS01125,AHOS_RS01125,Ahos_0218,-,-,-,P-loop NTPase,protein-coding,-,-,-,P-loop NTPase,20200905,-
933801,10599659,AHOS_RS01130,AHOS_RS01130,Ahos_0219,-,-,-,hydrogenase maturation nickel metallochaperone HypA,protein-coding,-,-,-,hydrogenase maturation nickel metallochaperone HypA,20200830,-
933801,10599660,AHOS_RS01135,AHOS_RS01135,Ahos_0220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10599661,AHOS_RS01140,AHOS_RS01140,Ahos_0221,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20190827,-
933801,10599662,AHOS_RS01150,AHOS_RS01150,Ahos_0222,-,-,-,-,pseudo,-,-,-,-,20190827,-
933801,10599663,tnpB,AHOS_RS01155,Ahos_0223,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,protein-coding,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,20200830,-
933801,10599664,AHOS_RS01160,AHOS_RS01160,Ahos_0224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599666,AHOS_RS01175,AHOS_RS01175,Ahos_0226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599667,AHOS_RS01180,AHOS_RS01180,Ahos_0227,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20190827,-
933801,10599668,AHOS_RS01185,AHOS_RS01185,Ahos_0228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599669,AHOS_RS01190,AHOS_RS01190,Ahos_0229,-,-,-,DUF1641 domain-containing protein,protein-coding,-,-,-,DUF1641 domain-containing protein,20190827,-
933801,10599670,AHOS_RS01195,AHOS_RS01195,Ahos_0230,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210529,-
933801,10599671,AHOS_RS01200,AHOS_RS01200,Ahos_0231,-,-,-,SirA family protein,protein-coding,-,-,-,SirA family protein,20190827,-
933801,10599672,AHOS_RS01205,AHOS_RS01205,Ahos_0232,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200830,-
933801,10599673,AHOS_RS01210,AHOS_RS01210,Ahos_0233,-,-,-,molecular chaperone TorD family protein,protein-coding,-,-,-,molecular chaperone TorD family protein,20190827,-
933801,10599674,AHOS_RS01215,AHOS_RS01215,Ahos_0234,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20190827,-
933801,10599675,AHOS_RS01220,AHOS_RS01220,Ahos_0235,-,-,-,sulfide reductase,protein-coding,-,-,-,sulfide reductase,20190827,-
933801,10599676,nrfD,AHOS_RS01225,Ahos_0236,-,-,-,polysulfide reductase NrfD,protein-coding,-,-,-,polysulfide reductase NrfD,20200830,-
933801,10599677,AHOS_RS01230,AHOS_RS01230,Ahos_0237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599678,AHOS_RS01235,AHOS_RS01235,Ahos_0238,-,-,-,thiosulfate-quinone oxidoreductase (TQO) small subunit DoxD,protein-coding,-,-,-,thiosulfate-quinone oxidoreductase (TQO) small subunit DoxD,20190827,-
933801,10599679,AHOS_RS01240,AHOS_RS01240,Ahos_0239,-,-,-,Aa3-type terminal oxidase,protein-coding,-,-,-,Aa3-type terminal oxidase,20190827,-
933801,10599680,AHOS_RS01245,AHOS_RS01245,Ahos_0240,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200830,-
933801,10599681,AHOS_RS01250,AHOS_RS01250,Ahos_0241,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20190827,-
933801,10599682,AHOS_RS01255,AHOS_RS01255,Ahos_0242,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20200830,-
933801,10599683,tatC,AHOS_RS01260,Ahos_0243,-,-,-,twin-arginine translocase subunit TatC,protein-coding,-,-,-,twin-arginine translocase subunit TatC,20200830,-
933801,10599684,AHOS_RS01265,AHOS_RS01265,Ahos_0244,-,-,-,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,protein-coding,-,-,-,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,20190827,-
933801,10599685,AHOS_RS01270,AHOS_RS01270,Ahos_0245,-,-,-,succinate dehydrogenase subunit C,protein-coding,-,-,-,succinate dehydrogenase subunit C,20200905,-
933801,10599686,AHOS_RS01275,AHOS_RS01275,Ahos_0246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
933801,10599687,AHOS_RS01285,AHOS_RS01285,Ahos_0247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599688,AHOS_RS01290,AHOS_RS01290,Ahos_0248,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599689,AHOS_RS01295,AHOS_RS01295,Ahos_0249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599690,AHOS_RS01300,AHOS_RS01300,Ahos_0250,-,-,-,V-type ATPase,protein-coding,-,-,-,V-type ATPase,20190827,-
933801,10599691,AHOS_RS01305,AHOS_RS01305,Ahos_0251,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10599692,AHOS_RS01310,AHOS_RS01310,Ahos_0252,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10599693,AHOS_RS01315,AHOS_RS01315,Ahos_0253,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10599695,cadA,AHOS_RS01320,Ahos_0255,-,-,-,cadmium-translocating P-type ATPase,protein-coding,-,-,-,cadmium-translocating P-type ATPase,20200830,-
933801,10599697,AHOS_RS01325,AHOS_RS01325,Ahos_0257,-,-,-,TRASH domain-containing protein,protein-coding,-,-,-,TRASH domain-containing protein,20210417,-
933801,10599698,AHOS_RS01330,AHOS_RS01330,Ahos_0258,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20190827,-
933801,10599700,AHOS_RS01350,AHOS_RS01350,Ahos_0260,-,-,-,dihydrodipicolinate synthase family protein,protein-coding,-,-,-,dihydrodipicolinate synthase family protein,20200830,-
933801,10599701,AHOS_RS01355,AHOS_RS01355,Ahos_0261,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,protein-coding,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,20190827,-
933801,10599702,AHOS_RS01360,AHOS_RS01360,Ahos_0262,-,-,-,NTPase,protein-coding,-,-,-,NTPase,20200830,-
933801,10599704,AHOS_RS01365,AHOS_RS01365,Ahos_0264,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20190827,-
933801,10599705,AHOS_RS01370,AHOS_RS01370,Ahos_0265,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20190827,-
933801,10599706,AHOS_RS01375,AHOS_RS01375,Ahos_0266,-,-,-,glycoside hydrolase family 15 protein,protein-coding,-,-,-,glycoside hydrolase family 15 protein,20190827,-
933801,10599707,AHOS_RS01380,AHOS_RS01380,Ahos_0267,-,-,-,protein-L-isoaspartate O-methyltransferase,protein-coding,-,-,-,protein-L-isoaspartate O-methyltransferase,20190827,-
933801,10599708,AHOS_RS01385,AHOS_RS01385,Ahos_0268,-,-,-,DUF86 domain-containing protein,protein-coding,-,-,-,DUF86 domain-containing protein,20190827,-
933801,10599709,AHOS_RS01390,AHOS_RS01390,Ahos_0269,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200830,-
933801,10599710,AHOS_RS01395,AHOS_RS01395,Ahos_0270,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10599711,AHOS_RS01400,AHOS_RS01400,Ahos_0271,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200912,-
933801,10599712,AHOS_RS01405,AHOS_RS01405,Ahos_0272,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20190827,-
933801,10599713,AHOS_RS01410,AHOS_RS01410,Ahos_0273,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20190827,-
933801,10599715,AHOS_RS01420,AHOS_RS01420,Ahos_0275,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20200830,-
933801,10599716,AHOS_RS01425,AHOS_RS01425,Ahos_0276,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20190827,-
933801,10599717,AHOS_RS01430,AHOS_RS01430,Ahos_0277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599718,AHOS_RS01435,AHOS_RS01435,Ahos_0278,-,-,-,DNA-directed RNA polymerase subunit M,protein-coding,-,-,-,DNA-directed RNA polymerase subunit M,20200905,-
933801,10599719,AHOS_RS01440,AHOS_RS01440,Ahos_0279,-,-,-,DUF302 domain-containing protein,protein-coding,-,-,-,DUF302 domain-containing protein,20190827,-
933801,10599720,AHOS_RS01445,AHOS_RS01445,Ahos_0280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10599721,AHOS_RS01450,AHOS_RS01450,Ahos_0281,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10599722,AHOS_RS01455,AHOS_RS01455,Ahos_0282,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20190827,-
933801,10599723,AHOS_RS01465,AHOS_RS01465,Ahos_0283,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599724,AHOS_RS01470,AHOS_RS01470,Ahos_0284,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599725,AHOS_RS01475,AHOS_RS01475,Ahos_0285,-,-,-,glycoside hydrolase family 1 protein,protein-coding,-,-,-,glycoside hydrolase family 1 protein,20190827,-
933801,10599726,AHOS_RS01480,AHOS_RS01480,Ahos_0286,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10599727,AHOS_RS01485,AHOS_RS01485,Ahos_0287,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20200830,-
933801,10599728,AHOS_RS01490,AHOS_RS01490,Ahos_0288,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20190827,-
933801,10599729,AHOS_RS01495,AHOS_RS01495,Ahos_0289,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20190827,-
933801,10599730,AHOS_RS01500,AHOS_RS01500,Ahos_0290,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10599732,AHOS_RS01510,AHOS_RS01510,Ahos_0292,-,-,-,TCP-1/cpn60 chaperonin family protein,protein-coding,-,-,-,TCP-1/cpn60 chaperonin family protein,20200912,-
933801,10599733,tnpB,AHOS_RS01515,Ahos_0293,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,protein-coding,-,-,-,IS200/IS605 family element transposase accessory protein TnpB,20200830,-
933801,10599734,AHOS_RS01520,AHOS_RS01520,Ahos_0294,-,-,-,pirin family protein,protein-coding,-,-,-,pirin family protein,20190827,-
933801,10599735,AHOS_RS01525,AHOS_RS01525,Ahos_0295,-,-,-,alpha-E domain-containing protein,protein-coding,-,-,-,alpha-E domain-containing protein,20200830,-
933801,10599736,AHOS_RS01530,AHOS_RS01530,Ahos_0296,-,-,-,transglutaminase family protein,protein-coding,-,-,-,transglutaminase family protein,20190827,-
933801,10599737,AHOS_RS01535,AHOS_RS01535,Ahos_0297,-,-,-,circularly permuted type 2 ATP-grasp protein,protein-coding,-,-,-,circularly permuted type 2 ATP-grasp protein,20200830,-
933801,10599738,AHOS_RS01540,AHOS_RS01540,Ahos_0298,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20190827,-
933801,10599741,AHOS_RS01560,AHOS_RS01560,Ahos_0300,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,20190827,-
933801,10599742,AHOS_RS01565,AHOS_RS01565,Ahos_0301,-,-,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,20190827,-
933801,10599743,AHOS_RS01570,AHOS_RS01570,Ahos_0302,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210417,-
933801,10599744,AHOS_RS01575,AHOS_RS01575,Ahos_0303,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20190827,-
933801,10599745,AHOS_RS01580,AHOS_RS01580,Ahos_0304,-,-,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20190827,-
933801,10599746,AHOS_RS01585,AHOS_RS01585,Ahos_0305,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20200905,-
933801,10599747,AHOS_RS01590,AHOS_RS01590,Ahos_0306,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10599748,AHOS_RS01595,AHOS_RS01595,Ahos_0307,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599749,AHOS_RS01600,AHOS_RS01600,Ahos_0308,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20200830,-
933801,10599750,AHOS_RS01605,AHOS_RS01605,Ahos_0309,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,protein-coding,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,20200905,-
933801,10599751,AHOS_RS01610,AHOS_RS01610,Ahos_0310,-,-,-,HTH domain-containing protein,protein-coding,-,-,-,HTH domain-containing protein,20190827,-
933801,10599752,AHOS_RS01615,AHOS_RS01615,Ahos_0311,-,-,-,lactate/malate dehydrogenase family protein,protein-coding,-,-,-,lactate/malate dehydrogenase family protein,20200905,-
933801,10599753,AHOS_RS01620,AHOS_RS01620,Ahos_0312,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599754,AHOS_RS01625,AHOS_RS01625,Ahos_0313,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599755,AHOS_RS01630,AHOS_RS01630,Ahos_0314,-,-,-,cytochrome bc complex cytochrome b subunit,protein-coding,-,-,-,cytochrome bc complex cytochrome b subunit,20210529,-
933801,10599756,AHOS_RS01635,AHOS_RS01635,Ahos_0315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599757,AHOS_RS01640,AHOS_RS01640,Ahos_0316,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20190827,-
933801,10599758,AHOS_RS01645,AHOS_RS01645,Ahos_0317,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20190827,-
933801,10599759,AHOS_RS01650,AHOS_RS01650,Ahos_0318,-,-,-,UxaA family hydrolase,protein-coding,-,-,-,UxaA family hydrolase,20190827,-
933801,10599760,AHOS_RS01655,AHOS_RS01655,Ahos_0319,-,-,-,UxaA family hydrolase,protein-coding,-,-,-,UxaA family hydrolase,20200905,-
933801,10599761,AHOS_RS01660,AHOS_RS01660,Ahos_0320,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,protein-coding,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,20190827,-
