#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392248,36540034,P168DRAFT_10038,P168DRAFT_10038,-,-,Unknown,-,Golgi apparatus membrane protein tvp18,protein-coding,-,-,-,Golgi apparatus membrane protein tvp18,20180512,-
1392248,36540217,P168DRAFT_132505,P168DRAFT_132505,-,-,Unknown,-,2-oxodicarboxylate carrier 2,protein-coding,-,-,-,2-oxodicarboxylate carrier 2,20180512,-
1392248,36540218,P168DRAFT_132944,P168DRAFT_132944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540219,P168DRAFT_133016,P168DRAFT_133016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540220,P168DRAFT_133149,P168DRAFT_133149,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20180512,-
1392248,36540221,P168DRAFT_133325,P168DRAFT_133325,-,-,Unknown,-,glycine cleavage system T protein,protein-coding,-,-,-,glycine cleavage system T protein,20180512,-
1392248,36540222,P168DRAFT_133474,P168DRAFT_133474,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540223,P168DRAFT_133477,P168DRAFT_133477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540224,P168DRAFT_133719,P168DRAFT_133719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540225,P168DRAFT_13382,P168DRAFT_13382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540226,P168DRAFT_133901,P168DRAFT_133901,-,-,Unknown,-,heat shock protein Hsp98/Hsp104/ClpA,protein-coding,-,-,-,heat shock protein Hsp98/Hsp104/ClpA,20180512,-
1392248,36540227,P168DRAFT_133929,P168DRAFT_133929,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540228,P168DRAFT_133950,P168DRAFT_133950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540229,P168DRAFT_133963,P168DRAFT_133963,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20180512,-
1392248,36540230,P168DRAFT_134166,P168DRAFT_134166,-,-,Unknown,-,phosphotransferase enzyme family protein,protein-coding,-,-,-,phosphotransferase enzyme family protein,20180512,-
1392248,36540231,P168DRAFT_134330,P168DRAFT_134330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540232,P168DRAFT_134475,P168DRAFT_134475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540233,P168DRAFT_134646,P168DRAFT_134646,-,-,Unknown,-,putative beta-N-acetylhexosaminidase naga,protein-coding,-,-,-,putative beta-N-acetylhexosaminidase naga,20180512,-
1392248,36540234,P168DRAFT_134783,P168DRAFT_134783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540235,P168DRAFT_135136,P168DRAFT_135136,-,-,Unknown,-,alkaline phosphatase-like protein,protein-coding,-,-,-,alkaline phosphatase-like protein,20180512,-
1392248,36540236,P168DRAFT_135190,P168DRAFT_135190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540237,P168DRAFT_1354,P168DRAFT_1354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540238,P168DRAFT_135894,P168DRAFT_135894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540239,P168DRAFT_135944,P168DRAFT_135944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540240,P168DRAFT_135962,P168DRAFT_135962,-,-,Unknown,-,KR-domain-containing protein,protein-coding,-,-,-,KR-domain-containing protein,20180512,-
1392248,36540241,P168DRAFT_136543,P168DRAFT_136543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540242,P168DRAFT_136727,P168DRAFT_136727,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20180512,-
1392248,36540243,P168DRAFT_1369,P168DRAFT_1369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540244,P168DRAFT_136900,P168DRAFT_136900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540245,P168DRAFT_13694,P168DRAFT_13694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540246,P168DRAFT_137063,P168DRAFT_137063,-,-,Unknown,-,DFP-domain-containing protein,protein-coding,-,-,-,DFP-domain-containing protein,20180512,-
1392248,36540247,P168DRAFT_137110,P168DRAFT_137110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540248,P168DRAFT_137162,P168DRAFT_137162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540249,P168DRAFT_137388,P168DRAFT_137388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540250,P168DRAFT_137468,P168DRAFT_137468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540251,P168DRAFT_137499,P168DRAFT_137499,-,-,Unknown,-,putative MFS transporter,protein-coding,-,-,-,putative MFS transporter,20180512,-
1392248,36540252,P168DRAFT_13751,P168DRAFT_13751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540253,P168DRAFT_137514,P168DRAFT_137514,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20180512,-
1392248,36540254,P168DRAFT_137582,P168DRAFT_137582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540255,P168DRAFT_137596,P168DRAFT_137596,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540256,P168DRAFT_137697,P168DRAFT_137697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540257,P168DRAFT_137759,P168DRAFT_137759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540258,P168DRAFT_137771,P168DRAFT_137771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540259,P168DRAFT_137839,P168DRAFT_137839,-,-,Unknown,-,SWIB/MDM2 domain protein,protein-coding,-,-,-,SWIB/MDM2 domain protein,20180512,-
1392248,36540260,P168DRAFT_138082,P168DRAFT_138082,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540261,P168DRAFT_138319,P168DRAFT_138319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540262,P168DRAFT_138399,P168DRAFT_138399,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20180512,-
1392248,36540263,P168DRAFT_138430,P168DRAFT_138430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540264,P168DRAFT_138444,P168DRAFT_138444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540265,P168DRAFT_138445,P168DRAFT_138445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540266,P168DRAFT_139169,P168DRAFT_139169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540267,P168DRAFT_139538,P168DRAFT_139538,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540268,P168DRAFT_139715,P168DRAFT_139715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540269,P168DRAFT_139724,P168DRAFT_139724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540270,P168DRAFT_139795,P168DRAFT_139795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540271,P168DRAFT_13990,P168DRAFT_13990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540272,P168DRAFT_140057,P168DRAFT_140057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540273,P168DRAFT_14013,P168DRAFT_14013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540274,P168DRAFT_140141,P168DRAFT_140141,-,-,Unknown,-,putative MYB family conidiophore development protein FlbD,protein-coding,-,-,-,putative MYB family conidiophore development protein FlbD,20180512,-
1392248,36540275,P168DRAFT_140149,P168DRAFT_140149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540276,P168DRAFT_140150,P168DRAFT_140150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540277,P168DRAFT_140248,P168DRAFT_140248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540278,P168DRAFT_140401,P168DRAFT_140401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540279,P168DRAFT_140588,P168DRAFT_140588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540280,P168DRAFT_14059,P168DRAFT_14059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540281,P168DRAFT_140601,P168DRAFT_140601,-,-,Unknown,-,HD-domain/PDEase-like protein,protein-coding,-,-,-,HD-domain/PDEase-like protein,20180512,-
1392248,36540282,P168DRAFT_141086,P168DRAFT_141086,-,-,Unknown,-,serine/threonine-protein phosphatase PP1,protein-coding,-,-,-,serine/threonine-protein phosphatase PP1,20180512,-
1392248,36540283,P168DRAFT_14149,P168DRAFT_14149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540284,P168DRAFT_142532,P168DRAFT_142532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540285,P168DRAFT_142581,P168DRAFT_142581,-,-,Unknown,-,"bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase",protein-coding,-,-,-,"bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase",20180512,-
1392248,36540286,P168DRAFT_142589,P168DRAFT_142589,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540287,P168DRAFT_142975,P168DRAFT_142975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540288,P168DRAFT_143164,P168DRAFT_143164,-,-,Unknown,-,phospholipase D/nuclease,protein-coding,-,-,-,phospholipase D/nuclease,20180512,-
1392248,36540289,P168DRAFT_14364,P168DRAFT_14364,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20180512,-
1392248,36540290,P168DRAFT_144079,P168DRAFT_144079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540291,P168DRAFT_144490,P168DRAFT_144490,-,-,Unknown,-,putative esterase,protein-coding,-,-,-,putative esterase,20180512,-
1392248,36540292,P168DRAFT_145351,P168DRAFT_145351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540293,P168DRAFT_145622,P168DRAFT_145622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540294,P168DRAFT_145688,P168DRAFT_145688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540295,P168DRAFT_146251,P168DRAFT_146251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540296,P168DRAFT_146281,P168DRAFT_146281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540297,P168DRAFT_146495,P168DRAFT_146495,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540298,P168DRAFT_146960,P168DRAFT_146960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540299,P168DRAFT_146961,P168DRAFT_146961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540300,P168DRAFT_147518,P168DRAFT_147518,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540301,P168DRAFT_147754,P168DRAFT_147754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540302,P168DRAFT_148419,P168DRAFT_148419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540303,P168DRAFT_148450,P168DRAFT_148450,-,-,Unknown,-,cora-domain-containing protein,protein-coding,-,-,-,cora-domain-containing protein,20180512,-
1392248,36540304,P168DRAFT_148619,P168DRAFT_148619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540305,P168DRAFT_148654,P168DRAFT_148654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540306,P168DRAFT_148661,P168DRAFT_148661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540307,P168DRAFT_148662,P168DRAFT_148662,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540308,P168DRAFT_148723,P168DRAFT_148723,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540309,P168DRAFT_148782,P168DRAFT_148782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540310,P168DRAFT_148868,P168DRAFT_148868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540311,P168DRAFT_149027,P168DRAFT_149027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540312,P168DRAFT_149043,P168DRAFT_149043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540313,P168DRAFT_149202,P168DRAFT_149202,-,-,Unknown,-,putative RNA polymerase II transcriptional coactivator,protein-coding,-,-,-,putative RNA polymerase II transcriptional coactivator,20180512,-
1392248,36540316,P168DRAFT_149624,P168DRAFT_149624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540317,P168DRAFT_149670,P168DRAFT_149670,-,-,Unknown,-,Trm112p-domain-containing protein,protein-coding,-,-,-,Trm112p-domain-containing protein,20180512,-
1392248,36540318,P168DRAFT_150045,P168DRAFT_150045,-,-,Unknown,-,HSP20-like chaperone,protein-coding,-,-,-,HSP20-like chaperone,20180512,-
1392248,36540319,P168DRAFT_150260,P168DRAFT_150260,-,-,Unknown,-,autophagy-related protein Atg10,protein-coding,-,-,-,autophagy-related protein Atg10,20180512,-
1392248,36540320,P168DRAFT_150435,P168DRAFT_150435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540321,P168DRAFT_150809,P168DRAFT_150809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540322,P168DRAFT_150896,P168DRAFT_150896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540323,P168DRAFT_150996,P168DRAFT_150996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540324,P168DRAFT_151151,P168DRAFT_151151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540325,P168DRAFT_151281,P168DRAFT_151281,-,-,Unknown,-,GTP-binding protein rhoA,protein-coding,-,-,-,GTP-binding protein rhoA,20180512,-
1392248,36540326,P168DRAFT_151422,P168DRAFT_151422,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20180512,-
1392248,36540327,P168DRAFT_151589,P168DRAFT_151589,-,-,Unknown,-,putative lanthionine synthetase C family protein,protein-coding,-,-,-,putative lanthionine synthetase C family protein,20180512,-
1392248,36540328,P168DRAFT_151676,P168DRAFT_151676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540329,P168DRAFT_151723,P168DRAFT_151723,-,-,Unknown,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20180512,-
1392248,36540330,P168DRAFT_152609,P168DRAFT_152609,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540331,P168DRAFT_152620,P168DRAFT_152620,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540332,P168DRAFT_152821,P168DRAFT_152821,-,-,Unknown,-,ACP-like protein,protein-coding,-,-,-,ACP-like protein,20180512,-
1392248,36540333,P168DRAFT_153418,P168DRAFT_153418,-,-,Unknown,-,Metallo-dependent hydrolase,protein-coding,-,-,-,Metallo-dependent hydrolase,20180512,-
1392248,36540334,P168DRAFT_153894,P168DRAFT_153894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540335,P168DRAFT_154262,P168DRAFT_154262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540336,P168DRAFT_154289,P168DRAFT_154289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540337,P168DRAFT_154378,P168DRAFT_154378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540338,P168DRAFT_154392,P168DRAFT_154392,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540339,P168DRAFT_154489,P168DRAFT_154489,-,-,Unknown,-,beta-glucosidase-related glycosidase,protein-coding,-,-,-,beta-glucosidase-related glycosidase,20180512,-
1392248,36540340,P168DRAFT_154510,P168DRAFT_154510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540341,P168DRAFT_154511,P168DRAFT_154511,-,-,Unknown,-,putative arsenite efflux transporter ArsB,protein-coding,-,-,-,putative arsenite efflux transporter ArsB,20180512,-
1392248,36540342,P168DRAFT_154512,P168DRAFT_154512,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540343,P168DRAFT_15468,P168DRAFT_15468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540344,P168DRAFT_154976,P168DRAFT_154976,-,-,Unknown,-,putative GTP binding protein,protein-coding,-,-,-,putative GTP binding protein,20180512,-
1392248,36540345,P168DRAFT_155180,P168DRAFT_155180,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase pin4,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase pin4,20180512,-
1392248,36540346,P168DRAFT_155490,P168DRAFT_155490,-,-,Unknown,-,putative vanillin dehydrogenase,protein-coding,-,-,-,putative vanillin dehydrogenase,20180512,-
1392248,36540347,P168DRAFT_155607,P168DRAFT_155607,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540348,P168DRAFT_155653,P168DRAFT_155653,-,-,Unknown,-,Zn(II)2Cys6 transcription factor,protein-coding,-,-,-,Zn(II)2Cys6 transcription factor,20180512,-
1392248,36540349,P168DRAFT_155688,P168DRAFT_155688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540350,P168DRAFT_155748,P168DRAFT_155748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540351,P168DRAFT_155801,P168DRAFT_155801,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540352,P168DRAFT_155899,P168DRAFT_155899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540353,P168DRAFT_156003,P168DRAFT_156003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36540354,P168DRAFT_156016,P168DRAFT_156016,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20180512,-
