#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1138383,11933450,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Mycobacterium intracellulare genotype INT-1.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1138383,45452462,eccE,OCQ_RS00805,OCQ_01630,-,-,-,type VII secretion protein EccE,protein-coding,-,-,-,type VII secretion protein EccE,20210201,-
1138383,45452463,eccA2,OCQ_RS00810,OCQ_01640,-,-,-,type VII secretion system ESX-2 AAA family ATPase EccA2,protein-coding,-,-,-,type VII secretion system ESX-2 AAA family ATPase EccA2,20210129,-
1138383,45452464,OCQ_RS00815,OCQ_RS00815,OCQ_01650,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,protein-coding,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,20210201,-
1138383,45452465,OCQ_RS00820,OCQ_RS00820,OCQ_01660,-,-,-,NAD(P)H-binding protein,protein-coding,-,-,-,NAD(P)H-binding protein,20210201,-
1138383,45452466,sigI,OCQ_RS00825,OCQ_01670,-,-,-,RNA polymerase sigma factor SigI,protein-coding,-,-,-,RNA polymerase sigma factor SigI,20210201,-
1138383,45452467,OCQ_RS00830,OCQ_RS00830,OCQ_01680,-,-,-,MinD/ParA family protein,protein-coding,-,-,-,MinD/ParA family protein,20210201,-
1138383,45452468,gltB,OCQ_RS00835,OCQ_01700,-,-,-,glutamate synthase large subunit,protein-coding,-,-,-,glutamate synthase large subunit,20210201,-
1138383,45452469,OCQ_RS00840,OCQ_RS00840,OCQ_01710,-,-,-,glutamate synthase subunit beta,protein-coding,-,-,-,glutamate synthase subunit beta,20210201,-
1138383,45452470,OCQ_RS00845,OCQ_RS00845,OCQ_01720,-,-,-,LLM class F420-dependent oxidoreductase,protein-coding,-,-,-,LLM class F420-dependent oxidoreductase,20210201,-
1138383,45452471,OCQ_RS00850,OCQ_RS00850,OCQ_01730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452472,OCQ_RS00855,OCQ_RS00855,OCQ_01740,-,-,-,PHP domain-containing protein,protein-coding,-,-,-,PHP domain-containing protein,20210201,-
1138383,45452473,OCQ_RS00860,OCQ_RS00860,OCQ_01750,-,-,-,STAS/SEC14 domain-containing protein,protein-coding,-,-,-,STAS/SEC14 domain-containing protein,20210201,-
1138383,45452474,OCQ_RS00865,OCQ_RS00865,OCQ_01760,-,-,-,DUF1275 domain-containing protein,protein-coding,-,-,-,DUF1275 domain-containing protein,20210129,-
1138383,45452475,dinB,OCQ_RS00870,OCQ_01770,-,-,-,DNA polymerase IV,protein-coding,-,-,-,DNA polymerase IV,20210201,-
1138383,45452476,OCQ_RS00875,OCQ_RS00875,OCQ_01780,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45452477,OCQ_RS00880,OCQ_RS00880,OCQ_01790,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210201,-
1138383,45452478,rraA,OCQ_RS00885,OCQ_01800,-,-,-,ribonuclease E activity regulator RraA,protein-coding,-,-,-,ribonuclease E activity regulator RraA,20210129,-
1138383,45452479,OCQ_RS00890,OCQ_RS00890,OCQ_01810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452480,OCQ_RS00895,OCQ_RS00895,OCQ_01820,-,-,-,copper resistance protein CopC,protein-coding,-,-,-,copper resistance protein CopC,20210201,-
1138383,45452481,OCQ_RS00900,OCQ_RS00900,OCQ_01830,-,-,-,YcnI family protein,protein-coding,-,-,-,YcnI family protein,20210201,-
1138383,45452482,OCQ_RS00905,OCQ_RS00905,OCQ_01840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452483,OCQ_RS00910,OCQ_RS00910,OCQ_01850,-,-,-,secretion protein EspR,protein-coding,-,-,-,secretion protein EspR,20210201,-
1138383,45452485,OCQ_RS00920,OCQ_RS00920,OCQ_01860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1138383,45452486,OCQ_RS00925,OCQ_RS00925,OCQ_01870,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20210201,-
1138383,45452487,OCQ_RS00930,OCQ_RS00930,OCQ_01890,-,-,-,DUF4328 domain-containing protein,protein-coding,-,-,-,DUF4328 domain-containing protein,20210129,-
1138383,45452488,OCQ_RS00935,OCQ_RS00935,OCQ_01900,-,-,-,glycerophosphodiester phosphodiesterase,protein-coding,-,-,-,glycerophosphodiester phosphodiesterase,20210201,-
1138383,45452489,OCQ_RS00940,OCQ_RS00940,OCQ_01910,-,-,-,LCP family protein,protein-coding,-,-,-,LCP family protein,20210129,-
1138383,45452490,OCQ_RS00945,OCQ_RS00945,OCQ_01920,-,-,-,DUF2470 domain-containing protein,protein-coding,-,-,-,DUF2470 domain-containing protein,20210201,-
1138383,45452491,pheA,OCQ_RS00950,OCQ_01930,-,-,-,prephenate dehydratase,protein-coding,-,-,-,prephenate dehydratase,20210201,-
1138383,45452492,OCQ_RS00955,OCQ_RS00955,OCQ_01940,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210417,-
1138383,45452493,OCQ_RS00960,OCQ_RS00960,OCQ_01950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452494,OCQ_RS00965,OCQ_RS00965,OCQ_01960,-,-,-,metallopeptidase family protein,protein-coding,-,-,-,metallopeptidase family protein,20210129,-
1138383,45452495,OCQ_RS00970,OCQ_RS00970,OCQ_01970,-,-,-,septum formation family protein,protein-coding,-,-,-,septum formation family protein,20210129,-
1138383,45452496,serS,OCQ_RS00975,OCQ_01980,-,-,-,serine--tRNA ligase,protein-coding,-,-,-,serine--tRNA ligase,20210201,-
1138383,45452497,OCQ_RS00980,OCQ_RS00980,OCQ_01990,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210201,-
1138383,45452498,OCQ_RS00985,OCQ_RS00985,OCQ_02000,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210129,-
1138383,45452499,OCQ_RS00990,OCQ_RS00990,OCQ_02010,-,-,-,DUF2834 domain-containing protein,protein-coding,-,-,-,DUF2834 domain-containing protein,20210201,-
1138383,45452500,OCQ_RS00995,OCQ_RS00995,OCQ_02020,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210201,-
1138383,45452501,OCQ_RS01000,OCQ_RS01000,OCQ_02030,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210129,-
1138383,45452502,OCQ_RS01005,OCQ_RS01005,OCQ_02040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452503,OCQ_RS01010,OCQ_RS01010,OCQ_02050,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210201,-
1138383,45452504,OCQ_RS01015,OCQ_RS01015,OCQ_02060,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein-coding,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,20210201,-
1138383,45452505,OCQ_RS01020,OCQ_RS01020,OCQ_02070,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein-coding,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,20210201,-
1138383,45452506,OCQ_RS01025,OCQ_RS01025,OCQ_02080,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein-coding,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,20210201,-
1138383,45452507,OCQ_RS01030,OCQ_RS01030,OCQ_02090,-,-,-,Cof-type HAD-IIB family hydrolase,protein-coding,-,-,-,Cof-type HAD-IIB family hydrolase,20210201,-
1138383,45452508,OCQ_RS01035,OCQ_RS01035,OCQ_02100,-,-,-,N-acetylmuramoyl-L-alanine amidase,protein-coding,-,-,-,N-acetylmuramoyl-L-alanine amidase,20210522,-
1138383,45452509,OCQ_RS01040,OCQ_RS01040,OCQ_02110,-,-,-,PirG,protein-coding,-,-,-,PirG,20210522,-
1138383,45452510,glf,OCQ_RS01045,OCQ_02120,-,-,-,UDP-galactopyranose mutase,protein-coding,-,-,-,UDP-galactopyranose mutase,20210201,-
1138383,45452511,OCQ_RS01050,OCQ_RS01050,OCQ_02130,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210417,-
1138383,45452512,OCQ_RS01055,OCQ_RS01055,OCQ_02140,-,-,-,phosphatase PAP2 family protein,protein-coding,-,-,-,phosphatase PAP2 family protein,20210403,-
1138383,45452513,OCQ_RS01060,OCQ_RS01060,OCQ_02150,-,-,-,decaprenyl-phosphate phosphoribosyltransferase,protein-coding,-,-,-,decaprenyl-phosphate phosphoribosyltransferase,20210201,-
1138383,45452514,OCQ_RS01065,OCQ_RS01065,OCQ_02160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452515,OCQ_RS01070,OCQ_RS01070,OCQ_02170,-,-,-,esterase family protein,protein-coding,-,-,-,esterase family protein,20210201,-
1138383,45452516,OCQ_RS01075,OCQ_RS01075,OCQ_02180,-,-,-,esterase family protein,protein-coding,-,-,-,esterase family protein,20210129,-
1138383,45452517,OCQ_RS01080,OCQ_RS01080,OCQ_02190,-,-,-,cutinase family protein,protein-coding,-,-,-,cutinase family protein,20210201,-
1138383,45452518,OCQ_RS01085,OCQ_RS01085,OCQ_02200,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210201,-
1138383,45452519,OCQ_RS01090,OCQ_RS01090,OCQ_02210,-,-,-,type I polyketide synthase,protein-coding,-,-,-,type I polyketide synthase,20210201,-
1138383,45452520,OCQ_RS01095,OCQ_RS01095,OCQ_02220,-,-,-,acyl-CoA carboxylase subunit beta,protein-coding,-,-,-,acyl-CoA carboxylase subunit beta,20210129,-
1138383,45452521,OCQ_RS01100,OCQ_RS01100,OCQ_02230,-,-,-,sigma-70 family RNA polymerase sigma factor,protein-coding,-,-,-,sigma-70 family RNA polymerase sigma factor,20210201,-
1138383,45452522,OCQ_RS01105,OCQ_RS01105,OCQ_02240,-,-,-,dihydrofolate reductase family protein,protein-coding,-,-,-,dihydrofolate reductase family protein,20210201,-
1138383,45452523,OCQ_RS01110,OCQ_RS01110,OCQ_02250,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45452524,OCQ_RS01115,OCQ_RS01115,OCQ_02260,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,Crp/Fnr family transcriptional regulator,20210201,-
1138383,45452525,OCQ_RS01120,OCQ_RS01120,OCQ_02270,-,-,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20210201,-
1138383,45452526,OCQ_RS01125,OCQ_RS01125,OCQ_02280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452527,embB,OCQ_RS01130,OCQ_02290,-,-,-,arabinosyltransferase EmbB,protein-coding,-,-,-,arabinosyltransferase EmbB,20210201,-
1138383,45452528,OCQ_RS01135,OCQ_RS01135,OCQ_02300,-,-,-,arabinosyltransferase domain-containing protein,protein-coding,-,-,-,arabinosyltransferase domain-containing protein,20210201,-
1138383,45452529,OCQ_RS01140,OCQ_RS01140,OCQ_02310,-,-,-,maleylpyruvate isomerase family mycothiol-dependent enzyme,protein-coding,-,-,-,maleylpyruvate isomerase family mycothiol-dependent enzyme,20210201,-
1138383,45452530,OCQ_RS01145,OCQ_RS01145,OCQ_02320,-,-,-,SRPBCC family protein,protein-coding,-,-,-,SRPBCC family protein,20210201,-
1138383,45452531,OCQ_RS01150,OCQ_RS01150,OCQ_02330,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210201,-
1138383,45452532,OCQ_RS01155,OCQ_RS01155,OCQ_02340,-,-,-,arabinosyltransferase domain-containing protein,protein-coding,-,-,-,arabinosyltransferase domain-containing protein,20210201,-
1138383,45452533,OCQ_RS01160,OCQ_RS01160,OCQ_02350,-,-,-,arabinofuranosyltransferase,protein-coding,-,-,-,arabinofuranosyltransferase,20210201,-
1138383,45452534,OCQ_RS01165,OCQ_RS01165,OCQ_02360,-,-,-,decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase,protein-coding,-,-,-,decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase,20210201,-
1138383,45452535,OCQ_RS01170,OCQ_RS01170,OCQ_02370,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20210129,-
1138383,45452536,OCQ_RS01175,OCQ_RS01175,OCQ_02380,-,-,-,GtrA family protein,protein-coding,-,-,-,GtrA family protein,20210201,-
1138383,45452537,OCQ_RS01180,OCQ_RS01180,OCQ_02390,-,-,-,GreA/GreB family elongation factor,protein-coding,-,-,-,GreA/GreB family elongation factor,20210201,-
1138383,45452538,OCQ_RS01185,OCQ_RS01185,OCQ_02400,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210201,-
1138383,45452539,OCQ_RS01190,OCQ_RS01190,OCQ_02410,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210201,-
1138383,45452540,OCQ_RS01195,OCQ_RS01195,OCQ_02420,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210201,-
1138383,45452541,OCQ_RS01200,OCQ_RS01200,OCQ_02430,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210201,-
1138383,45452542,OCQ_RS01205,OCQ_RS01205,OCQ_02440,-,-,-,bacterial proteasome activator family protein,protein-coding,-,-,-,bacterial proteasome activator family protein,20210201,-
1138383,45452543,OCQ_RS01210,OCQ_RS01210,OCQ_02450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452544,OCQ_RS01215,OCQ_RS01215,OCQ_02460,-,-,-,cysteine desulfurase-like protein,protein-coding,-,-,-,cysteine desulfurase-like protein,20210201,-
1138383,45452545,OCQ_RS01220,OCQ_RS01220,OCQ_02470,-,-,-,NAD(P)H-quinone oxidoreductase,protein-coding,-,-,-,NAD(P)H-quinone oxidoreductase,20210129,-
1138383,45452546,OCQ_RS01225,OCQ_RS01225,OCQ_t00040,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452547,OCQ_RS01230,OCQ_RS01230,OCQ_02480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452548,OCQ_RS01235,OCQ_RS01235,OCQ_02490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452549,lipE,OCQ_RS01240,OCQ_02500,-,-,-,lipase LipE,protein-coding,-,-,-,lipase LipE,20210201,-
1138383,45452550,OCQ_RS01245,OCQ_RS01245,OCQ_02510,-,-,-,crotonase/enoyl-CoA hydratase family protein,protein-coding,-,-,-,crotonase/enoyl-CoA hydratase family protein,20210201,-
1138383,45452551,OCQ_RS01250,OCQ_RS01250,OCQ_02520,-,-,-,TIGR03086 family protein,protein-coding,-,-,-,TIGR03086 family protein,20210129,-
1138383,45452552,OCQ_RS01255,OCQ_RS01255,OCQ_02530,-,-,-,IS30 family transposase,protein-coding,-,-,-,IS30 family transposase,20210201,-
1138383,45452553,OCQ_RS01260,OCQ_RS01260,OCQ_02540,-,-,-,DUF4334 domain-containing protein,protein-coding,-,-,-,DUF4334 domain-containing protein,20210201,-
1138383,45452554,hisC,OCQ_RS01265,OCQ_02550,-,-,-,histidinol-phosphate transaminase,protein-coding,-,-,-,histidinol-phosphate transaminase,20210129,-
1138383,45452555,OCQ_RS01270,OCQ_RS01270,OCQ_t00050,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452556,OCQ_RS01275,OCQ_RS01275,OCQ_t00060,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452557,OCQ_RS01280,OCQ_RS01280,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452558,OCQ_RS01285,OCQ_RS01285,OCQ_02570,-,-,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210201,-
1138383,45452559,OCQ_RS01290,OCQ_RS01290,OCQ_02580,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210129,-
1138383,45452560,OCQ_RS01295,OCQ_RS01295,OCQ_02590,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45452561,OCQ_RS01300,OCQ_RS01300,OCQ_02600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452562,tcrX,OCQ_RS01305,OCQ_02620,-,-,-,two-component system response regulator TcrX,protein-coding,-,-,-,two-component system response regulator TcrX,20210201,-
1138383,45452563,OCQ_RS01310,OCQ_RS01310,OCQ_02630,-,-,-,HAMP domain-containing histidine kinase,protein-coding,-,-,-,HAMP domain-containing histidine kinase,20210203,-
1138383,45452564,OCQ_RS01315,OCQ_RS01315,-,-,-,-,lipoprotein LpqH,protein-coding,-,-,-,lipoprotein LpqH,20210212,-
1138383,45452565,OCQ_RS01320,OCQ_RS01320,OCQ_02660,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210522,-
1138383,45452566,OCQ_RS01325,OCQ_RS01325,OCQ_02670,-,-,-,NADPH:quinone oxidoreductase family protein,protein-coding,-,-,-,NADPH:quinone oxidoreductase family protein,20210201,-
1138383,45452567,OCQ_RS01330,OCQ_RS01330,OCQ_02680,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45452568,OCQ_RS01335,OCQ_RS01335,OCQ_02690,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45452569,OCQ_RS01340,OCQ_RS01340,OCQ_02700,-,-,-,glucose 1-dehydrogenase,protein-coding,-,-,-,glucose 1-dehydrogenase,20210201,-
1138383,45452570,OCQ_RS01345,OCQ_RS01345,OCQ_02710,-,-,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210129,-
1138383,45452571,OCQ_RS01350,OCQ_RS01350,OCQ_02720,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45452572,OCQ_RS01355,OCQ_RS01355,OCQ_02730,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210201,-
1138383,45452573,OCQ_RS01360,OCQ_RS01360,OCQ_02740,-,-,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210201,-
1138383,45452574,OCQ_RS01365,OCQ_RS01365,OCQ_02750,-,-,-,DUF1049 domain-containing protein,protein-coding,-,-,-,DUF1049 domain-containing protein,20210129,-
1138383,45452575,OCQ_RS01370,OCQ_RS01370,OCQ_02760,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210201,-
1138383,45452576,OCQ_RS01375,OCQ_RS01375,OCQ_02770,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210201,-
1138383,45452577,OCQ_RS01380,OCQ_RS01380,OCQ_02780,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210201,-
1138383,45452578,OCQ_RS01385,OCQ_RS01385,OCQ_02790,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210201,-
1138383,45452579,OCQ_RS01390,OCQ_RS01390,OCQ_02800,-,-,-,putative glycolipid-binding domain-containing protein,protein-coding,-,-,-,putative glycolipid-binding domain-containing protein,20210129,-
1138383,45452580,OCQ_RS01395,OCQ_RS01395,OCQ_02810,-,-,-,prephenate dehydrogenase,protein-coding,-,-,-,prephenate dehydrogenase,20210403,-
1138383,45452581,OCQ_RS01400,OCQ_RS01400,OCQ_02820,-,-,-,tRNA adenosine deaminase-associated protein,protein-coding,-,-,-,tRNA adenosine deaminase-associated protein,20210201,-
1138383,45452582,OCQ_RS01405,OCQ_RS01405,OCQ_02830,-,-,-,nucleoside deaminase,protein-coding,-,-,-,nucleoside deaminase,20210201,-
1138383,45452583,OCQ_RS01410,OCQ_RS01410,OCQ_t00070,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452584,OCQ_RS01415,OCQ_RS01415,OCQ_02840,-,-,-,glycoside hydrolase family 6 protein,protein-coding,-,-,-,glycoside hydrolase family 6 protein,20210201,-
1138383,45452585,OCQ_RS01420,OCQ_RS01420,OCQ_02850,-,-,-,CAP domain-containing protein,protein-coding,-,-,-,CAP domain-containing protein,20210129,-
1138383,45452586,OCQ_RS01425,OCQ_RS01425,OCQ_02870,-,-,-,DUF4185 domain-containing protein,protein-coding,-,-,-,DUF4185 domain-containing protein,20210201,-
1138383,45452587,OCQ_RS01430,OCQ_RS01430,OCQ_02880,-,-,-,cellulase family glycosylhydrolase,protein-coding,-,-,-,cellulase family glycosylhydrolase,20210201,-
1138383,45452588,OCQ_RS01435,OCQ_RS01435,OCQ_02890,-,-,-,NINE protein,protein-coding,-,-,-,NINE protein,20210201,-
1138383,45452589,OCQ_RS01440,OCQ_RS01440,OCQ_02900,-,-,-,DUF2237 domain-containing protein,protein-coding,-,-,-,DUF2237 domain-containing protein,20210129,-
1138383,45452590,OCQ_RS01445,OCQ_RS01445,OCQ_02910,-,-,-,sulfotransferase,protein-coding,-,-,-,sulfotransferase,20210201,-
1138383,45452591,OCQ_RS01450,OCQ_RS01450,OCQ_02920,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210201,-
1138383,45452592,OCQ_RS01455,OCQ_RS01455,OCQ_02930,-,-,-,LLM class flavin-dependent oxidoreductase,protein-coding,-,-,-,LLM class flavin-dependent oxidoreductase,20210201,-
1138383,45452593,OCQ_RS01460,OCQ_RS01460,OCQ_02940,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210201,-
1138383,45452594,OCQ_RS01465,OCQ_RS01465,OCQ_02950,-,-,-,LLM class flavin-dependent oxidoreductase,protein-coding,-,-,-,LLM class flavin-dependent oxidoreductase,20210201,-
1138383,45452595,OCQ_RS01470,OCQ_RS01470,OCQ_02960,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210201,-
1138383,45452596,OCQ_RS01475,OCQ_RS01475,OCQ_02970,-,-,-,CoA ester lyase,protein-coding,-,-,-,CoA ester lyase,20210201,-
1138383,45452597,OCQ_RS01480,OCQ_RS01480,OCQ_02980,-,-,-,pyruvate carboxylase,protein-coding,-,-,-,pyruvate carboxylase,20210201,-
1138383,45452598,OCQ_RS01485,OCQ_RS01485,OCQ_02990,-,-,-,bifunctional 2-methylcitrate synthase/citrate synthase,protein-coding,-,-,-,bifunctional 2-methylcitrate synthase/citrate synthase,20210201,-
1138383,45452599,prpB,OCQ_RS01490,OCQ_03000,-,-,-,methylisocitrate lyase,protein-coding,-,-,-,methylisocitrate lyase,20210201,-
1138383,45452600,OCQ_RS01495,OCQ_RS01495,OCQ_03010,-,-,-,MmgE/PrpD family protein,protein-coding,-,-,-,MmgE/PrpD family protein,20210201,-
1138383,45452601,OCQ_RS01500,OCQ_RS01500,OCQ_03020,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210201,-
1138383,45452602,OCQ_RS01505,OCQ_RS01505,OCQ_03030,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,protein-coding,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,20210201,-
1138383,45452603,OCQ_RS01510,OCQ_RS01510,OCQ_03040,-,-,-,D-2-hydroxyacid dehydrogenase family protein,protein-coding,-,-,-,D-2-hydroxyacid dehydrogenase family protein,20210201,-
